"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0396148844984578,1.0683887152705,0.920014726423659,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0454415484569997,0.0475938337330315,0.0487755882134954,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.045479746300401,0.0477312560971932,0.0489008398577824
800,5,20,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0395363672812062,1.06034088971168,0.916230437494353,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0453574807583528,0.0471181105047412,0.0483573022713166,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0453954346986742,0.047250862650553,0.0484785380210082
800,5,30,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0376487465101689,1.07313795131658,0.93875462681672,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0455922109862816,0.048076727430382,0.0501201213438807,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0456299924314158,0.0482171783533313,0.0502596507051241
800,5,40,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0378112634354419,1.09272421802464,0.948645450830254,0.0455496254446453,0.0396612015670821,0.041117100580565,0.045782590035147,0.0489124751459785,0.0504711844682723,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0458210419232914,0.0490556380442165,0.050612434605409
800,5,50,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0383337274015405,1.08840162448359,0.941122755058719,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0456872948508261,0.0485372667418075,0.0497593302152368,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0457257562375179,0.0486771189595306,0.0498928012035475
800,5,60,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0389925409862489,1.10431649325967,0.939014103287937,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0458495343607589,0.0496196914007717,0.0501859363252183,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0458886711850196,0.049772096120077,0.0503234201900478
800,5,70,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0378733484668774,1.09927283971528,0.950202286994666,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0459115754237725,0.0495575174935757,0.0513288696654294,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0459503701818408,0.0497099181499108,0.051480360386734
800,5,80,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0388044856840781,1.0998345247308,0.94086876832353,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0458688821489376,0.0495202032393905,0.0508461201629639,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0459080130772962,0.0496737590919716,0.0509918004200167
800,5,90,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0390655647497426,1.1194880022712,0.946042880575098,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0460526278525736,0.050604231753649,0.0509773412655112,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0460923206800228,0.0507654303451309,0.0511227919326484
800,5,100,80,1000001,-0.0322776779642566,0.914462083123752,0.797174404709774,-0.0384493309181986,1.11083088081339,0.948250836718399,0.0455496254446453,0.0396612015670821,0.041117100580565,0.0459962936131028,0.0501349452142465,0.0511728038179444,0.0455815467611472,0.0398661412388078,0.0412135787353102,0.0460356034822437,0.0502912203606578,0.0513208824307118
