"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0383165760294206,1.00003995624447,1.05858611538244,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0485684674794374,0.0500404858568635,0.0468451134493047,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0486400664775944,0.0503754363099113,0.0470039472881501
800,5,20,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0405382633902958,1.02294168930583,1.08974577445819,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0494053853265726,0.0521718713124433,0.0489985367835883,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0494840328558293,0.0525708960875418,0.0492166485097221
800,5,30,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0468014576470258,1.06335212007874,1.15097292659746,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0505698765142893,0.0537532891193548,0.0518868509230847,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0506517803696882,0.054173598488283,0.0521665244456077
800,5,40,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0463359427906252,1.03453082437902,1.13223809703379,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0499950222677424,0.0517454461304166,0.051041376713725,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0500710351472487,0.0521020260075608,0.0513026774449791
800,5,50,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.047293312997888,1.032883251568,1.13779935192173,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0501209315801251,0.0517274241961372,0.0515690485313833,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0501966627775818,0.0520796953112311,0.0518493804301275
800,5,60,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0469374834877466,1.02040653953512,1.12832413409912,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0497870838987467,0.0506204582113373,0.0507873189207355,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0498599312377465,0.0509415757701586,0.0510424618246525
800,5,70,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0488609972918238,1.01374622351509,1.13690461332854,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0499144663896286,0.0502073045178646,0.051493475532635,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0499858585866808,0.0505100742581571,0.0517744278683716
800,5,80,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0473694670562309,1.00649367502276,1.12289599602415,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0495841292193424,0.0496272605012306,0.0504939631805511,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0496543324065566,0.0499187875632335,0.0507423507897068
800,5,90,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0467980268314597,1.00944246774534,1.12087230024147,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0495408071563946,0.0497314214031278,0.0502393393752881,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0496113940915935,0.0500277808939157,0.0504780518491465
800,5,100,80,4000001,0.0333215664556244,0.852711825262331,0.903885976246958,0.0484666040245661,1.007042012509,1.13032895606184,0.0459540243169361,0.0378774057475835,0.037791450826555,0.0497375397053943,0.0497171466828419,0.0510515535271084,0.0460018056816646,0.0380003855639248,0.0378886958722323,0.0498077813303733,0.0500076176707294,0.0513187259246336
