"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0255945867233114,0.906155786966283,0.871312612275568,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0461739188375867,0.0477356011247509,0.0449930483702462,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0462406748608011,0.0481080524865191,0.0452788407331046
800,5,20,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.022792828912606,0.918089054472917,0.91155782178614,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0464772824798377,0.0499563377721303,0.0472491814167854,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465501595437193,0.0503910789178804,0.0475545695491896
800,5,30,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0236319210533581,0.937086328928543,0.931556322655924,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.046613795327725,0.0496016326505705,0.0474228153581216,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0466904714336862,0.0500316388509949,0.047756543701435
800,5,40,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.024847055800965,0.937282338524896,0.919120217342022,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0465152434228386,0.0492583144552043,0.0468096434598702,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465883306299612,0.0496692435997588,0.0471280708582669
800,5,50,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0250135965419122,0.935671065939244,0.916588976889236,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0464824717534007,0.0489192522447209,0.0465713694887906,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.046555608859464,0.0493248287674836,0.046892419675938
800,5,60,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0246712070095321,0.936080829755669,0.921237558966519,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0465136436875201,0.0489323279601362,0.0467307254692465,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465881510752468,0.0493427152204294,0.0470588547127962
800,5,70,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0261043458605278,0.941096374270665,0.911581063963989,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0464648102188015,0.0489069118730924,0.046310193649405,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465357139957928,0.049300249808021,0.0466212947522217
800,5,80,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0273683250328498,0.949535834200349,0.906745585254868,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.046485844087198,0.0491711710713018,0.0461885032570889,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465548188176112,0.0495540538034881,0.0464892855616371
800,5,90,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0269748077809423,0.947753318334287,0.908169974227031,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0464920296602421,0.0493014624812439,0.0463295781947864,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.0465612350785884,0.0496893466337615,0.0466299643834401
800,5,100,80,1,-0.0208928182521,0.847618606874756,0.801547458765522,-0.0277964641738984,0.95049622633225,0.902824211103686,0.0462171387846657,0.0422760696599094,0.0410022928105613,0.0464741473957662,0.0491352213542365,0.0460364734642989,0.0463108798991222,0.0426212560302814,0.0414119526107577,0.046542472096756,0.0495128504638526,0.0463337694971791
