"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.037059825265281,1.01982408718821,0.991445930425404,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0479479053198773,0.0652064767392031,0.0566532718141063,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0479863219870591,0.0658215446185195,0.0570726778860912
800,5,20,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0308217237477,1.05909344529462,0.96002626814279,0.0448310994426662,0.0475113852356698,0.041441538393214,0.04810932460698,0.0690375954155402,0.055396905162651,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0481467423309702,0.0697587956530848,0.0557904539240877
800,5,30,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0313236352966059,1.01454452878288,0.938903515477198,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0471668185217134,0.0650210308667125,0.0536974835701122,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0472042378467311,0.0656338518331799,0.0540464988762499
800,5,40,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0316073405125454,1.02557938439894,0.952355011646204,0.0448310994426662,0.0475113852356698,0.041441538393214,0.047425479643069,0.0649149614412342,0.0534816992100135,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0474652130178644,0.0655081398560374,0.0538187964246005
800,5,50,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0305236759976162,1.02795945058448,0.939645719607784,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0473207475518777,0.0661103913588566,0.0538012700630754,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0473578108797766,0.0667497935743843,0.054155075179349
800,5,60,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0291785111410241,1.0376606469201,0.935224352011082,0.0448310994426662,0.0475113852356698,0.041441538393214,0.047284004503374,0.0664084676291871,0.0530843843085667,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0473212077181056,0.0670433707183575,0.0534219354737657
800,5,70,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0299340300018937,1.04376818076995,0.944895317977419,0.0448310994426662,0.0475113852356698,0.041441538393214,0.047532735290199,0.0670678796937862,0.0538433582559483,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0475699069012707,0.0677240624517228,0.0541983468545907
800,5,80,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0286037572634973,1.05687586119366,0.938191617150348,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0475898924924133,0.068788469089371,0.0540907284186426,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0476249801027706,0.0694977303379098,0.0544608523667236
800,5,90,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.026690293893548,1.08710940446805,0.938992356778247,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0478369225363526,0.071316532667595,0.0540558108224195,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0478704052796581,0.0720828155092255,0.0544351675578058
800,5,100,80,3000001,0.0278665384788118,0.854743297921146,0.808812901002339,0.0268234619941549,1.0820799366064,0.937550906603766,0.0448310994426662,0.0475113852356698,0.041441538393214,0.0477666671368898,0.0708133262795177,0.0539141465347251,0.0448641046396647,0.0478143000751618,0.0416156597211566,0.0478005178902353,0.0715659456220835,0.0542882953683668
