"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.016263580323501,0.99728830792908,0.977979817243003,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0449838976055399,0.0468587428095618,0.0458768739543057,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0450253435772843,0.0469748999967325,0.0459686713798813
800,5,20,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.00717252383138408,1.05331243448289,1.0656754380075,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0458174267399657,0.0496834661891242,0.0502878571304093,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0458611331061773,0.0498175958183089,0.0504104117370374
800,5,30,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.00897507944510596,1.11189377123392,1.1031536496935,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0463800395013745,0.0522362974685226,0.0517583420162262,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0464244602772377,0.0523819433232979,0.0518852627349133
800,5,40,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.00301472202344983,1.11157236552565,1.13390530206241,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0466297605580965,0.0523235028783708,0.0537910597144106,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.046674089174792,0.0524678513701927,0.0539334575318183
800,5,50,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0088408988555868,1.11301872407364,1.10474376411277,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0463985506040102,0.0522893710782325,0.0518464516727522,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0464429805063931,0.052435243141769,0.0519738643023829
800,5,60,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0112044936362429,1.09912190507891,1.08402442925201,0.044065871224755,0.0391605273279307,0.0374113668016011,0.046096164084717,0.0512773800744521,0.0504269132997874,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0461396981302222,0.0514160759956221,0.0505441946306927
800,5,70,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0139975507973033,1.09400987188991,1.06409015117256,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0459947702032269,0.0512813829968552,0.0494845188887591,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0460388299476938,0.0514223566895743,0.0495966364105381
800,5,80,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0126600304699119,1.0862203542553,1.06706696396562,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0459003587730448,0.0506304487543249,0.0494937579715041,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0459435887186867,0.0507654638825294,0.0496055805316598
800,5,90,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0139247800583996,1.10162294300606,1.07091961395428,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0460356920547099,0.0513918403963518,0.0496821745759849,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0460794550589467,0.0515329115141048,0.0497939750826573
800,5,100,80,6000001,-0.0193738505170793,0.892739268442761,0.854110410504633,-0.0150750665341314,1.09591627015518,1.06087583017154,0.044065871224755,0.0391605273279307,0.0374113668016011,0.0459209283345115,0.0510220401864633,0.0490933162336945,0.0441031939881306,0.0392574311902881,0.0374757288072727,0.0459644368645176,0.0511610144588965,0.0492012497213656
