"n","k","n.supp","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,5,10,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,0.00511468999557559,0.941076939011916,1.00843556197012,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0464249548583424,0.0440855962007038,0.0503459276640146,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0464826846990877,0.0441946024938564,0.0505204182396967
800,5,20,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,0.00331474907408708,0.981264792301379,1.04165787420261,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0465014666342824,0.0441736143931897,0.0502100065842483,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0465601034251132,0.0442832914109012,0.0503822082146538
800,5,30,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.00578377775099458,1.00950032889665,1.03636993005728,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0463845702495439,0.0453101473822274,0.0497002056484391,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0464404912060798,0.045440435807389,0.049862424382007
800,5,40,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.00573126649178686,1.00705231152861,1.0353180325098,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0462964460652872,0.0449703722271693,0.0493534211865666,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0463522978345068,0.0450943773847403,0.0495106272572473
800,5,50,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.00289702544203944,1.00040718877366,1.03988949916125,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0462985702548659,0.0444461668456488,0.049335281428689,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0463553129356501,0.0445604524638537,0.0494924086234843
800,5,60,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.0107330734625361,1.03738491896818,1.04908814649464,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0463505852965486,0.0457697989993758,0.0492348728724429,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0464050108767344,0.0459073471815271,0.0493855341744876
800,5,70,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.0140496958377216,1.03628624387107,1.0354428787289,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0462243519232723,0.0459558219406582,0.0487977986682958,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0462781265697224,0.0460996121456885,0.0489442774872471
800,5,80,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.0128784545329483,1.0392250404537,1.04293739871248,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.046300784054224,0.0459987905711673,0.0490652411568768,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0463546775661345,0.0461421330006257,0.0492146440541064
800,5,90,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.0110641097031417,1.0366741630597,1.04633525223633,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0463676942927014,0.0459319902878225,0.0493446725650689,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0464221883969799,0.0460732810026908,0.0494983775880227
800,5,100,80,8000001,-0.0170449317227078,0.849068601596622,0.851203230589307,-0.0128813881435329,1.02668867876063,1.03141101065631,0.0447420449751185,0.0359237819138124,0.0379341825609333,0.0460957603157457,0.0453484122713794,0.0484030585252197,0.0447906590128478,0.0359933513234668,0.0380184795565022,0.0461494526148214,0.045480054799236,0.0485448004797197
