"n","vare","B","seed","a1","a2","a3","a4","a5","est.OL.1","est.OL.2","est.OL.3","est.OL.4","est.OL.5","est.NL.1","est.NL.2","est.NL.3","est.NL.4","est.NL.5","est.CL.1","est.CL.2","est.CL.3","est.CL.4","est.CL.5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OL.1","ste.OL.2","ste.OL.3","ste.OL.4","ste.OL.5","ste.NL.1","ste.NL.2","ste.NL.3","ste.NL.4","ste.NL.5","ste.CL.1","ste.CL.2","ste.CL.3","ste.CL.4","ste.CL.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5"
800,0.25,80,9000001,0,1,2,3,4,-2.12604374971231,-1.35867457912064,-0.591305408528983,0.17606376206268,0.943432932654342,-1.79886269076392,-1.19378014698699,-0.588697603210055,0.0163849405668772,0.621467484343809,-2.3694342907019,-1.48372952853493,-0.598024766367968,0.287679995798996,1.17338475796596,0.0994340939684184,0.143780043021965,0.216457905552127,0.316490457235507,0.432457667494342,0.11591450039569,0.162401055395315,0.224886910057176,0.299905293138396,0.379179732800327,0.0873709914996938,0.13876952103348,0.222473538798818,0.331232050653165,0.439820351116823,0.355912551504675,0.210578570084747,0.12037434546283,0.192649139418198,0.334984265000371,0.308721328360994,0.191698647104421,0.119083269850544,0.166151196669999,0.277532982348749,0.486296676901483,0.272341602293243,0.12405547947731,0.245242530796575,0.456543929002611,0.0205577723381317,0.0178343710087981,0.0157826524732726,0.0260382380785974,0.0472380816506665,0.0218231405322006,0.018588313469267,0.0158461123947422,0.0228439235983453,0.0361681537461681,0.0242668520211101,0.0217884745727617,0.0165954699926076,0.0306088934824927,0.0500094108142966
8000,0.25,80,9000001,0,1,2,3,4,-1.90568887414881,-1.25415922080199,-0.602629567455163,0.0489000858916595,0.700429739238482,-1.47929351105933,-1.03438806235456,-0.589482613649791,-0.144577164945019,0.300328283759753,-1.88795169247354,-1.24505675147766,-0.602161810481782,0.0407331305140961,0.683628071509975,0.112782875820622,0.16444986589054,0.23539201677273,0.32080368495824,0.40895480536785,0.144027516212368,0.186694654479065,0.238218877235333,0.296460460705648,0.357558664192342,0.112712697408704,0.165363082295098,0.236902477959443,0.322301728909235,0.40976297106388,0.115299995312841,0.0685822780222027,0.0373672782612248,0.0580727371229609,0.103111186568756,0.0952551785072979,0.0589563475250491,0.0366992110648694,0.051831385957985,0.086572699773772,0.138816036404448,0.079980323938799,0.038080707767849,0.0665564138402616,0.123837393282008,0.00838423113340993,0.00680258649787394,0.00511832914562973,0.00853267976287062,0.0146349408283428,0.00880631259978568,0.006644301137244,0.00501794729789809,0.00757307272069381,0.0127088145636484,0.0104136921544553,0.00812806166964396,0.00531792380333137,0.00986754166074533,0.0176491491081069
800,1,80,9000001,0,1,2,3,4,-2.12604374971231,-1.35867457912064,-0.591305408528983,0.17606376206268,0.943432932654342,-1.29319569656574,-0.934941618982394,-0.576687541399053,-0.218433463815712,0.139820613767629,-2.3127288163087,-1.42595157647726,-0.539174336645826,0.347602903185612,1.23438014301705,0.0994340939684184,0.143780043021965,0.216457905552127,0.316490457235507,0.432457667494342,0.156190201971136,0.190504994353742,0.229806398343833,0.272817468152962,0.317567901111784,0.0908509602581694,0.14657164148813,0.233667380566889,0.339635898304002,0.434411493509633,0.355912551504675,0.210578570084747,0.12037434546283,0.192649139418198,0.334984265000371,0.237010438659561,0.160912237825629,0.11690028012119,0.139616366034504,0.208264041060513,0.0274684247340732,0.0274585663348815,0.0292374192636079,0.0325127024016484,0.0368879419587699,0.0205577723381317,0.0178343710087981,0.0157826524732726,0.0260382380785974,0.0472380816506665,0.0219204358897338,0.017861912123464,0.0154993589528302,0.0192162329117141,0.0275932682706238,0.0228278953303637,0.0141616059723006,0.0103724298479892,0.0223447558423451,0.0332839799655941
8000,1,80,9000001,0,1,2,3,4,-1.90568887414881,-1.25415922080199,-0.602629567455163,0.0489000858916595,0.700429739238482,-1.03939854657514,-0.808190893684051,-0.576983240792966,-0.345775587901881,-0.114567935010797,-3.30838932836385,-1.76709705635674,-0.225804784349636,1.31548748765747,2.85677975966457,0.112782875820622,0.16444986589054,0.23539201677273,0.32080368495824,0.40895480536785,0.186458611684293,0.212152319700762,0.240058477744404,0.269776879113469,0.300764610778971,0.0291069795017215,0.0999543434275726,0.280812064211116,0.513914411043342,0.689212125309365,0.115299995312841,0.0685822780222027,0.0373672782612248,0.0580727371229609,0.103111186568756,0.0723792650673894,0.0487944065922312,0.0361648662145643,0.0449418325458976,0.067204958206121,0.00589399999167377,0.00578067008440388,0.00568449847223675,0.00560636822464156,0.0055470417334781,0.00838423113340993,0.00680258649787394,0.00511832914562973,0.00853267976287062,0.0146349408283428,0.00817418707620601,0.00604386809559436,0.00489584952455783,0.00632590706721644,0.00962406156494007,0.000297030619640404,0.000813898527266357,0.00213700316529772,0.00332959765754081,0.00309951899312109
800,0.25,80,9000002,0,1,2,3,4,-1.8474692152298,-1.22221708876212,-0.596964962294445,0.028287164173231,0.653539290640907,-1.68797559545936,-1.14027904035583,-0.592582485252305,-0.0448859301487785,0.502810624954747,-2.2871120999778,-1.4521305345211,-0.617148969064393,0.217832596392311,1.05281416184901,0.139312308912037,0.183020985719649,0.243916805267078,0.315659749215721,0.385777592595616,0.150419097690665,0.19065245688249,0.244012590361568,0.305911207907115,0.36795941171239,0.114676081452897,0.163457453959212,0.241819519578445,0.338577714440469,0.425941742938639,0.341766489062869,0.202903439924258,0.112815284249908,0.177416967419218,0.312119018703811,0.323378699148741,0.196043847249008,0.112942627231464,0.165958802322718,0.287736078918736,0.506084695106935,0.288684605337657,0.121619625324065,0.224676020831108,0.436351629510607,0.0352736476801057,0.0247812558815761,0.0165754731135236,0.0257396135090771,0.0400548083052026,0.0311413188353833,0.0230460453401982,0.0163490091087016,0.023615397562039,0.036844514365549,0.0365430412551086,0.0293385413816987,0.0180507657155673,0.0307548484017685,0.0465419621903261
8000,0.25,80,9000002,0,1,2,3,4,-2.15489800255875,-1.40325465231838,-0.651611302078005,0.100032048162369,0.851675398402744,-1.70307193724686,-1.17023256941615,-0.637393201585443,-0.104553833754733,0.428285534075977,-2.21453019928951,-1.43697209913702,-0.659413998984531,0.118144101167959,0.89570220132045,0.0931494974194876,0.148603565823109,0.230170913296337,0.331659604789752,0.434512239681147,0.123898730620317,0.171150079192597,0.231574623049882,0.302189404464362,0.376481179040201,0.0910581020513819,0.146433960564212,0.229321929209513,0.333281513815096,0.438007135327411,0.120384211308583,0.0717538194081483,0.038190289911508,0.0584980449587266,0.105067500498783,0.0996961162180125,0.0617255944222106,0.0375190631946883,0.0522705354635938,0.0882249133221827,0.150785478229543,0.0867065481793342,0.039462148672879,0.0696704204596719,0.131939927332921,0.00708426653964006,0.00635612216522389,0.00511447715916316,0.00863845174275158,0.0141511000751606,0.00768354440643646,0.00625254938307796,0.00498847197982652,0.00755537387756519,0.012458461990123,0.00857247125079886,0.00750917711584304,0.00530838101430955,0.0100499979640716,0.0170317742303561
800,1,80,9000002,0,1,2,3,4,-1.8474692152298,-1.22221708876212,-0.596964962294445,0.028287164173231,0.653539290640907,-1.22961860730089,-0.904384977036026,-0.579151346771161,-0.253917716506296,0.0713159137585686,-2.76545313940187,-1.66414865578178,-0.562844172161689,0.538460311458404,1.6397647950785,0.139312308912037,0.183020985719649,0.243916805267078,0.315659749215721,0.385777592595616,0.184966152450693,0.212603166041965,0.244744637214595,0.280145368644117,0.317021423675064,0.0899028162555897,0.146438804653436,0.250367316159337,0.378437217407501,0.474017840866649,0.341766489062869,0.202903439924258,0.112815284249908,0.177416967419218,0.312119018703811,0.242963304973472,0.161199388377029,0.112197073047261,0.137258838423488,0.211519879415876,0.0120231833848923,0.0143541264920068,0.0169400941690736,0.0196808147197317,0.0225198574612386,0.0352736476801057,0.0247812558815761,0.0165754731135236,0.0257396135090771,0.0400548083052026,0.0264404780629304,0.0198733166573339,0.0159055078133041,0.019779109396314,0.0290181613284669,0.0167645148011838,0.011268184771704,0.00984008681053797,0.0139246402709149,0.0195879948295022
8000,1,80,9000002,0,1,2,3,4,-2.15489800255875,-1.40325465231838,-0.651611302078005,0.100032048162369,0.851675398402744,-1.18420833673486,-0.901094787025011,-0.617981237315166,-0.334867687605322,-0.0517541378954771,-2.0462322931254,-1.31619926363281,-0.586166234140223,0.143866795352365,0.873899824844953,0.0931494974194876,0.148603565823109,0.230170913296337,0.331659604789752,0.434512239681147,0.169997784467461,0.200087857160895,0.233665769971292,0.270126853211394,0.308560141513748,0.097368456931534,0.154484562341943,0.236545453801159,0.33655844849314,0.43688165361948,0.120384211308583,0.0717538194081483,0.038190289911508,0.0584980449587266,0.105067500498783,0.0738969129142879,0.0501429716785252,0.0368743880084926,0.0446873850768232,0.066528514869668,0.0282354833557761,0.0272163421249208,0.0263077406519578,0.0255214877893927,0.0248691905976263,0.00708426653964006,0.00635612216522389,0.00511447715916316,0.00863845174275158,0.0141511000751606,0.00747435892747123,0.00579850595386026,0.00487250357372397,0.00623105959295634,0.00939267851030918,0.00880784390244526,0.00641414222889275,0.00508128876480324,0.00939365876657967,0.0165914708859718
800,0.25,80,9000003,0,1,2,3,4,-1.44007615473553,-0.944474151152447,-0.448872147569364,0.0467298560137179,0.5423318595968,-1.0916149657371,-0.758937820632613,-0.426260675528122,-0.0935835304236317,0.239093614680859,-1.35427052239344,-0.887267946615644,-0.420265370837847,0.0467372049399515,0.513739780717749,0.161844622882686,0.20282757788723,0.253200061992395,0.309286556889429,0.365334556488663,0.183305313696982,0.216396881920002,0.253392691397585,0.29304724133587,0.333687082697499,0.159524959219265,0.20284557063417,0.254445869368982,0.311173654742647,0.368326086471318,0.314712941223273,0.186336508508749,0.114834585840866,0.185583669754211,0.313821993374941,0.262422741474895,0.162109886560697,0.115196389276677,0.172735270249549,0.275647259696382,0.366992808603189,0.204889551255687,0.116541793459192,0.222464616946697,0.386917661428662,0.029409832098424,0.0208413814661182,0.0161776294518321,0.0264273262226028,0.041283145089027,0.0276369815900316,0.0196319168716001,0.015950944524236,0.0236457544139602,0.0368904573019012,0.0342165039876521,0.0232795432309026,0.0166848948673353,0.03065539072464,0.0505710234293399
8000,0.25,80,9000003,0,1,2,3,4,-1.87875061455353,-1.23767532246472,-0.59660003037591,0.0444752617129007,0.685550553801711,-1.47211158929988,-1.03086437354935,-0.589617157798808,-0.148369942048269,0.29287727370227,-1.83006532509589,-1.21378614771078,-0.59750697032567,0.0187722070594376,0.635051384444545,0.102938769286835,0.160858479677273,0.241064916519967,0.337972098067496,0.438048209152053,0.133021361116192,0.181454070449727,0.241249593551097,0.310105759876521,0.383485791333058,0.0997445642412326,0.158454960469527,0.240433572950619,0.340545947485332,0.445579049489065,0.109482682596328,0.0651405627919417,0.0369418293273821,0.0578850178206401,0.101001101592894,0.0921594720077972,0.0574847753559672,0.0366659191802987,0.0511178929102765,0.0843234690728325,0.129620818143511,0.0750826490662086,0.0377405202834102,0.0645165446810532,0.117692468704497,0.00789429986051305,0.00675349571223722,0.00511223830610919,0.00864596980546981,0.0148751405208731,0.00835717578662545,0.00658869427244741,0.00501689610550744,0.00772665751942145,0.0133651394483489,0.00951054810604711,0.00800746386901066,0.00527995320838525,0.0102253548875075,0.0191919921271805
