"n","vare","B","seed","ghat.OL.1","ghat.OL.2","ghat.OL.3","ghat.OL.4","ghat.NL.1","ghat.NL.2","ghat.NL.3","ghat.NL.4","ghat.CL.1","ghat.CL.2","ghat.CL.3","ghat.CL.4","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.OL.1","stde.OL.2","stde.OL.3","stde.OL.4","stde.NL.1","stde.NL.2","stde.NL.3","stde.NL.4","stde.CL.1","stde.CL.2","stde.CL.3","stde.CL.4","stde.OI.1","stde.OI.2","stde.OI.3","stde.OI.4","stde.NI.1","stde.NI.2","stde.NI.3","stde.NI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4"
800,0.05,75,2000001,0.438202856844777,0.0554515970394422,0.157691177643866,-0.0165336397549878,0.428171230448899,-0.0099240337761647,0.0906439659058357,-0.0145129473879917,0.429632929583797,-0.00897115575682501,0.143325428499139,-0.0108957388460012,0.435349460685306,0.181335350854064,-0.0144577133553459,0.142923714997854,0.474543086188305,0.021932508995427,0.0413483979053577,0.176781056105253,0.462977744420289,0.0419377542639441,0.0508448533636452,0.136772926747382,0.0420633454193968,0.106466240016702,0.111114328250373,0.111762570701535,0.0410254781439598,0.087477207650881,0.0902371894891449,0.111209904330637,0.04347852363075,0.135511297346524,0.143425833343813,0.111515870561804,0.0305600501865312,0.0786104982558993,0.0784525108790974,0.0653961725765647,0.0273653963037154,0.0579761089688121,0.0595487947793991,0.0646794072313022,0.0393390162118595,0.105358000868353,0.112361719407124,0.0956636354926095
8000,0.05,75,2000001,0.392472171616146,0.110769992277015,0.139335041920393,0.228846519854374,0.392012700784455,0.076728024778969,0.072352065879084,0.228962421667481,0.393747383826999,0.113946378232134,0.103347974481701,0.231449420813916,0.459771885808273,0.185437523426684,0.165558578106795,0.167911762597679,0.45308717178547,0.13549676740036,0.0969070475484489,0.166936141902202,0.448965867802061,0.210465008696834,0.133096565128678,0.158287972799457,0.0137853753808207,0.0352469151414557,0.0340379623849309,0.0356277242901825,0.0135285079507329,0.0288513304300158,0.0280795282068474,0.0358222891099262,0.0146507112837426,0.0443414810504052,0.0419658007107102,0.0358585284949665,0.0101374953277479,0.0233113334662731,0.0218597005780203,0.0215282681384267,0.00883832890985436,0.0182156759733093,0.0179152365505334,0.020566817184204,0.0135190349104971,0.0321136165935044,0.0331459493687347,0.0236822798462407
800,0.05,75,2000002,0.410517615172708,0.28976114261662,0.248947088762403,0.206072383039583,0.409997005250076,0.264407162492179,0.185477592479677,0.195866842529674,0.411399212296707,0.420484039032162,0.282471100435487,0.194503399176202,0.449527246515313,0.211468286775755,0.185094715461301,0.12464032687526,0.437563607568077,0.182793294909977,0.0895438805282558,0.118518333985727,0.427325841025979,0.262948809506637,0.110901421828546,0.0919305943148604,0.0447028931086418,0.112910908018196,0.110662598889517,0.133368189369483,0.0441539089077498,0.100231249485471,0.0910485837692828,0.130752748829148,0.0495058663986176,0.168125903564509,0.139978238960162,0.132634689329065,0.0286815663172367,0.0624960760176639,0.0664876889985154,0.0623187634925551,0.0253906289727364,0.0529194665347799,0.0563498965658708,0.0615099410714499,0.0345238827014934,0.0878454912108237,0.09452008160971,0.06598410531383
8000,0.05,75,2000002,0.400303157261466,0.169714943081293,0.160449608880317,0.188059365611968,0.39406490410426,0.133292843913209,0.103825938907948,0.190166712232156,0.398313911791758,0.202434758582865,0.154776608185626,0.185549777231413,0.435683200701717,0.267136650580828,0.12939095982671,0.14764088910173,0.443249456562147,0.180571817540423,0.0669298748651733,0.142725307346982,0.422334300916306,0.294418199590692,0.0792572048338701,0.136230390238804,0.0135167662744132,0.0345763018831558,0.0343560570171023,0.0359007412975675,0.0132733773419068,0.027791524387755,0.02766142739475,0.0360611587612155,0.0141108216116249,0.0417393988929987,0.0411785661249153,0.0361957688084527,0.0100200618943332,0.0244034061593831,0.0222573634775786,0.0217379562040857,0.0085995740050612,0.0178765222975665,0.0180248308895519,0.0206019929752318,0.0134323464371327,0.0374031180817774,0.0326584120432774,0.0250255312721144
800,0.05,75,2000003,0.4443599524949,0.197435021030228,0.253382126864957,0.102717619476296,0.431171517750334,0.235503452385681,0.152033350007298,0.0746889584149559,0.442174662164964,0.329207710325477,0.229179339880893,0.0737257947465064,0.415685834289402,0.296089148799997,0.154707402310766,0.0754568140909836,0.423950221670206,0.241596736374941,0.0404931257263522,0.0496845503664204,0.395626244225088,0.40981640670603,0.0667654429375313,0.0549536906205841,0.0438137745425624,0.107287426581636,0.113854032214177,0.112377363592386,0.0435392609008818,0.0847543171864097,0.0950460966307639,0.114624718618083,0.0479048252576277,0.123570353129523,0.149790511063236,0.115850155493453,0.0297214730460383,0.0723529547788788,0.0757673759831431,0.0652170822324504,0.0274201529648518,0.0525196978041719,0.0586677902784061,0.0640908769315134,0.0324690143410068,0.0753619909362292,0.0997040691894758,0.0645294894232627
8000,0.05,75,2000003,0.405609812596767,0.134493468841883,0.156349241512576,0.196058035740975,0.39846993212754,0.0972728711880026,0.0845312263799562,0.198139150951057,0.400857514534569,0.15414375969767,0.129375172815952,0.19830087842469,0.435384807908435,0.181746432006394,0.138551610437122,0.177364605888929,0.443566938495116,0.124850817942371,0.0554044678409642,0.157584825025043,0.414509190085425,0.213887224015851,0.0266824418948953,0.167415358306188,0.0137197484071143,0.0345661090528329,0.0349045078448744,0.0356060438555479,0.0133562642568706,0.0281269197433352,0.0282263664094756,0.0357104756283082,0.0141647645442592,0.0426070967200688,0.0422223941493915,0.035790516665049,0.0107949857414537,0.0241806248467161,0.0272663491399717,0.022084269620336,0.00901766313439914,0.0187886855959019,0.0186974262249971,0.0211005773029465,0.0227936324613773,0.0462232462892428,0.0540516985911077,0.025966159479604
800,0.05,75,2000004,0.456272277528307,0.0172504976188973,0.216377324823442,0.229278839960589,0.463280326297643,-0.0354489856119434,0.138566552024679,0.22606954336578,0.473200187568346,-0.0549761262035057,0.208881544742927,0.237824565062963,0.462350318569697,0.209721879220111,0.156872912719792,0.121189998889209,0.477167615880554,0.0887468514245434,0.134254770446841,0.0831799091454675,0.483618569868255,0.115425861837939,0.209867688241867,0.13712634489862,0.0442219852558954,0.107667193475074,0.11356225137932,0.113095435876958,0.0426437328207888,0.0879465345755545,0.0885105872958913,0.114194423344178,0.0456907277257287,0.13196595763549,0.13337140694797,0.115597621167192,0.0291919659757151,0.0629533040812135,0.0688338219242441,0.0687930890806043,0.0275371345279396,0.0569073496988317,0.0563382917430146,0.0666613054666447,0.0369135344108942,0.0883196106038241,0.0891538976470482,0.0727420930336898
8000,0.05,75,2000004,0.403213986533473,0.0821541640681301,0.168179766705193,0.250633142704577,0.397602279141376,0.036330922433342,0.124122507130425,0.25126721722028,0.403481261159319,0.0610912327877056,0.187327525635745,0.252436140913594,0.45200124021504,0.158391320594697,0.157971646016296,0.200740717447386,0.449237357898544,0.10741076795126,0.100215661662434,0.203594227746052,0.458775914536576,0.181086027194473,0.174874831053365,0.200852794499063,0.0134608107122744,0.0353361560732133,0.0349691285672712,0.0357530514544056,0.0131923037117273,0.0290173827661334,0.0285582476457395,0.0357861259348216,0.0140803277725376,0.0452567212639661,0.0435438336585387,0.035908098715119,0.0108884620436007,0.0240235744718116,0.024002016376892,0.0215763156327991,0.00852932531511425,0.0181301722425024,0.0180232839290313,0.0204022147334338,0.0151453485134715,0.0342020085606464,0.035865083912911,0.0266430267404347
800,0.05,75,2000005,0.392338332209586,0.0749969625080907,0.251100687104542,0.475817675772691,0.399083672472214,0.0423861760151521,0.165517717834338,0.490095075716169,0.408687650468313,0.0757098813076336,0.266231036163868,0.491757783535088,0.458317129490128,0.115579793066127,0.198316238766151,0.337191824684546,0.437380336663786,0.138840682762902,0.111662998989801,0.338464903861325,0.407848832965367,0.185879262703614,0.0418064175313067,0.414564707596283,0.0411301865988273,0.104649667880793,0.10303270543693,0.105911455956339,0.0397424736800303,0.083661224522944,0.0887683813948103,0.104808452331292,0.042432844578968,0.128111219226893,0.148126556537217,0.105106914973338,0.0287019350955,0.0693267112670805,0.0737177754967189,0.0644586013570597,0.0256091351714329,0.0555449409559714,0.0568166333172067,0.0612212214687542,0.0366529895007255,0.0973828778593835,0.117943487068803,0.0695196146840803
8000,0.05,75,2000005,0.39629687984079,0.141683663147269,0.166375269254564,0.175581198262859,0.399138921107399,0.103701883484953,0.15601593601463,0.179479775807852,0.401585329103331,0.161790062423469,0.242876927389092,0.186529056628721,0.451180443612692,0.17298595290692,0.139732057120748,0.151186175650593,0.450647893275272,0.13560043929885,0.112462558481965,0.151173317296882,0.443329331121781,0.236338780335928,0.16657711625029,0.152489435153323,0.013518509345066,0.0342377859416024,0.0353999660218118,0.0368507129256177,0.0132498900370398,0.0282476117303414,0.0288869010064786,0.0369254684090637,0.0140702171416102,0.0430503014731443,0.0449189670487112,0.0372155806305553,0.010071354619986,0.0241935658304845,0.0240756989634704,0.0222396515368323,0.00859270030135286,0.0179319524295032,0.0177622612354682,0.0209348351606511,0.0118673413284663,0.0302471467781664,0.0318282773477473,0.0238973633817613
800,0.05,75,2000006,0.373767108970126,0.175186243089846,0.0512618084437708,0.349066793286379,0.378033722562845,0.110459322717885,0.047486337723719,0.352868769578466,0.381135230635754,0.178579658431241,0.0667779834299848,0.366113684130007,0.409277230776838,0.268240202863828,0.102049675146201,0.179111605318421,0.435819367595612,0.161028584397803,0.033162735520187,0.171036266922317,0.398534438384607,0.183176500377969,0.0813567275095946,0.252608077564595,0.042930401769022,0.106963730722453,0.106637575939454,0.109790557800418,0.0421317395369081,0.0864977355301644,0.0842022020248147,0.110093949873319,0.0451962905633045,0.130072963776202,0.123219465437865,0.112064434816316,0.0281576181896614,0.0698625443993415,0.0693364652487991,0.0679765655559193,0.0259307135883593,0.0574832774970326,0.0545110125896047,0.0672730797594114,0.0375100109052747,0.114398297607207,0.135277140772876,0.0703240122064951
8000,0.05,75,2000006,0.404721559478233,0.235330457889228,0.091830954842471,0.145933878704676,0.408261466377137,0.142461067138072,0.0699590785611865,0.142568068213272,0.406794299406497,0.219751842137833,0.112187984265807,0.141401623501527,0.446715244741782,0.22992102406448,0.130347941945261,0.131631781689865,0.454228775280467,0.161933285900628,0.0945291466575409,0.127102826115411,0.435242126572062,0.271526683885859,0.130867727321445,0.133096791213397,0.013639792694305,0.0345119626357182,0.0351218168473194,0.0361603200375713,0.0134103714761929,0.0282790461825019,0.0282649645405505,0.0363725494289013,0.0143484002727157,0.0431011048954948,0.0429568152198008,0.0365098656063137,0.0107353702633973,0.0251117097607465,0.0254256091266985,0.0240490331174114,0.00869891737521495,0.0183760119217208,0.0182606362468188,0.0211778183563897,0.0124756604482743,0.0340854183657109,0.0335550417064955,0.0257306427041184
800,0.05,75,2000007,0.428468637199841,0.102588809272096,0.28638391201472,0.403701529185333,0.424813267295273,-0.0205954119349787,0.170838342087027,0.392135187992066,0.436143156938206,-0.0282565683732007,0.241563666452263,0.387652378554948,0.457470483751253,0.108821753931266,0.164063496739558,0.152506389222408,0.473151257253005,0.0354835343275651,0.0706558844851866,0.113157456635797,0.455839317282974,0.0645182642249336,0.108139967220012,0.162868730958571,0.0471070991285084,0.106323828763806,0.10633374137192,0.123106881349674,0.0455944777890644,0.085875831115814,0.0888024235479473,0.125236642953018,0.0482299900353134,0.123723500709009,0.129679124222323,0.125101664703841,0.0297037662744497,0.0759980228472931,0.0657609791316781,0.0736837972743215,0.0266146047312821,0.0558560265442395,0.0561774631539792,0.071158993360935,0.0328511666604546,0.0841853770045086,0.094416409964753,0.076875324138371
8000,0.05,75,2000007,0.402397251859442,0.149724084248227,0.172229396700587,0.226040228213367,0.400269710743489,0.11716337735362,0.10753728055753,0.222754755036623,0.40353191165436,0.181340406630523,0.173126887550246,0.221769285914957,0.443637639317515,0.159342325850978,0.175815403477952,0.197128137257028,0.450518821864332,0.134581104652141,0.108082874571017,0.144894269087521,0.429920374585408,0.24236541574579,0.157877612256043,0.178053432938063,0.0137846324522682,0.0345930264023705,0.0358341680697904,0.0352071451393228,0.0135034757984074,0.0280683396606518,0.0293494887924363,0.0355111430137159,0.0146394777528612,0.0425403047444511,0.0459619844791931,0.0356593079060859,0.0104551570872026,0.0274745334839602,0.0231851390320258,0.0309908922528171,0.00868137216734432,0.0183146590012723,0.0180601525346858,0.0209768106435378,0.0142862255731182,0.0344510967568565,0.0349224071260561,0.0267672548192799
800,0.05,75,2000008,0.346857497095775,0.277224789107321,0.0766450758269975,0.450306285988835,0.352312860751991,0.193389231158536,0.0817896043765483,0.465113524375245,0.345221880932957,0.301980985177047,0.11299009610871,0.492040572118276,0.41805359857247,0.265340464618049,0.147072451110366,0.199812888717442,0.441897507521868,0.165553471801038,0.150574213377111,0.214896383507885,0.447679857604741,0.205322918864072,0.21437152084954,0.260349403320733,0.0436041166962542,0.102049445421129,0.112726556986489,0.112260513342988,0.044031342836773,0.0883894882092341,0.0958698142300506,0.113565487389526,0.0484567262709037,0.13523407957948,0.150420497721475,0.11376496218713,0.0295246374627056,0.0615151145788778,0.0659373577748285,0.0629829218343568,0.0268395953592339,0.0555109751845206,0.0541366502602246,0.0632327689418748,0.0372589528182645,0.0954564599023285,0.0926583374134254,0.0702526876422509
8000,0.05,75,2000008,0.391806140129016,0.143669815239627,0.111985465312995,0.211417000173365,0.390064441730413,0.0891852726049098,0.0741215191988787,0.210774907369649,0.39237116976563,0.139378290467449,0.1137743685568,0.210130169163093,0.454635558792234,0.206399716847001,0.146221773426639,0.15302125497157,0.457854220053564,0.121036765137147,0.0846978826853267,0.146023688713109,0.444462072002204,0.206033812301597,0.141706565858735,0.172148103169489,0.0136541530923348,0.0345785616423296,0.0345109072099378,0.0356717447093564,0.0134390548428307,0.0284760259470872,0.0282745842458838,0.0359643684976921,0.0142023225873111,0.0433603835438518,0.0426888440208079,0.0360584121047274,0.0109000628376514,0.0250515022642007,0.0257815931746533,0.0241071544543749,0.00882213185821979,0.0187985680309279,0.0182452989178928,0.02117663199527,0.0159365549038281,0.0367712040577242,0.0372771694617169,0.0278161823910608
800,0.05,75,2000009,0.389384596837704,0.106652182348206,0.317283900745522,0.276009581528935,0.376968972601633,0.0343993534478395,0.19620044689676,0.270142550294665,0.387716667615139,0.0581842962118856,0.299516622789748,0.27529506886439,0.47596359618446,0.173350498590287,0.280035326598883,0.232592992307173,0.490953815492421,0.118046959780846,0.241372942009635,0.212858628364197,0.508398180051786,0.134115020441911,0.41312165529067,0.174683433009498,0.0457694134489783,0.102833030692442,0.109199728260326,0.118359276489624,0.0443556970266996,0.0880217572848762,0.0890923294378707,0.119616092433197,0.0470329945191225,0.130882261024073,0.137035596097383,0.119607704540815,0.0283025883632449,0.0660637113972839,0.0631042354811009,0.0654254251431018,0.0278129128175557,0.0564764060429734,0.0562352267945148,0.066320419920268,0.0365457292121621,0.0974004132370523,0.099140140771932,0.0778131766420014
8000,0.05,75,2000009,0.399298419858503,0.171310222549471,0.150221922789719,0.160042746735888,0.39883699784201,0.10535254840193,0.119110188863116,0.161364326811941,0.401763199192319,0.160236274846573,0.187720756376641,0.163102905323815,0.432729202605253,0.217140689107893,0.113519760081785,0.146673375646206,0.448002552070271,0.127075195639035,0.0981737284906727,0.154733012045879,0.448835759731902,0.184828618279308,0.177577099321817,0.171115475093972,0.0135583403877037,0.0336290760031246,0.0353051185423004,0.036467389292608,0.0132899243536394,0.027825180252191,0.0289283185697042,0.0366381397307622,0.0142107625028045,0.0416634383975315,0.0447939566691939,0.0366276155898945,0.00975640253476337,0.0224538602218171,0.0223977754442989,0.021532478045425,0.00858336459965439,0.0177998637449778,0.0178905900775909,0.0208582587905091,0.0132345305977144,0.0335476780147487,0.0376915953130781,0.0260038702668684
800,0.05,75,2000010,0.334436017950137,0.168575501937996,0.0482493268355609,0.256782830438325,0.322063679568411,0.178336697275935,-0.0197562013888092,0.255877069755501,0.318845366753071,0.293318914615564,-0.00763810827625058,0.234783879758163,0.45797904513207,0.238461386748069,0.206571776342125,0.0954760860408844,0.439541515808459,0.21721499488269,0.0922898836916584,0.0951295962609667,0.417703033874911,0.352495031805342,0.0820319556146996,0.151748548080032,0.0413013866227584,0.110591322278222,0.112700400402657,0.111431927576579,0.0395503969222062,0.0947943222702404,0.087712078341923,0.112876031227838,0.0418616391375722,0.151608927068744,0.134477440228551,0.116243404971139,0.034607707758981,0.0749971807386482,0.0717369079222597,0.0677968941122558,0.0274771067727033,0.057357448084433,0.0562047282250278,0.0687147993998432,0.0350187065085136,0.0916916565190607,0.0955717517169418,0.0786974565060326
8000,0.05,75,2000010,0.429257653699644,0.167011835906815,0.162244920519574,0.158087908559015,0.427770227327345,0.119724919866574,0.14331997345427,0.163093602647255,0.432476134504607,0.186671753295927,0.218684552919452,0.164389462411195,0.467601011457733,0.143365189109595,0.172566883266405,0.133248753659375,0.452873147736342,0.133803993245937,0.102910062295619,0.133468563067035,0.444895352063198,0.179586583739414,0.160299711663534,0.173647809252906,0.0139679762401528,0.0341274036073688,0.0336692974863985,0.0361852818438196,0.0137571291500943,0.0281440645332072,0.0281698769609873,0.0364226543245654,0.0147726184736341,0.0426801486582143,0.042787029575436,0.0366876291365568,0.0253451985301882,0.0667148985387828,0.0282546416297798,0.0233349850241507,0.0086907944588937,0.0180071975538031,0.0180350513054794,0.0207790849129932,0.0183551221801726,0.054862916785081,0.0383363552523986,0.0266272475300835
800,0.05,75,2000011,0.442980366132314,0.139519630399824,0.13085526255815,0.137906629579828,0.446697683824052,0.0731253271277898,0.034942112846013,0.136558266322622,0.43859156916325,0.131410788818628,0.0656501483133598,0.153470044324911,0.486639012169598,0.129519078259851,0.169671338798877,0.0897481223586613,0.467945625019488,0.0775164377749431,0.11013517497771,0.126062638458858,0.460665373922568,0.140355601248784,0.145424448790246,0.0682335148302614,0.0452982157445714,0.122284298911615,0.114714927764491,0.121285663482028,0.0446261678957827,0.0985997883780315,0.0956661784531441,0.122637388457261,0.0474702860213151,0.161554117003046,0.151619909130493,0.123556866862687,0.0315472080106831,0.0723967381069239,0.0741369352000006,0.0720130442137947,0.0271233558933863,0.0588496228320275,0.0585459059558555,0.0661349574379212,0.039611784636291,0.10355371954327,0.107060181416348,0.0811815776035464
8000,0.05,75,2000011,0.418398020858382,0.142979274673621,0.10993418112636,0.153638071628697,0.41366035974008,0.107268679826742,0.0905061894990244,0.154477237624004,0.414000142172886,0.163381610623897,0.138099617197374,0.155731646435855,0.437556735104941,0.227162287136995,0.149921615504936,0.129386099733068,0.46116278114859,0.12484350737366,0.115840665213576,0.12383124923611,0.45487557236375,0.189486060427003,0.205805198044033,0.135703252430405,0.0140770138988248,0.0344168330112701,0.0349689486716033,0.0366537089903496,0.0136805863910709,0.0285348355601269,0.0285074393119035,0.0367140742515544,0.014585576834091,0.0430170413675492,0.0432703644774946,0.0367793095919422,0.00961920943560132,0.0223062637633799,0.022418153249177,0.021632715750271,0.0087264479407432,0.018086431665331,0.0177742533085704,0.0209196436126083,0.0120286140011193,0.0312942997030761,0.0297053352924487,0.0237716936290567
800,0.05,75,2000012,0.422030394069387,0.0368520673014975,0.184102702535352,0.362197231246683,0.41630957583773,-0.0329156786665346,0.127194427688667,0.351601207040799,0.425250384473733,-0.0484418463263662,0.202979524347364,0.343223365332346,0.463377532895602,0.157205664752286,0.184587413928763,0.193114396139853,0.486135958101361,0.0388704500070904,0.175733086699272,0.229774428942478,0.484414498375628,0.0913719365058053,0.230464022466105,0.202873500753906,0.0448564887387565,0.121038271687467,0.118260456921677,0.117489599429274,0.0438451578956782,0.0978504226901272,0.0974996749469907,0.117180564283828,0.0491798467452218,0.1567826827224,0.158202180893458,0.119098274432907,0.0287970740293587,0.0718294796997919,0.0657390178591822,0.0640916164826872,0.0262557713463279,0.0574662920564053,0.0571214900880778,0.0619010207183919,0.0343397295180941,0.0972052987151698,0.0902202186237675,0.0691689337853507
8000,0.05,75,2000012,0.394675297726892,0.139948050460036,0.0776578570634369,0.205888002080479,0.392702372088726,0.104478485057133,0.0483363438765497,0.206719140460734,0.392289263098887,0.162222642141357,0.0819062279443379,0.207545751547636,0.449798899565549,0.171537213253529,0.110319352848353,0.186233226576802,0.457779661817847,0.131030885278703,0.104245965141807,0.176726539593722,0.44799501184481,0.196748858391708,0.128898480623153,0.185251063917565,0.0139509249362847,0.0340421050709702,0.0355425055638805,0.036800245107941,0.0135867959730493,0.0286358283111217,0.0295631127678923,0.036912410049543,0.0145099817052399,0.0434598693817611,0.0460437901047776,0.0370233442648173,0.0100107222252559,0.0232329855219322,0.0237347021890951,0.0219080746866761,0.00853197172483655,0.0178403084251437,0.0179550011442739,0.0205760391823704,0.0156386660699905,0.0340458778107354,0.0453416534496145,0.025087998676962
