"n","vare","B","seed","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.RI.1","ghat.RI.2","ghat.RI.3","ghat.SI.1","ghat.SI.2","ghat.SI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.OI.1","stde.OI.2","stde.OI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.RI.1","stde.RI.2","stde.RI.3","stde.SI.1","stde.SI.2","stde.SI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.OI.1","bste.OI.2","bste.OI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.RI.1","bste.RI.2","bste.RI.3","bste.SI.1","bste.SI.2","bste.SI.3","bste.CI.1","bste.CI.2","bste.CI.3"
400,0.09,80,8000001,1.84531537945917,1.36242054910932,-1.6987142687431,1.93384861695995,1.15909574452898,-1.36230544088766,2.22997514682276,1.49614430608731,-1.7857034847183,1.87148030490852,0.758233232581354,-1.17852339124821,1.80414654047076,1.60971265031388,-1.95999299471104,0.0850004856130136,0.14710996553453,0.143248985225831,0.0697562476286712,0.0965909439806334,0.103194260197877,0.0689320601147864,0.124952048844765,0.133729912748023,NA,NA,NA,0.0762895752564026,0.165131366660725,0.16348413662616,0.0855453649233536,0.148545292973351,0.153384330588969,0.0699262063934393,0.0969375212061775,0.103894285930865,0.0690785365625224,0.125369577943523,0.134592392144781,NA,NA,NA,0.0765734429787259,0.165978105992605,0.165322441526736
800,0.09,80,8000001,1.91220154048706,1.60670743766482,-1.51831342677818,2.01588411538242,1.06503120191807,-1.09167862593173,2.33598176861485,1.33835252888134,-1.40252009838797,2.02656470134396,0.790328924174991,-0.91844951666396,1.91728558183597,1.39565151458656,-1.44925150520559,0.0467411352734091,0.0783233049109075,0.0936737388493903,0.0538207367383558,0.0758711581097705,0.081880309365276,0.0515678827383194,0.0925900393092955,0.10914730486556,NA,NA,NA,0.0579587368805704,0.113748673494669,0.121583798381561,0.0468010369765939,0.0785942872154712,0.0960412204054215,0.0538797896171788,0.07621268035016,0.082314787163992,0.0516166261068987,0.0928517999438385,0.109759197960332,NA,NA,NA,0.058050494755374,0.114991665936619,0.122478834257379
8000,0.09,80,8000001,2.01940001538768,1.5182621888247,-1.48869300236658,2.10873901688324,1.14635581476191,-1.09416852107197,2.37989671005532,1.47317905142124,-1.39818109660914,2.12619995656379,0.863240597390397,-0.900487083729006,2.02273394432761,1.56977018652704,-1.49209968759242,0.0188853193792521,0.0313087305818842,0.0363773509146404,0.0177494079530327,0.0274284757426057,0.0280423118382136,0.0167853497779809,0.0352279482868343,0.035313538882455,NA,NA,NA,0.0224823073082807,0.0448332428601338,0.051721274212707,0.0189172607432864,0.0313314835572293,0.036581071162986,0.0177581168860688,0.0274480188219412,0.0280779850239103,0.0167889727665892,0.0352610866199734,0.0353590403479569,NA,NA,NA,0.0225386848933838,0.0449154422559428,0.0520907980371131
400,0.09,80,8000002,2.14347655496858,1.54784666622274,-1.6113621327861,2.19619482772219,1.24615970879176,-1.19635761539616,2.51597696893156,1.6209333321481,-1.62919275092509,2.2951126548812,0.94489901078775,-0.909837931273426,2.05811493210928,1.8724467103561,-1.70015713568567,0.0756992790636889,0.112395780627034,0.141433608819001,0.0750266211060502,0.118946935622818,0.116196861990572,0.0712366097227261,0.14915785905703,0.150408564657967,NA,NA,NA,0.0830371662012204,0.186702052588306,0.177079136220661,0.0761426286904564,0.113131240901862,0.143596639072436,0.0751670878406559,0.119498593248258,0.117219651016582,0.0713506817355145,0.149925290965335,0.151507969259594,NA,NA,NA,0.0832566169850945,0.187658362282791,0.178944599195204
800,0.09,80,8000002,1.95744030627562,1.45161239165185,-1.66119090085693,2.08518742154766,0.925943812271099,-1.24775556428905,2.32870894080339,1.19964472487942,-1.65653375796748,2.02998004295486,0.605853194415065,-1.07897760239475,1.99451044169375,1.32034198319131,-1.72565047084584,0.0481498867459496,0.093277318347007,0.0750965231460069,0.0510170045089332,0.0815535703933416,0.0778731420811489,0.050406599191317,0.100723454190938,0.10416044110542,NA,NA,NA,0.0542976829172695,0.124603957885174,0.121881545289896,0.0482086783274444,0.093653223269635,0.0752794757015707,0.0510704116117416,0.0819913047136814,0.0781224550390308,0.050450865996508,0.101110667394402,0.104434986945787,NA,NA,NA,0.0543872262807276,0.125928637052153,0.12298985162835
8000,0.09,80,8000002,2.00690182780397,1.51449591532575,-1.39823249213243,2.11913257591678,1.0781920318901,-1.04069278566088,2.38548737649608,1.36521109431211,-1.35634680185462,2.12986867954686,0.807306291262284,-0.861587018330468,2.02913517971655,1.46264303438199,-1.42282110063149,0.0180710410041085,0.0371357501953624,0.0286903469879001,0.0179874494788137,0.0265683513225066,0.0263245608185987,0.0167510095141663,0.0335566977434515,0.0329447073584929,NA,NA,NA,0.020576058345841,0.0418235492988062,0.0398174131280503,0.0180828002591764,0.0372044112872444,0.028706137761693,0.0179915516864726,0.0265826384587131,0.0263386856044573,0.0167532728812751,0.0335730230821947,0.0329602119474173,NA,NA,NA,0.020584263556686,0.0419027453485463,0.0398577149771727
400,0.09,80,8000003,1.97814525299509,1.54336450119302,-1.59760460239752,2.06316636638005,1.03790553142472,-1.07050405893472,2.36438965437828,1.35425029922951,-1.45764778636542,2.07354537511518,0.727105988511128,-0.908428391934763,1.95595921337722,1.51843627954016,-1.43956180086702,0.0588611605926814,0.104059004621561,0.117729528661917,0.0614697808605019,0.0956697139931993,0.100062673752294,0.0645705988070401,0.120153400808768,0.133470859925843,NA,NA,NA,0.0679852591195111,0.155963004472101,0.153737111319818,0.0589281344248746,0.104734697214228,0.119494204674562,0.0615539552859662,0.0962349856243947,0.100851003968666,0.0646770097819642,0.121167286309436,0.134550585782909,NA,NA,NA,0.0681905656915742,0.157549642440798,0.155581143985787
800,0.09,80,8000003,1.93714854560325,1.50778581057843,-1.6583937450618,2.02415376066912,1.20430950448401,-1.27488668153976,2.39643914467367,1.5239823916517,-1.69415654516897,2.03398409746319,0.829804898831276,-1.05652949210594,1.84406431964833,1.75864635003111,-1.86447301337593,0.0511506865941582,0.103779108115541,0.0905003992682488,0.0529546280130013,0.0861513466672569,0.0771933059692282,0.0496686310071682,0.108653414611442,0.097352873830671,NA,NA,NA,0.0600411073046242,0.130298690081961,0.114165371293095,0.0512865123710784,0.104538514868403,0.0909624559612769,0.0530217172922564,0.0865125123516085,0.0775635483896089,0.0497096050496403,0.109055832683758,0.0976340607751691,NA,NA,NA,0.0601735013336858,0.131027278608418,0.114656637172787
8000,0.09,80,8000003,1.90656546072261,1.64538305555809,-1.62904427354518,2.09211499233545,1.14280491726871,-1.11126604901596,2.38520813967964,1.48852709697353,-1.43142259770515,2.11757235194803,0.835562149536687,-0.91811027607507,1.97088614523341,1.57815375564463,-1.50577080743871,0.0882346046954882,0.113429924871012,0.0779256298590226,0.0205860674927473,0.0282086474477823,0.0263950632791405,0.0181293205596571,0.0365255032130344,0.0326194962178444,NA,NA,NA,0.028204080535791,0.0422841942159004,0.040635715331021,0.0912619300853771,0.115911244126836,0.0791031821599596,0.0206060064128603,0.0282247538117352,0.0264115708881756,0.0181390761095815,0.036554268680647,0.0326330811205034,NA,NA,NA,0.0282694889779621,0.0423204594375841,0.0406845538367676
400,0.09,80,8000004,2.0995785463767,1.26816489404342,-1.52289335389706,2.22669018488236,1.00939204059216,-1.16597786373303,2.45764575611997,1.45710928347575,-1.57503123462524,2.26569131532199,0.743717588949817,-0.911561109549634,2.11984982854463,1.51279572137513,-1.66626345946495,0.0651495299849304,0.116343189589452,0.123667265804215,0.0698511326072711,0.112194951200827,0.106670085607967,0.0654594544309448,0.143431875875613,0.138267149777178,NA,NA,NA,0.0821160205030831,0.195558239169039,0.174104334135188,0.0652388251708744,0.118982466505574,0.124197773140848,0.0700187060235976,0.112772017386879,0.107105030504372,0.0655630492257803,0.144093540406523,0.13895844185521,NA,NA,NA,0.0824062361837192,0.197757063845117,0.174961581167005
