"n","vare","B","seed","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","OG. 1","OG. 2","OG. 3","OG. 4","OG. 5","OG. 6","OG. 7","OG. 8","OG. 9","OG.10","OG.11","OG.12","OG.13","OG.14","OG.15","OG.16","OG.17","OG.18","OG.19","OG.20","NG. 1","NG. 2","NG. 3","NG. 4","NG. 5","NG. 6","NG. 7","NG. 8","NG. 9","NG.10","NG.11","NG.12","NG.13","NG.14","NG.15","NG.16","NG.17","NG.18","NG.19","NG.20","RG. 1","RG. 2","RG. 3","RG. 4","RG. 5","RG. 6","RG. 7","RG. 8","RG. 9","RG.10","RG.11","RG.12","RG.13","RG.14","RG.15","RG.16","RG.17","RG.18","RG.19","RG.20","CG. 1","CG. 2","CG. 3","CG. 4","CG. 5","CG. 6","CG. 7","CG. 8","CG. 9","CG.10","CG.11","CG.12","CG.13","CG.14","CG.15","CG.16","CG.17","CG.18","CG.19","CG.20"
800,0.09,80,1,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.20142138270887,0.915556443690682,0.711911757800587,0.579413116265386,0.506986310311876,0.483557131166853,0.498051370057114,0.539394818209457,0.596513266850678,0.658332507207573,0.71377833050694,0.751776527975576,0.761252890840276,0.731133210327839,0.650343277665061,0.507808884078738,0.292455820795668,-0.0067901209573528,-0.401003149953527,-0.901257474966059,0.930537068647916,0.760505758476695,0.641271965298637,0.56599245724854,0.527824002461206,0.519923369071436,0.53544732521403,0.567552639023789,0.609396078635514,0.654134412184004,0.694924407804062,0.724922833630488,0.737286457798082,0.725172048441645,0.681736373695978,0.600136201695881,0.473528300576155,0.295069438471602,0.0579163835170202,-0.244774096152788,1.53706672562583,1.15879158107087,0.881875536241095,0.692904225661681,0.578463283857802,0.525138345354631,0.519515044677342,0.548179016351109,0.597715894901106,0.654711314852508,0.705750910730486,0.737420317060217,0.736305168366873,0.688991099175629,0.582063744011659,0.402108737400135,0.135711713866233,-0.230541692064874,-0.710065845868012,-1.31627511301801,1.88119644283755,1.34645839012185,0.951027238621098,0.677514474900487,0.508531585525211,0.426690057060467,0.414601376071447,0.454877029123347,0.530128502781359,0.62296728361068,0.716004858176503,0.791852713044022,0.833122334778432,0.822425209944928,0.742372825108702,0.57557666683495,0.304648221688867,-0.087801023764355,-0.619159582959519,-1.30681596933143
8000,0.09,80,1,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.24413504194679,0.938855170913836,0.721039771799101,0.578930497455938,0.500769000737693,0.474796934497715,0.489255951589349,0.532387704865945,0.592433847180849,0.657636031387409,0.716235910338972,0.756475136888886,0.766595363890497,0.734838244197154,0.649445430662204,0.498658576138993,0.27071933348087,-0.0461306444588178,-0.463649704826724,-0.9935961947695,0.772173905542895,0.663817438905874,0.590987156686162,0.548648265019537,0.531765970041777,0.535305477888659,0.554231994695961,0.583510726599461,0.618106879734936,0.652985660238164,0.683112274244922,0.703451927890988,0.708969827312141,0.694631178644157,0.655401188022814,0.586245061583891,0.482128005463163,0.33801522579641,0.14887192871941,-0.090336679632062,1.28767648575611,0.997955197363947,0.788154039703481,0.647464017824819,0.565076136778071,0.530181401613349,0.531970817380764,0.559635389130425,0.602366121912443,0.649354020776929,0.689790090773994,0.712865336953749,0.707770764366303,0.663697378061768,0.569836183090254,0.415378184501871,0.189514387346732,-0.118564203325055,-0.519666582463378,-1.02460174501813,1.19795449463933,0.909468456421623,0.704274364379938,0.571156040670064,0.498897307447786,0.476281986868888,0.492093901089156,0.535116872264376,0.594134722550333,0.657931274102812,0.715290349077598,0.754995769630476,0.765831357917233,0.736580936093652,0.65602832631552,0.512957350738621,0.296151831518741,-0.00560440918833431,-0.40352754922682,-0.908833766440932
800,0.09,80,2,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.28697601048857,0.967808751453019,0.739364421156643,0.589498593714631,0.506066843242173,0.476924743854459,0.489927869666678,0.53293179479402,0.593792093351676,0.660364339454834,0.720504107218685,0.762066970758419,0.772908504189225,0.740884281626293,0.653849877184813,0.499660864979975,0.266172819126968,-0.0587586862590179,-0.487278077062792,-1.03152977916917,0.874478906778151,0.734022955286987,0.63505701327633,0.572091720496266,0.539637716696881,0.532205641628261,0.544306135040494,0.570449836683665,0.60514738630786,0.642909423663167,0.678246588499671,0.705669520567459,0.719688859616617,0.714815245397231,0.685559317659389,0.626431716153175,0.531943080628678,0.396604050835982,0.214925266525175,-0.0185826325536584,1.51399008214814,1.16570543258721,0.906367237245713,0.724682457619358,0.609358055203842,0.549100991494868,0.532618227988139,0.548616726179354,0.585803447564217,0.632885353638429,0.678569405897691,0.711562565837705,0.720571794954174,0.694304054742798,0.621466306699279,0.49076551231932,0.290908633098621,0.0106026305328847,-0.361445533882187,-0.836528898650894,1.3850815542567,1.03442240446495,0.778986190657061,0.606629180031364,0.505207639786194,0.462577837119884,0.466596039230768,0.50511851331718,0.566001526577454,0.637101346209923,0.706274239412922,0.761376473384785,0.790264315323844,0.780794032428435,0.720821891896891,0.598204160927545,0.400797106718732,0.116456996468785,-0.266959902623962,-0.761597323361176
8000,0.09,80,2,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23890131506326,0.935724259311721,0.719529754243763,0.578613444684894,0.501270975460622,0.475797991396454,0.490490137317901,0.53364305805047,0.59355239841967,0.65851380325101,0.716822917369997,0.756775385602142,0.766666852772951,0.734792963707935,0.649449363232601,0.498931696172458,0.271535607353014,-0.0444432584002217,-0.460709256261741,-0.988966741406035,0.86421716986195,0.724363353745487,0.627229846867518,0.566940297546084,0.537618354099224,0.533387664844978,0.548371878101383,0.576694642186481,0.612479605418311,0.649850416114911,0.682930722594322,0.705844173174582,0.712714416173731,0.697665099909809,0.654819872700854,0.578302382864907,0.462236278720006,0.300745208584191,0.0879528207755021,-0.182017236388023,1.49802778269455,1.14411134417407,0.883862297743117,0.704902303420095,0.594853021223409,0.541336111171464,0.531973233282665,0.554386047575417,0.596196214068126,0.645025392779196,0.688495243727033,0.714227426930042,0.709843602406628,0.662965430175196,0.561214570254152,0.392212682661901,0.143581427416847,-0.197057535462603,-0.642082545958046,-1.20387194405108,1.31033873477089,0.981677592760766,0.746455785567047,0.592115679534939,0.506099641009652,0.475850036336394,0.488809231860374,0.532419593926801,0.594123488880885,0.661363283067835,0.721581342832859,0.762220034521166,0.770721724477967,0.734528779048469,0.641083564577881,0.477828447411413,0.232205793894274,-0.108342029628328,-0.556372656811183,-1.12444372130908
800,0.09,80,3,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.2504156480347,0.946417210709275,0.728988481836254,0.586541573740719,0.507488598747754,0.480241669182438,0.493212897369853,0.534814395635079,0.593458276303198,0.657556651699291,0.715521634148439,0.755765335975721,0.766699869506221,0.736737347065018,0.654289880977194,0.507769583567829,0.285588567162005,-0.0238410559151979,-0.432107173338698,-0.950797672783415,0.855934755390738,0.711880447648357,0.612459268402393,0.551526651104756,0.522938029207357,0.52054883616211,0.538214505420925,0.569790470435715,0.609132164658389,0.650095021540862,0.686534474535043,0.712305957092845,0.72126490266618,0.707266744706958,0.664166916667092,0.585820851998493,0.466083984153074,0.298811746582744,0.0778595727394172,-0.202917103924996,1.57186771793714,1.18303104286419,0.897585220188553,0.701842343064048,0.58211450464449,0.524713798083695,0.51595231653548,0.542142153153661,0.589595401092055,0.644624153504477,0.693540503544746,0.722656544366676,0.718284369124084,0.666736070970787,0.554323743060601,0.367359478547343,0.0921553705848285,-0.284976487673126,-0.777724003072703,-1.39977508246009,1.56741918918526,1.11693264927602,0.796287313942388,0.587659040449526,0.473223686062586,0.435157108046721,0.455635163667085,0.516833710188832,0.600928604877115,0.690095704997089,0.766510867813907,0.812349950592722,0.80978881059869,0.741003305096963,0.588169291352695,0.33346262663104,-0.0409408318028477,-0.552865226683816,-1.22013470074671,-2.06057339672637
8000,0.09,80,3,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25722983068965,0.945239122183611,0.722232490741748,0.576293247682161,0.495504704322945,0.467950171982198,0.481712961978018,0.524876385628503,0.585523754251749,0.651738379165855,0.711603571688917,0.753202643139033,0.7646189048343,0.733935668092817,0.649236244232679,0.498603944571985,0.270122080428833,-0.0481260368786815,-0.46805709603246,-1.00158778571441,0.791529243172315,0.668495320583535,0.585489537065627,0.536856033074397,0.516938949065649,0.520082425495188,0.540630602818819,0.572927621492347,0.611317621971578,0.650144744712316,0.683753130170366,0.706486918801533,0.712690251061622,0.696707267406438,0.652882108291787,0.575558914173472,0.4590818255073,0.297794982749074,0.0860425263546009,-0.181831403220316,1.34814483805299,1.02808175965753,0.796587053738785,0.641649565172096,0.551258138832814,0.513401619596286,0.51606885233786,0.547248681932882,0.594929953256699,0.64710151118466,0.69175220059211,0.716870866354398,0.710446353346871,0.660467506444875,0.554923170523759,0.381802190458868,0.129093411125551,-0.215214322600845,-0.663132165844974,-1.22667127373149,1.22063690115808,0.922713097600897,0.710069971597916,0.57128162219153,0.494922148424134,0.469565649338124,0.483786223975896,0.526157971379846,0.585254990592369,0.649651380655861,0.707921240612718,0.748638669505335,0.760377766376109,0.731712630267434,0.651217360221707,0.507466055281324,0.28903281448868,-0.0155082631138298,-0.417583078483809,-0.928617532578862
800,0.09,80,4,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.20926118982659,0.913841591253203,0.703450077179677,0.566627622944984,0.491915203888095,0.467853795347978,0.482984372663603,0.52584791117394,0.584985386217958,0.648937773134627,0.706246047262917,0.745451183941797,0.755094158510237,0.723715946307207,0.639857522671675,0.492059862942612,0.268863942458988,-0.0411892634402292,-0.449558779416069,-0.967703630129561,0.824286402269963,0.702649677280081,0.617674889645405,0.564418670109638,0.537937649416483,0.533288458309643,0.54552772753282,0.569712087829718,0.600898169944038,0.634142604619483,0.664502022599757,0.687033054628563,0.696792331449602,0.688836483806577,0.658222142443192,0.600005938103149,0.509244501530151,0.3809944634679,0.2103124546601,-0.00774489414954694,1.38890471106764,1.07688207195191,0.84712117551768,0.688798797805648,0.5910917148565,0.543176702710924,0.534230537409608,0.553429994993242,0.589951851502513,0.63297288297811,0.671669865460723,0.695219574991039,0.692798787609747,0.653584279357537,0.566752826275095,0.421481204403112,0.206946189782275,-0.0876754415467269,-0.473206913543205,-0.96047145016647,2.41801500813463,1.70633337393436,1.17746852589023,0.808132284665569,0.575036470923711,0.454892905327987,0.424413408541727,0.460309801228263,0.539293904050925,0.638077537673045,0.733372522757953,0.801890679968981,0.82034382996946,0.765443793422721,0.613902390992094,0.342431443340912,-0.0722572288674956,-0.653451804969797,-1.42444046430266,-2.40851138620276
8000,0.09,80,4,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23884599755607,0.93335253398861,0.71547575785172,0.573435106194687,0.495450016066803,0.469739924517358,0.484524268595644,0.528022485350949,0.588454011832566,0.654038285089784,0.712994742171895,0.753542820128188,0.763901956007954,0.732291586860484,0.646931149735069,0.496040081680998,0.267837819747563,-0.0494561990159468,-0.467622537560239,-0.998441758836026,0.806562502414362,0.689862576037035,0.60976233563048,0.561180694275645,0.539036565053479,0.538248861044931,0.553736495330948,0.58041838099248,0.613213431110475,0.647040558765882,0.67681867703965,0.697466699012727,0.703903537766061,0.691048106380602,0.653819317937297,0.587136085517096,0.485917322200948,0.3450819410698,0.159548855204601,-0.0757630223136999,1.3416595005631,1.03991398990831,0.819519893776727,0.669631342040075,0.579402464570077,0.537987391238459,0.534540251916943,0.558215176477255,0.598166294791118,0.643547736730256,0.683513632166394,0.707218110971255,0.703815303016564,0.662459338174045,0.572304346315422,0.422504457312419,0.20221380103676,-0.0994134926398308,-0.493223293845629,-0.990061472708912,1.09701377315515,0.840484398928052,0.6612342810976,0.54853165107987,0.491644740290938,0.479841780146881,0.502391002063775,0.548560637457698,0.607618917744727,0.668834074340938,0.721474338662408,0.754807942125213,0.758103116145431,0.720628092139139,0.631651101522412,0.480440375711329,0.256264146121965,-0.0516093558296023,-0.453911898727297,-0.961375251155041
800,0.09,80,5,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.28936977363606,0.971335183492051,0.743507562251568,0.59386794280231,0.510397358031977,0.481076840828264,0.493887424078871,0.536810140671494,0.597826023493832,0.664916105433583,0.726061419378444,0.769242998216113,0.782441874834287,0.753639082120665,0.670815652962944,0.521952620248822,0.295031016865997,-0.0219681242978338,-0.441063770354972,-0.974274888417721,0.746389279515532,0.656580768554639,0.597312314020341,0.564129127082254,0.552576418909995,0.558199400673179,0.576543283541424,0.603153278684346,0.633574597271561,0.663352450472686,0.688032049457337,0.703158605395131,0.704277329455683,0.686933432808612,0.646672126623531,0.579038622070059,0.479578130317812,0.343835862536406,0.167357029895457,-0.0543131564354181,1.21186152700084,0.954624590776193,0.769271833022997,0.645975632582746,0.574908368296936,0.546242419007063,0.550150163554624,0.576803980781114,0.616376249528031,0.659039348636869,0.694965656949126,0.714327553306298,0.707297416549881,0.664047625521371,0.574750559062265,0.429578596014058,0.218704115218247,-0.0677005044836721,-0.439462884250202,-0.906410645239849,0.8844735233089,0.740163728499052,0.641205712407298,0.581045741239138,0.553130081200073,0.550904998495607,0.567816759331241,0.597311629912476,0.632835876444815,0.667835765133759,0.69575756218481,0.71004753380347,0.70415194619524,0.671517065565623,0.605589158120121,0.499814490064234,0.347639327603465,0.142509936943315,-0.122127415710712,-0.452826464153117
8000,0.09,80,5,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.27104847167628,0.958118523482658,0.734163604859302,0.587260780573252,0.50548711539155,0.47691967408124,0.489635521409363,0.531711722142963,0.591225341049083,0.656253442894765,0.714873092447052,0.755161354472986,0.765195293739612,0.73305197501397,0.646808463063104,0.494541822654057,0.264329118553872,-0.0557525844704094,-0.477626221651744,-1.01321472822309,0.810991474870656,0.68242065557902,0.595468174242672,0.544218683055575,0.522756834211696,0.525167279905001,0.545534672329455,0.577943663679023,0.616478906147672,0.655225051929366,0.688266753218072,0.709688662207755,0.71357543109238,0.694011712065914,0.645082157322321,0.560871419055568,0.43546414945962,0.262945000728442,0.0373986250560005,-0.247090325363739,1.3851828708209,1.05596209946923,0.817472861319272,0.65737892238097,0.563344048664278,0.52303200617915,0.524106560935536,0.55423147894339,0.601070526212663,0.652287468753308,0.695546072575276,0.718510103688519,0.708843328102991,0.654209511828643,0.542272420875426,0.360695821253294,0.0971434789721978,-0.26072083995791,-0.725233369527078,-1.30873034372535,1.36687446469687,1.01189316362199,0.757070716171915,0.589040671603101,0.494436579172003,0.459891988135075,0.472040447748774,0.517515507269555,0.582950715953874,0.654979623058186,0.720235777838947,0.765352729552612,0.776964027455636,0.741703220804476,0.646203858855587,0.477099490865425,0.221023666090444,-0.1353900662129,-0.605508156788151,-1.20269705637885
