"n","vare","B","seed","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","OG. 1","OG. 2","OG. 3","OG. 4","OG. 5","OG. 6","OG. 7","OG. 8","OG. 9","OG.10","OG.11","OG.12","OG.13","OG.14","OG.15","OG.16","OG.17","OG.18","OG.19","OG.20","NG. 1","NG. 2","NG. 3","NG. 4","NG. 5","NG. 6","NG. 7","NG. 8","NG. 9","NG.10","NG.11","NG.12","NG.13","NG.14","NG.15","NG.16","NG.17","NG.18","NG.19","NG.20","RG. 1","RG. 2","RG. 3","RG. 4","RG. 5","RG. 6","RG. 7","RG. 8","RG. 9","RG.10","RG.11","RG.12","RG.13","RG.14","RG.15","RG.16","RG.17","RG.18","RG.19","RG.20","SG. 1","SG. 2","SG. 3","SG. 4","SG. 5","SG. 6","SG. 7","SG. 8","SG. 9","SG.10","SG.11","SG.12","SG.13","SG.14","SG.15","SG.16","SG.17","SG.18","SG.19","SG.20","CG. 1","CG. 2","CG. 3","CG. 4","CG. 5","CG. 6","CG. 7","CG. 8","CG. 9","CG.10","CG.11","CG.12","CG.13","CG.14","CG.15","CG.16","CG.17","CG.18","CG.19","CG.20"
400,0.05,80,3000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.35406021234715,1.00769053352846,0.758751782765015,0.594279697557686,0.501310015407334,0.466878473814822,0.478020810281014,0.521772762306774,0.585170067392966,0.655248463040454,0.719043686750101,0.763591476022772,0.77592756835933,0.74308770126064,0.652107612227565,0.490023038760968,0.243869718361715,-0.099316611469332,-0.552500213231308,-1.12864534942335,0.942530960020373,0.763183221912825,0.638512407081666,0.560975185121648,0.523028225627522,0.51712819819404,0.535731772415954,0.571295617888016,0.616276404204978,0.663130800961593,0.704315477752612,0.732287104172786,0.739502349816869,0.718417884279612,0.661490377155767,0.561176498040086,0.40993291652732,0.200216302212223,-0.0755166753104547,-0.424809346445961,1.37006970794568,1.04327197530241,0.806879497831255,0.648717257311024,0.556610235520524,0.518383414238563,0.521861775243947,0.554870300315485,0.605233971231983,0.660777769772249,0.709326677715089,0.738705676839312,0.736739748923724,0.691253875747133,0.590073039088345,0.421022220726169,0.171926402439411,-0.169389433993122,-0.615100306792622,-1.17738123418028,1.16301562829104,0.874448909021765,0.672284205200562,0.544657659353916,0.479705414008311,0.46556361169023,0.490368394926158,0.542255906242578,0.609362288165975,0.679823683222833,0.741776233939635,0.783356082842866,0.79269937245901,0.757942245314551,0.667220843935972,0.508671310849759,0.270429788582394,-0.059367580339638,-0.492584653389853,-1.04108528804177,1.419885186073,1.00942906182033,0.719692399933101,0.534231104750236,0.436601080610658,0.410358231853287,0.439058462817045,0.506257677840856,0.59551178126364,0.69037667742432,0.774408270661818,0.831162465315056,0.844195165722955,0.797062276224439,0.673319701158429,0.456523344863846,0.130229111679613,-0.322007094055348,-0.916629368002114,-1.67008180582177
800,0.05,80,3000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.19693548053836,0.896401290028893,0.683362964640193,0.546009402450306,0.47252950153728,0.451112159979167,0.469946275854015,0.517220747239874,0.581124472214794,0.649846348856824,0.711575275244014,0.754500149454414,0.766809869566073,0.736693333657042,0.652339439805368,0.501937086089103,0.273675170586296,-0.0442574086250032,-0.463671753466745,-0.996378965860881,0.890769772478765,0.709354049673464,0.585406371303307,0.510894397808992,0.477785789631213,0.478048207210668,0.503649310988052,0.546556761404061,0.598738218899391,0.652161343914738,0.698793796890799,0.730603238268269,0.739557328487845,0.717623727990222,0.656770097216097,0.548964096606165,0.386173386601123,0.160365627641667,-0.136491519831508,-0.512430395377705,1.32632686060075,0.991395766363629,0.751505172449,0.593743251453125,0.505198175972267,0.472958118602689,0.484111251940653,0.525745748582422,0.584949781124258,0.648811522162423,0.704419144293181,0.738860820112792,0.739224722217521,0.692599023203629,0.586071895667379,0.406731512205033,0.141666045412854,-0.222036332112896,-0.697287447775955,-1.29699912898006,1.0690915330592,0.791157208862446,0.599383844707041,0.481812327187624,0.426483542898832,0.421438378435302,0.454717720391668,0.514362455362567,0.588413469942636,0.664911650726509,0.731897884308823,0.777413057284215,0.789498056247319,0.756193767792773,0.665541078515212,0.505580875009272,0.264354043869588,-0.0700985283092018,-0.509735954932462,-1.06651734940556,1.15385346839349,0.83446909548438,0.612759807306778,0.475250978217411,0.40846798257301,0.398936194730304,0.433180989046025,0.497727739876902,0.579101821579665,0.663828608511044,0.738433475027769,0.789441795486571,0.803378944244178,0.766770295657321,0.66614122408273,0.488017103877136,0.218923309397267,-0.154614785000145,-0.646071804958372,-1.26892237612068
8000,0.05,80,3000001,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26064093676951,0.952579275985934,0.732505961461276,0.588590906913026,0.509004026058667,0.481915232615689,0.495494440301575,0.537911562833813,0.597336513929889,0.661939207307288,0.719889556683497,0.759357475776003,0.76851287830229,0.735525677979846,0.648565788526157,0.495803123658708,0.265407597094986,-0.0544508774475234,-0.475602386251333,-1.00987701559896,0.966917712015199,0.781745065038566,0.651974136784738,0.57002666556595,0.528324389694437,0.519289047482434,0.535342377242174,0.568906117285894,0.612402005925827,0.658251781474209,0.698877182243274,0.726699946545257,0.734141812692393,0.713624518996917,0.657569803771062,0.558399405327065,0.408535061977159,0.20039851203358,-0.0735885061914376,-0.42100425438566,1.36610960277902,1.04401762302571,0.810199482016847,0.652866112543084,0.560228447395073,0.520497419363467,0.521883961238919,0.552599005812079,0.600853485873602,0.654858334214139,0.702824483624341,0.732962866894863,0.733484416816355,0.69260006617947,0.598520747774861,0.43945739439318,0.203620938825078,-0.120777686138791,-0.545527547707775,-1.08241771309122,1.17913578485255,0.901740699186171,0.704705480500194,0.577170350457443,0.508275530720738,0.487161242952899,0.502967708816749,0.544835149975107,0.601903788090795,0.663313844826633,0.718205541845444,0.755719100810047,0.764994743383264,0.735172691227915,0.655393166006822,0.514796389382805,0.302522583018686,0.00771196857728578,-0.380495232278575,-0.872958797886077,1.24957442933062,0.945770070083007,0.728977960122259,0.587483960838764,0.509573933622906,0.48353373986507,0.497649240955641,0.540206298285004,0.599490773243544,0.663788527221646,0.721385421609695,0.760567317798075,0.769620077177171,0.73682956113737,0.650481631069054,0.49886214836261,0.270256974408422,-0.0470480294031252,-0.464767001681646,-0.994614081036757
400,0.05,80,3000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.32663785416597,1.00564281022283,0.774909927887912,0.622428032621375,0.536185949883393,0.504172505134134,0.514376523833765,0.554786831442455,0.613392253420372,0.678181615227685,0.737143742324562,0.778267460171171,0.789541594227681,0.758954969954259,0.674496412811075,0.524154748258296,0.29591880175609,-0.022222601235374,-0.442280635255927,-0.976266474845403,1.14900671438671,0.925683979184801,0.761794428412297,0.649856254424306,0.582387649575936,0.551906806222294,0.550931916718488,0.571981173419627,0.607572768680817,0.650224894857166,0.692455744303782,0.726783509375773,0.745726382428247,0.74180255581631,0.707530221895071,0.635427573019638,0.518012801545118,0.347804099826618,0.117319660219248,-0.180922324921887,1.62717728889015,1.24809390101452,0.964443800231651,0.764293288719096,0.635708668654407,0.566756242215136,0.545502311578835,0.560013178923055,0.598355146425348,0.648594516263266,0.69879759061436,0.737030671656183,0.751360061566285,0.72985206252222,0.660572976701538,0.531589106281791,0.330966753440531,0.0467722203553087,-0.332928190796322,-0.820068177836812,1.55476801132909,1.17980994935219,0.900625164582121,0.705421372260064,0.582406287627218,0.519787625924778,0.505773102393936,0.528570432275888,0.576387330811826,0.637431513242946,0.699910694810441,0.752032590755505,0.782004916319332,0.778035386743117,0.728331717268052,0.621101623135333,0.444552819586153,0.186893021861706,-0.163670054796813,-0.618928695148211,2.03703778005563,1.49193528779175,1.08221269383663,0.791458394232809,0.603260785022812,0.501208262249167,0.468889221954402,0.489892060181047,0.54780517297163,0.626216956368678,0.70871580641472,0.778890119152285,0.8203282906239,0.816618716872095,0.751349793939397,0.608109917868335,0.370487484701437,0.0220708904812315,-0.453551468749753,-1.07279119694899
800,0.05,80,3000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.22124040482625,0.912903961282154,0.694665840362336,0.554351175251868,0.479785099135824,0.458792745199278,0.479199246627306,0.52882973660498,0.595509348317376,0.667063214949569,0.731316469686632,0.776094245713641,0.789221676215669,0.758523894377791,0.671826033385082,0.516953226422615,0.281730606675467,-0.0460166926712906,-0.478463538432581,-1.02778479742333,0.871393786658318,0.722589188988008,0.620236959255266,0.557829849336004,0.528860611106129,0.526821996441553,0.545206757218184,0.577507645311934,0.617217412598711,0.657828810954426,0.692834592254988,0.715727508376308,0.720000311194294,0.699145752584858,0.646656584423908,0.556025558587355,0.420745426951108,0.234308941391078,-0.00979114621682634,-0.318062083996695,1.19169175746565,0.929489776795255,0.741496998143972,0.617609246503064,0.547722346863798,0.521732124217438,0.529534403555252,0.561025009868506,0.606099768148465,0.654654503386397,0.696585040573566,0.721787204701239,0.720156820760682,0.681589713743162,0.595981708639945,0.453228630442296,0.243226304141482,-0.0441294452712314,-0.418942792804578,-0.891317913467291,1.02372770172549,0.813726593862214,0.666215524484805,0.572587755140886,0.524236547378078,0.512555162744003,0.528936862786281,0.564774909052534,0.611462563090382,0.660393086447446,0.702959740671348,0.730555787309708,0.734574487910148,0.706409104020288,0.637452897187749,0.519099128960152,0.342741060885119,0.0997719545102692,-0.218414928616775,-0.620426326948393,1.07463860151086,0.84338391300261,0.680033776409048,0.575321909680169,0.519982030765967,0.504747857616434,0.520353108181564,0.55753150041135,0.607016752255785,0.659542581664863,0.705842706588576,0.736650844976918,0.742700714779882,0.714726033947461,0.643460520429648,0.519637892176437,0.33399186713782,0.0772561632637908,-0.259835501495657,-0.686549409190531
8000,0.05,80,3000002,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25724591536746,0.946998467705811,0.725198010998614,0.579975645077799,0.499462469775288,0.471789584923008,0.485088090352883,0.527489085896838,0.587123671386796,0.652122946654683,0.710618011532423,0.750739965851941,0.760619909445162,0.72838894214401,0.64217816378041,0.490118674186286,0.260341573193563,-0.059022039365834,-0.479841063659981,-1.01398439985695,0.932953117985596,0.753290212341027,0.628028986052883,0.54971111076559,0.510878258123572,0.504072099771256,0.521834307353066,0.556706552513427,0.601230506896767,0.647947842147509,0.689400229910079,0.718129341828902,0.726676849548404,0.707584424713011,0.653393738967147,0.556646463955238,0.409884271321709,0.205648832710986,-0.0635181802325059,-0.405075095864342,1.31994683192068,1.00578016697895,0.778643549035609,0.626874014630135,0.538808600302009,0.502784342590715,0.507138278035736,0.540207443176552,0.590328874552647,0.645839608703504,0.695076682168604,0.726377131487429,0.728077993199464,0.688516303844189,0.596029099961087,0.43895341808964,0.205626294769332,-0.115615233460356,-0.536434130059942,-1.06849335848994,1.160496824601,0.885971285769164,0.690817449585622,0.56435837500681,0.495917120989169,0.474816746489139,0.490380310463158,0.531930871867666,0.588791489659102,0.650285222793906,0.705735130228516,0.744464270919373,0.755795703822916,0.729052487895584,0.653557682093815,0.518634345374051,0.31360553669273,0.0277943150062909,-0.349476260728826,-0.828883131556183,1.25335344444963,0.9461544219656,0.726139818694702,0.581674231809825,0.501122258483863,0.472848495889707,0.48521754120025,0.526593991588385,0.585342444227003,0.649827496288997,0.708413744947259,0.749465787374682,0.761348220744158,0.732425642228579,0.651062649000837,0.505623838233826,0.284473807100436,-0.0240228472264385,-0.431501527573907,-0.949597636769075
400,0.05,80,3000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.23946425232501,0.948043849272934,0.739686637396314,0.603268031137864,0.527663444940293,0.501748293246312,0.514397990498631,0.554487951139961,0.610893589613012,0.672490320360495,0.72815355782512,0.766758716449597,0.777181210676638,0.748296454948952,0.668979863709251,0.528106851400243,0.314552832464641,0.0171932213451538,-0.375096567515508,-0.873441119674633,0.990256046938328,0.811099915244324,0.683427535304586,0.60046071440845,0.555421259845251,0.541530978904328,0.552011678875015,0.580085167046649,0.618973250708566,0.661897737150102,0.702080433660594,0.732743147529378,0.747107686045789,0.738395856499165,0.699829466178842,0.624630322374155,0.506020232374441,0.337221003469036,0.111454442947276,-0.178057641901502,1.32000063637553,1.02479444748436,0.809328226410898,0.663217757376296,0.576078824601692,0.53752721230823,0.53717870471705,0.564649086049297,0.609554140526112,0.661509652368638,0.710131405798018,0.745035185035394,0.755836774301908,0.732151957818704,0.663596519806924,0.53978624448771,0.350336916082205,0.0848643188115506,-0.267015763103109,-0.715687545440633,1.15956023849204,0.897997426771339,0.711138599953364,0.589119711966465,0.522076716738999,0.500145568199319,0.51346222027578,0.552162626896737,0.606382741990545,0.666258519485558,0.721925913310132,0.76352087739262,0.781179365661378,0.76503733204476,0.705230730471121,0.591895514868816,0.4151676391662,0.165183057291626,-0.167922276826549,-0.594012409259972,1.2695828020213,0.96231236246404,0.741979265516791,0.597114305719491,0.516248277612071,0.487911975734463,0.5006361946266,0.542951728828412,0.603389372879832,0.670479921320792,0.732754168691224,0.77874290953106,0.796976938380231,0.77598704977867,0.704304038266308,0.570458698383078,0.362981824668911,0.0704042116637395,-0.318743346092505,-0.815930054059891
800,0.05,80,3000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.24275394618274,0.941733494541291,0.726863766721499,0.586534985363089,0.50913737310579,0.483061152589333,0.496696546453446,0.538433777337859,0.596663067882301,0.659774640726501,0.71615871851019,0.754205523873095,0.762305279454948,0.728848207895476,0.64222453183441,0.490824473911479,0.263038256766412,-0.0527438969610623,-0.468131764631213,-0.994735123604312,0.885361440164225,0.725312449041253,0.615305413945675,0.548326045057313,0.517360052555991,0.51539314662153,0.535411037433755,0.570399435172486,0.613344050017548,0.657230592148763,0.695044771745953,0.719772298988941,0.724398884057551,0.701910237131605,0.645292068390925,0.547530088015334,0.401610006184655,0.200517533078711,-0.0627616211226758,-0.395241746239683,1.31396855208425,1.0044028187983,0.781180036502891,0.632597020714642,0.546950586950181,0.512537550726133,0.517654727559126,0.550598932965784,0.599666982462734,0.653155691566603,0.699361875794017,0.726582350661601,0.723113931685982,0.677253434383786,0.57729767427164,0.411543466866169,0.168287627683999,-0.164173027758244,-0.597541683943932,-1.14352152535644,1.17320592258588,0.893733329480534,0.695706989610957,0.568063444209388,0.499739234508067,0.479670901739231,0.496794987135121,0.540048031927975,0.598366577350032,0.66068716463353,0.715946335010708,0.753080629713805,0.761026589975061,0.728720757026713,0.645099672101001,0.499099876430163,0.279657911246438,-0.0242896822179346,-0.423806362730717,-0.929955589059669,1.46268213945061,1.07545964071602,0.79607471692844,0.610224988903682,0.503608077457563,0.461921603405901,0.470863187564511,0.516130450749212,0.58342101377582,0.658432497460151,0.726862522618023,0.774408710065253,0.786768680617657,0.749640055091053,0.648720454301256,0.469707499064085,0.198298810195356,-0.179807991489114,-0.678915285173509,-1.31332545004201
8000,0.05,80,3000003,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.25051404331383,0.942740389903128,0.723149884084103,0.579896150181595,0.501132812520448,0.475013495425504,0.489691823221608,0.533321420233603,0.594055910786333,0.66004891920464,0.719454069813369,0.760424986937362,0.771115294901464,0.739678618030518,0.654268580649367,0.503038807082854,0.274142921655823,-0.0442654513068816,-0.464032687480417,-0.997005162539941,0.907076133653676,0.740933812913912,0.625933132909387,0.55500642203001,0.521086008665692,0.517104221206343,0.535993388041872,0.57068583756219,0.614113898157208,0.659209898216834,0.698906166130979,0.726135030289554,0.733828819082468,0.714919860899632,0.662340484130955,0.569023017166348,0.427899788395721,0.231903126208983,-0.0260346410039541,-0.352981184853181,1.24403533600244,0.960689520458575,0.757013855614506,0.622231738116208,0.545566564609655,0.516241731740822,0.52348063615568,0.556506674500206,0.604543243420372,0.656813739562152,0.702541559571521,0.730950100094452,0.73126275777692,0.692702929264897,0.604494011204358,0.455859400241277,0.236022493021628,-0.0657933138086152,-0.460364623603479,-0.95846803971699,1.13692005163898,0.874737926001011,0.688954722672555,0.569250038398639,0.505303469924292,0.486794613994547,0.503403067354435,0.544808426748986,0.600690288923231,0.660728250622202,0.71460190859093,0.751990859574445,0.762574700317779,0.736033027565962,0.662045438064026,0.530291528557003,0.330450895789922,0.0522031365078144,-0.314772152544288,-0.780795374621354,1.23419729605464,0.937571208760029,0.725635349945032,0.587044524244103,0.510453536291696,0.484517190722266,0.497890292170267,0.539227645270152,0.597184054656375,0.66041432496339,0.717573260825652,0.757315666877613,0.768296347753729,0.739170108088452,0.658591752516237,0.515216085671538,0.297697912188809,-0.00530796329749648,-0.405146736152925,-0.913163601743022
400,0.05,80,3000004,-1,-0.842105263157895,-0.684210526315789,-0.526315789473684,-0.368421052631579,-0.210526315789474,-0.0526315789473685,0.105263157894737,0.263157894736842,0.421052631578947,0.578947368421053,0.736842105263158,0.894736842105263,1.05263157894737,1.21052631578947,1.36842105263158,1.52631578947368,1.68421052631579,1.84210526315789,2,1.26850869029064,0.945022698419348,0.713494212628628,0.561653719771266,0.47723170670005,0.447958660267766,0.461565067327203,0.505781414731147,0.568338189332386,0.636965877983708,0.6993949675379,0.743355944847749,0.756579296766043,0.72679551014557,0.641735071839115,0.489128468699468,0.256706187579415,-0.0678012846682561,-0.496663461190758,-1.0421498551353,0.999801305905672,0.801699188609897,0.660973181983115,0.569867407349682,0.520625986033956,0.505493039360294,0.516712688653054,0.546529055236592,0.587186260435266,0.630928425573432,0.669999671975449,0.696644120965673,0.703105893868462,0.681629112008172,0.624457896709162,0.523836369295787,0.372008651092406,0.161218863423376,-0.116288872386947,-0.468270435014205,1.40416729811381,1.06870316769137,0.823647858704647,0.656975905306652,0.556661841650407,0.510680201888931,0.507005520175242,0.533612330662359,0.578475167503299,0.629568564851081,0.674867056858724,0.702345177679246,0.699977461465664,0.655738442370999,0.557602654548266,0.393544632150486,0.151538909330677,-0.180439979758144,-0.614417500962957,-1.16241912013075,1.19285961205709,0.913390459367585,0.71296557674261,0.58100716939674,0.506937442544553,0.480178601400624,0.490152851179529,0.526282397095846,0.57798944436415,0.634696198199018,0.685824863815025,0.720797646426749,0.729036751248765,0.69996438349565,0.62300274838198,0.487574051122331,0.283100496931279,-0.000995708976598277,-0.375292361386726,-0.850367255084527,1.34189916016963,1.00362045750137,0.758782921072703,0.595100860872667,0.500288586890304,0.462060409114652,0.468130637534753,0.506213582139648,0.564023552918376,0.629274859859979,0.689681812953496,0.732958722187969,0.746819897552438,0.718979649035944,0.637152286627527,0.489052120316228,0.262393460091086,-0.0551093840588562,-0.47574210214456,-1.01179038417698
