"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.RG.5","est.SG.1","est.SG.2","est.SG.3","est.SG.4","est.SG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.RG.5","ste.SG.1","ste.SG.2","ste.SG.3","ste.SG.4","ste.SG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.RG.5","bcs.SG.1","bcs.SG.2","bcs.SG.3","bcs.SG.4","bcs.SG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
400,0.25,80,3000001,0,1,2,3,4,0.122159514981488,0.170350919290453,0.23524055162251,0.321541052068737,0.431921967558881,0.137095325625281,0.179870939112696,0.235739072522821,0.308978358233891,0.402872030593175,0.111865145534432,0.162519220063878,0.234898732865524,0.339394714823566,0.481891323054169,0.122692052207298,0.175844065264597,0.246146121036704,0.332971858835566,0.432207364997542,0.112132161236605,0.160535854303532,0.229146546785906,0.330153013932945,0.47424101598131,0.0384657875668302,0.0325809458634124,0.028399932900353,0.036625401211354,0.0769728761492482,0.0329678771679796,0.0292526520711147,0.0277288779603975,0.0324386795339033,0.058782840461305,0.0353514051042513,0.0298386829568571,0.0275901510996705,0.0386418186300705,0.0896723811448197,NA,NA,NA,NA,NA,0.035603219449945,0.0299391398409586,0.0321127867574995,0.0424263367205463,0.0723161276935521,0.0395125810122065,0.0328484388312517,0.0278947755020304,0.037175151695039,0.0812709785993683,0.0338716219821424,0.0307194460700956,0.029277766524502,0.0324021584338642,0.0632326653636849,0.0365771453468585,0.0315743292893111,0.0303139277625623,0.039187768114508,0.106766576494772,NA,NA,NA,NA,NA,0.0363588952200891,0.0366456956126127,0.0542899825249717,0.0540737496243957,0.099610512744699
800,0.25,80,3000001,0,1,2,3,4,0.0708442911142142,0.122937991695108,0.205306345348457,0.313774653661239,0.426654415459505,0.0773927693221788,0.127645740378546,0.200818759180717,0.294934441562476,0.399527908730478,0.0523584499025256,0.107647743757324,0.204846918191988,0.339964013458405,0.481694632770148,0.07570463180908,0.124360641007688,0.205732860229399,0.315194515637049,0.424561378538012,0.0330591093004395,0.0813514452952875,0.180792027793547,0.342425319714876,0.548166314994432,0.0237467412352045,0.0214589456883419,0.0157851141271531,0.0287002774527772,0.0516301266014796,0.0286530562748614,0.0267989361762309,0.0198692318665754,0.0255028723578249,0.0552022140103819,0.0284840722172363,0.0298001027358898,0.0215217720982708,0.0351927981823939,0.0887826624240122,NA,NA,NA,NA,NA,0.0642907081169176,0.138376730712925,0.2268277735067,0.132049683836799,0.620718275411183,0.0219971834356981,0.0204153829226269,0.0154111245116849,0.029288813007978,0.0506699373953321,0.0255701688369934,0.0237917644889086,0.0179338390348505,0.0261254735845891,0.0522310964325061,0.0230245544918383,0.0242630716767019,0.018079198505522,0.0357757703599401,0.0724000970162946,NA,NA,NA,NA,NA,0.33182634396094,0.754892056224503,1.29208221114389,0.790413102123554,3.43164403173065
8000,0.25,80,3000001,0,1,2,3,4,0.113041635907593,0.167513059295955,0.242653330348683,0.332297699931076,0.42222651567031,0.140246461603333,0.185970873581408,0.241928677269283,0.305644175694081,0.372516061425015,0.110714130891423,0.166202548676378,0.24227054312829,0.333289739153022,0.426170357231498,0.118186240451736,0.171551311032539,0.242236427216475,0.325512909233319,0.41112915166429,0.10745626436025,0.162896708350299,0.240140127682099,0.333474068491981,0.428767803889057,0.00823583939675507,0.00678687624623907,0.00516912795569355,0.00860363725225836,0.0141274428735635,0.00853868056845546,0.00664891789011925,0.00506563324683545,0.00749304494868961,0.0125959622282594,0.00936056759201657,0.00752896900813891,0.00519219531200127,0.00949702819884781,0.0168196407405745,NA,NA,NA,NA,NA,0.00985660971045649,0.00814032793035643,0.00538055905323619,0.00969408024132839,0.0174782640265802,0.00822691057386426,0.00678204836302945,0.00516863289731841,0.00861536360397407,0.0141348999641247,0.008531542233568,0.00664378048547243,0.00506468256228406,0.00749978566020079,0.0126007948199864,0.00934454624955911,0.00751917797577703,0.00519050244001746,0.00951203053262945,0.0168149876106602,NA,NA,NA,NA,NA,0.00984534538612957,0.00813392269153246,0.00537904645541579,0.00970641957814316,0.0174775251210371
400,0.25,80,3000002,0,1,2,3,4,0.0835138856848671,0.138763199060893,0.221766848367384,0.327091160924513,0.436648102374996,0.106870356219101,0.153926611451871,0.220912881407477,0.303187294515994,0.387453204653379,0.0825513732810096,0.13350738421357,0.219627064745142,0.33307613375409,0.441612039796984,0.0830935961103012,0.13067351642558,0.214083692308966,0.326466636141767,0.435003297330583,0.0803053986637222,0.132736117761894,0.219799790100616,0.33387060413663,0.443567818262235,0.0294534172508172,0.0269771641622221,0.0230924297746341,0.0388536541908164,0.0662501942998073,0.0398708560925533,0.0280101109888427,0.0223374500207414,0.0388329212534327,0.0651146908020717,0.0468731400521,0.0310065614543063,0.023490254814285,0.0504891293721182,0.0864137389129607,NA,NA,NA,NA,NA,0.0689064817984497,0.0441252429071333,0.023447483317841,0.0683141076293407,0.125762766123292,0.0295450838172023,0.0269123944585917,0.0232108948835004,0.0405915772777994,0.0685056068960547,0.0408806698903911,0.0279293203156578,0.0229441763047802,0.0415103183762835,0.0694143321080384,0.0496472048359614,0.0310096523565711,0.0252327150944404,0.0560811900794661,0.0946865057710632,NA,NA,NA,NA,NA,0.114237709572897,0.0624473004681898,0.0297299829055874,0.114874427762818,0.212810951401044
800,0.25,80,3000002,0,1,2,3,4,0.105695274729584,0.154591461389245,0.219377123181723,0.299618611585868,0.391679415399227,0.136569277490486,0.173596802762646,0.219317645563045,0.273189068136053,0.33336091667591,0.112581338726997,0.157081065427211,0.218185179613118,0.294987952319405,0.381895995872471,0.111949725991159,0.15932514946521,0.221550319562664,0.297380212712728,0.381992262493379,0.107232463632917,0.152387110145832,0.216588833982625,0.298495347539619,0.390166839691674,0.0251136037342034,0.0208161417575082,0.016066448189313,0.0272059102267716,0.05148784162344,0.0246163937004259,0.0190813892397212,0.0156848644438363,0.0241944632030659,0.0415197665800718,0.0273237466373814,0.0211570868784086,0.0161366728419977,0.0308530467438404,0.0569658246007687,NA,NA,NA,NA,NA,0.0293532522286778,0.0236376032112263,0.0168151683290477,0.0336222140897552,0.0624788889318928,0.0254667169087367,0.021032532511367,0.016078611385024,0.0275025537234358,0.0522996365417001,0.02470179403536,0.0190696029720589,0.015586638995136,0.0243855691520201,0.0419904007268898,0.0274602518464766,0.0212339750604286,0.0159619527373558,0.0313783734836465,0.0578973372686988,NA,NA,NA,NA,NA,0.0297702827954417,0.0240012811686687,0.0166978562224117,0.0342453854815064,0.0638505763734788
8000,0.25,80,3000002,0,1,2,3,4,0.0955787525984729,0.150490598510389,0.230634127982821,0.330295938926737,0.432465830759706,0.133122045302929,0.17720510216109,0.232120648058794,0.295604727988037,0.363025393530446,0.104874739513327,0.157676317079764,0.232053551474597,0.323047092135548,0.417343743664806,0.112981482389226,0.163034178686041,0.231306297618697,0.313589679654534,0.399352118962453,0.101533630199825,0.15410766188438,0.229756037899017,0.323452616610266,0.420559626451165,0.00736583066897972,0.00648248573264288,0.00511353623081186,0.00857461942253468,0.0145594785984084,0.00837509332883248,0.00657142116940691,0.00501750044590558,0.00754448146306861,0.0128849183857972,0.00913786500922405,0.00741666213587075,0.00514782253495845,0.00963989133386807,0.0173872331502409,NA,NA,NA,NA,NA,0.00952998725219558,0.00799352964462943,0.00537525867642264,0.00981098602997238,0.0179465438632172,0.00735299226337669,0.00647435524079534,0.0051118153632394,0.00858670140992638,0.0145601066906207,0.00836454292067854,0.0065639758321203,0.00501604432427846,0.0075518203949946,0.0128890684425744,0.00911542821089343,0.00740251135318136,0.00514534404021638,0.00965615026551768,0.017379190072758,NA,NA,NA,NA,NA,0.00951671108712255,0.00798544079666379,0.00537426499401986,0.00982521948512535,0.0179478953398694
400,0.25,80,3000003,0,1,2,3,4,0.0880414123556797,0.154070625332565,0.256389105144499,0.398180719547595,0.566153408756623,0.113154401321296,0.176083284981346,0.260883546369843,0.364413890287913,0.478451767371148,0.0651101571283142,0.136753712205171,0.258649474216613,0.422935864433284,0.597064779027971,0.0704684182530578,0.139188319182261,0.252112078715869,0.4039368000277,0.568631918434494,0.067315989969331,0.138743961251867,0.259218346395479,0.418406968177112,0.582748275815214,0.0291793477986685,0.0275372636084688,0.0251542262566854,0.0429356504111674,0.0781259608063841,0.0303859898975671,0.0263533225867783,0.0233842610624882,0.0376757383733631,0.0618976166495395,0.028124093063494,0.0293873842826543,0.0243031695119264,0.050115251156747,0.0870857316256686,NA,NA,NA,NA,NA,0.029619595475001,0.030268772896603,0.024665175859139,0.0529851775018018,0.0790670347182386,0.0302063333283999,0.0281314477466825,0.0251586391238378,0.0448431971990371,0.0842624703866193,0.0310665838854275,0.0267768576627568,0.0234367574664427,0.0383109827620548,0.0642771854470072,0.0296804602234704,0.0306927905170341,0.0247368450326898,0.0531645140753451,0.0965501038848929,NA,NA,NA,NA,NA,0.0303799457302499,0.0311375715687051,0.0256260782295764,0.053536706987774,0.0851496455988834
800,0.25,80,3000003,0,1,2,3,4,0.103514861013679,0.161183283359014,0.241123474214805,0.336983473340772,0.434235061491513,0.133820129479406,0.181234702844319,0.243001405858084,0.314577967617295,0.386835823697831,0.10091236364319,0.156741564616767,0.242701654277939,0.348492965829349,0.446948096291092,0.111084165101674,0.164017710679282,0.241167927226216,0.334632155350193,0.424859842772982,0.103228849938302,0.158308241565915,0.242781193207037,0.34655264410518,0.443240639533344,0.0263686619659437,0.0224313769113768,0.0164109969279575,0.0282282340693188,0.0476826168931883,0.0259950934685555,0.0204884373855151,0.0158208260769014,0.0236681934230971,0.0372565398972343,0.0288524535680616,0.0236915964806086,0.0163424259478551,0.030043334339825,0.0469458205707925,NA,NA,NA,NA,NA,0.0283034246036205,0.0229235539459066,0.0165317316666032,0.02915360811048,0.0444913115611602,0.0262552098449572,0.0223449897239288,0.0163635502069033,0.0287961434202256,0.0482223930400915,0.0256669956222437,0.0203887115976803,0.0158428647723209,0.0239851500239676,0.0376823822191526,0.0278492577287562,0.0234477145573763,0.0164310173560712,0.0308686193801949,0.0474041886068072,NA,NA,NA,NA,NA,0.0272534792287508,0.0226091787530588,0.0165599226766562,0.0296295319279636,0.0446119381071842
8000,0.25,80,3000003,0,1,2,3,4,0.105960143001641,0.15932628077731,0.235049336566111,0.326301754830345,0.416508947425652,0.137094737135324,0.181176167220229,0.236443754768926,0.299675492542406,0.364732909669939,0.109522450696806,0.162721652441823,0.238567537602462,0.329500174835176,0.417892719480199,0.113889553389464,0.1655291620994,0.237150367189983,0.322421150943581,0.406865840820986,0.107700499941122,0.160800643775717,0.237467280882687,0.329963905451154,0.419615087772234,0.00825852759347061,0.00674394241008194,0.00509035625423444,0.00850445104721396,0.0137920014757154,0.00826567887397622,0.00630851884103885,0.00497911411227179,0.00771131086238862,0.0123520383111393,0.00939698817322087,0.00725212458633007,0.0051252475000886,0.00978009154887492,0.0157568233078419,NA,NA,NA,NA,NA,0.0096281466411211,0.00756174554552276,0.00523882832901782,0.0101325208579924,0.0162899366432267,0.00823519094078955,0.00673398134831923,0.00508987549997861,0.008517730894012,0.013798209546607,0.00825628075422816,0.0063043649430687,0.00497920591687326,0.00772022309335892,0.012364708168783,0.00936667102932011,0.00724116249294777,0.00512586960712067,0.00980095748125786,0.015771548144754,NA,NA,NA,NA,NA,0.00960546333169545,0.00755415452925711,0.00524026879633585,0.0101502648441894,0.0163046285960175
400,0.25,80,3000004,0,1,2,3,4,0.132626301185635,0.168403525423838,0.217696168161191,0.279537149471352,0.34841437393727,0.152485638531103,0.182649174164706,0.219826773482648,0.263391749198397,0.311431247655102,0.133109216017494,0.169398682947732,0.218564450907785,0.279562187299961,0.347146978288403,0.131094154847129,0.167288020380287,0.216919947194475,0.279043012055654,0.348234679987669,0.132011679503058,0.167712217166593,0.217078017339614,0.279160254386614,0.348228569722948,0.0327566813651643,0.0258049685800722,0.021509866446866,0.0341928589429634,0.0575852250915463,0.0326800605661466,0.0262330515471002,0.0217321025874285,0.0292202672923107,0.0472145008426697,0.0366511758972943,0.0291136922492828,0.0221530090257361,0.0349927867623023,0.0617247261625898,NA,NA,NA,NA,NA,0.0362821735126393,0.0297447506690661,0.0229448810417728,0.0348125403542823,0.0614825861842609,0.0333069118068729,0.0261789968651052,0.0216231199481287,0.0352081349961572,0.059933756388119,0.032983818342684,0.0264085073585844,0.0217728739600092,0.0297589315896258,0.0485589552756097,0.0370871638683819,0.0295562024942782,0.0223041531059379,0.0362995056040433,0.0646707658071103,NA,NA,NA,NA,NA,0.0372411273260806,0.0306414184311999,0.0233152115647108,0.036129624242037,0.0646956739291751
