"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.RG.5","est.SG.1","est.SG.2","est.SG.3","est.SG.4","est.SG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.RG.5","ste.SG.1","ste.SG.2","ste.SG.3","ste.SG.4","ste.SG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.RG.5","bcs.SG.1","bcs.SG.2","bcs.SG.3","bcs.SG.4","bcs.SG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
400,0.25,80,6000001,0,1,2,3,4,0.142749884436979,0.175984647057573,0.229478118189943,0.333325116750399,0.514027844219213,0.183403432182288,0.203796001926276,0.234771710863656,0.28457477426021,0.361678838901617,0.168580452737096,0.193750350780812,0.235429730801268,0.314121618517288,0.447122265799209,0.182453939197659,0.214849467726903,0.253394319723022,0.299145127989819,0.352823965771176,0.170839213761858,0.184429782139192,0.207030453027409,0.352541201384675,0.676553922612069,0.0404308357304964,0.0280139464530852,0.0277197190121765,0.0435222769924086,0.0995091940321609,0.0433472575117866,0.0340828859304824,0.0325792113282963,0.0355587597041481,0.0842093492260583,0.0571765707583857,0.0377653399405109,0.0356189415250015,0.0510275239576578,0.169760222193836,NA,NA,NA,NA,NA,0.0575778250382939,0.0331953727343136,0.0205901239172149,0.0425121121947978,0.0758218302386753,0.0423491251254422,0.0297606737390908,0.0381692452860934,0.0457556488199677,0.14439270940147,0.0451502783356125,0.0472473635988019,0.0550602176420446,0.0384280324094962,0.127035566444783,0.0616758342427492,0.0491760207618673,0.0722181557790835,0.0567286619394731,0.353598555489684,NA,NA,NA,NA,NA,1.42331496454947,0.672866315004373,0.209256753967636,1.12540576824467,2.07196449819997
800,0.25,80,6000001,0,1,2,3,4,0.0944071213382584,0.14863402354616,0.232081795483388,0.335888233833514,0.436343039367744,0.120602529560231,0.168454367821639,0.232053493097762,0.306937615314618,0.383825874846656,0.0909867272134549,0.145211614307616,0.231068152902847,0.339194583242674,0.443557377114569,0.0902141404527348,0.142324404172484,0.226678132836792,0.33437739359797,0.438746631688046,0.0938350378114869,0.14800982088101,0.232066408803213,0.336728118249138,0.437729081887954,0.0217389311542996,0.0187601316122874,0.0156399770457718,0.0281060012514592,0.0434565185764963,0.0210921718185739,0.0172870329010807,0.015489670934144,0.023853626355328,0.0368761465558749,0.0228069183675471,0.0188791915964296,0.0158327080035889,0.0295966134846656,0.0473333502487341,NA,NA,NA,NA,NA,0.0231523947285233,0.0191713396267621,0.0162198797441185,0.0302929113636835,0.0471129581084031,0.0215843406564701,0.0187308372193304,0.0156478239491788,0.0285276453109592,0.0438720201718661,0.0209849196845963,0.0171976783219204,0.0155091818582612,0.0241124840106808,0.0371814786503801,0.0226175872402835,0.0187445687726104,0.0159346520495239,0.0302383286183982,0.0476539201817542,NA,NA,NA,NA,NA,0.0231944687242955,0.0190969418797513,0.0163799644323961,0.0308374445077343,0.0476508176581739
8000,0.25,80,6000001,0,1,2,3,4,0.112649011855857,0.166203104792239,0.241595811280603,0.332007761060217,0.421418213780398,0.1439615563373,0.187596038102008,0.242207957928259,0.304565796751941,0.368662235510588,0.117152695737486,0.169045385037122,0.242981099578185,0.331680300755494,0.418337918049707,0.117911875934207,0.170040120086128,0.242066163933734,0.327819319171931,0.413295088000212,0.11317468097433,0.164853692232773,0.240766687712233,0.333214468405391,0.423020088097777,0.00848488357177801,0.00687608537472176,0.00516752807281349,0.00851433340372903,0.0138637396940614,0.00824890662792633,0.00638731110212483,0.00505364938256977,0.00752126338850926,0.0120078496298265,0.00935985812736971,0.00727369062395311,0.00518940086809627,0.00940960813253965,0.0153171923514365,NA,NA,NA,NA,NA,0.0095840279371196,0.00779850882277673,0.0053549002787118,0.0098629259640829,0.0161347009633113,0.00846647007039192,0.00686899189718686,0.00516734468804343,0.00852609188955555,0.0138714311674339,0.00824406077371399,0.00638562627098177,0.00505416456380847,0.00752890399218874,0.0120197055990271,0.00934110797027908,0.00726886595387425,0.00519070023177723,0.00942772830283461,0.0153355565201651,NA,NA,NA,NA,NA,0.00957440269995757,0.00779847468314409,0.00535803623389508,0.00987850042102958,0.0161527508484926
400,0.25,80,6000002,0,1,2,3,4,0.094518886807299,0.167655978300134,0.276039918357548,0.410786734229129,0.549906982340853,0.122020713696359,0.182493848765936,0.264805976653598,0.362994621488872,0.464197223442228,0.0905400140027418,0.157403854549447,0.264150378142413,0.399420391419399,0.531717198074933,0.0980015242621425,0.162510214915954,0.262864700650928,0.388393493752445,0.511044800257014,0.0823594990027722,0.144361389745023,0.255272710635173,0.403057193135923,0.542019081136422,0.0302544688436678,0.0287214158952969,0.0247993351326486,0.0442432860647133,0.0748494675057987,0.0344340664141437,0.0308328413530626,0.0245097962069155,0.0341420491871154,0.0565256656060237,0.0337719393697636,0.0328263943176402,0.0251238810409962,0.041759014534016,0.0726339094241808,NA,NA,NA,NA,NA,0.0353361547188843,0.0411664175684631,0.0293544269422955,0.0452351129596296,0.0760667792921698,0.0307672502018694,0.028985975368156,0.0249292440353099,0.0455076008408933,0.0779610762428442,0.0348385459667233,0.0310356521447852,0.0245963249562162,0.0346549572225011,0.0577949324235898,0.0344929203333987,0.0332693503240602,0.025341229616262,0.0430168289925191,0.0755487827502463,NA,NA,NA,NA,NA,0.0367388408804422,0.0422222353126554,0.0301126013783043,0.0459233634791305,0.0786253892007003
800,0.25,80,6000002,0,1,2,3,4,0.112888665300694,0.162267627392983,0.233031100119678,0.319838415135181,0.407667727621953,0.151788419861743,0.185240421127341,0.232665181856716,0.290635642592259,0.351647565588853,0.133947409324233,0.169324995562162,0.23172939166608,0.314079003772458,0.396239407249957,0.146902367203633,0.176465895099864,0.231895669393234,0.305650367132,0.378972855894694,0.130749846435698,0.165168022960304,0.23003118377355,0.317409144207601,0.402584195600653,0.0275043407900283,0.0220857447741832,0.0160946464034113,0.0272151221170882,0.0448065601172396,0.029037685809011,0.0210561561732976,0.0161931254629553,0.0241126250532884,0.0383377093541488,0.0350382248709862,0.0238003882406954,0.016553159468147,0.0296999137340289,0.047673402003539,NA,NA,NA,NA,NA,0.0379752614979846,0.0258232205919224,0.0174545911308915,0.032466047022578,0.0513467334436978,0.0271813908357023,0.0219559481884584,0.0160952621566408,0.0277048951295982,0.0454291460475438,0.0288801696423477,0.0209797848639864,0.0161587368504833,0.0243436558906622,0.0387765885186146,0.034684082096876,0.0236579449340278,0.0165002656465934,0.0302683887791494,0.048428257514719,NA,NA,NA,NA,NA,0.0378738191704172,0.0258526582083974,0.017476707861833,0.0329867565996972,0.0521071867221771
8000,0.25,80,6000002,0,1,2,3,4,0.102971040602566,0.160412251886189,0.239795604625659,0.336008359397782,0.436505377211541,0.134566122571863,0.181291004181701,0.239283106496849,0.306438547370232,0.378503285514415,0.104185343235684,0.160284458989107,0.238893899094489,0.335421734107815,0.437564917205156,0.10933195873104,0.162927139509077,0.236773217743972,0.326928452435997,0.422938610224593,0.102626217719388,0.158541851627626,0.237439137662336,0.334798465585338,0.438035418838532,0.00759002683074246,0.00657349416081706,0.0050956293901741,0.00857895364694362,0.0148826067603262,0.00776603776081695,0.00620826596348019,0.00499776035868922,0.00755655764492688,0.0127332313715457,0.00831634352914769,0.00692669332430056,0.00511120148048396,0.00959593453193259,0.0172991151942063,NA,NA,NA,NA,NA,0.00877094035650498,0.00741204319072056,0.00527539176004167,0.00975961596440939,0.0179086400618846,0.00758333843246392,0.00656680269632049,0.00509267701278946,0.00859049948122868,0.0148833149975637,0.00776379369856205,0.00620458881372109,0.00499634919018211,0.00756354781365029,0.0127399868626824,0.00831278427708755,0.00692107813315353,0.00510881195607364,0.00961210369961699,0.017298398927545,NA,NA,NA,NA,NA,0.0087704101939404,0.0074091902598743,0.00527388760435136,0.00977272428739436,0.0179147639463526
400,0.25,80,6000003,0,1,2,3,4,0.0907103660761629,0.140233902724837,0.222000691869835,0.330997883610585,0.438305952813617,0.119530047353023,0.162467775677267,0.220695367990968,0.292434484802285,0.369607999661109,0.0900427165753892,0.143067210034391,0.226084170613867,0.333683067681571,0.44130230456054,0.0828938307869693,0.13495655213533,0.221858083184223,0.339619140377487,0.45617679881503,0.0902866543168577,0.142378337855205,0.228449714497583,0.341778269319155,0.450384324147432,0.0308801777057202,0.0284076149644851,0.0215988488222492,0.04639395628915,0.06971759525492,0.0300264447629581,0.0238352041139247,0.0217451604585078,0.0382114952004213,0.0599622559319127,0.0329257701514734,0.0271625613459573,0.0227970804530525,0.0499310832815439,0.0744898654072005,NA,NA,NA,NA,NA,0.0379792327788175,0.0309424429646691,0.0240017982081173,0.0654480402553916,0.0935366542245086,0.031731007041662,0.0290466603518127,0.0214180968722888,0.0487309605606847,0.073605931727199,0.030433542582735,0.0239615297244311,0.0216451085698617,0.0395100854386816,0.062602498909083,0.0333853231574113,0.0276199380136228,0.022715429028852,0.0532737458211697,0.0794134529283282,NA,NA,NA,NA,NA,0.0383368204364542,0.0315300538971021,0.0239092070682362,0.0693122182940066,0.0989124371112772
800,0.25,80,6000003,0,1,2,3,4,0.0610441284471136,0.120511108960985,0.220463053812535,0.35979926890514,0.517995604168502,0.0783801520099735,0.133888987991524,0.220955044350344,0.338402033229022,0.469366053303629,0.045651096135952,0.103585769918275,0.221038112440531,0.399895417614567,0.59200508767024,0.0681276448219881,0.12632199949148,0.228459498046795,0.37171096750581,0.52002546890042,0.0364695338311062,0.0863128047519532,0.205200157421504,0.421048699452479,0.665906296508372,0.020034892118979,0.021777236367005,0.0178317030137932,0.0280086997020591,0.059464521197589,0.0256978842242891,0.0253848753858115,0.0197764522133802,0.0244786585948174,0.0557033384916473,0.0209470746629169,0.0256998024592129,0.0208999282582604,0.035024252141947,0.0926991838981083,NA,NA,NA,NA,NA,0.0141225030447134,0.0174572786955991,0.0157887901367362,0.023500210437657,0.0520811512778107,0.0201767347556916,0.0217084711602684,0.0174778496560129,0.0285184539832934,0.0597633645227564,0.025102022336262,0.0245472878146786,0.0188388606571557,0.0249887007823613,0.0546388387761628,0.0208377138507732,0.0250172021615352,0.0194080109043696,0.0362345845933523,0.088117297697951,NA,NA,NA,NA,NA,0.125594956102526,0.155168093300817,0.112590166858456,0.0811701248817337,0.378095134287387
8000,0.25,80,6000003,0,1,2,3,4,0.105231355796648,0.160505541367941,0.236619194196152,0.328329497409617,0.422799836037427,0.139585632631721,0.183681715890107,0.237132531632704,0.297924228975169,0.362310587915781,0.110926763506016,0.164620484411328,0.236914251277991,0.323321790643041,0.413302124701451,0.115598574838125,0.167793150608741,0.23625191819507,0.317283179041323,0.402570301296717,0.10908984760927,0.16272116304401,0.235522616707015,0.322923011310053,0.41382232262241,0.0077170741184068,0.00656901256237165,0.00507057187184005,0.0083906512355678,0.0141913036363064,0.00821665077403203,0.00640107999431025,0.0049962813683511,0.00742834132413886,0.0123989999609987,0.00900960868107688,0.00723187201341343,0.00511741375395272,0.00935912555477891,0.016544345470657,NA,NA,NA,NA,NA,0.0093841473730098,0.00763516601953316,0.00526035750687388,0.00947225470941649,0.0168312026965683,0.00770985191600767,0.00656450352937016,0.00506925469165323,0.00840237007700468,0.0141992717601878,0.00821385759858702,0.006398027161555,0.00499565561197451,0.00743636937537979,0.0124097153168024,0.00900290034823463,0.00722664472538373,0.00511645122026453,0.00937737531257657,0.0165573610451617,NA,NA,NA,NA,NA,0.00938170004534436,0.00763291839820963,0.00526069671161623,0.00948938236545855,0.0168483033023974
400,0.25,80,6000004,0,1,2,3,4,0.0863245484799149,0.127895975195288,0.191406799386545,0.273340365363356,0.358922366082008,0.0978608333187456,0.135215499474904,0.185487791357852,0.2488443996771,0.321131825631098,0.0719410706347773,0.117421327559328,0.187749560161911,0.283408501687441,0.393012731135797,0.0810079904467027,0.124973994222861,0.186197309816918,0.264888926088697,0.357150378287777,0.0711016276985704,0.115011186968923,0.18362919749486,0.278652220999971,0.387588338192787,0.0373164113457819,0.0290562874167264,0.0205588211660954,0.0375050447281209,0.0655850519686704,0.0310153855095179,0.0256473063394099,0.0204560682592467,0.0311957079943685,0.0561681922594993,0.0327495217200951,0.0283982066114293,0.0202591674522209,0.0415982166355745,0.0799317789410473,NA,NA,NA,NA,NA,0.0342452920412941,0.0309101978421551,0.0218717754911315,0.0422804133866137,0.0856098412412798,0.0350660587715886,0.0283892040239646,0.0202933212210396,0.0387641160005787,0.0670774316574032,0.0309306534796302,0.0254584093864533,0.020089252915214,0.0322035525459308,0.0586152294098243,0.0331268124335734,0.0281737764105648,0.01971156899813,0.0450346369741533,0.0826692687992568,NA,NA,NA,NA,NA,0.0352946006539536,0.0331294636337306,0.0236347039245035,0.0473218009950901,0.102943003075667
