"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.RG.5","est.SG.1","est.SG.2","est.SG.3","est.SG.4","est.SG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.RG.5","ste.SG.1","ste.SG.2","ste.SG.3","ste.SG.4","ste.SG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.RG.5","bcs.SG.1","bcs.SG.2","bcs.SG.3","bcs.SG.4","bcs.SG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
400,0.25,80,8000001,0,1,2,3,4,0.104613273348169,0.146085871023409,0.202622363321819,0.271072200145488,0.34319278866309,0.128697389689697,0.162620299609778,0.205405049549199,0.255046500842497,0.307435487165404,0.11119664734976,0.149865386059076,0.205031447721411,0.272668604541899,0.342148293978286,0.109574847205493,0.139820106063265,0.194885844018235,0.269442095682651,0.344942829389949,0.106954291666851,0.147262616920692,0.20630744278296,0.279457719812649,0.353778043912483,0.0329797449963184,0.0259515905894253,0.0213598672212944,0.0356662775238333,0.0590364904852382,0.047828051369125,0.0301245185113174,0.0208680023690984,0.0356146109905965,0.0601443048429094,0.0627518051458071,0.0367152892887022,0.0212687422858199,0.0441648075381397,0.0774532477702699,NA,NA,NA,NA,NA,0.0758482378076475,0.0429612153087822,0.0218419157959465,0.0545502094923456,0.097290308962468,0.0312852401028876,0.0251475144913431,0.0210469816558729,0.0365595584165832,0.0596987221025682,0.0421573060753392,0.0275999368100251,0.0206758337289259,0.0355465331214641,0.0588752300367456,0.0495905711398469,0.0312288799442491,0.0209898224343405,0.0438525466115502,0.073865883874814,NA,NA,NA,NA,NA,0.0637280856074899,0.0377093669413584,0.0216079476120294,0.0545583008747292,0.0942866812416876
800,0.25,80,8000001,0,1,2,3,4,0.089644397076463,0.134264097862471,0.237549351348327,0.380089066428469,0.483160983784862,0.143056424422148,0.177673624503524,0.239835311469376,0.322868259883836,0.403230859565957,0.134677042152965,0.163859218822534,0.246384704995952,0.367630077071767,0.459638420810462,0.136851915424194,0.170809692070771,0.243821718745306,0.345879436539927,0.434212605615803,0.132510788250774,0.153639776624136,0.243237451039098,0.391213167667358,0.489933320011426,0.0265025381641177,0.0205263326662006,0.0171827551619429,0.0372862095018069,0.0429328491750272,0.0290985999938812,0.0208711104547411,0.0158724725143488,0.0281842626331559,0.0410851076355907,0.0389858723575466,0.0246147445188469,0.0164499595828943,0.0358262945005247,0.0409906345384352,NA,NA,NA,NA,NA,0.0391498108781886,0.0247944027797998,0.0157290049819188,0.0245343604258497,0.0281159027887851,0.0251703711502829,0.0202290990880424,0.0175680023226663,0.0416122521790133,0.0480730446307699,0.0287338942239459,0.0208825243156382,0.0157414190968743,0.0299794997158755,0.0448905118492792,0.0376618683473527,0.0243148429497829,0.0164865203400957,0.0398783316336511,0.0455955028288762,NA,NA,NA,NA,NA,1.09322381329148,1.46970160998171,1.06361288987229,0.190511614280382,0.535233008591825
8000,0.25,80,8000001,0,1,2,3,4,0.0985330727682223,0.15859699521494,0.244637411748128,0.34942227568648,0.454902167296256,0.132497579870334,0.183056800320394,0.246177205446238,0.318663654021367,0.394438323839869,0.100943667165161,0.161590522324851,0.247236769746243,0.350636534190746,0.454812721682896,0.105307767418594,0.164192749366103,0.245727882449704,0.343515578491343,0.442832776457009,0.100242188121085,0.16057532397513,0.245898566790453,0.349155505037144,0.453508675864276,0.00711036842483898,0.00636169879120514,0.00516727681174352,0.0086079248275283,0.0139301373470089,0.00789191781440662,0.00633275112577284,0.00511275663684604,0.00771883306647647,0.0126289629766092,0.00839460917895576,0.00708572490291941,0.005271117109548,0.00968078607246375,0.0164846415278727,NA,NA,NA,NA,NA,0.00883318539612264,0.00749708726320132,0.00544251600857082,0.00992791663940287,0.0170139392652939,0.00710653609321168,0.00635886784105703,0.00516644881171681,0.00862087950467596,0.0139412194292877,0.00788440136164176,0.00632699605382359,0.00511155071664006,0.00772661096908801,0.0126358097916965,0.00837916866811683,0.00707528735170602,0.00526894195707549,0.00969789935565057,0.0164827649436679,NA,NA,NA,NA,NA,0.00882270141078335,0.00748968601371201,0.00544062714058549,0.0099415046175436,0.0170165223622203
400,0.25,80,8000002,0,1,2,3,4,0.0904472258477908,0.124286266124309,0.197851731880386,0.314849060467,0.429170797225952,0.0975175881577659,0.140872802832683,0.204176840024678,0.285246370265224,0.371662837887861,0.0768973778126534,0.124568397073087,0.20625903886384,0.318511289997379,0.428851849438445,0.0788913489374325,0.127087041106837,0.204880715532511,0.308227019822059,0.41263632870962,0.0705487199266617,0.116040834007337,0.200241830855198,0.32253285243888,0.441385359205712,0.0286143145502168,0.0244454244526921,0.02309557023976,0.0350479007240632,0.0492728226406181,0.0282007317715066,0.0258258309759563,0.0222264713668377,0.0335261628355784,0.054642885754257,0.0289673278689111,0.0274477446596689,0.0228203622493361,0.0413020422969343,0.0641033836799814,NA,NA,NA,NA,NA,0.0291773260764348,0.0306464429653379,0.0253922338957605,0.0445991108105589,0.0691613643051942,0.0285020462391183,0.0245962714970847,0.0229106921168442,0.0364113336650558,0.0517235275084549,0.0285080573704724,0.0261911601233974,0.0221254172321516,0.0344007223343764,0.0569700215819524,0.0289862450604944,0.0281113558580244,0.0226896616875286,0.0436221263264557,0.0682252762672593,NA,NA,NA,NA,NA,0.0298337751948428,0.0320476595469909,0.025638076896154,0.0465718757364388,0.0733545083303935
800,0.25,80,8000002,0,1,2,3,4,0.10593429035613,0.152131099045576,0.239185000828096,0.35208281060906,0.446158769084208,0.157564708346952,0.19033305967788,0.239314250509183,0.300025370510902,0.360502528336923,0.13788633463078,0.175732240095149,0.242467662761623,0.327784446633195,0.404718243406964,0.142932197801862,0.17627783008285,0.239733405966116,0.325915700921801,0.404005341317422,0.14053252237588,0.176821901685143,0.242311788883341,0.326952661926832,0.403348604985624,0.0244835551508669,0.0195905193601301,0.0159800298809188,0.0246539308829124,0.0323032641665765,0.027295216695214,0.0196169974418889,0.0157012295374056,0.0217143301761216,0.0310775332454154,0.0344906349647817,0.02302195150022,0.0159602274834425,0.0254648570468822,0.0365911541728197,NA,NA,NA,NA,NA,0.0331930868561231,0.0227056725506779,0.0162764384122104,0.0285846341200656,0.0406209201921,0.0239026907204874,0.0194925919860343,0.0159328722039135,0.0250764755949091,0.0328270994318656,0.0271311980075493,0.0196128650671084,0.0156801325858181,0.021971993448067,0.0315791469923703,0.0335686762684351,0.0229051683816087,0.0159747239704373,0.026090844301009,0.0374221358087757,NA,NA,NA,NA,NA,0.0328122436108021,0.0226837794248776,0.0162807998248998,0.0294186950267397,0.0418091847153541
8000,0.25,80,8000002,0,1,2,3,4,0.0970174850245995,0.155482893114435,0.238026054636454,0.33706808763726,0.435769552359708,0.122981754094288,0.173378321671781,0.236715620127304,0.309694413195313,0.386138709221561,0.0913520840929211,0.15141646040913,0.237552852664592,0.342189457561257,0.447771852476987,0.0991706587975386,0.156828801834012,0.236625782131905,0.332221650531475,0.429556281740433,0.0871988883434096,0.147362289628434,0.235156368916896,0.34292662461492,0.451897986566523,0.00790868852873915,0.00680683179341882,0.00514232480490087,0.00879298801629085,0.014828935394997,0.00809733338136793,0.0065193555065443,0.00505259355261379,0.00776611280056203,0.0132128695162107,0.00850043744906948,0.00731922012202392,0.00519348965899937,0.00994947535310768,0.0178067767918101,NA,NA,NA,NA,NA,0.00920961802606101,0.00810846398177404,0.00543437094747085,0.0103562914939813,0.0189978072143386,0.00788694422570693,0.00679198602284447,0.00513932205229193,0.0088077176474385,0.0148212678268105,0.00808367290028688,0.00650844555663246,0.00504976988939415,0.00777441823122346,0.013211257936807,0.00847355756554822,0.00729914965157366,0.00518840308430279,0.00996574382739871,0.0177677094714211,NA,NA,NA,NA,NA,0.0091892971328215,0.00809240855402301,0.00542813815027561,0.0103716492479639,0.0189715529974946
400,0.25,80,8000003,0,1,2,3,4,0.0893341594982462,0.141357722956713,0.214781480907148,0.304880155337515,0.398678522850483,0.132392454123579,0.173373634659181,0.223807144324767,0.281714396114522,0.343572908480435,0.0953368240889847,0.148211084213597,0.223730747858462,0.319364839674929,0.425676937500103,0.109961178010148,0.158460908037909,0.227653016442249,0.312465066071647,0.399980963566738,0.0980738276376,0.150192160307457,0.22573498176074,0.321114053565242,0.42461379395159,0.0311709493274015,0.0272494007162744,0.0223015059334182,0.0365206111329378,0.0620564214208868,0.038553066413632,0.0293794876141261,0.0222441322964361,0.0324591777128419,0.0583098574407221,0.0404287294849159,0.0340793016740372,0.023393321153894,0.0452409776238255,0.100105864716662,NA,NA,NA,NA,NA,0.0550977637238712,0.0474785018479589,0.0284743055431563,0.0638314825546733,0.153560258477546,0.0306779476470408,0.0269664972332955,0.0222812182112958,0.0372726672345715,0.0620745875619179,0.0355381336927957,0.0273793612646198,0.0220503840706768,0.0318481242906279,0.0527572395639931,0.0383025528650627,0.0311966196698799,0.0230008112183137,0.0426237034233182,0.0795546737413056,NA,NA,NA,NA,NA,0.0497353993932759,0.0427492494543449,0.0264421212600681,0.0664339990327624,0.139286307713805
800,0.25,80,8000003,0,1,2,3,4,0.108638742084199,0.166415929097285,0.246955327642337,0.345074725492041,0.447029590711767,0.147845454959537,0.194298375579222,0.251119066455951,0.315940528203851,0.384356534562302,0.118607904755201,0.175408289506583,0.252991339113948,0.34574037702608,0.440934691507896,0.122907086905718,0.177703336015041,0.251659024826121,0.339632795495517,0.429959701761867,0.118556160046365,0.1755907577087,0.252563109249392,0.344344082960575,0.439490898019407,0.0256505465874567,0.0208264714238831,0.0163652284521602,0.0277841719910006,0.0484248438609241,0.0266962883479288,0.0203971025503358,0.0164649415507433,0.0254941098841342,0.0424702219366227,0.0299659545101086,0.0231533392817362,0.0171370110870111,0.0325853080430077,0.0573036602674752,NA,NA,NA,NA,NA,0.0306799643010831,0.0236385683939882,0.0177869513078634,0.033445024487728,0.0587045872242982,0.0255682390967346,0.0207435576929132,0.0163975320152395,0.0282047040799188,0.0488108909827414,0.0265517241366663,0.020247609953709,0.016433304365219,0.0257376387768165,0.0427461369139008,0.0296615708032182,0.0228767755762834,0.0170976650447516,0.0331518665886201,0.0575396557382618,NA,NA,NA,NA,NA,0.0307910533045116,0.023629172468773,0.0178333050606777,0.0339399121968212,0.0593507276636006
8000,0.25,80,8000003,0,1,2,3,4,0.109152448277019,0.163283176370101,0.23768630535119,0.326762559591709,0.417252762734827,0.138652642801436,0.183478839480601,0.23842146134504,0.300892873650796,0.36607640071085,0.109092440572874,0.16410696844057,0.240032522663494,0.330635496922887,0.421556482325966,0.113314133379243,0.166310138727251,0.238396704830564,0.324078531441743,0.410747088301528,0.107685582045814,0.162432590075286,0.238564988905193,0.329864568745537,0.421538495264241,0.00798941584374559,0.00649941439040069,0.00505724348549302,0.00883384393236589,0.0145274401082017,0.00826263703279343,0.00634529857630406,0.00498383719535628,0.00759382487823682,0.0124354923329529,0.00927339484338127,0.00728321600660351,0.00512412303799744,0.00969366870395253,0.0164267248548033,NA,NA,NA,NA,NA,0.00950893850967968,0.00760599005410877,0.00522382713223197,0.00965370251476887,0.0164848729846199,0.00797801550473908,0.00649275822521913,0.00505651396317901,0.0088479714491629,0.0145388825485032,0.00825242222814934,0.00633925466254449,0.00498312924352614,0.00760156921867507,0.0124437975163783,0.00924547706008525,0.00726914838746638,0.00512261609623259,0.00971204951916747,0.01643017800319,NA,NA,NA,NA,NA,0.00948854209265043,0.00759635281075193,0.00522288394154698,0.00966881239074145,0.0164905705856796
400,0.25,80,8000004,0,1,2,3,4,0.103325773801232,0.156984726205274,0.241104400090236,0.343734264368742,0.436137103115483,0.12307299654637,0.165627061725211,0.239856609104514,0.333767884007364,0.417887108463863,0.100728481845594,0.139890116796593,0.244834149268041,0.387678929531345,0.481254589927889,0.107668001736013,0.151689841573269,0.24524578828314,0.3705684947484,0.466575511858774,0.0956306685448258,0.111560295583942,0.23593972283235,0.442753997802956,0.520032500217652,0.0494167016170794,0.036192154439582,0.0233480396706908,0.0399534406824795,0.0622972285636596,0.042641514377594,0.0317752851776044,0.0232649041178363,0.0379320610676939,0.0542682124497951,0.0579550863851104,0.038080344060824,0.0243031442774392,0.0509097455528412,0.0581201873935977,NA,NA,NA,NA,NA,0.0586102554317779,0.030493488618446,0.0154662927496849,0.0245789249409224,0.0350679560437396,0.0425367644131579,0.0334834356194861,0.023614464910661,0.0421770497148381,0.0629531972033745,0.040659268243977,0.0312203564051627,0.0235372733597468,0.0400990682622918,0.0579781242860621,0.0508079385183138,0.035709475006079,0.0262555574796684,0.0605902337063667,0.0689625418413962,NA,NA,NA,NA,NA,0.0512275824431506,0.0274341295036057,0.0170917913254055,0.0240957105685243,0.0323803552091307
