"n","vare","B","seed","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.RI.1","ghat.RI.2","ghat.RI.3","ghat.RI.4","ghat.SI.1","ghat.SI.2","ghat.SI.3","ghat.SI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.OI.1","stde.OI.2","stde.OI.3","stde.OI.4","stde.NI.1","stde.NI.2","stde.NI.3","stde.NI.4","stde.RI.1","stde.RI.2","stde.RI.3","stde.RI.4","stde.SI.1","stde.SI.2","stde.SI.3","stde.SI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.OI.1","bste.OI.2","bste.OI.3","bste.OI.4","bste.NI.1","bste.NI.2","bste.NI.3","bste.NI.4","bste.RI.1","bste.RI.2","bste.RI.3","bste.RI.4","bste.SI.1","bste.SI.2","bste.SI.3","bste.SI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,2000001,0.435349460641951,0.181335351028657,-0.0144577133603564,0.142923714945857,0.46853831010238,0.03675824643729,0.0503451514658821,0.139129112325232,0.485477745579164,0.117861724157448,0.0424119310378992,0.0580807579304615,0.477081043287626,0.0378982332863414,0.0499189344258706,0.144394165082553,0.463516737539124,0.0413022009877375,0.0507988233208028,0.133501173349456,0.0305600501864231,0.0786104982502957,0.0784525108729963,0.0653961725776082,0.0264736282522836,0.0556062875411549,0.0560793435438823,0.069661738520881,0.0241443035632948,0.0892831967092722,0.0841976521418385,0.0850412786603014,NA,NA,NA,NA,0.0395544691408001,0.105975695204445,0.112371705655375,0.0967028318715419,0.0310283333634108,0.0812333761380101,0.0797951908449157,0.0656270819244437,0.0266162587097547,0.0561437361453708,0.0563674676803654,0.0705507373220112,0.0242298636222765,0.0910699465980989,0.0849946630077736,0.0890339886017078,NA,NA,NA,NA,0.0404561340453917,0.108876177054154,0.114237577087115,0.101007840697443
800,0.05,80,2000002,0.449527246471568,0.211468286899911,0.185094715446896,0.124640326735454,0.438919867670843,0.172332461820478,0.0814279010928048,0.0992085100537216,0.451689923560509,0.229404525179712,0.187616517549687,0.126957444061527,0.476260108346711,0.165877374195967,0.0988052329504553,0.134092154363914,0.426668445288935,0.263943750967567,0.111500377811066,0.092262100367925,0.0286815663177019,0.062496076018037,0.0664876889989992,0.0623187634925592,0.0247186466867467,0.0498537672614777,0.051642572991291,0.0601575206999704,0.021632968213214,0.0720283303660779,0.076611411727117,0.0618464455233023,NA,NA,NA,NA,0.0344953492836645,0.0880883111475053,0.0945218095193077,0.0660389621902964,0.0287936944768763,0.0628556379350306,0.0669513575533801,0.0624964076638021,0.0247731824637023,0.0500381460070869,0.0518187764770913,0.0602952841484717,0.0216801051761354,0.072348059642824,0.0770479344274107,0.0620731006463645,NA,NA,NA,NA,0.0347446571535013,0.088789927725541,0.0953176410319646,0.066208781899127
800,0.05,80,2000003,0.415685834279499,0.296089148814788,0.154707402454184,0.0754568143221029,0.423052806388909,0.251115322888939,0.0493187796596384,0.0535831416268679,0.441323975767324,0.319124300413054,0.0395563311982087,0.156453041539174,0.474147130177983,0.228217863353578,0.0802864184000308,0.0911296891708872,0.395209561700718,0.410278849038671,0.0661299433777747,0.0556438006087468,0.0297214730446974,0.0723529547746688,0.0757673759788893,0.0652170822329535,0.024249920140635,0.0460483559851864,0.0524894966340886,0.0602151405531055,0.0211050963856231,0.0641021188431464,0.0759010249183772,0.0582026626631142,NA,NA,NA,NA,0.032304328938296,0.0752322429670375,0.0994663641806582,0.0644628408796226,0.0300828437099461,0.0738759324201199,0.0768061961046034,0.0654494133421937,0.0243020693087875,0.0462456151911994,0.0526869239402048,0.0603846319418961,0.0211475659564948,0.0644199853203731,0.0763470809537701,0.0585060196702405,NA,NA,NA,NA,0.0324861327187002,0.0757837255605501,0.100241448120554,0.0647089096759735
800,0.05,80,2000004,0.462350318618603,0.209721879284542,0.156872912738632,0.121189998801442,0.475415076104293,0.0858120415133588,0.138882229854622,0.121363711371726,0.469975132994671,0.113704171906332,0.136395821440575,0.163600493718983,0.502449707365871,0.100086804104607,0.137658186947349,0.145872843518498,0.484055038965109,0.116588061076748,0.212286255483359,0.136107591618477,0.0291919659761237,0.0629533040820603,0.068833821925289,0.0687930890795532,0.0257480328078298,0.0509829021155228,0.0500819753920859,0.0640102974713724,0.0222136305653333,0.0767740925804043,0.0742409602716194,0.0686912903265312,NA,NA,NA,NA,0.0369101115435386,0.0882930256400916,0.0887932604235247,0.072673595951004,0.0293302858857976,0.0632854213430647,0.0693152402585474,0.0690644586325766,0.0258123952350061,0.0512271210689037,0.0502679511506024,0.0642254410495959,0.0222606992820843,0.0776110856438463,0.074749029329649,0.0692561758381512,NA,NA,NA,NA,0.0372030398143422,0.0892670369502625,0.0895560692078303,0.0730501488389225
800,0.05,80,2000005,0.458317129487671,0.11557979292155,0.19831623885978,0.337191824650753,0.429317481489271,0.11849371439792,0.0779001832178288,0.371651874311398,0.457124616658527,0.173088822648445,0.145426871082222,0.301642277636523,0.463680951724335,0.122175904239988,0.09298507731169,0.39562212605496,0.406749015907797,0.188733705795574,0.0413714489806241,0.415263383520683,0.0287019350962069,0.069326711265608,0.0737177755010758,0.0644586013585382,0.0244093254615872,0.0503534489367622,0.0537437769034983,0.0581093052994354,0.0240852055279291,0.0836955413943837,0.0846083446697841,0.0611602715139007,NA,NA,NA,NA,0.0367677596550371,0.0974789771202233,0.118371241032696,0.0698842712955493,0.0289188327080039,0.0698424058709335,0.0751978683868343,0.0646950882127748,0.0245309517142232,0.0505969668667617,0.0544366219354625,0.0582727223047677,0.0241604310046412,0.0842416375353097,0.085283020837502,0.0614555188420558,NA,NA,NA,NA,0.0399714001728132,0.0972740296106865,0.138873949850302,0.0702239333570346
800,0.05,80,2000006,0.409277230790734,0.268240202785372,0.102049675262925,0.179111605296572,0.42788235582995,0.143898086692146,0.0479351933535656,0.200617914442732,0.446721296485702,0.246474738688215,0.18216512237935,0.223693190004538,0.469213923024002,0.139826466331453,0.0638708546055199,0.21009497739033,0.397962644834458,0.188323038105751,0.0811810724446633,0.252584369338521,0.0281576181905429,0.0698625443974183,0.0693364652466698,0.0679765655526325,0.0252863929804889,0.0577011518205456,0.0584165444737881,0.0621505957802667,0.0295173069143609,0.0915492984448244,0.107306649154312,0.0669928766432949,NA,NA,NA,NA,0.0375665422149284,0.113749899033189,0.136276145694418,0.0705054988764635,0.0283537208136398,0.0706904487981538,0.0699273575257443,0.0683297448160699,0.025493432481856,0.0581021022697134,0.0597887927365395,0.0623539187594548,0.0302476938627019,0.0924229140856277,0.118702089785629,0.0670572717981096,NA,NA,NA,NA,0.0409584151066545,0.113480564596036,0.157199737872436,0.0708308481242297
800,0.05,80,2000007,0.457470483814665,0.108821753912376,0.164063496957205,0.152506389199036,0.459847104934743,0.0502551162003545,0.072356285641218,0.138572129554745,0.468239673970016,0.0289939369280902,0.0401604852210052,0.11133103986043,0.484736765776826,0.0680333390098369,0.0765810969996929,0.150826397064855,0.455569672924199,0.0641469026682341,0.107406571011912,0.163236264670929,0.0297037662751089,0.0759980228453592,0.0657609791322319,0.0736837972730637,0.0252254642164867,0.050675102946094,0.0525804240443034,0.069515713397624,0.0272442196356744,0.0864123702526685,0.0830308681418738,0.0701650628370287,NA,NA,NA,NA,0.0328368679556685,0.08447995934643,0.0944427215752156,0.0771305058380682,0.0299182901661373,0.0774852812857879,0.0660967171427133,0.0740180162165629,0.0252761421949175,0.0508831352680874,0.0528429983734649,0.0698827304090855,0.0273684165377143,0.0874486565866355,0.0836682571135513,0.0704379921699014,NA,NA,NA,NA,0.033027506210072,0.0850970652765284,0.0957087212705601,0.0776111069017999
800,0.05,80,2000008,0.418053598592982,0.265340464402808,0.147072451123216,0.199812888862909,0.438709358447782,0.148302851545348,0.125158330193291,0.22419058250713,0.439196764430188,0.237118398455803,0.204023357037959,0.223958702265707,0.486435459768452,0.164623120689839,0.142209734443137,0.262677283427712,0.446509665235555,0.207832139573339,0.212161036539848,0.260438624031543,0.029524637463858,0.0615151145801893,0.065937357776189,0.0629829218328885,0.0259588742404791,0.0529130518178072,0.0515803721326581,0.0628181047572607,0.0230539700576356,0.0761529788022225,0.0740815649801464,0.0627926082021066,NA,NA,NA,NA,0.0372129884241559,0.0956326593621168,0.092639355637693,0.0703956045621681,0.0296721289982339,0.061826289522705,0.0663164657120302,0.063151139170441,0.0260220997944679,0.0532329478269053,0.051773652129225,0.0630658407724653,0.0231175531572097,0.0766209754031015,0.0745352003278944,0.0632419834270036,NA,NA,NA,NA,0.0375781768835189,0.0970838246953441,0.0934593876523068,0.0707514679757924
800,0.05,80,2000009,0.475963596225833,0.173350498659408,0.280035326678461,0.232592992277626,0.484798075320228,0.113568762420606,0.21939987971063,0.192789036202837,0.439538443464126,0.266876852376169,0.337405386105315,0.220165092916255,0.5298408358936,0.144251860782707,0.208890848974306,0.249885250768176,0.509363751831778,0.130380122225666,0.414074274719428,0.173458355847893,0.0283025883629926,0.0660637113985398,0.0631042354806514,0.0654254251437584,0.0258024848638072,0.0532096346503268,0.0511969327976396,0.0653858052398688,0.02242865953858,0.0801033985168884,0.0699278190594804,0.0673496054678659,NA,NA,NA,NA,0.0366683816237089,0.0970961658373829,0.0999660698780759,0.0780786683449202,0.0284307079838929,0.0665326090977907,0.0635368931712349,0.0656642388917349,0.0258879598076667,0.0536686340328011,0.0514204378273107,0.0656393857227868,0.0224599318849677,0.0808604717614286,0.0702666049757439,0.0678231246254631,NA,NA,NA,NA,0.03750468137624,0.0996494768570178,0.102501255443225,0.0787981049347251
800,0.05,80,2000010,0.457979045082397,0.238461386890612,0.206571776404363,0.0954760859664373,0.439554048295024,0.181991076128697,0.0715508432864829,0.131524085995695,0.455695437889456,0.330197190277835,0.165583516062702,0.214706555377513,0.487689598891567,0.175674390834587,0.10626418585449,0.168544905947591,0.417558775111738,0.353770967915298,0.0811929039520256,0.149448893287053,0.0346077077605399,0.0749971807408088,0.071736907923515,0.0677968941133722,0.0260316669902221,0.0537306318669928,0.0505422495129459,0.0665707876386636,0.0230863705813361,0.0762355240179192,0.0730184113120052,0.0877239611176779,NA,NA,NA,NA,0.0349282167620712,0.0917188183253403,0.0954101859307222,0.0784803680537917,0.0350120603866174,0.0762059500266117,0.0725472953068326,0.068196272644599,0.0260990262694728,0.0540424176667705,0.0507770164425004,0.067026489135937,0.0230490840525098,0.0761261834580986,0.0736238255187282,0.0929262394119736,NA,NA,NA,NA,0.0351808816148572,0.0926704574259363,0.096355811121414,0.0791868676277703
