"n","vare","B","seed","pi.cc","ghat.N.1","ghat.O.1","ghat.C.1","stde.N.1","stde.O.1","stde.C.1","bste.N.1","bste.O.1","bste.C.1"
2000,0.02,80,1,0.05,0.127627172062634,0.0314001649170358,0.25640409150631,0.131083628948495,0.167690030862592,0.180665768870963,0.134735770312685,0.170364829343927,0.186945506756447
2000,0.02,80,1,0.1,0.133774892872389,0.0662680374930004,0.157138944253838,0.122426718941869,0.134718522940211,0.161817121337747,0.125588307253017,0.136118968750532,0.163799957046788
2000,0.02,80,1,0.25,0.103140904992562,-0.0173274025835465,0.154847898611728,0.0855789240258749,0.105844259763565,0.14398672766787,0.0864611586636639,0.106815505733536,0.147455926407102
2000,0.02,80,1,0.5,0.101770262829442,0.076744054392995,0.163174168996833,0.0609598364241682,0.0825818904819575,0.103280033504323,0.0611377046920616,0.0829549740255075,0.104119922329986
2000,0.02,80,1,1,0.0993142283128536,0.124647237669925,0.171013227261253,0.0478922213714482,0.0627694947649065,0.0814686810721345,0.0479478857030134,0.0629501062112831,0.081639006032915
2000,0.02,80,2,0.05,0.173630235741401,0.139421079851172,0.276791691530419,0.141049466973645,0.179951385121005,0.234090471449483,0.145103149763058,0.182408693411543,0.242227905914053
2000,0.02,80,2,0.1,0.254983473188246,0.261995417681852,0.429473645508711,0.0960455559416254,0.128296902008734,0.162867840188494,0.0970105975077154,0.129160053565672,0.165500851084415
2000,0.02,80,2,0.25,0.148261565584522,0.22953136223622,0.236906574430586,0.0725310805121984,0.090854906906244,0.12018796922034,0.0728189521984665,0.0911959258855664,0.121100897225875
2000,0.02,80,2,0.5,0.131271409623359,0.246818215542478,0.191268281894029,0.0581801001542852,0.0720447890236206,0.093969366591877,0.0582868812680099,0.0721739779696441,0.0942760816319489
2000,0.02,80,2,1,0.127505151579558,0.196783401490113,0.18519165550188,0.0481089847636545,0.0623855276495369,0.078936427674217,0.048166808570512,0.0623971451345729,0.079101480331963
