"n","vare","B","seed","pi.cc","ghat.N.1","ghat.O.1","ghat.C.1","stde.N.1","stde.O.1","stde.C.1","bste.N.1","bste.O.1","bste.C.1"
2000,0.02,80,8000001,0.05,0.239749665588948,0.324543934983183,0.368598043135019,0.125872526195686,0.139686273997384,0.212957028277681,0.12717641964219,0.140998191411215,0.21483881076686
2000,0.02,80,8000001,0.1,0.314340949675343,0.465267882670204,0.480917856992285,0.0845985501219876,0.0982963208940155,0.129678090292991,0.085070731809544,0.0987746547015697,0.130499683582824
2000,0.02,80,8000001,0.25,0.219778028839092,0.337500875254578,0.336134249587239,0.0664075855098297,0.077148585465952,0.100831296207444,0.0665661359672419,0.0773880912385262,0.101113246330372
2000,0.02,80,8000001,0.5,0.162803246660908,0.26031662249387,0.250259413730026,0.054323523365356,0.0696053163850455,0.0866072678276861,0.0543650407454823,0.0696955175629754,0.0866252406716483
2000,0.02,80,8000001,1,0.1627669046482,0.2249983652156,0.258422287068469,0.0449119958399722,0.0578444916047863,0.0696768112258758,0.0449533829450254,0.0579167258298995,0.069836617763129
2000,0.02,80,8000002,0.05,0.0702886373630449,-0.0252637685096212,0.098521259227051,0.134052980645493,0.176027323528957,0.247522671038885,0.136031365590502,0.179571119686869,0.253652250663595
2000,0.02,80,8000002,0.1,-0.0361424129102784,0.0472680178060298,-0.0676491717133877,0.105042988632462,0.143730490864422,0.193756628766098,0.10564140322385,0.145149245885741,0.195292280397177
2000,0.02,80,8000002,0.25,0.0907731869506471,0.16163529457243,0.136662174266782,0.0739036670953467,0.0919725896067883,0.135254900704513,0.0740969611590822,0.0922656467620758,0.135790836644943
2000,0.02,80,8000002,0.5,0.104902715237427,0.170886458380545,0.155290858219266,0.0550663075315651,0.0692557271881229,0.0903960976723814,0.0551963070083514,0.069440244713736,0.0909477292175665
2000,0.02,80,8000002,1,0.120811938831077,0.182370865971653,0.150796733117293,0.0479946800186947,0.0584390023476034,0.0829595261125031,0.0480312142260216,0.0585229923005285,0.0828687862232619
2000,0.02,80,8000003,0.05,-0.0157254043968472,-0.0316796605866257,-0.144519385037502,0.162406709140311,0.170871325463376,0.209826787984851,0.165583739766518,0.172654678147556,0.211287281754188
2000,0.02,80,8000003,0.1,0.152621507717651,0.161748982099916,0.170064618270418,0.139007638403704,0.142741648361517,0.216270663738356,0.141616300350583,0.14390573993907,0.221974499597219
2000,0.02,80,8000003,0.25,0.134948971253372,0.156609855470859,0.182998871830534,0.0803806637826311,0.0931243370039613,0.136403956554411,0.0806704050678724,0.0933765737726762,0.13721979125876
2000,0.02,80,8000003,0.5,0.155641343549876,0.142069149845798,0.228629392183486,0.0597060252496573,0.0729725574399297,0.101704079154711,0.0597996074321772,0.0731040308511985,0.102025970808911
2000,0.02,80,8000003,1,0.156006178568755,0.147807403527047,0.257135432085028,0.0478708081046155,0.0597330635049643,0.0815577499477556,0.0479346350975735,0.0598066766640018,0.0818509447481526
