"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.RG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.RG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.RG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
400,0.25,80,4000001,0,1,2,3,4,0.0303184516999974,0.0863541950041919,0.215379416193261,0.43966620525576,0.729823505789155,0.0587956004228351,0.115116463671841,0.213209687916207,0.372300165694678,0.604159065279363,0.0290207142579514,0.0832300762300926,0.212769357322034,0.466971588362038,0.80177264816355,0.00897665967273569,0.0500354577213786,0.227757404842963,0.612555501232303,0.93192744495895,0.0152112366156438,0.0204922815250052,0.0240909000323943,0.0473776299171613,0.0760225382709496,0.0208032031642707,0.0212148651687936,0.0235564769270769,0.0424494925632561,0.093505664138256,0.0165253161635543,0.0212872295040801,0.0239825759240826,0.0614693743380448,0.114261430153194,0.000926980139877412,0.00332010585900961,0.00932896985900722,0.0116995172482443,0.00303721844571473,0.0155044190704073,0.0203218803476116,0.0323974787038265,0.0487303960642971,0.148998953064165,0.0209399910825887,0.0225630083464133,0.037975102632045,0.0449068920148991,0.175184124654228,0.0170733234037087,0.0215828593105577,0.045064765001545,0.0768707953745002,0.345137384897568,0.00280912328442543,0.0131476225074398,0.0332017533182844,0.0156039747945436,0.0066159568322965
800,0.25,80,4000001,0,1,2,3,4,0.106810806757857,0.150633638419691,0.228085799915771,0.331317569795315,0.428980028553573,0.155909526222136,0.190259146851082,0.235948276356158,0.290099495004837,0.346865549730693,0.135543395997057,0.174871885716471,0.238294801634788,0.318851271039334,0.398092009621803,0.119851918514683,0.161313314990261,0.233427132633228,0.327799297766095,0.417266646740119,0.0314194800768679,0.0241117060777375,0.0164613356099464,0.0278084166339118,0.0448703177549867,0.0308668452068783,0.0224143417798654,0.0158227651680067,0.0243487530481615,0.0402046856988945,0.0382403038399262,0.0269223663797266,0.0162987130364543,0.0321762810237549,0.0517897480198303,0.0455391220189504,0.0383657075178551,0.0178109258224064,0.0433450495615529,0.0730223706127782,0.0303536521655633,0.0238628686172407,0.0165322296611984,0.0280484611124025,0.0448530670959654,0.0307532000115891,0.022458268179053,0.0158572022418371,0.0246120912128617,0.0407418056334408,0.037417212830763,0.0269453445079309,0.0164345249648537,0.0329492580422006,0.0530173957884366,0.0456546190691763,0.0389497035846574,0.0179879825258947,0.0443304992151444,0.0746390715852815
8000,0.25,80,4000001,0,1,2,3,4,0.0915128022202989,0.14628390837171,0.229088154435352,0.333883195134047,0.440024929260426,0.126376234266027,0.170887367779859,0.228611015263484,0.296957266033115,0.369707771730036,0.0981600848856199,0.149968872661621,0.227976408955044,0.326840799511573,0.428271651611119,0.0954678806802124,0.147033056482582,0.225867710634601,0.326765092651103,0.430503316796793,0.00704184001719938,0.00628894637168922,0.00511577980424967,0.00877395393353017,0.0144131667653454,0.00784999470004376,0.00630894117568211,0.00501632988698343,0.00752999112872866,0.0126594500782339,0.00852503327182941,0.0070457256114709,0.00516686080213051,0.0096115909657507,0.0169164278467471,0.00872735968708567,0.00747037642451808,0.00537230742512298,0.00980764566864206,0.0173865826375139,0.00703251955081755,0.00628385188218293,0.00511514749768789,0.00878810497577133,0.0144234261904139,0.00784186666260548,0.00630378059367006,0.00501505881249437,0.00753728605944296,0.0126669329811727,0.00850560033559884,0.00703572375804912,0.00516466826875552,0.0096292515143633,0.0169186026618273,0.00871915485157627,0.00746663517772227,0.00537232964091235,0.00982261273208265,0.0173964232790709
400,0.25,80,4000002,0,1,2,3,4,0.110983964150034,0.168576250099203,0.244127722013921,0.330707308129119,0.416662044682714,0.156569069988179,0.199264105571196,0.248832238108954,0.302517558359637,0.356424872339555,0.130795341725783,0.185260249186279,0.254152400423968,0.330159380058771,0.402389011974936,0.129359734869735,0.184994142645752,0.255909334150132,0.33457408050515,0.409953887327056,0.0363128007908754,0.0294805697869319,0.0262699943723797,0.0463423378439459,0.0725730379381052,0.0378711422799351,0.0272028748103981,0.0248143414425838,0.0414916621012572,0.0635878430889867,0.0446399683961396,0.0312877686284731,0.0270136221553158,0.0532077609657216,0.0803203492387822,0.0473100484792833,0.0321888618356009,0.0295743185002929,0.065839226846664,0.102766166006116,0.0353554652013626,0.0285247074015683,0.026716382222427,0.0489363722355386,0.07472889617429,0.0371305356744128,0.0266587616323496,0.0252687927363973,0.0431438867219513,0.0657163166401921,0.0429829485681264,0.0301398301854839,0.0279880755110989,0.0564185590690962,0.0834147080643498,0.0470150269605501,0.0312724222188423,0.0323555440524455,0.0746365284047918,0.113748747163787
800,0.25,80,4000002,0,1,2,3,4,0.159993526147956,0.197909556205183,0.241634625931782,0.289429914528193,0.338653830086098,0.205397863783652,0.221775448154033,0.240948453155403,0.26251602980696,0.285639897795445,0.195234383424453,0.216503228464873,0.242937011225158,0.273582378076927,0.306184025592285,0.193079657332797,0.214860836576138,0.242349473269575,0.274364543830553,0.308153319278518,0.0394300106323509,0.0260603948377145,0.015776561893365,0.0291643474597342,0.0514889768630466,0.0338963371864076,0.0218020095937322,0.0153995035558975,0.0231372786080772,0.0378967612869433,0.0447355180548387,0.0268577103199394,0.0157624609520638,0.0289248665861733,0.051050388435337,0.0475815423660494,0.0281739950554737,0.0156986929098946,0.0301105763678145,0.0535456521742331,0.0396220626795533,0.0261177605283147,0.0157897297596426,0.0296726731779824,0.0522403314894321,0.0338323834265631,0.021698142295228,0.0153747690336473,0.0233130236852451,0.0381167641153711,0.044464947326703,0.0265288233596778,0.0156971931221398,0.029324806574707,0.0511990205251903,0.0475792021389522,0.0280301341748441,0.0156243892913698,0.030587874367123,0.054040305584688
8000,0.25,80,4000002,0,1,2,3,4,0.122157188371337,0.172128147277323,0.242726236108125,0.327197355371353,0.409910426855645,0.155987000702229,0.19582003031921,0.243803456733305,0.297594235659795,0.3531690319251,0.130332295059404,0.179095036519196,0.24434681930375,0.320674141989132,0.396819130369505,0.125757736082063,0.174996452954503,0.24263879403218,0.322768546085654,0.402256463879802,0.009375136228637,0.00720797806340736,0.00514293671324399,0.0086427451639786,0.0139629747362773,0.00934694094904219,0.00685334341051236,0.00502500163936206,0.0074526641313044,0.0122523499802487,0.0109743962946505,0.00802315296018574,0.00515917925126689,0.00935578989022658,0.015935662698316,0.0113341266402555,0.00858929227174346,0.00530967547970344,0.00973948168671332,0.0167331846675907,0.00935790187198352,0.00720228147705035,0.0051437347759916,0.00865630831584332,0.0139772089357831,0.00933954370489874,0.00684998994921003,0.00502504389466145,0.00746060058533817,0.0122644745006087,0.0109497555310869,0.00801424412070511,0.00515933673947944,0.0093746668110293,0.0159555060425832,0.0113200546423598,0.00858652366253732,0.0053113222543789,0.00975743208157695,0.0167552447657055
400,0.25,80,4000003,0,1,2,3,4,0.084585347262183,0.150079032909115,0.248653773804653,0.373678899860272,0.505019533814657,0.0980406030402134,0.160754610868364,0.248452399560384,0.355154581188328,0.467264467863501,0.0606271899865964,0.129997603799572,0.250300483650221,0.408169464209918,0.563798182679557,0.053034565113086,0.119726071443897,0.243905646027095,0.409603972994124,0.564576755228218,0.0352816514435999,0.0339486342238295,0.0245662485609524,0.0376868869622757,0.0705521956472168,0.0355254074778619,0.0324067859461541,0.0234329462951959,0.0353781757210743,0.060290681095222,0.0313871543864794,0.0349616366703869,0.0237238273547346,0.0471810408991033,0.0795432252394366,0.030345665188462,0.0370461707664838,0.0258014686715134,0.0492196656839313,0.0771097937266374,0.0353102787563223,0.033649820992124,0.023967175770958,0.0389373122736547,0.0705854159325904,0.0359016861703726,0.0324889012950433,0.0231886452856903,0.0363641711364021,0.0621946012644002,0.0321784864167804,0.0354729013751301,0.0234573647104248,0.0501272753220784,0.0831249934930128,0.0312189084841998,0.037938752048708,0.0259869537337925,0.0509605356646733,0.0811546430475029
800,0.25,80,4000003,0,1,2,3,4,0.0884866349578977,0.140312457998064,0.226650031441122,0.342930175435578,0.463772650968805,0.132717125209249,0.17667699100948,0.233933498716761,0.302107584135889,0.375413981117289,0.105397577887517,0.156098259848917,0.232717196834995,0.330587981019635,0.433330682175426,0.101901935003084,0.152899425005087,0.231421933647699,0.332635009672315,0.438278771039812,0.0221652183124311,0.0208605323734504,0.0166276815265243,0.0277058808168792,0.0485164238328391,0.0251331119770795,0.0202223340972823,0.0158540535115615,0.0237749706003912,0.0406416492531128,0.0270354970589891,0.0223918114981525,0.0161882885322829,0.0300829667914728,0.0546072637353445,0.0282803468223881,0.024085504069129,0.016799692445191,0.0326476601759711,0.0586081784138036,0.0221906322672963,0.0208773029290142,0.0165893880838858,0.0281538521542205,0.0490133877238699,0.0250526706888746,0.0201366659591803,0.0158178680566392,0.0240166691859646,0.0409523183984502,0.026847260135425,0.0222578376528154,0.0161391893648999,0.0306619516041742,0.0548602378334852,0.0283822252297803,0.0241490624906539,0.0168476481000525,0.0331149936451772,0.0591568750500323
8000,0.25,80,4000003,0,1,2,3,4,0.100690888679054,0.158148786044368,0.238068560085407,0.334242401764375,0.432354406327209,0.136360523926562,0.182797906260118,0.239091898220625,0.302926462079534,0.370220441131479,0.106221043636643,0.162982686195817,0.239613988469266,0.330762829106442,0.424885636034048,0.105397785032441,0.161756576793437,0.238074070479208,0.329109939014672,0.423288160421556,0.00725422597495312,0.00636189271573448,0.00510323435147138,0.00830566437537713,0.0139206064141964,0.00804104882993057,0.00636098042762023,0.00502981650949337,0.00740677686833214,0.0123104023906914,0.00869027133978882,0.007160787681726,0.00516902402047929,0.00933789246204815,0.0165246955292485,0.0089834618678882,0.00745812616488605,0.00526639405673102,0.00932801461011519,0.0166365404893883,0.00724532730114046,0.00635570084011075,0.00510190178310991,0.00831607696269835,0.0139197917197038,0.00803582773551902,0.00635621146519203,0.00502875952470928,0.00741391904704304,0.0123158130379732,0.00867973147626708,0.0071525271201901,0.00516737116405022,0.00935336795611723,0.0165192022064731,0.00897676007545523,0.00745279998156037,0.00526521644904966,0.00934119419194312,0.0166375822556764
400,0.25,80,4000004,0,1,2,3,4,0.12813630647392,0.162968017318867,0.221867110268186,0.297582638351036,0.374807906718471,0.13477070533629,0.169967785554909,0.220779416652047,0.286054348732414,0.362029524442028,0.110202115659539,0.148121743173393,0.218905956624722,0.319951825255076,0.437528904464027,0.117118210245946,0.152791264435376,0.218361650238584,0.311261304824262,0.419992837521535,0.0446118396647151,0.0327582274664799,0.0215330472967497,0.0387262459592885,0.0681691491611071,0.032661256188672,0.0257964728905495,0.0217463597506627,0.0310494077958758,0.054379349896066,0.0377843570152631,0.0282629874465328,0.0220746664565396,0.040291482559848,0.0818322619523402,0.0457519873872628,0.0293843937135914,0.0230777263258518,0.0397118916388193,0.0752951157039299,0.0411565488918194,0.0315005951945147,0.0212776394715701,0.0395517003603192,0.0672456862782837,0.0331560689260797,0.0259871651988833,0.0216296687853981,0.0314712619643704,0.0559876613895155,0.039247771248849,0.0289571461825743,0.0221099156031404,0.0419061013952901,0.0873265212663575,0.0522375608650517,0.0332616104938075,0.0255951432752902,0.0400695678851324,0.087889412786589
