"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.RG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.RG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.RG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
400,0.25,80,9000001,0,1,2,3,4,0.0680111402704817,0.121877854539121,0.223286759708232,0.354671896419824,0.473307548332458,0.100457267111544,0.15537411619418,0.229005062569956,0.31635423070388,0.407831233640972,0.0698816271482398,0.132473168131408,0.23151291958826,0.355643740430674,0.478981452324487,0.0653417428958945,0.127622176133242,0.228652984975106,0.356674046476305,0.484796606880919,0.0324930746458589,0.0281733291416551,0.0248100663186123,0.038049410283713,0.0661702712605289,0.0307696775323712,0.0270371451124966,0.0236062905187735,0.0360373701063698,0.0613521742678049,0.0306023046353177,0.0293477281770297,0.0247230917467596,0.0461487712061442,0.0863736371848281,0.0322028000986731,0.0315237245446313,0.0282237501186104,0.0501248825517211,0.0896650004697075,0.0320056340581656,0.0278042405914619,0.0244876086490478,0.0385742595078824,0.0670594434953794,0.0301639347191594,0.0261303334595507,0.0230464629338561,0.036954489834751,0.0622138960592977,0.0298625099395281,0.0280288975036271,0.0240218877393574,0.0487530520614145,0.0869287180882761,0.0352873062404124,0.0340813947269686,0.0309495928039609,0.0520631658609434,0.101310787671
800,0.25,80,9000001,0,1,2,3,4,0.0994340939684184,0.143780043021965,0.216457905552127,0.316490457235507,0.432457667494342,0.11591450039569,0.162401055395315,0.224886910057176,0.299905293138396,0.379179732800327,0.086847069439233,0.139078761934443,0.223227594348117,0.333029694364802,0.445678095748993,0.08671893843651,0.138047917432849,0.222020523875738,0.331480793034876,0.440940622189574,0.0205577723381317,0.0178343710087981,0.0157826524732726,0.0260382380785974,0.0472380816506665,0.0218231405322006,0.018588313469267,0.0158461123947422,0.0228439235983453,0.0361681537461681,0.0228385922404496,0.0198019527885493,0.0160314964625113,0.0285455382414768,0.0475636932630688,0.0244347958632732,0.02213014310071,0.0167105776808422,0.0305453013489761,0.050312892513251,0.0206833589582947,0.0177940190376353,0.0157939505531082,0.026306917144489,0.0476536979274966,0.0217223386920694,0.0184704979968914,0.015842354623032,0.0230391329346444,0.0362625613276369,0.0229098108147586,0.0196608641416191,0.0160638514964694,0.0289988746443756,0.0472730990315558,0.0243924103386761,0.0220308691928358,0.0167769747846825,0.0308453372126235,0.0500913048728492
8000,0.25,80,9000001,0,1,2,3,4,0.112782875820622,0.16444986589054,0.23539201677273,0.32080368495824,0.40895480536785,0.144027516212368,0.186694654479065,0.238218877235333,0.296460460705648,0.357558664192342,0.114672334125798,0.167304245478997,0.238293499509706,0.322635090721744,0.408964740983494,0.112485527024191,0.165191978562362,0.236888997154812,0.322517141710717,0.410180406661701,0.00838423113340993,0.00680258649787394,0.00511832914562973,0.00853267976287062,0.0146349408283428,0.00880631259978568,0.006644301137244,0.00501794729789809,0.00757307272069381,0.0127088145636484,0.00994573928579961,0.00766532216371955,0.00516971919914351,0.00972383520276178,0.0172011356614171,0.0104273755556815,0.00814701306574209,0.00532119209945217,0.00990178453244376,0.0177047868277047,0.00837359228845078,0.00679630001546132,0.00511726324367887,0.00854472570917397,0.0146424487912307,0.00879607095518695,0.00663791721642678,0.00501734585877516,0.00758056136643839,0.0127157137501235,0.00992125368128851,0.0076518805639194,0.00516867161653758,0.00974109514306138,0.0172033685643935,0.0104104561346351,0.00813766168588422,0.00532163443832218,0.00991891971561116,0.0177129080599278
400,0.25,80,9000002,0,1,2,3,4,0.110485744798529,0.16630565983359,0.248056535014129,0.347203684701784,0.442938359750868,0.126877762163386,0.180680686997843,0.251088968969542,0.332762342360144,0.415147941682389,0.0942377286736645,0.156491271477279,0.252081760363765,0.369216592519054,0.478728555976769,0.101109702463206,0.162252487364013,0.252706292628645,0.362018563777416,0.465927644956221,0.0336985626071708,0.0283309869939317,0.023780790951395,0.0370019965839939,0.0563628647664212,0.0297665930491671,0.025744412053993,0.0232592099862074,0.0333353053017902,0.0493619328346349,0.0308516373221648,0.0276905890190973,0.0237847339326968,0.0405689157052675,0.0604660791405016,0.0305311830730135,0.0266017001982225,0.0247747814199953,0.0413690056413105,0.0603339773903265,0.0334867578884699,0.0280506230504015,0.0241139922408108,0.0383975464100978,0.0577894642509232,0.029449976008457,0.0255298742843179,0.0233101965354901,0.0339165790395663,0.0500332390991311,0.0302911736502278,0.0273254242406172,0.0239364612164778,0.0419579404446602,0.0611366227724783,0.0299264156117335,0.0262096320013915,0.0249311087052195,0.0422208174776023,0.060715571664045
800,0.25,80,9000002,0,1,2,3,4,0.139312308912037,0.183020985719649,0.243916805267078,0.315659749215721,0.385777592595616,0.150419097690665,0.19065245688249,0.244012590361568,0.305911207907115,0.36795941171239,0.122470237910902,0.171122159995295,0.243948220983282,0.331720319595175,0.413640829814015,0.116499516729529,0.165106518253171,0.242530789898437,0.337674639211167,0.423830459723165,0.0352736476801057,0.0247812558815761,0.0165754731135236,0.0257396135090771,0.0400548083052026,0.0311413188353833,0.0230460453401982,0.0163490091087016,0.023615397562039,0.036844514365549,0.0348752381861853,0.0267289507050763,0.0168421028702181,0.0288306486461414,0.044814771027833,0.0364917018943947,0.028818584273999,0.0178835732414003,0.0305455328240624,0.0459871230625519,0.0346894459127823,0.0246537684415721,0.0165568211567509,0.0260146748831777,0.0405049308664643,0.0310242516106339,0.0230450873532411,0.0163220140037597,0.0238434085652599,0.0373191960658686,0.0344390249087318,0.0267079331724644,0.0168126211182517,0.0293943467652693,0.045629047304897,0.0362637035999405,0.0289217032808818,0.0178132068443877,0.0310170681716978,0.0467512071477252
8000,0.25,80,9000002,0,1,2,3,4,0.0931494974194876,0.148603565823109,0.230170913296337,0.331659604789752,0.434512239681147,0.123898730620317,0.171150079192597,0.231574623049882,0.302189404464362,0.376481179040201,0.0946574182627956,0.150092845444228,0.231359864374565,0.332167549197648,0.434128796177045,0.0910528041245406,0.146363312453408,0.229284573354397,0.333349276647316,0.438094738930312,0.00708426653964006,0.00635612216522389,0.00511447715916316,0.00863845174275158,0.0141511000751606,0.00768354440643646,0.00625254938307796,0.00498847197982652,0.00755537387756519,0.012458461990123,0.00814589333548111,0.00696366965857374,0.00511974568176952,0.00954995528583491,0.0161643339686499,0.00853575816179519,0.00749608036724904,0.00530679061066601,0.0100177376978673,0.0169584067400144,0.00708011477418679,0.00635362581596411,0.00511451960704389,0.00865410420870612,0.0141674939713191,0.00768000773126323,0.00624984635240978,0.00498788538170625,0.00756423854255119,0.0124710172731025,0.00813535996326162,0.00695857988026306,0.00511887671440647,0.00957082837435354,0.0161794852371971,0.00853118289460005,0.00749465725372938,0.00530760858080597,0.0100364588483408,0.0169765210069634
400,0.25,80,9000003,0,1,2,3,4,0.130516681348653,0.175600876159493,0.274718449178687,0.402396633283793,0.494527728791192,0.137031640971291,0.183879585844537,0.265916341601447,0.369098605169834,0.458632037485638,0.122190622771761,0.163032588490354,0.270035126239533,0.414565514868585,0.509902306016068,NA,NA,NA,NA,NA,0.0377241325854081,0.029430336761322,0.0244901596015344,0.0437537612690527,0.0478071296509515,0.0372385523555653,0.0311528869667286,0.0241563346536937,0.0365588836908451,0.0489406188486143,0.0453894239899083,0.0346635934462564,0.024479995251843,0.0435481197837439,0.047495928942494,NA,NA,NA,NA,NA,0.0371205623794615,0.0293999553022756,0.0245916525896974,0.0449307253530765,0.0489985752148149,0.0369088147518759,0.0311819042913862,0.0240963824864279,0.0373223650033447,0.0500339902511575,0.0435088007965564,0.0346672978446447,0.0244082662955108,0.0453271635132929,0.0488814753293527,NA,NA,NA,NA,NA
800,0.25,80,9000003,0,1,2,3,4,0.161844622882686,0.20282757788723,0.253200061992395,0.309286556889429,0.365334556488663,0.183305313696982,0.216396881920002,0.253392691397585,0.29304724133587,0.333687082697499,0.157622522691934,0.201450185798812,0.254283359226603,0.312623329237501,0.371160446040521,0.158842607135146,0.202409238428197,0.254391410339621,0.311583830228081,0.369189946156153,0.029409832098424,0.0208413814661182,0.0161776294518321,0.0264273262226028,0.041283145089027,0.0276369815900316,0.0196319168716001,0.015950944524236,0.0236457544139602,0.0368904573019012,0.0343351468604943,0.0234505400851369,0.0164768442089992,0.0300357990938153,0.0497201094222928,0.0346198202688388,0.023555485627784,0.0167110505750841,0.0309053867327031,0.0511528023023707,0.0293435788066547,0.020843170782558,0.0162656429397079,0.0268245841808172,0.0419306913489086,0.0274689854023355,0.0195071500751131,0.0159600297275369,0.023859395153925,0.0371942332641931,0.0338145646252977,0.0231354282274948,0.0165179982889382,0.0306201077368282,0.0503738452860733,0.0343636916072568,0.0233607995907651,0.0167814490646626,0.0314169099316058,0.0517751367645324
8000,0.25,80,9000003,0,1,2,3,4,0.102938769286835,0.160858479677273,0.241064916519967,0.337972098067496,0.438048209152053,0.133021361116192,0.181454070449727,0.241249593551097,0.310105759876521,0.383485791333058,0.101486160901486,0.160375279269872,0.241878333715439,0.340866565532661,0.444705926032522,0.0996378000957178,0.158380112807572,0.240459547985613,0.340694445798109,0.445760217828528,0.00789429986051305,0.00675349571223722,0.00511223830610919,0.00864596980546981,0.0148751405208731,0.00835717578662545,0.00658869427244741,0.00501689610550744,0.00772665751942145,0.0133651394483489,0.00890059040632349,0.00740961556476897,0.00515001348686394,0.0100008570303437,0.0183561137691246,0.00949880062659868,0.00799859667942529,0.00527532678762748,0.0102112833476098,0.0191186647040175,0.00788567141155145,0.00674684372833449,0.00511006445252652,0.0086597638918291,0.0148812875981322,0.00835092440893508,0.00658267825899494,0.00501524771946117,0.00773591538650803,0.013373115763821,0.00889026713315465,0.00739968288024065,0.00514774905779982,0.0100206681818202,0.0183521927997761,0.00949118726761039,0.00799084098671041,0.00527146610373938,0.0102313901131023,0.0191259302470051
400,0.25,80,9000004,0,1,2,3,4,0.0975877824345374,0.148369681322858,0.226816683570864,0.323718650384385,0.414307001370364,0.123996814877302,0.168264814902484,0.231197956792171,0.305997938826442,0.378304437608447,0.0987358481368689,0.146640374187604,0.232852342925551,0.34214113902005,0.433714694892837,0.098112754956737,0.140594780004197,0.225114827339974,0.337537366793337,0.431194426710657,0.033876247758468,0.0314293524268704,0.0258100567364727,0.0364955090858708,0.0561047081671844,0.0323727568527826,0.0284958047344533,0.0235166933781548,0.0312463113590836,0.0459843692213855,0.0356421297543145,0.030813180018595,0.0243402298126549,0.0389351812704279,0.0547262288382631,0.0368220785147794,0.0391991027453396,0.0288627930737687,0.039386510940202,0.0582033087719755,0.032412250223337,0.0307740833422796,0.0262185425993891,0.0374054019463442,0.0559427344607626,0.0314687576587612,0.0281664534541045,0.0236739399967991,0.0317285352811279,0.0463822114388295,0.033962684751911,0.029927380019362,0.024802368754178,0.040124658060743,0.0550131483424687,0.0356227959323988,0.0396148108803825,0.0296870491822459,0.0401447861743274,0.058684091246084
