"n","vare","B","seed","a1","a2","a3","a4","a5","est.OL.1","est.OL.2","est.OL.3","est.OL.4","est.OL.5","est.NL.1","est.NL.2","est.NL.3","est.NL.4","est.NL.5","est.CL.1","est.CL.2","est.CL.3","est.CL.4","est.CL.5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OL.1","ste.OL.2","ste.OL.3","ste.OL.4","ste.OL.5","ste.NL.1","ste.NL.2","ste.NL.3","ste.NL.4","ste.NL.5","ste.CL.1","ste.CL.2","ste.CL.3","ste.CL.4","ste.CL.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5"
800,0.25,80,7000001,0,1,2,3,4,-2.4655855975682,-1.60763572306202,-0.749685848555843,0.108264025950336,0.966213900456515,-1.93812507819597,-1.31753065257614,-0.696936226956307,-0.0763418013364732,0.544252624283361,-2.5647209110058,-1.65403631522708,-0.743351719448353,0.167332876330371,1.07801747210909,0.0932529180129943,0.137710304247631,0.211985820083736,0.310569863338876,0.407614962254794,0.123105617416188,0.161902244160377,0.216839155905284,0.284267776430133,0.354255997548234,0.0975178684414244,0.138783194356838,0.212796155314377,0.31325072836728,0.409603615315305,0.442654352289578,0.265992044179869,0.129681712088957,0.184769078178465,0.350312096520767,0.336351756931348,0.210221177794942,0.123519563433206,0.162249564752934,0.278202192171184,0.528124669803603,0.307290373795612,0.133887788472829,0.222286673193109,0.434607465834161,0.0241373637959312,0.0207337534065634,0.016297132346923,0.0271557203881869,0.0432931226095229,0.0248757945925378,0.019702099938207,0.0157411202626434,0.0232636051651924,0.0369447432840839,0.0288147831547833,0.023938054512355,0.0174339339087412,0.0318589897875217,0.0505130339727947
8000,0.25,80,7000001,0,1,2,3,4,-2.02158463489633,-1.33778146098513,-0.653978287073928,0.0298248868372726,0.713628060748473,-1.59127634148016,-1.11432302320995,-0.637369704939734,-0.160416386669521,0.316536931600693,-2.00235094438646,-1.323613854274,-0.644876764161538,0.0338603259509247,0.712597416063388,0.0975880414620112,0.152273571238846,0.229547222994734,0.324582800308557,0.423647204577378,0.130516750203251,0.174966349531414,0.23030274122653,0.294491139143118,0.363212150296225,0.0997541685371686,0.153098544383027,0.228510619352021,0.321754184246759,0.420231428431801,0.11330312069113,0.0672436068508363,0.0374049787810615,0.0589057423707928,0.103604849318155,0.0927049528669494,0.0572963023000813,0.0368094739479457,0.053013409919094,0.087460385512748,0.133927985380115,0.0763533720121128,0.0379495202485286,0.0690484704855682,0.12574741741097,0.00802052098660645,0.00685907606561458,0.0051576017806478,0.00873041879782703,0.0154647575416643,0.00827200021698897,0.00648819954099047,0.00502065143722965,0.00761100772311048,0.0130964587626236,0.00939923598706497,0.00776528875427292,0.00534496404685582,0.00987983425924422,0.0184459652813147
800,0.25,80,7000002,0,1,2,3,4,-1.95680444039198,-1.31633262253172,-0.675860804671459,-0.0353889868111978,0.605082831049064,-1.17105386045408,-0.914823379186671,-0.658592897919265,-0.402362416651859,-0.146131935384453,-1.41112111940598,-1.03019177844843,-0.649262437490886,-0.268333096533338,0.11259624442421,0.0993052809255597,0.149834493059239,0.223568184934852,0.320409248512484,0.432604974224158,0.152400089759849,0.188772982207908,0.231156918393344,0.279443283730179,0.333125762601684,0.123075552583565,0.170633438225304,0.230933867903829,0.303784917613201,0.387215585710958,0.467992120667991,0.264490825536785,0.126916959921657,0.239737729144164,0.440515821476896,0.306807143297447,0.184871301663875,0.122767312156222,0.191869402052134,0.315283303884357,0.468330705141644,0.255847587448391,0.12394894616003,0.262773113410654,0.475938117443016,0.0265656622541313,0.0226550562653771,0.0168570998880716,0.0314596501669577,0.0613138922385696,0.0284904057672102,0.0208544868952859,0.0159435797071757,0.0250066431504699,0.0444057174821447,0.036059370553759,0.0265464030716455,0.0172217194360794,0.0343038684340219,0.0685734266360707
8000,0.25,80,7000002,0,1,2,3,4,-2.09275413454401,-1.34693601316723,-0.601117891790449,0.144700229586331,0.89051835096311,-1.6131756110052,-1.09880682288263,-0.584438034760055,-0.070069246637485,0.444299541485085,-2.14831568160965,-1.37610258507068,-0.603889488531708,0.168323608007261,0.940536704546231,0.0918378068006738,0.150997114459971,0.237873637987092,0.345126050754505,0.452896175457377,0.122022358340192,0.173132753518519,0.238277584029747,0.314295895023231,0.394626701545244,0.0859636249995719,0.146156846720693,0.236545824547138,0.349548425081425,0.463398155459059,0.119616423426035,0.0709766461531665,0.0380719052954427,0.059526849188047,0.106393663831291,0.10094455438826,0.0621056957728214,0.0375298243931137,0.0533283590156267,0.0903515130830199,0.15999935874648,0.0915931660940461,0.0399396254475766,0.0722315140127095,0.138765852723781,0.00705273721055141,0.00642300883448471,0.00510793759810396,0.00872364421044122,0.0142042462054956,0.00773761067525588,0.00635827365717039,0.00499931549129267,0.00766195456765956,0.0128361099864955,0.00848786407690957,0.00779926701763631,0.00530932616929609,0.00998587573390972,0.0172866552322096
800,0.25,80,7000003,0,1,2,3,4,-1.59032078673598,-1.06897308787372,-0.547625389011447,-0.0262776901491788,0.495070008713089,-1.21913327513431,-0.875918097424663,-0.532702919715012,-0.189487742005361,0.15372743570429,-1.48176432180211,-1.00831137326223,-0.534858424722353,-0.0614054761824721,0.412047472357409,0.105104315707972,0.163825148531405,0.244150463620834,0.344648141932382,0.459028432696016,0.157498746264566,0.197539669450529,0.244724663663529,0.298406304761904,0.357246682062164,0.13145164033585,0.18114738613786,0.24420520425491,0.319149751787855,0.402178708282728,0.34452816464534,0.203968834844731,0.11532204794352,0.183813284872986,0.321041636629344,0.269251161319897,0.167345228579469,0.113683343564423,0.165089730447199,0.266451824939785,0.370696958930477,0.211366781303424,0.1149946117458,0.207508478950371,0.366311261846749,0.0239190123985137,0.019962220353599,0.0159497529114386,0.0285155623085475,0.051339538529163,0.0249001667957761,0.0184178933045466,0.0155213112454717,0.024068123615347,0.0395512785560594,0.0301402884151225,0.0215523372567671,0.0160015713128326,0.0311116249391014,0.0555850405832302
8000,0.25,80,7000003,0,1,2,3,4,-2.04295911518879,-1.34333695650232,-0.643714797815844,0.055907360870628,0.755529519557101,-1.60499479779254,-1.11875807782553,-0.632521357858524,-0.146284637891517,0.339952082075491,-2.07428469527764,-1.36127293797612,-0.648261180674603,0.0647505766269143,0.777762333928432,0.0924231401123799,0.149495924438269,0.231664657222898,0.332999093337002,0.437013098642662,0.123042728561088,0.171271161678946,0.231937304838129,0.302586109519756,0.37802238176168,0.0898226107587568,0.14731097237249,0.230785414865453,0.334542859264442,0.441913330312044,0.120708258611987,0.0714003728336378,0.0378621605427572,0.0598086413295548,0.107371338684716,0.0997461030085576,0.0615573758806164,0.0373761878208577,0.0526525567995648,0.0889676766575457,0.148448965932494,0.0852270167084745,0.039048332898083,0.0694296713351398,0.130960930264658,0.00729208226427295,0.00650789716089412,0.00502869557824112,0.0087975792070509,0.0146977657430511,0.00762079622323359,0.00622002499588501,0.00494551182101068,0.00757036392167511,0.0126866877189495,0.00839581164052869,0.00747394513862062,0.0052158433068601,0.00993546734834726,0.0172952038727738
800,0.25,80,7000004,0,1,2,3,4,-1.74431284711636,-1.12286320573536,-0.50141356435435,0.120036077026658,0.741485718407665,-1.36168383506453,-0.930441961710249,-0.499200088355973,-0.0679582150016962,0.36328365835258,-1.85421110501757,-1.18346076909194,-0.512710433166303,0.158039902759328,0.82879023868496,0.0960852544567966,0.145332287232908,0.212586905710265,0.293690649369618,0.379538583076993,0.127574299838658,0.166468172378388,0.213714826709428,0.267501279123145,0.32473491092672,0.0962231094439235,0.143899644274991,0.211210269421256,0.292669316707455,0.376259860724162,0.374565142512898,0.212329067123867,0.116350433276031,0.213682984159227,0.376101869089624,0.308512749596957,0.186534401321021,0.1164211480231,0.177359857792989,0.297494519654043,0.485634029102054,0.2716342336072,0.120384418539936,0.240753326667314,0.451878772559533,0.0227557631501074,0.0185122401402845,0.0149915066837075,0.0274040788196887,0.0448168464820014,0.0235716339907397,0.0184335843442336,0.0149408190709821,0.0223941665559616,0.0362678026430805,0.0267745289650882,0.0226944214742512,0.0155743063102061,0.0288832844679446,0.0489807094165608
8000,0.25,80,7000004,0,1,2,3,4,-1.94105376455294,-1.24670645493171,-0.552359145310491,0.141988164310732,0.836335473931955,-1.47081325010397,-1.00372480267928,-0.5366363552546,-0.0695479078299173,0.397540539594765,-1.88070481409748,-1.21540781757556,-0.550110821053635,0.11518617546829,0.780483171990215,0.103812694696155,0.160804135099116,0.240417600436121,0.33576021389253,0.431165906622363,0.134372613895619,0.182270379195939,0.240939517324442,0.307706171535534,0.377786241344173,0.10236896110137,0.160202155743023,0.240123487681032,0.335938446007494,0.433671303099534,0.114902382335681,0.0686768820215094,0.0378094880875975,0.0578073287928482,0.102239443182908,0.094954817366603,0.0592970898114647,0.037269494632407,0.0513325281986311,0.0851715006527044,0.136104374179986,0.0791243522614185,0.0387060028308687,0.0650912841629978,0.12031967826305,0.00758644423897155,0.00651249413384145,0.00510943954204774,0.00862318576254075,0.0139900016766846,0.00779864238244088,0.00622141280726835,0.00501978238675974,0.00755616754956214,0.012350270869071,0.00878860977971742,0.00737871635694944,0.00527568846205401,0.00980181107383262,0.0167661292315005
800,0.25,80,7000005,0,1,2,3,4,-1.20640507158699,-0.823551665463189,-0.440698259339388,-0.0578448532155871,0.325008552908214,-1.3147896044061,-0.877519722896886,-0.440249841387672,-0.00297995987845723,0.434289921630757,-1.79657273920508,-1.10751493398667,-0.41845712876826,0.270600676450149,0.959658481668558,0.133809044504455,0.187538566438265,0.257747285105864,0.343149788747765,0.437911651795799,0.141559776319862,0.192328291236374,0.261613128280956,0.345794690248736,0.431368729663165,0.0890475891040553,0.144739608942035,0.248363770631785,0.407546658165213,0.539917079563153,0.330273844930136,0.19573878616368,0.113774513695606,0.181586660629182,0.313689174923504,0.311876011732651,0.186347436516454,0.113312836009723,0.177791849698465,0.301721388270967,0.381347542018875,0.22314422935055,0.110486151146983,0.180741459859953,0.333427959600795,0.0295865037533092,0.0236135564405663,0.0165823883984638,0.0277768332389428,0.053415465110083,0.0288521790648695,0.0242206775425791,0.0169508968085706,0.0280001823954619,0.0490871941647444,0.0322601435779984,0.0266054067594897,0.0158323282485928,0.0274004030822081,0.0499645460394857
8000,0.25,80,7000005,0,1,2,3,4,-1.94213224596553,-1.27539376090552,-0.608655275845506,0.0580832092145072,0.724821694274521,-1.53943090496765,-1.07186084768643,-0.604290790405206,-0.136720733123982,0.330849324157241,-1.97246434183934,-1.29173636356816,-0.611008385296978,0.069719592974204,0.750447571245386,0.111159481360077,0.165622286865982,0.240658592544792,0.330190817354648,0.420070953155768,0.146600005449832,0.188566865021815,0.239823499425928,0.297928994024529,0.358368390927651,0.116050147702634,0.16788360112293,0.239795778620696,0.325827816718091,0.411753651661687,0.111843213513741,0.0664471180190463,0.0375112928027328,0.0590299686021102,0.103186916851597,0.095640404363715,0.0587631078289645,0.0369903528390142,0.0537832411738423,0.0895888125032656,0.140284519297318,0.0796091277577856,0.0380665551536202,0.070810271509182,0.130509421162523,0.00819623103182237,0.00668838448001393,0.00510682977147479,0.00869097185412896,0.0141547177029534,0.00869549714544738,0.00650294837923112,0.00502388391541011,0.00772909763790882,0.0126207003141242,0.0102503717405334,0.00788280022554003,0.00530603918530246,0.0101831070965284,0.0170953923500116
