"n","B","vare","seed","ps","out","method","type","est","se","bse"
400,80,0.25,8000001,0,0,"gfmla","naive",0.590041157125724,0.0925696287410304,0.0940524236977483
400,80,0.25,8000001,0,0,"gfmla","oracle",0.730246674727954,0.101775663940174,0.104796322437482
400,80,0.25,8000001,0,0,"gfmla","rc",0.705919123338875,0.112823287672693,0.115788373678115
400,80,0.25,8000001,0,0,"gfmla","mccs",0.723400375300749,0.116190425404931,0.118766476299957
400,80,0.25,8000001,0,0,"ipw","naive",0.582627146101589,0.124452362510686,0.12885953891453
400,80,0.25,8000001,0,0,"ipw","oracle",0.717988425307365,0.155791252635132,0.170182024938575
400,80,0.25,8000001,0,0,"ipw","rc",0.698356740030521,0.144253001706123,0.15152601182791
400,80,0.25,8000001,0,0,"ipw","mccs",0.711225629770345,0.152840705092833,0.158389743867609
400,80,0.25,8000001,0,0,"dr","naive",0.597591956274747,0.111329648017934,0.114646930246139
400,80,0.25,8000001,0,0,"dr","oracle",0.741615363009615,0.110415285806596,0.118758912586751
400,80,0.25,8000001,0,0,"dr","rc",0.721473880252058,0.1450432098228,0.154442665707239
400,80,0.25,8000001,0,0,"dr","mccs",0.776548932644168,0.164482477862027,0.175482274945529
400,80,0.25,8000001,1,0,"gfmla","naive",0.590041157125724,0.0925696287410304,0.0940524236977483
400,80,0.25,8000001,1,0,"gfmla","oracle",0.730246674727954,0.101775663940174,0.104796322437482
400,80,0.25,8000001,1,0,"gfmla","rc",0.705919123338875,0.112823287672693,0.115788373678115
400,80,0.25,8000001,1,0,"gfmla","mccs",0.723400375300749,0.116190425404931,0.118766476299957
400,80,0.25,8000001,1,0,"ipw","naive",0.574664283571265,0.0891658526312101,0.0905479110593134
400,80,0.25,8000001,1,0,"ipw","oracle",0.766057817972461,0.0913831036500997,0.0937907888298036
400,80,0.25,8000001,1,0,"ipw","rc",0.674753043857612,0.103641191815092,0.106162630929371
400,80,0.25,8000001,1,0,"ipw","mccs",0.716547297924904,0.108643236699146,0.111044426761917
400,80,0.25,8000001,1,0,"dr","naive",0.637607497375438,0.101697414239115,0.102444008527738
400,80,0.25,8000001,1,0,"dr","oracle",0.863786392564199,0.10623228719821,0.10541002226705
400,80,0.25,8000001,1,0,"dr","rc",0.780588318299876,0.128620540058435,0.129941660166052
400,80,0.25,8000001,1,0,"dr","mccs",0.835087137604818,0.140893276282036,0.143968154594076
400,80,0.25,8000001,0,1,"gfmla","naive",0.521596886958964,0.0884776575292388,0.0900447564151812
400,80,0.25,8000001,0,1,"gfmla","oracle",0.63807335741903,0.0972187014450321,0.0995976525082437
400,80,0.25,8000001,0,1,"gfmla","rc",0.593994226580051,0.105089511092507,0.10754026532629
400,80,0.25,8000001,0,1,"gfmla","mccs",0.616104999926524,0.106478401371282,0.108721972500846
400,80,0.25,8000001,0,1,"ipw","naive",0.582627146101589,0.124452362510686,0.12885953891453
400,80,0.25,8000001,0,1,"ipw","oracle",0.717988425307365,0.155791252635132,0.170182024938575
400,80,0.25,8000001,0,1,"ipw","rc",0.698356740030521,0.144253001706123,0.15152601182791
400,80,0.25,8000001,0,1,"ipw","mccs",0.711225629770345,0.152840705092833,0.158389743867609
400,80,0.25,8000001,0,1,"dr","naive",0.552542413395816,0.122284122509321,0.125264644179287
400,80,0.25,8000001,0,1,"dr","oracle",0.657051204651204,0.130072711770018,0.135469446902693
