"n","a","vare","B","seed","est.OL","est.NL","est.CL","est.OG","est.NG","est.CG","ste.OL","ste.NL","ste.CL","ste.OG","ste.NG","ste.CG"
800,3,0.25,80,2000001,0.422047723365322,0.105245047240775,0.383797344577474,0.401133725379648,0.355124600512285,0.391260730225283,0.195849388277885,0.170320507403046,0.250392863085361,0.028027595669604,0.0250270218615902,0.0340779908966492
800,3,0.25,80,2000002,0.191665683690303,0.0541730785116608,0.373584398739729,0.303033348083015,0.286321221918912,0.317881024357811,0.217891240596382,0.191336777494049,0.319780424812539,0.0262184886255587,0.0238554185059103,0.0349556269990042
800,3,0.25,80,2000003,0.165589520252874,-0.121198418112817,0.0263130129854476,0.33752685509765,0.289568440230924,0.310213875625231,0.200091044272194,0.161120714973844,0.194348094129794,0.0281915344756515,0.0226545533838072,0.027830273464293
800,3,0.25,80,2000004,0.205541494503365,-0.0737854905995174,0.233645704181219,0.358531849030619,0.321551895101971,0.427617014788216,0.170371230580617,0.157356317985205,0.1819108346929,0.0287658468072364,0.025056384180632,0.0294360707166416
800,3,0.25,80,2000005,0.0331046723396073,-0.137445158412647,0.0279239584409552,0.35549161576358,0.326194347160897,0.352508832136873,0.200154737771508,0.170337545649039,0.219947377082302,0.031665072350618,0.025057088202846,0.0316431449708727
800,3,0.25,80,2000006,-0.0453374059342169,-0.146774705594883,-0.0726994407324451,0.310102661878946,0.305765565748478,0.324419441428145,0.175441056753323,0.161266126323134,0.202005675336399,0.0252113064190399,0.0240630064515906,0.0319230495858617
800,3,0.25,80,2000007,0.311402736518325,0.041688527293382,0.336073540360494,0.340816540152137,0.317112728293807,0.36410663665695,0.212371114054621,0.184971572535288,0.286812590616823,0.0309590565778686,0.0268879003382533,0.0398343649289342
800,3,0.25,80,2000008,0.27142040108508,0.0707750689947331,0.426889541705098,0.332859799611373,0.311254882055295,0.351370983959983,0.20371878769492,0.172159208463864,0.289682723745747,0.0265906972093578,0.0242747849729026,0.0350710401607081
800,3,0.25,80,2000009,0.248985385010356,0.067471294184134,0.332318985674058,0.326534389020285,0.301213400477445,0.328028023779532,0.187437638534512,0.162047187413565,0.206455875639996,0.0271407153975505,0.0233442508713331,0.0295298714341293
800,3,0.25,80,2000010,0.039675019543373,-0.136455603909085,0.0447913635003578,0.319162155713985,0.301799481469743,0.327699307234731,0.185237452610042,0.175714267837999,0.25234136320633,0.0268223113800566,0.0252861510583918,0.034944123492379
800,3,0.25,80,2000011,0.111009159150516,-0.0589292913225841,0.204866667129183,0.350473963538536,0.323882599635945,0.366513758539823,0.20647681305241,0.179889566566531,0.25246579716692,0.0282789876023692,0.0254591560509277,0.0341674118125088
800,3,0.25,80,2000012,0.319532008417964,0.0659647181406193,0.289965930065628,0.377342133722193,0.337673543677929,0.372031268527883,0.203785137462248,0.163630441021891,0.211382407713117,0.0273635501692061,0.0237350148170188,0.0301997664562138
800,3,0.25,80,2000013,0.114874417890231,-0.194758607392598,0.0454548505464794,0.315408776630306,0.287397924955765,0.320196327408193,0.205746759937642,0.166978619360403,0.216334723401604,0.0284274208491053,0.0238022090041724,0.0319798690773606
800,3,0.25,80,2000014,-0.0103017344917253,-0.221671366763456,-0.155547871249839,0.32252203199915,0.289417005358207,0.297688821487172,0.180686505288884,0.160053916986413,0.192975110610659,0.0266698363273226,0.0234874192370991,0.0299163902240232
800,3,0.25,80,2000015,0.230194852779116,-0.0754541751458997,0.150211494152309,0.343601136546332,0.295653279180668,0.325455860790744,0.1880873112817,0.163462377091753,0.210652581647797,0.0280979359534142,0.0249026519787989,0.0372743644930282
800,3,0.25,80,2000016,0.113435465555166,-0.155780576678709,0.0361197832806086,0.365056957898952,0.323002192578306,0.3554618775714,0.204920316115697,0.169047316415054,0.229741712340602,0.028502815902971,0.0248669536610091,0.0331654148843544
800,3,0.25,80,2000017,-0.0791624547377947,-0.335008376361777,-0.179190045024816,0.296778497963664,0.263231295106784,0.280263433768629,0.209934459760001,0.165493799334621,0.201667778477184,0.0272131515528211,0.0216279821305432,0.0267494752339321
800,3,0.25,80,2000018,0.262713752884901,-0.00718337166778271,0.246457056244773,0.335474648825749,0.300812925466865,0.332128360423248,0.189676831224217,0.157843192439185,0.229449171222337,0.0264528614134421,0.0235915527911887,0.0335964390186331
800,3,0.25,80,2000019,-0.00218650015336075,-0.216959913831985,-0.11204384383711,0.338309901375495,0.308380204510966,0.334012246893612,0.172993226537565,0.163073730594909,0.20907972824605,0.027545123296453,0.0240198322705343,0.0315041861526842
800,3,0.25,80,2000020,0.0846884995679182,-0.0930811312961213,0.0994651208921482,0.322362337768469,0.303493934484091,0.325766160505082,0.191799853908619,0.169162663572617,0.215578621943851,0.0287743553127116,0.0262210852188884,0.0351962712997118
800,3,0.25,80,2000021,0.332174917344346,0.0413285221229169,0.215089968192865,0.359011823402386,0.329959292097152,0.354592813876392,0.179879522596808,0.164090518170432,0.203433760710944,0.026362080257126,0.0234260572495242,0.0285551287009307
800,3,0.25,80,2000022,-0.373037629585542,-0.531904100138115,-0.441535946421141,0.304925630574606,0.271748806057372,0.303850643218456,0.188299802843857,0.167097202883318,0.205833174011833,0.0287770214152425,0.0239376125650066,0.0315607362567363
800,3,0.25,80,2000023,0.0598419733313373,-0.0448153959189843,0.151048112460753,0.328904704981035,0.313636274354612,0.347710671087991,0.185392521049069,0.166199284949771,0.204837796472059,0.0289653782169113,0.0233980307090652,0.0284340945975033
800,3,0.25,80,2000024,0.0700345638514652,-0.233205840706459,-0.0240405995612805,0.327071943540445,0.285261541388856,0.320459659394284,0.190550891779079,0.151728512347137,0.179553006418019,0.0285869860146606,0.0230313425134478,0.0299064621435971
800,3,0.25,80,2000025,0.339193448886248,0.0861678294801369,9.96609058504085,0.397248666887588,0.354780765366442,0.771906235619122,0.195546170113442,0.150805586257461,0.0334014015969906,0.0405917144859817,0.0358141309691238,0.0148061371874059
800,3,0.25,80,2000026,0.0626147464521698,-0.162161044171758,0.174601465475445,0.30126981359527,0.274950143989009,0.307257548796028,0.224606877765232,0.186755752138223,0.279572636499885,0.0305295222709258,0.0250439909217985,0.0351698052876592
800,3,0.25,80,2000027,0.134737957701299,-0.115749613095969,0.0568752162336796,0.32427363246826,0.299295939108795,0.324238701734514,0.201490257820219,0.166597790343886,0.194212379304005,0.0276449207174285,0.0233546476508501,0.0278535013227613
800,3,0.25,80,2000028,0.201238753397331,-0.04165802368597,0.193348175337759,0.34642673157784,0.302923387951186,0.337090807482903,0.182122093481552,0.163924527220643,0.217437958493174,0.0288948799182111,0.023949494030889,0.0323611746948073
800,3,0.25,80,2000029,0.255401756243766,-0.053876094749479,0.123377313835561,0.34252217636813,0.301760824298884,0.322418814469813,0.197461351366131,0.17337764720592,0.228571707897637,0.0286753780674462,0.0244387689387326,0.0320968411066947
800,3,0.25,80,2000030,0.285682723797108,-0.0864496074565861,0.0913216425289252,0.33637205423074,0.291218814786957,0.316258409169019,0.204122460913019,0.1686220352528,0.201428991879812,0.0301235543435903,0.0240389518865982,0.0302026910708652
800,3,0.25,80,2000031,-0.323993786521094,-0.331974369873934,-0.14786283782459,0.301211255008617,0.292471941310362,0.319736789705188,0.16874451948751,0.157378196455321,0.216411639087628,0.0266298197519939,0.0239414044278886,0.0325420564898766
800,3,0.25,80,2000032,0.125244536530574,-0.0478966076254854,0.126703172158675,0.326647421762212,0.303962889865846,0.325614836635019,0.16797546809636,0.150174976769679,0.175635474232409,0.0247856117377868,0.0220265224054879,0.0253487418352327
800,3,0.25,80,2000033,-0.0559499601708227,-0.282836738489028,-0.0941868135772437,0.321606592146339,0.296017331390275,0.323559337729082,0.19547975196112,0.177942001345429,0.257628533792689,0.0275221947386572,0.0244581088388448,0.0336355024641667
800,3,0.25,80,2000034,0.0665233227737636,-0.249494823757609,-0.193958675699659,0.354612100589573,0.310343305069409,0.342254896350938,0.190861451743482,0.166847840428066,0.209100771975378,0.030531698662875,0.0240937075307228,0.0323871863088344
800,3,0.25,80,2000035,-0.194441606649174,-0.325227796905578,-0.158594777326523,0.30525955970904,0.285583672158787,0.307106296279828,0.187271386383049,0.166838005933636,0.235598786881912,0.0259397580170362,0.0233848892786479,0.0319510230862228
800,3,0.25,80,2000036,0.0436405060147051,-0.0689212717085281,0.136450170787318,0.342379855004284,0.321228825721873,0.349204564335697,0.161161427209619,0.154774925694982,0.19256650151768,0.025822549099806,0.0227928892130586,0.0282314743844326
800,3,0.25,80,2000037,0.11268037905025,-0.0731882420494037,0.14151527395656,0.355811677179142,0.298539385464259,0.333586277698229,0.180724725763955,0.167745187492241,0.220942735651439,0.0290540639191417,0.0259488479559455,0.0407436182111821
800,3,0.25,80,2000038,0.385871971116348,0.112663876892795,0.283867530751978,0.37604474214277,0.340413059635346,0.366235353271543,0.172223944174747,0.142635935173887,0.164215748136341,0.0254085948076132,0.022134507847221,0.0256220643961975
800,3,0.25,80,2000039,-0.0398275809087387,-0.123898237461431,0.0777934867847789,0.352435873124886,0.326357504249629,0.364431161178679,0.186618030702896,0.175830143737081,0.237551046891231,0.0293446344516359,0.0258616957962534,0.0338819616975468
800,3,0.25,80,2000040,0.193470084069631,-0.00764227814128704,0.289507966283242,0.354721482738324,0.315069461797437,0.358006355794861,0.209726390911054,0.180798381068957,0.3115441772346,0.034330469060146,0.0262729672710648,0.0407503873321349
800,3,0.25,80,2000041,0.065548047464888,-0.0899645586858944,0.0644118059567786,0.337902862226695,0.305376708703999,0.264428913966729,0.180029498562374,0.167836383282412,0.1705138151636,0.0251642516133009,0.0240057444570387,0.0263745587806789
800,3,0.25,80,2000042,0.133706860719493,-0.0543806351478642,0.178199479016212,0.353349020781716,0.309720853858305,0.348664214619686,0.193082114103455,0.172472261121552,0.243351626742301,0.0295920789069828,0.0251348975895703,0.0355560671301522
800,3,0.25,80,2000043,0.198226196137057,-0.0981404682277937,0.0478326627849721,0.297384393838255,0.268026322291515,0.280586858511513,0.193664098587351,0.172918573508702,0.251380468844687,0.0251280733833361,0.0215770288105701,0.0269944562049425
800,3,0.25,80,2000044,-0.0772723034236993,-0.366020615039383,-0.178602784157536,0.3114230205487,0.260395061184226,0.286646657713267,0.230295241018821,0.18726148723237,0.248119770604735,0.0296281500790414,0.0232212251594639,0.0303690073895437
800,3,0.25,80,2000045,0.0954194923946079,-0.142643343807115,0.0650877508206329,0.284005734825934,0.258127962314012,0.274672922120017,0.182805492878818,0.163382015230941,0.193354317880526,0.0242106386328253,0.0213875077191148,0.0254091536536578
800,3,0.25,80,2000046,0.202358904188894,-0.0794655150176373,0.226984752275196,0.35035502779166,0.323731701232938,0.371425976437189,0.227337430072869,0.176770035850326,0.266143135398206,0.0304124612894705,0.0250061327652519,0.0353094401529715
800,3,0.25,80,2000047,-0.150797538712377,-0.328640046676384,-0.155598477600666,0.321978743613953,0.303317953706188,0.329308912409762,0.199067406582598,0.16678600084064,0.201023402125346,0.0273325340124416,0.0237632222512749,0.0293922021984009
800,3,0.25,80,2000048,0.391526754113311,0.133706033709043,0.41742255624281,0.356413470186164,0.305758522387141,0.336833086728938,0.208995780307632,0.183800881856694,0.307453044860246,0.0287612903128594,0.0252891577227164,0.0371852930163011
800,3,0.25,80,2000049,0.0993119089321621,-0.0182341193962476,0.308993009776307,0.346508909694072,0.316610378093134,0.366349347962889,0.186956833520385,0.169119277686319,0.276104890413905,0.0311022021292491,0.0261351714117916,0.0404659674249754
800,3,0.25,80,2000050,0.452269700786593,0.00923804598061384,0.22095107862989,0.341063220925884,0.293103036501709,0.380320518910553,0.227763862303141,0.170964339062544,0.217818617786418,0.0280099491218591,0.0232024003765763,0.0236019210622225
800,3,0.25,80,2000051,0.201431470646306,0.0492961480805647,0.363084640832313,0.332707056728985,0.325191446747254,0.374511396791216,0.199494660483839,0.173871453725778,0.298310423137583,0.0286250177650306,0.0255623170358274,0.0395822067922574
