"n","a","vare","B","seed","est.OL","est.NL","est.CL","est.OG","est.NG","est.CG","ste.OL","ste.NL","ste.CL","ste.OG","ste.NG","ste.CG"
800,3,0.25,80,1,0.107070267027928,0.0951687275296575,0.269251211930857,0.336298021778033,0.323823579841321,0.348544612331538,0.165694567353487,0.152434107736735,0.18946608704579,0.02651128700986,0.023131507378815,0.0279293718319783
800,3,0.25,80,2,0.238342736644342,0.069906043639181,0.482780057014623,0.339532332243566,0.307200576025439,0.362121599975656,0.24511994077438,0.183606901085451,0.37912906691743,0.0311506966670876,0.0264324422044536,0.0522736257835002
800,3,0.25,80,3,0.0790823900304529,-0.181628847347758,0.0322893573221648,0.329377073970563,0.29065775459654,0.317643044262731,0.189220400910567,0.17034405433573,0.232316295189371,0.0266216210601907,0.023325216263301,0.030794538084778
800,3,0.25,80,4,0.472280650314587,-0.032254288816427,0.159671063408583,0.360154455003736,0.301111111241705,0.324926432062663,0.205403834830312,0.164042234867934,0.215249390432805,0.0276244373709486,0.0235073229614881,0.0308233033944319
800,3,0.25,80,5,0.00744638729803393,-0.224508253886192,-0.0831038493070926,0.334719821058732,0.29463342621966,0.313347808989318,0.182224848449668,0.155019384133869,0.188166755899423,0.0260664562318278,0.0224523014960932,0.0270183207830599
800,3,0.25,80,6,-0.242864977208912,-0.381453533931487,-0.210797943859166,0.308448386690007,0.291261421248662,0.337194406298363,0.195208874831627,0.162573885918254,0.197451084641758,0.0282828255420939,0.0237259472721668,0.0278462434134579
800,3,0.25,80,7,0.103389896404992,-0.111348162518301,0.110649481676444,0.34687661458491,0.316728903049692,0.348328068018471,0.187188894660312,0.165759320281885,0.226788881812527,0.0262561392244646,0.0239061902820322,0.0307791763045166
800,3,0.25,80,8,0.28214675576645,-0.077591133027261,0.103242291676624,0.373927792570296,0.331700669220684,0.359430936874773,0.198807216863275,0.154293259283699,0.191064411787905,0.0278625345750928,0.0228689242031842,0.0276077753685238
800,3,0.25,80,9,0.246146631030645,0.00500217616676379,0.186601509906593,0.345045327722031,0.312556656558312,0.344067106256437,0.185738891956976,0.167332826010574,0.215143938393005,0.0270836315402022,0.0234196195154326,0.028867084085945
800,3,0.25,80,10,0.176711498504966,-0.0205750787628733,0.16088731001084,0.335036186543307,0.31492422198635,0.34269626794473,0.182598057754233,0.158137808831776,0.203857912364961,0.0251293267858735,0.0234622572555377,0.0318825719983195
800,3,0.25,80,11,0.347793257437246,0.0866769988600835,0.453176532009293,0.345223569628923,0.322024779615645,0.375813993711757,0.199622400481173,0.177198089642165,0.284154006563719,0.0289339636080984,0.0252439773024608,0.0366972982159757
800,3,0.25,80,12,0.49727190452857,0.363363118311334,0.736197201092304,0.352543190685448,0.337288141710513,0.378010977630036,0.173449621509507,0.164296145639015,0.333882535135735,0.0249343737963022,0.0255671741809847,0.0485350223202867
800,3,0.25,80,13,0.265134384471108,-0.0795930028478045,0.159080519124948,0.335487699012099,0.288421383713075,0.312964172642207,0.192838643089744,0.161611991232939,0.206870800149915,0.0269566234243502,0.0226414111264912,0.0287628746314807
800,3,0.25,80,14,0.113201482850582,-0.0122964563573957,0.21788855513094,0.341260022958839,0.325170662141655,0.355690721906862,0.201217028123863,0.174273571694418,0.230572702939431,0.0290531527053885,0.0253457034324066,0.0327277422210686
800,3,0.25,80,15,-0.0629656965523995,-0.198653781211374,-0.058225753744684,0.324263981547475,0.30784948601744,0.344104872380887,0.201636081867693,0.171078959426799,0.221871808598146,0.0268258401510925,0.0243264011333713,0.0333197671463093
800,3,0.25,80,16,0.276732233345004,0.0437260112771916,0.251321426731801,0.314235926153838,0.287831716729574,0.306462349356847,0.177503540814085,0.167640881731534,0.21484900847233,0.0227411819338833,0.0209185714484069,0.0251054776631543
800,3,0.25,80,17,0.0261627172485914,-0.195183979954976,0.0148581695865491,0.300915315641398,0.274117163194072,0.30074264814948,0.211510396224202,0.166823801818712,0.221805454952467,0.0290173208685783,0.0232761168537596,0.0312789604373262
800,3,0.25,80,18,0.0490940841926182,-0.186135790914456,0.00956915789639101,0.336565973439806,0.30055360695569,0.336933365631718,0.179851035763743,0.172159405463732,0.231588512441594,0.0258319384381501,0.024565230950368,0.0328868581145267
