"n","a","vare","B","seed","est.OL","est.NL","est.CL","est.OG","est.NG","est.CG","ste.OL","ste.NL","ste.CL","ste.OG","ste.NG","ste.CG"
800,3,0.25,80,3000001,0.0149599747087303,-0.127170599395412,0.200493760260098,0.313774653661239,0.294934441562476,0.344501969501495,0.219134655065817,0.184448644623624,0.2563023511899,0.0287002774527773,0.0255028723578249,0.0496372211649009
800,3,0.25,80,3000002,-0.293033915506468,-0.370061661088444,-0.150216311251516,0.299618611585868,0.273189068136053,0.298425398454138,0.19741168528067,0.188461048754324,0.281220973118787,0.0272059102267717,0.0241944632030659,0.0336085540940637
800,3,0.25,80,3000003,0.101407446067737,-0.00434208984601292,0.223415063644259,0.336983473340772,0.314577967617295,0.346935917329344,0.195708366011452,0.164266601892291,0.206813817853596,0.0282282340693188,0.0236681934230971,0.0292991901225656
800,3,0.25,80,3000004,-0.128702077128633,-0.258053158114483,-0.11383357846972,0.306737864291285,0.285192050541218,0.308148904973292,0.16294556881033,0.152735178792339,0.182572056073474,0.0262037971274523,0.0232850099477539,0.0291082955321989
800,3,0.25,80,3000005,0.124958824703996,-0.0634380036955637,0.168572655342948,0.3147610478635,0.283326309350281,0.314526551452309,0.181587690401404,0.174007983120042,0.222543112424528,0.0281271504420738,0.0242060992147295,0.0327370192807046
800,3,0.25,80,3000006,0.107113421432175,-0.0597026576787782,0.146750133570084,0.334320627438087,0.319608509334559,0.353909175317509,0.200011212384801,0.161862188585429,0.199446837829475,0.0277946911098381,0.023973389357873,0.0307481983524321
800,3,0.25,80,3000007,0.0589344495032071,-0.0932253326803787,0.0903519290734991,0.349584339084284,0.320208848452082,0.351344446857761,0.153428015532028,0.15246429569423,0.193093545223529,0.0254414986268912,0.0232527397467103,0.0293065875898155
800,3,0.25,80,3000008,0.422798992149851,0.0847148414590824,0.871522903523944,0.333254322566421,0.299550519857383,0.371323452223082,0.233352661179455,0.174952224796113,0.0853875635847855,0.028201008677114,0.0226347118389229,0.0195864214945385
800,3,0.25,80,3000009,0.0375281808987395,-0.0989527714776288,0.144717827881837,0.33304541862857,0.306931757158639,0.341294042167121,0.192638034025449,0.168612402308626,0.210659648745688,0.0286449313708524,0.0244627892625574,0.0316303598374231
800,3,0.25,80,3000010,-0.122621520328036,-0.306145749996328,-0.132542223503658,0.301176219138865,0.28564591555995,0.309441528375421,0.182996063322618,0.166946247453507,0.232361384458962,0.0259047196922671,0.0227205340246078,0.031694992467876
800,3,0.25,80,3000011,0.157600205305289,-0.0492414107258801,0.0988087964760471,0.327105038982303,0.296194706588325,0.318304423736131,0.177009927103382,0.156445459316701,0.190374867683524,0.0255787233926388,0.0226124840654856,0.0274530209867154
800,3,0.25,80,3000012,0.338857905831731,0.0664968214936061,0.264010976228015,0.369385762180762,0.323282371872887,0.347765718125123,0.182815966829382,0.153895584956116,0.184418000579337,0.0268478129538185,0.0228849967617225,0.0274810612375076
