"n","vare","B","seed","ghat.OL.1","ghat.OL.2","ghat.OL.3","ghat.OL.4","ghat.NL.1","ghat.NL.2","ghat.NL.3","ghat.NL.4","ghat.CL.1","ghat.CL.2","ghat.CL.3","ghat.CL.4","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","se.OL.1","se.OL.2","se.OL.3","se.OL.4","se.NL.1","se.NL.2","se.NL.3","se.NL.4","se.CL.1","se.CL.2","se.CL.3","se.CL.4","se.OI.1","se.OI.2","se.OI.3","se.OI.4","se.NI.1","se.NI.2","se.NI.3","se.NI.4","se.CI.1","se.CI.2","se.CI.3","se.CI.4"
2000,0.05,50,3000067,0.435716956708678,0.191612430806093,0.111088023292541,0.0769585945710892,0.428020260403755,0.0887758310628367,0.0524656504413524,0.0796996349675805,0.430896876026359,0.146320612476296,0.0776612050547335,0.0813680336182607,0.441914398774984,0.247469756069666,0.165520538661795,0.134154394026226,0.462710219281221,0.116567136475003,0.117189579497087,0.11163529432008,0.475283747603204,0.138937821033641,0.208485737125022,0.126391094051776,0.0295525636695017,0.0729226311875249,0.0693604346518872,0.0769254228333465,0.0292505446220689,0.0602793114104127,0.056948891898336,0.0772112697982447,0.031350512939882,0.0956156214261636,0.0853318442163889,0.0777287356585653,0.0256929796179235,0.0660324126360096,0.0713730966926414,0.11399259679254,0.020446933654029,0.0555775652724527,0.0635287710681454,0.0665849459927011,0.0409239509728109,0.117059352427689,0.140743614013863,0.107079722883108
2000,0.05,50,3000068,0.464133456553341,0.109606511941695,0.109280031518872,0.136705674016096,0.451791101898038,0.0888356183820036,0.0417082643726183,0.138858838371828,0.44967367432225,0.141353252541796,0.0640314843520347,0.139848000699533,0.469271186896311,0.21436106305508,0.144999150113524,0.125236833532583,0.481929409832518,0.133632619369448,0.112813051795807,0.137864696326069,0.475791363202217,0.223507666589926,0.174073196974733,0.134522815081353,0.0276315078426883,0.0698698459212332,0.0692114327759645,0.0733500663086699,0.0270877064164779,0.0572165020825535,0.0557611142853475,0.0738654723344004,0.0287540701474266,0.0871647831859133,0.0824273905113503,0.0741106464121542,0.0219457966596029,0.0711246701744526,0.0667841225219469,0.0709385561917464,0.0173440675451549,0.0474196574838864,0.0513932214673333,0.0553942914215263,0.0310802535172591,0.102318676277017,0.141288770544096,0.107749547603859
2000,0.05,50,3000069,0.396802506055621,0.0143186820328248,0.173270455351057,0.226254042569902,0.378549000765584,0.0407525152288014,0.07968512125883,0.22924569296417,0.381597883884542,0.0656050276235414,0.128429655817492,0.229478034546591,0.437395926010361,0.180020333304628,0.16661039359449,0.144497726813095,0.451112844439933,0.104794564904114,0.10703308990249,0.166122559704921,0.447269149572553,0.165918149940573,0.169003299700701,0.175184831659245,0.0271158415551765,0.070240985797706,0.0699410452502759,0.070725168249863,0.0264348733181649,0.0579676075932165,0.0580580514960225,0.0710245628705711,0.0281928632681044,0.0893058949502081,0.089935265816062,0.0712953776361905,0.0207454407864876,0.0624104708522867,0.0688242814021735,0.060338664514763,0.0172512204734577,0.0469670709144123,0.0537635278473642,0.0533038901461405,0.0300585107816653,0.113542464083637,0.179817078166493,0.073956680961356
2000,0.05,50,3000070,0.370378323689689,0.14018346923302,0.14186192690868,0.319309935750711,0.365310367634292,0.0325984539028281,0.0641220905273832,0.311727244131763,0.36524575813719,0.0432658238897891,0.105413679371517,0.308607603490689,0.469863861364552,0.172429450673056,0.196146113970174,0.11272594872933,0.472690231092826,0.0592783611550655,0.144269190879595,0.134909736378007,0.495035141149737,0.0752374630258106,0.256307038518022,0.125783470311136,0.0281165236299491,0.0719448203053217,0.0716381494044023,0.0702704684044951,0.0272305032729917,0.0567876445784223,0.057529862901378,0.0703403851002965,0.0288340734335031,0.0854816055344103,0.0882175028456393,0.0703754410461018,0.0460459384723194,0.186909202566675,0.181224064713375,0.129948884948039,0.0178591387786813,0.049317388417775,0.0558132027829717,0.0590737606461866,0.027996783625539,0.0915913704269598,0.120809482518388,0.0858566357764609
2000,0.05,50,3000071,0.360571750209104,0.0769894081055587,0.108402933221947,0.296516720701043,0.360429158938806,0.0800800013834879,0.069068049000748,0.298761851347737,0.360334757293073,0.13005903756927,0.111177997503113,0.297656232365683,0.449720334228377,0.135957150269385,0.175226721156968,0.231588270673455,0.451841648480421,0.0959732012541999,0.140553665767088,0.205091985041133,0.424372372845808,0.127401761799785,0.216263493675967,0.301629545138077,0.0278007822480949,0.0700233132314605,0.0717696906077207,0.073984504347232,0.0270843521495498,0.0551727093671071,0.0582959277966891,0.0741959012083201,0.0292088563041053,0.0824056113778459,0.0917052044866173,0.0748447969135699,0.026945173393945,0.088332022891057,0.0933549745831335,0.0674380722325617,0.0186330302397923,0.0595668045383489,0.0565845058123521,0.0597955097012478,0.0647806421169466,0.428659670710342,0.148615629764621,0.0764246758496708
2000,0.05,50,3000072,0.381454312559254,0.235742708586786,0.148834335676198,0.190584919607953,0.37459544924392,0.17340888274439,0.0764393769272091,0.194289166985305,0.370249778552259,0.262584046117034,0.11221880702758,0.196354543197494,0.453880439328621,0.233576734809188,0.154644032109542,0.136992689623987,0.461835991361199,0.174821649423336,0.0908318854060109,0.148709507431404,0.437286286270913,0.325012571564126,0.132227421255971,0.138860784607132,0.0269309699332098,0.065858685550361,0.0690876258954592,0.0703394941988627,0.0265652164208437,0.0554441488863986,0.0571950986919423,0.0715514767032449,0.0290430410487109,0.0851244006360028,0.0900385862483888,0.0715165012583291,0.0219751213255301,0.0630950373575705,0.0669565768622655,0.0694798911545511,0.0184534328688155,0.0553255988117996,0.0542868072022157,0.0585539268650626,0.0395011906121085,0.167394884662081,0.138911794057069,0.0853235055878356
2000,0.05,50,3000073,0.433171372754766,0.168052846409461,0.216924425642702,0.159085703689147,0.430920186423963,0.0887394088189497,0.132789165014171,0.159793237190581,0.43530369134406,0.152272599438185,0.20068161886286,0.163291747107289,0.428381828936993,0.275493581245972,0.144233122317514,0.18076428745507,0.430012750864772,0.206818594976663,0.0991443550845734,0.155056170645093,0.40591865315738,0.339832099529319,0.13943703978891,0.143274406596513,0.0278083035620773,0.0711744468716044,0.0683956260717316,0.0726993853297373,0.0271721853511438,0.0576909834816005,0.0568793306053555,0.0735501298231475,0.0291380323710781,0.0886455808538409,0.0857242179121935,0.0740869787030701,0.0247410104938006,0.0850453676887097,0.0890134665215305,0.0787186374148424,0.0168490223768226,0.0438995802435894,0.0489038556646746,0.0539341323944019,0.0242263158736937,0.0833889753853139,0.116993899218008,0.0732197256152243
2000,0.05,50,3000074,0.407656194840437,0.222138205203656,0.228141222016044,0.0833672249402797,0.403301054705476,0.129553223632527,0.140997808040064,0.0866934554790331,0.406270038997506,0.209039092055066,0.212842980638616,0.0795497531118344,0.455370614654987,0.206901011869528,0.176773927446698,0.131563095231861,0.465287437306408,0.126333870690613,0.134278843067677,0.148177756645165,0.468448532356342,0.22953388903794,0.2245143532626,0.158512911866069,0.0272470308093181,0.0712775305204571,0.0675594714239382,0.0740265950053064,0.0265179219972245,0.0586125644209401,0.0553508783263459,0.0744404759217102,0.028293016819356,0.0912084600570492,0.0830419957271024,0.074776007364344,0.0254744985669751,0.0830184459091128,0.108388242372256,0.0697027570611626,0.0181489554789169,0.0559687295881841,0.0486667980756937,0.0581944673216927,0.0299608487794559,0.110219710052542,0.0923134257972488,0.0806504707898485
2000,0.05,50,3000075,0.426912318115635,0.140384702468895,0.202303420907873,0.199826055290904,0.430299534166271,0.118330933817734,0.176678520003972,0.196494602424918,0.436108687902364,0.184011149474413,0.272559001638777,0.20146012269152,0.464489460441762,0.2338056734472,0.197275495389055,0.144025924064172,0.463504065573004,0.16477817161274,0.12748368841841,0.142773137550382,0.461372085603325,0.252586822750828,0.220923354581137,0.139724949846995,0.0273701691396081,0.065579692378433,0.0706268517455866,0.0720396351780128,0.0268135088405694,0.0547892529332923,0.0581580485479091,0.0722210069212635,0.0282992160285899,0.081833012020061,0.0917126598613636,0.0720693336634529,0.0251107087191972,0.0853294391752234,0.0779048653206544,0.075362400555872,0.0188307766567919,0.0600720052614217,0.0596190399705535,0.0665635744177235,0.0440864314975821,0.185982249444727,0.292953051111731,0.179562214784717
2000,0.05,50,3000076,0.417105204394934,0.0394098167139407,0.177295814468266,0.0701264439671171,0.408607146991434,-0.0474510268637404,0.109701474645302,0.0703937567009029,0.419311695188733,-0.0607089403430393,0.167237925442441,0.0679393228367898,0.430548146050378,0.171735325755551,0.116825500654248,0.13714928132004,0.433209508236367,0.0908917378401357,0.0672165319748449,0.137549379477765,0.424464085456286,0.166731854648266,0.121626562843583,0.12422828227063,0.0279737518521229,0.0703393637957211,0.0717217850441614,0.073374320883304,0.0271788917211993,0.0566206667504606,0.0584377288320545,0.073954877066408,0.0286950532775628,0.0849321151323073,0.0903319428629194,0.0741260061856959,0.0215310278866755,0.0647882856558847,0.090123838727424,0.0649702884623702,0.0181839269657649,0.0491712098329553,0.0525832778934684,0.0570310236962927,0.0294118484472293,0.103229295582741,0.114766758896455,0.0689785910006144
