"n","vare","B","seed","a1","a2","a3","a4","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.RG.1","est.RG.2","est.RG.3","est.RG.4","est.SG.1","est.SG.2","est.SG.3","est.SG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.RG.1","ste.RG.2","ste.RG.3","ste.RG.4","ste.SG.1","ste.SG.2","ste.SG.3","ste.SG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.RG.1","bcs.RG.2","bcs.RG.3","bcs.RG.4","bcs.SG.1","bcs.SG.2","bcs.SG.3","bcs.SG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
400,0.09,80,3000001,-1,0,1,2,1.35406021234715,0.489621714165655,0.759854137792462,-1.12864534942335,0.823872948231483,0.570517864264177,0.70925144023018,-0.113445272771595,1.38534475852327,0.552914010385912,0.682472899657934,-1.12083550595425,1.02325293535706,0.529168099835186,0.766905596125091,-0.740085614906118,1.76057659487185,0.38501756760614,0.935571831222366,-2.87708272956185,0.089323210557277,0.0217544971241631,0.0215893425872331,0.0773592705964654,0.0709318917618537,0.0235756252082762,0.0235297474667185,0.120737858248284,0.179067973618853,0.0255839404881315,0.0257091176343088,0.279025851899369,NA,NA,NA,NA,0.805643091647392,0.100710832320273,0.134842383794451,1.05471060810851,0.0960176231686828,0.0223914290571234,0.0219322617748408,0.0892239380233329,0.077297719447695,0.0248932692220911,0.0248670470018404,0.134119877010878,0.219681557141571,0.029447527085455,0.0273078225174856,0.355105005078462,NA,NA,NA,NA,1.08495431836968,0.144611554827174,0.174261782480754,1.53839324301153
800,0.09,80,3000001,-1,0,1,2,1.19693548053836,0.483127657773853,0.752175287772348,-0.996378965860881,0.769596896619971,0.547506736564286,0.697398329675902,-0.169309030217199,1.34495557950294,0.523439993781686,0.671098067457545,-1.26790567508285,0.922948292284708,0.502613471099554,0.747867192344216,-0.734845446304711,1.10317753615925,0.445110950256674,0.792085497602648,-1.30739850174295,0.0376173820836905,0.0135440571961884,0.0135350888293213,0.0389826964498602,0.0901988569758966,0.0167520326415821,0.017373781587817,0.117106180914502,0.235337546470072,0.0185374329067793,0.020877554533743,0.269505792668712,NA,NA,NA,NA,0.189426578521562,0.0351795041020975,0.0406603075445729,0.408175593400715,0.0393977129537392,0.0137513263717547,0.0137007962489597,0.0421997976447692,0.0929669320717215,0.0178674886844734,0.018411235263973,0.122009497661049,0.249654801484446,0.0213186174151931,0.0219055339480387,0.299877881316355,NA,NA,NA,NA,0.250639669311344,0.0689146861063939,0.0725788899112665,0.595932039593906
8000,0.09,80,3000001,-1,0,1,2,1.26064093676951,0.507013470176678,0.751934175087959,-1.00987701559896,0.840126525612572,0.565113129742092,0.706199736588577,-0.13976639025249,1.42305972676305,0.54351362216219,0.686821397759951,-1.1115182793598,1.05633999096032,0.527750090528413,0.741902614819081,-0.640485223039713,1.24074958281311,0.511277212408439,0.752675866671648,-0.981137210443506,0.0124139828768044,0.00432987159891011,0.00440424619094203,0.0122242124510096,0.0294855409611023,0.00584320020980924,0.0060823553628295,0.0366175397632912,0.0645353543528712,0.00609463114593178,0.00659546790687502,0.0752059931409722,NA,NA,NA,NA,0.0751930382017365,0.00991431914096745,0.0111121334198539,0.109230312061548,0.0124579403068175,0.00433364908547174,0.00440827412560458,0.0123134475787701,0.029652619978637,0.00593007305861331,0.0061853351832611,0.0369951537581033,0.0654313612372073,0.00624077638507446,0.00668749035386277,0.0768109755595013,NA,NA,NA,NA,0.0773745759786486,0.0106345003893423,0.0117953144926509,0.113631526988134
400,0.09,80,3000002,-1,0,1,2,1.32663785416597,0.525083516468486,0.774543137275876,-0.976266474845403,0.960262140426647,0.575459822992159,0.727532853045617,0.110981058083514,1.62365165131494,0.561921640061367,0.722663508548672,-0.78332229225001,1.34258062130315,0.51712617957942,0.775381591653579,-0.298706311002943,3.53611061683679,0.309923824902693,0.97136780000481,-1.76452399238677,0.0622967394668316,0.0204562609523425,0.0193736054314104,0.0603138551066762,0.11852146038439,0.0223267336921851,0.0223014722497767,0.0825868348882338,0.267521118339231,0.023984189432086,0.0252813074631969,0.185358564399657,NA,NA,NA,NA,1.72988971714217,0.181877771875671,0.176167031272237,1.14369459819074,0.0644808041217788,0.0205850875231853,0.01951305681968,0.0638918789062985,0.123338939474953,0.0230813744460982,0.0229474970334277,0.0897979396199723,0.30720018938862,0.0268855130951168,0.0270762630291591,0.242993703164381,NA,NA,NA,NA,6.41120706119821,0.722944950448059,0.665430647656714,4.18198471107243
800,0.09,80,3000002,-1,0,1,2,1.22124040482625,0.493096861438541,0.774377491350093,-1.02778479742333,0.765398244079416,0.57617404601194,0.687498171569956,-0.0774844224851623,1.22346966203152,0.552622461901114,0.670629901174309,-0.936665076374528,0.911865134224098,0.561652250250911,0.695601730579924,-0.41132657211522,1.0041981994095,0.550446649829173,0.705312972566319,-0.538874973347526,0.0325566367178722,0.0136561828447888,0.0131778604460586,0.0368335430937792,0.131066946827976,0.0232447040850292,0.0235409703477182,0.102496228520928,0.28628704880487,0.0247906256215246,0.026713103553928,0.229066226809268,NA,NA,NA,NA,0.217181262149835,0.0393709946280542,0.0464291682978119,0.341584986979966,0.033693197999998,0.0137936543820641,0.0132523367001566,0.0386966558973835,0.188889506128596,0.0536948669753907,0.0538405482245448,0.144660273944443,0.570768615950608,0.0706629876168191,0.0716457850871604,0.46192937164717,NA,NA,NA,NA,0.728797302323306,0.151345543188382,0.156773963486813,0.596753338929007
8000,0.09,80,3000002,-1,0,1,2,1.25724591536746,0.496574264048344,0.744544236168959,-1.01398439985695,0.802327350059762,0.550594533690659,0.701134335178489,-0.139567430689876,1.36043796746828,0.527124819388362,0.683452987116668,-1.12726275074112,1.02790505822726,0.511686203970307,0.737100154901061,-0.616788608632203,1.26567561388798,0.493897178935292,0.750987693573696,-0.939260206880095,0.0130266859499919,0.00448184619013952,0.00437447425596516,0.0134099488838306,0.0341190040842947,0.00718513535986324,0.00702916476218617,0.0365264401500636,0.0828487491300663,0.00760163916078943,0.00805050846655959,0.084824041066972,NA,NA,NA,NA,0.0897525047844932,0.0118028047174786,0.0128134037798005,0.112419236878943,0.0132080749875388,0.00449923795932888,0.00439048402685097,0.013678998676722,0.0346920176135639,0.00739551859002754,0.00724971814337873,0.0370928172329528,0.0855566346816777,0.00799723522376081,0.00839167465425848,0.0882571865445931,NA,NA,NA,NA,0.0948630495315724,0.013038746113654,0.0140322175677708,0.118621155956514
400,0.09,80,3000003,-1,0,1,2,1.23946425232501,0.525261754807816,0.762978881887551,-0.873441119674633,0.888096396644993,0.579821559044141,0.72348253945169,0.093595711351005,1.37136132003968,0.556304863142722,0.727885928685962,-0.682469924703151,1.07623088147264,0.535841504375983,0.764915095364112,-0.31454424473169,1.32973204776326,0.501125574320307,0.799599444833304,-0.842330407326372,0.0464051848851203,0.0192994560497155,0.0193517823588409,0.0639910820547155,0.0871701052578995,0.0232163418843626,0.0220209626488899,0.134362870477873,0.179331808785547,0.0242687138730437,0.0236376840967459,0.264615967736711,NA,NA,NA,NA,0.136538918501066,0.0417970111382978,0.0414675883357708,0.470367435315697,0.048377566824397,0.0194533822081261,0.0196578059807769,0.0714380120509093,0.0906363371671632,0.0255476918945684,0.0245842386314084,0.148452754767423,0.209458758737229,0.0316750451500287,0.0284778937676038,0.336912312366641,NA,NA,NA,NA,0.243721780996837,0.0740573051837078,0.0709297116512102,0.695310852410442
800,0.09,80,3000003,-1,0,1,2,1.24275394618274,0.50805985275144,0.745334643243365,-0.994735123604312,0.724650591976029,0.568172099309886,0.693810452456089,-0.0993701608466017,1.33854541297537,0.535792113506301,0.671797626282808,-1.23043360748507,0.940677119712083,0.526311180858911,0.730543621253748,-0.640794871964092,1.64853056971923,0.452655148023994,0.798281301789689,-1.61755985398542,0.0440437228924653,0.0142258627083177,0.0135251512157217,0.0583457169491884,0.0633655741124706,0.0162764728812811,0.0173811040867049,0.118301721790251,0.157694786530864,0.018232667721619,0.0185531033639035,0.258257257755777,NA,NA,NA,NA,0.389620530517494,0.0466223081217119,0.0518949190100942,0.577879967644194,0.0470103294638973,0.0144475896794066,0.0135806974709143,0.0632889789464792,0.0752167765654329,0.0187077276245925,0.019868557891918,0.133444660513061,0.251109798524309,0.0234342989972018,0.02188035751335,0.347591861674566,NA,NA,NA,NA,0.991564151670918,0.121936136725569,0.123917909999912,1.18613449500182
8000,0.09,80,3000003,-1,0,1,2,1.25051404331383,0.501603220741133,0.755569544171342,-0.997005162539941,0.776681410444141,0.56609778722485,0.7085282573963,-0.0892926495766244,1.24664762134148,0.544838311095114,0.687068647003999,-0.9749532120448,0.990410433396041,0.527579715673431,0.741788790413888,-0.554459298007757,1.23763440926582,0.509845910814437,0.755001274648876,-0.896542795826036,0.0135490575785544,0.00442977643512811,0.00433080347891104,0.0142415836054323,0.0236117796552992,0.00554336262695947,0.00579000062572128,0.0346651391565906,0.0530551362503544,0.00591974471304378,0.0063428536175742,0.0718722184591628,NA,NA,NA,NA,0.0749998667956157,0.0102441755149944,0.0112223030016593,0.108350373323691,0.0136319705966908,0.00443658274038951,0.00433827529332187,0.0143997393586566,0.0238495024926755,0.00564219777019776,0.00590337604246452,0.0350618001914652,0.0545064571528634,0.00610797416125316,0.00647482076440288,0.0738534468901527,NA,NA,NA,NA,0.0804979747045631,0.0115057858343017,0.012381231733028,0.114883634063214
400,0.09,80,3000004,-1,0,1,2,1.26850869029064,0.473508647196274,0.742259387322579,-1.0421498551353,0.884453854520757,0.541741415913819,0.678366356229548,-0.231137593936106,1.54490226951198,0.524334541598106,0.650465579202697,-1.36104159004358,1.1131775013166,0.507016098945149,0.710127027676953,-0.699597259538056,1.4228096141123,0.465184128602003,0.748500397375243,-1.06697090409364,0.0399414831580248,0.0186894399103445,0.0185222534350569,0.0534343862358749,0.087330740274809,0.0222476149078361,0.0251612483416003,0.123281845997916,0.190330007855686,0.0255700095272171,0.0285072567140477,0.275982366207317,NA,NA,NA,NA,0.254507139461997,0.0427325445413885,0.0480941086953784,0.383205361799762,0.0430537845656576,0.019387657838196,0.0189594681093433,0.0624672562826066,0.0958467341346034,0.028359787880586,0.031768513257784,0.145407623444751,0.321572713000106,0.046925682729927,0.0458146095064219,0.461313373573604,NA,NA,NA,NA,0.528429785064594,0.120754798764713,0.124244784930065,0.727250296241389
