"n","vare","B","seed","pi.cc","ghat.N.1","ghat.N.2","ghat.N.3","ghat.O.1","ghat.O.2","ghat.O.3","ghat.C.1","ghat.C.2","ghat.C.3","stde.N.1","stde.N.2","stde.N.3","stde.O.1","stde.O.2","stde.O.3","stde.C.1","stde.C.2","stde.C.3","bste.N.1","bste.N.2","bste.N.3","bste.O.1","bste.O.2","bste.O.3","bste.C.1","bste.C.2","bste.C.3"
2000,0.05,30,5000001,0.05,0.444628192902062,0.543013790856172,0.641587027646032,0.43392021352644,0.540015564778618,0.646295201320684,0.415010064609281,0.554415679767315,0.694055586279977,0.0447885588981314,0.0324980248585411,0.0421295901455509,0.0609783107286564,0.0379879238012867,0.051304931418879,0.0564431674847749,0.0364318576120391,0.0554048129189191,0.045314228099962,0.0326610311416944,0.0424353549682674,0.0632166929138408,0.0386536255499029,0.052310163458074,0.0574750874089952,0.0373979350583123,0.0582813665633085
2000,0.05,30,5000001,0.1,0.47790312523952,0.533990236272694,0.590360344545154,0.43942257035468,0.522462845346405,0.605795735858616,0.483971035471159,0.544894222375215,0.606229980424489,0.0411080620675758,0.0276125518690249,0.0376531075728925,0.0493298965704147,0.0297599845522333,0.0445931108640323,0.055936040716088,0.031275703534622,0.0473177954777824,0.0414846254818415,0.0277265546215245,0.037818551959276,0.0503469656323201,0.0300077763063395,0.0450202447188343,0.0570040591279533,0.0316735706052317,0.0477975409894595
2000,0.05,30,5000001,0.25,0.489646780669826,0.513720197918454,0.537908918817119,0.438563435732278,0.507000304314001,0.57554111763033,0.488498028974655,0.511410413519656,0.534472141076253,0.0313742063174169,0.0205522390976002,0.0287052466544581,0.0357638567936485,0.02194174316862,0.0341643544986966,0.050091565690793,0.0267510427892556,0.0416378458673557,0.0314257854841837,0.0205644092842064,0.0288907255863687,0.0359955173603687,0.0219624759798503,0.0342044679641869,0.0531044489370512,0.0270051891313565,0.046302013274538
2000,0.05,30,5000002,0.05,0.415599511347213,0.478201160435559,0.540855037776886,0.332339222562136,0.484294536858784,0.636256784452301,0.409543886559969,0.485574705338839,0.561559671590328,0.0500618430844801,0.0378852862271345,0.0570835738701744,0.0534680903862903,0.036391946554217,0.053965955293169,0.079018133841436,0.0444223356614144,0.0833450002674881,0.0505561632937654,0.038174874989354,0.058060537680584,0.0545174764015603,0.0367184500380204,0.0553667891128691,0.0803317528265743,0.0456017217126758,0.0860998639926567
2000,0.05,30,5000002,0.1,0.431940820613756,0.49171351383804,0.551479948974397,0.377009992059304,0.498053693132966,0.619014871199084,0.44878545731051,0.523342972538217,0.597843428406699,0.0396905355383145,0.0282072458265097,0.0427949642831725,0.0443947691457721,0.0285580190692335,0.0447597677845739,0.0610234856712991,0.0362060853428716,0.0621309894885776,0.039935793605595,0.0283103503738101,0.0431142097999409,0.0448583819451834,0.0286765267418893,0.0455045437489583,0.061980116581561,0.037869224574375,0.0639593682865894
2000,0.05,30,5000002,0.25,0.424743539909771,0.478610092714992,0.532519961987596,0.379740151296129,0.4707143134742,0.561652924463208,0.423421445892821,0.487245035232312,0.551059833035738,0.0276925911367793,0.0193434513042757,0.0296795416017817,0.0292074543476597,0.0199520489742255,0.0312086695780034,0.0457304241059154,0.0245344499023818,0.0452726822255598,0.0278507379556591,0.0193068903583871,0.0303077144797478,0.0292928159323299,0.0196770058258607,0.0328581651314247,0.0466965029397917,0.0249431942936007,0.0490059748040269
2000,0.05,30,5000003,0.05,0.388744247943924,0.486042431427323,0.583354351222964,0.340883538981098,0.488851264304423,0.636804533932551,0.380669076151968,0.489638316050525,0.598459540679448,0.0504089480204433,0.0354205295096892,0.0542641641725035,0.0493421987432508,0.0367403469995035,0.0643863246919589,0.0703014992620212,0.0375550715821274,0.0766137189650802,0.0512414532661658,0.0356071940131352,0.05508350602004,0.0499392688541628,0.0367581598121808,0.064655732635283,0.0741013233031235,0.0380860799568339,0.0807304569272379
2000,0.05,30,5000003,0.1,0.414238070668972,0.493566853298363,0.573059133337175,0.368601851274207,0.494514137383415,0.620579442706067,0.410441619606666,0.502251728543636,0.594201686853456,0.042323997917214,0.0296160609944129,0.041258173084191,0.044589462700182,0.0309101906824861,0.0490704907034507,0.0556104588196157,0.0340863047822971,0.0560909544825491,0.0428967709387166,0.0297403017553753,0.0416843306580153,0.0452790642943202,0.0310489752942147,0.0493870979547821,0.0574136999269175,0.0346983794894238,0.0575709978540329
2000,0.05,30,5000003,0.25,0.399327595782311,0.49438251807935,0.589586232914756,0.359251181378725,0.490265092693659,0.621477241121237,0.38697109694942,0.501755140910816,0.616641132946871,0.0275693393103297,0.0204212479689326,0.0307262210866489,0.0339972296358993,0.0224129777583231,0.0332056762155993,0.0386171314364557,0.0256071243194407,0.0445344774480777,0.0276425876193469,0.0204464284650479,0.0308165790030533,0.0335567019439273,0.0220860357214405,0.0332942041274114,0.0389040086683341,0.0258619555103752,0.045020310967056
2000,0.05,30,5000004,0.05,0.454026401905302,0.52263814581872,0.591557649934941,0.371940709922495,0.510646653929654,0.649714141884979,0.493140101093453,0.567237693914213,0.641856456262437,0.0565310260290865,0.0383814692262018,0.0497357389467348,0.0644660810025737,0.0390590191931602,0.0566659408721912,0.0924001142153511,0.0482046517411438,0.0537100276408572,0.0596989067067863,0.0377322134181423,0.0493980147204675,0.0672763488968976,0.0387189478432809,0.0573009993433448,0.0970031313644989,0.0501579654999594,0.0532784570865535
2000,0.05,30,5000004,0.1,0.432090792653834,0.506754070359333,0.581576535476628,0.349013171264188,0.505398750384304,0.661981549615268,0.429889758973117,0.523975162062648,0.618229173132144,0.0430884414789537,0.0288939275426358,0.037159495786599,0.0467125606195225,0.0310842632781208,0.0408963243110777,0.0691078813131122,0.0383818128800885,0.0437194466224217,0.0439296619867838,0.0288047866684891,0.0375780631820633,0.0479945073445311,0.0311781105769308,0.0415325177778799,0.0711760961233977,0.0387148651048369,0.044684368102894
2000,0.05,30,5000004,0.25,0.406759064431433,0.51273450358638,0.61877950164459,0.351836595457281,0.510321811695074,0.668977221326993,0.365994560287385,0.523693297942161,0.681272047906636,0.028775128551695,0.0201651701696126,0.0272776847181001,0.0335777144122692,0.0217591727336948,0.0280909454129877,0.0453013375577041,0.0261511310254243,0.0360302212407636,0.0289293063470544,0.0200065650470398,0.0272846029993684,0.0340145863694966,0.0215955356934515,0.0283811004211068,0.0493360661946375,0.02542282307497,0.0350810792633192
