"n","B","vare","seed","ps","out","method","type","est","se","bse"
400,30,0.6,4000001,0,0,"gfmla","naive",0.482268577529507,0.0322475178542697,0.0324617927635103
400,30,0.6,4000001,0,0,"gfmla","oracle",0.744041412103773,0.0286836335059494,0.0288040012329706
400,30,0.6,4000001,0,0,"gfmla","mccs",0.762404972136175,0.0616973470445465,0.0622342924350473
400,30,0.6,4000001,0,0,"ipw","naive",0.494605798426487,0.0553911716841592,0.0575296385000477
400,30,0.6,4000001,0,0,"ipw","oracle",0.882237385810388,0.0963272161337819,0.145589167788399
400,30,0.6,4000001,0,0,"ipw","mccs",0.819039857689457,0.125527728351912,0.137391233844754
400,30,0.6,4000001,0,0,"dr","naive",0.494961136478877,0.0402457731553247,0.0417523037864492
400,30,0.6,4000001,0,0,"dr","oracle",0.735888285784566,0.0276412930097649,0.0280377621915018
400,30,0.6,4000001,0,0,"dr","mccs",0.868969683978634,0.10980417450139,0.117198013400109
400,30,0.6,4000001,1,0,"gfmla","naive",0.482268577529507,0.0322475178542697,0.0324617927635103
400,30,0.6,4000001,1,0,"gfmla","oracle",0.744041412103773,0.0286836335059494,0.0288040012329706
400,30,0.6,4000001,1,0,"gfmla","mccs",0.762404972136175,0.0616973470445465,0.0622342924350473
400,30,0.6,4000001,1,0,"ipw","naive",0.45191163502323,0.0365522963867846,0.036980173046336
400,30,0.6,4000001,1,0,"ipw","oracle",0.661097550552363,0.0412395665672869,0.0423402839245007
400,30,0.6,4000001,1,0,"ipw","mccs",0.66570691459502,0.0664899731022644,0.067926247020638
400,30,0.6,4000001,1,0,"dr","naive",0.482694904780794,0.0337904865260322,0.0342360080689077
400,30,0.6,4000001,1,0,"dr","oracle",0.746377480007777,0.0284885569389234,0.0289192152621756
400,30,0.6,4000001,1,0,"dr","mccs",0.776254470757699,0.0745436762757087,0.0765000306283312
400,30,0.6,4000001,0,1,"gfmla","naive",0.472924088616153,0.0342114763525647,0.0344835363607318
