"n","B","vare","seed","ps","out","method","type","est","se"
400,30,0.16,6000001,0,0,"gfmla","naive",0.659618047893227,0.0278466433579385
400,30,0.16,6000001,0,0,"gfmla","oracle",0.770921364360048,0.0275347811352709
400,30,0.16,6000001,0,0,"gfmla","mccs",0.758339755396536,0.0330942593551067
400,30,0.16,6000001,0,0,"ipw","naive",0.682852413769289,0.0997938946025546
400,30,0.16,6000001,0,0,"ipw","oracle",0.783734557768051,0.0865859368587115
400,30,0.16,6000001,0,0,"ipw","mccs",0.766485267911749,0.132206416018325
400,30,0.16,6000001,0,0,"dr","naive",0.636797679017358,0.0394080258316698
400,30,0.16,6000001,0,0,"dr","oracle",0.776245775643168,0.0380109087397404
400,30,0.16,6000001,0,0,"dr","mccs",0.7277050096429,0.0465495048306456
400,30,0.16,6000001,1,0,"gfmla","naive",0.659618047893227,0.0278466433579385
400,30,0.16,6000001,1,0,"gfmla","oracle",0.770921364360048,0.0275347811352709
400,30,0.16,6000001,1,0,"gfmla","mccs",0.758339755396536,0.0330942593551067
400,30,0.16,6000001,1,0,"ipw","naive",0.609069153672443,0.0338340766339385
400,30,0.16,6000001,1,0,"ipw","oracle",0.689562657794617,0.0317661992040208
400,30,0.16,6000001,1,0,"ipw","mccs",0.67973088982427,0.0392567717108163
400,30,0.16,6000001,1,0,"dr","naive",0.654129557721802,0.0297061040400926
400,30,0.16,6000001,1,0,"dr","oracle",0.770001551123195,0.0288804622145795
400,30,0.16,6000001,1,0,"dr","mccs",0.749427644319147,0.0357861281168002
400,30,0.16,6000001,0,1,"gfmla","naive",0.612539455315541,0.0310051319751686
400,30,0.16,6000001,0,1,"gfmla","oracle",0.700179940801148,0.0320747365282616
400,30,0.16,6000001,0,1,"gfmla","mccs",0.685574242711739,0.0350495555022264
400,30,0.16,6000001,0,1,"ipw","naive",0.682852413769289,0.0997938946025546
400,30,0.16,6000001,0,1,"ipw","oracle",0.783734557768051,0.0865859368587115
400,30,0.16,6000001,0,1,"ipw","mccs",0.766485267911749,0.132206416018325
400,30,0.16,6000001,0,1,"dr","naive",0.672811506779814,0.0688020549133083
400,30,0.16,6000001,0,1,"dr","oracle",0.792989005058029,0.0741260190554157
400,30,0.16,6000001,0,1,"dr","mccs",0.76721539664348,0.0865556052006365
400,30,0.16,6000001,1,1,"gfmla","naive",0.612539455315541,0.0310051319751686
400,30,0.16,6000001,1,1,"gfmla","oracle",0.700179940801148,0.0320747365282616
400,30,0.16,6000001,1,1,"gfmla","mccs",0.685574242711739,0.0350495555022264
400,30,0.16,6000001,1,1,"ipw","naive",0.60906915368217,0.0338340766357222
400,30,0.16,6000001,1,1,"ipw","oracle",0.689562657787847,0.0317661992039819
400,30,0.16,6000001,1,1,"ipw","mccs",0.679730889719856,0.0392567717100065
400,30,0.16,6000001,1,1,"dr","naive",0.61561163664453,0.0319140050303488
400,30,0.16,6000001,1,1,"dr","oracle",0.706761665316663,0.03255361930962
400,30,0.16,6000001,1,1,"dr","mccs",0.690325798280184,0.0378615395156047
2000,30,0.16,6000001,0,0,"gfmla","naive",0.653102994947433,0.0131927763988573
2000,30,0.16,6000001,0,0,"gfmla","oracle",0.750984022816161,0.0130717191336571
2000,30,0.16,6000001,0,0,"gfmla","mccs",0.74199022537056,0.0153810498479976
2000,30,0.16,6000001,0,0,"ipw","naive",0.628048218969833,0.0315848684176576
2000,30,0.16,6000001,0,0,"ipw","oracle",0.72937181605308,0.0307637989903376
2000,30,0.16,6000001,0,0,"ipw","mccs",0.713912817573837,0.0351952436408833
2000,30,0.16,6000001,0,0,"dr","naive",0.652845850541271,0.0162936021440721
2000,30,0.16,6000001,0,0,"dr","oracle",0.749548519545761,0.015789783497671
2000,30,0.16,6000001,0,0,"dr","mccs",0.75649083588037,0.0203043488425405
2000,30,0.16,6000001,1,0,"gfmla","naive",0.653102994947433,0.0131927763988573
