"n","B","vare","seed","ps","out","method","type","est","se"
400,30,0.16,7000001,0,0,"gfmla","naive",0.665332065952616,0.0293128169598119
400,30,0.16,7000001,0,0,"gfmla","oracle",0.764967882496732,0.0293064717694749
400,30,0.16,7000001,0,0,"gfmla","mccs",0.751221943128344,0.0339353909120376
400,30,0.16,7000001,0,0,"ipw","naive",0.666895884024163,0.0363558263802422
400,30,0.16,7000001,0,0,"ipw","oracle",0.719980952332827,0.0375620833105778
400,30,0.16,7000001,0,0,"ipw","mccs",0.75500930288915,0.0421716609917266
400,30,0.16,7000001,0,0,"dr","naive",0.67931584387613,0.031715069713961
400,30,0.16,7000001,0,0,"dr","oracle",0.769033420261217,0.0314568135093611
400,30,0.16,7000001,0,0,"dr","mccs",0.78094981075009,0.0378786619470502
400,30,0.16,7000001,1,0,"gfmla","naive",0.665332065952616,0.0293128169598119
400,30,0.16,7000001,1,0,"gfmla","oracle",0.764967882496732,0.0293064717694749
400,30,0.16,7000001,1,0,"gfmla","mccs",0.751221943128344,0.0339353909120376
400,30,0.16,7000001,1,0,"ipw","naive",0.615987095588066,0.0351997556309057
400,30,0.16,7000001,1,0,"ipw","oracle",0.672674559566115,0.0347376387412814
400,30,0.16,7000001,1,0,"ipw","mccs",0.683723644904428,0.0414250966361594
400,30,0.16,7000001,1,0,"dr","naive",0.665342953474288,0.0337790912777555
400,30,0.16,7000001,1,0,"dr","oracle",0.761404796190664,0.0318563679385751
400,30,0.16,7000001,1,0,"dr","mccs",0.759621675370268,0.0406286915959862
400,30,0.16,7000001,0,1,"gfmla","naive",0.635363376515674,0.032586575780649
400,30,0.16,7000001,0,1,"gfmla","oracle",0.694577387600484,0.0337193334185246
400,30,0.16,7000001,0,1,"gfmla","mccs",0.70380676592702,0.035855774452695
400,30,0.16,7000001,0,1,"ipw","naive",0.666895885652775,0.0363558263940758
400,30,0.16,7000001,0,1,"ipw","oracle",0.719980952130598,0.0375620833249491
400,30,0.16,7000001,0,1,"ipw","mccs",0.75500930288915,0.0421716609917266
400,30,0.16,7000001,0,1,"dr","naive",0.681575337249231,0.0378970710776329
400,30,0.16,7000001,0,1,"dr","oracle",0.749130539336474,0.039896383469015
400,30,0.16,7000001,0,1,"dr","mccs",0.777661223299965,0.0441547263064637
400,30,0.16,7000001,1,1,"gfmla","naive",0.635363376515674,0.032586575780649
400,30,0.16,7000001,1,1,"gfmla","oracle",0.694577387600484,0.0337193334185246
400,30,0.16,7000001,1,1,"gfmla","mccs",0.70380676592702,0.035855774452695
400,30,0.16,7000001,1,1,"ipw","naive",0.615987095588066,0.0351997556309042
400,30,0.16,7000001,1,1,"ipw","oracle",0.672674559566115,0.0347376387412814
400,30,0.16,7000001,1,1,"ipw","mccs",0.683723644904428,0.0414250966361594
400,30,0.16,7000001,1,1,"dr","naive",0.640449658007561,0.0329325178554583
400,30,0.16,7000001,1,1,"dr","oracle",0.694560605681926,0.03193132962911
400,30,0.16,7000001,1,1,"dr","mccs",0.717165468371641,0.0379506561693427
2000,30,0.16,7000001,0,0,"gfmla","naive",0.647778909305347,0.0136318255116393
2000,30,0.16,7000001,0,0,"gfmla","oracle",0.74707777070334,0.0134314852081264
2000,30,0.16,7000001,0,0,"gfmla","mccs",0.739296985041885,0.0160858579890507
2000,30,0.16,7000001,0,0,"ipw","naive",0.610222375366064,0.0182506120793101
2000,30,0.16,7000001,0,0,"ipw","oracle",0.72369360045507,0.0217965216138777
2000,30,0.16,7000001,0,0,"ipw","mccs",0.691972681493608,0.0215716927356548
