"n","B","vare","seed","ps","out","method","type","est","se"
400,30,0.16,4000001,0,0,"gfmla","naive",0.658903225408981,0.0311204257187942
400,30,0.16,4000001,0,0,"gfmla","oracle",0.744041412103773,0.0286836335059494
400,30,0.16,4000001,0,0,"gfmla","mccs",0.758998451003718,0.0363932041746048
400,30,0.16,4000001,0,0,"ipw","naive",0.711401070809791,0.0929070041095526
400,30,0.16,4000001,0,0,"ipw","oracle",0.882237385810388,0.0963272161338383
400,30,0.16,4000001,0,0,"ipw","mccs",0.830191176193912,0.115037799906357
400,30,0.16,4000001,0,0,"dr","naive",0.683911988544398,0.0366831479201109
400,30,0.16,4000001,0,0,"dr","oracle",0.735888285784566,0.0276412930097732
400,30,0.16,4000001,0,0,"dr","mccs",0.785145149270412,0.0361887645312124
400,30,0.16,4000001,1,0,"gfmla","naive",0.658903225408981,0.0311204257187942
400,30,0.16,4000001,1,0,"gfmla","oracle",0.744041412103773,0.0286836335059494
400,30,0.16,4000001,1,0,"gfmla","mccs",0.758998451003718,0.0363932041746048
400,30,0.16,4000001,1,0,"ipw","naive",0.591865751700984,0.0428818373222032
400,30,0.16,4000001,1,0,"ipw","oracle",0.661097550552363,0.0412395665672869
400,30,0.16,4000001,1,0,"ipw","mccs",0.663818342917968,0.0492809859891785
400,30,0.16,4000001,1,0,"dr","naive",0.66168131134968,0.0330223377983609
400,30,0.16,4000001,1,0,"dr","oracle",0.746377480007777,0.0284885569389312
400,30,0.16,4000001,1,0,"dr","mccs",0.761486387055329,0.0380693946885818
400,30,0.16,4000001,0,1,"gfmla","naive",0.614405128261034,0.0366558263353576
400,30,0.16,4000001,0,1,"gfmla","oracle",0.658877355810132,0.0369830508955371
400,30,0.16,4000001,0,1,"gfmla","mccs",0.695650063047289,0.0415324817165936
400,30,0.16,4000001,0,1,"ipw","naive",0.711401073499273,0.0929070040420603
400,30,0.16,4000001,0,1,"ipw","oracle",0.882237385464034,0.096327216206913
400,30,0.16,4000001,0,1,"ipw","mccs",0.830191176193912,0.115037799906357
400,30,0.16,4000001,0,1,"dr","naive",0.753623878751353,0.0718092433403894
