"n","B","vare","seed","ps","out","method","type","est","se"
400,30,0.16,5000001,0,0,"gfmla","naive",0.675258356912601,0.0330604753489547
400,30,0.16,5000001,0,0,"gfmla","oracle",0.727223404565911,0.0295025355234058
400,30,0.16,5000001,0,0,"gfmla","mccs",0.789160827194334,0.0403328018036687
400,30,0.16,5000001,0,0,"ipw","naive",0.598389693232321,0.0434601339713867
400,30,0.16,5000001,0,0,"ipw","oracle",0.668875303839213,0.0376637171085125
400,30,0.16,5000001,0,0,"ipw","mccs",0.69279907666372,0.0498429176346451
400,30,0.16,5000001,0,0,"dr","naive",0.681117521731672,0.0329627485019727
400,30,0.16,5000001,0,0,"dr","oracle",0.740814787575386,0.0299115749200255
400,30,0.16,5000001,0,0,"dr","mccs",0.825910077502428,0.0421433355766345
400,30,0.16,5000001,1,0,"gfmla","naive",0.675258356912601,0.0330604753489547
400,30,0.16,5000001,1,0,"gfmla","oracle",0.727223404565911,0.0295025355234058
400,30,0.16,5000001,1,0,"gfmla","mccs",0.789160827194334,0.0403328018036687
400,30,0.16,5000001,1,0,"ipw","naive",0.576483045351347,0.0328305141862078
400,30,0.16,5000001,1,0,"ipw","oracle",0.622841796606882,0.0367679780648933
400,30,0.16,5000001,1,0,"ipw","mccs",0.656704524520507,0.0377622194173209
400,30,0.16,5000001,1,0,"dr","naive",0.669465804473486,0.0329737071374291
400,30,0.16,5000001,1,0,"dr","oracle",0.718377060485878,0.0315023023561396
400,30,0.16,5000001,1,0,"dr","mccs",0.79729977193959,0.0408355773618053
400,30,0.16,5000001,0,1,"gfmla","naive",0.591765927001864,0.036303344772752
400,30,0.16,5000001,0,1,"gfmla","oracle",0.664464491210538,0.0340322210701614
400,30,0.16,5000001,0,1,"gfmla","mccs",0.671362048179251,0.042629063041004
400,30,0.16,5000001,0,1,"ipw","naive",0.598389693232321,0.0434601339713867
400,30,0.16,5000001,0,1,"ipw","oracle",0.668875303839213,0.0376637171085125
400,30,0.16,5000001,0,1,"ipw","mccs",0.69279907666372,0.0498429176346451
400,30,0.16,5000001,0,1,"dr","naive",0.615398875270891,0.0435212495396014
400,30,0.16,5000001,0,1,"dr","oracle",0.704208734437576,0.039266047267236
400,30,0.16,5000001,0,1,"dr","mccs",0.720236722349037,0.054752981868533
400,30,0.16,5000001,1,1,"gfmla","naive",0.591765927001864,0.036303344772752
400,30,0.16,5000001,1,1,"gfmla","oracle",0.664464491210538,0.0340322210701614
400,30,0.16,5000001,1,1,"gfmla","mccs",0.671362048179251,0.042629063041004
400,30,0.16,5000001,1,1,"ipw","naive",0.576483045351347,0.0328305141862078
400,30,0.16,5000001,1,1,"ipw","oracle",0.622841796606882,0.0367679780648933
400,30,0.16,5000001,1,1,"ipw","mccs",0.656704524520507,0.0377622194173209
400,30,0.16,5000001,1,1,"dr","naive",0.568768841729635,0.0371384214910293
400,30,0.16,5000001,1,1,"dr","oracle",0.650812056775403,0.0340261457584118
400,30,0.16,5000001,1,1,"dr","mccs",0.649513116728117,0.0456168734076737
2000,30,0.16,5000001,0,0,"gfmla","naive",0.667074999354705,0.013604663005833
2000,30,0.16,5000001,0,0,"gfmla","oracle",0.7525417525071,0.0132230382524317
2000,30,0.16,5000001,0,0,"gfmla","mccs",0.765155578987287,0.0161863780872348
2000,30,0.16,5000001,0,0,"ipw","naive",0.627801301168968,0.0311468628457913
2000,30,0.16,5000001,0,0,"ipw","oracle",0.696321976366365,0.0409689842816461
2000,30,0.16,5000001,0,0,"ipw","mccs",0.709674615536083,0.0404007684805812
2000,30,0.16,5000001,0,0,"dr","naive",0.662366153000432,0.0160375925056149
2000,30,0.16,5000001,0,0,"dr","oracle",0.74511805005498,0.016775728835922
2000,30,0.16,5000001,0,0,"dr","mccs",0.762187896161155,0.0200624399554719
2000,30,0.16,5000001,1,0,"gfmla","naive",0.667074999354705,0.013604663005833
2000,30,0.16,5000001,1,0,"gfmla","oracle",0.7525417525071,0.0132230382524317
2000,30,0.16,5000001,1,0,"gfmla","mccs",0.765155578987287,0.0161863780872348
2000,30,0.16,5000001,1,0,"ipw","naive",0.588897364466779,0.0164727657980282
2000,30,0.16,5000001,1,0,"ipw","oracle",0.660485644420707,0.0167894972844702
