"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,2000001,0.423243195987264,0.0735396100185141,-0.141489687075385,0.172279628684445,0.0495013738333403,0.0791471735728408,0.253822867605048,0.0979512390401616,0.050371410400285,0.079962118652543,0.261506711943185,0.0992343182952474
800,0.05,80,5,6,2000001,0.465732557589635,0.00643088178348189,0.0172032888589737,0.128260723682466,0.042497667557377,0.118547141283249,0.135829952348678,0.106315990069462,0.0436693348081873,0.122959715724167,0.138509926387644,0.11202144390486
800,0.05,80,5,10,2000001,0.454388277486175,0.0739530165692519,0.0421214626346944,0.143779832042149,0.0389094250322547,0.0894016073085307,0.108930699065696,0.0841161469968045,0.0394654712681291,0.0909336402652761,0.110156902092591,0.0861881089851221
800,0.05,80,5,14,2000001,0.466416204827747,0.0190013141678293,0.0396028931740973,0.132773873715237,0.0386038139843904,0.104730345985604,0.114425630232123,0.0981020750293096,0.0394791614703083,0.108265540022654,0.11623837004297,0.102594762130492
800,0.05,80,5,18,2000001,0.465131875649121,0.0211534309890154,0.0363818196191694,0.133056392758107,0.039178531225007,0.105399966443302,0.11797886384287,0.0986559839941524,0.0400718334778592,0.108948007050335,0.119875727269613,0.103182978190591
800,0.05,80,5,2,2000002,0.418604715342737,0.257360757649697,0.0603194427221578,0.0743725734044459,0.0350807359308623,0.12862353197321,0.0668919835602083,0.0743709414339078,0.0354836493837613,0.131110715068693,0.0670896202588925,0.0746748218228898
800,0.05,80,5,6,2000002,0.43565547883544,0.258054695691249,0.152283025259517,0.103025044320414,0.0333394246865536,0.0769664681614054,0.10512541352436,0.0657670711324487,0.0336204093092594,0.0775574894317114,0.106287500036765,0.0659439562799923
800,0.05,80,5,10,2000002,0.418654953317888,0.325314706157768,0.166579592606209,0.147698232464778,0.0330351745879399,0.127547620557799,0.0922716319466313,0.0688711892551895,0.0334309507162433,0.130741091065322,0.0928515231800298,0.068981350593495
800,0.05,80,5,14,2000002,0.425966311731087,0.230623791520002,0.0680079742956198,0.065152745290859,0.0359382767566053,0.0898207998052631,0.0946482743741727,0.0688072262384803,0.0362216090525859,0.0911946142841472,0.0952669847550856,0.0690573990544485
800,0.05,80,5,18,2000002,0.431397034879187,0.261021906640879,0.139010451448735,0.110036468226477,0.0312369850125299,0.0801486145877683,0.0923453766165506,0.0648492736818398,0.0314538554478644,0.0808251958402829,0.0932074520648804,0.0650147781457525
