"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,1000001,0.439260536034187,0.240115955235257,0.0347447348052049,0.023058585299767,0.0506349013251141,0.0875880585218624,0.206699367510149,0.0911206247569453,0.0529558172228866,0.0885526892515519,0.223113794688525,0.0926642907083154
800,0.05,80,5,6,1000001,0.345372595303598,0.412825241621755,0.0110774795226239,0.201870968874158,0.0706587429084737,0.317364758917054,0.166115429242251,0.141170273748207,0.0711322338255781,0.330654794132316,0.171311263976332,0.151418666150875
800,0.05,80,5,10,1000001,0.379878279255954,0.377914996450862,0.0115015801328838,0.0541833141914771,0.0490662465503315,0.130587914427183,0.12356161235294,0.0896152221871578,0.0496278354120822,0.132275563775866,0.125937560535822,0.0914539971663835
800,0.05,80,5,14,1000001,0.388020261473573,0.380028470202915,0.0716327726741927,0.0802299539387282,0.0583661925563661,0.184347829108631,0.122999809958328,0.105417129390443,0.0591986857507102,0.188028593396706,0.124621591428257,0.10900723838957
800,0.05,80,5,18,1000001,0.38981753726118,0.332187471914749,0.00486239563390048,0.0372985324365967,0.048669103855173,0.131067634497691,0.109308493057945,0.0822566685620596,0.0493046475823923,0.133176960055615,0.110706361093302,0.0833682684101713
800,0.05,80,5,2,1000002,0.487595858947415,0.0355745537354156,0.213217527131073,0.184833379669243,0.0357903021235621,0.0779851128230308,0.0996870139000763,0.0682832661386715,0.036100351983479,0.0788654889934616,0.100464989400115,0.0685684715044015
800,0.05,80,5,6,1000002,0.536964232977138,-0.176652706856205,0.29268444928623,0.18245476933392,0.0519662428723036,0.165643070152851,0.121171978226724,0.0771290277392547,0.0522307821647747,0.168222635638175,0.122116763501025,0.077199517430519
800,0.05,80,5,10,1000002,0.492884419522533,-0.047713017844131,0.211707199727993,0.213007051236643,0.0417954111740878,0.147963149739141,0.116484003894179,0.0698162301987866,0.0435369996541449,0.158563185958709,0.117099100280527,0.0703304425800344
800,0.05,80,5,14,1000002,0.488239375679281,0.0242018830668531,0.19498451670887,0.165183000213277,0.0348328613797399,0.0855567687847553,0.0820232513157409,0.0662463745667182,0.035063952691336,0.0863257535839022,0.0825154867607653,0.0664866019531625
800,0.05,80,5,18,1000002,0.493480452320566,0.0156575034054731,0.210911143016754,0.161182211072077,0.0399670718920302,0.0990768313101765,0.0971592705887321,0.06800451282957,0.0402724671289325,0.0999569342692742,0.0978876835802965,0.0682609304391313
