"n","B","vare","seed","ps","out","method","type","est","se","bse"
400,30,0.6,9000001,0,0,"gfmla","naive",0.486310562573112,0.0307266431671641,0.0309958001006083
400,30,0.6,9000001,0,0,"gfmla","oracle",0.715333377371639,0.0297823146267991,0.0299257268939162
400,30,0.6,9000001,0,0,"gfmla","mccs",0.828793727884549,0.0751981062942962,0.078699733605008
400,30,0.6,9000001,0,0,"ipw","naive",0.488569016014308,0.0386209520726002,0.0403638800021462
400,30,0.6,9000001,0,0,"ipw","oracle",0.717970193825882,0.0435745593848874,0.0448900218383317
400,30,0.6,9000001,0,0,"ipw","mccs",0.823432988586795,0.0863199688533048,0.0954185935691825
400,30,0.6,9000001,0,0,"dr","naive",0.483065461182195,0.0294345260919412,0.0297191728442408
400,30,0.6,9000001,0,0,"dr","oracle",0.713182256303456,0.0318976665892102,0.0321181304366724
400,30,0.6,9000001,0,0,"dr","mccs",0.821385762079354,0.0825390996679074,0.150781438363357
400,30,0.6,9000001,1,0,"gfmla","naive",0.486310562573112,0.0307266431671641,0.0309958001006083
400,30,0.6,9000001,1,0,"gfmla","oracle",0.715333377371639,0.0297823146267991,0.0299257268939162
400,30,0.6,9000001,1,0,"gfmla","mccs",0.828793727884549,0.0751981062942962,0.078699733605008
400,30,0.6,9000001,1,0,"ipw","naive",0.465138212953822,0.0297391265737689,0.0301011178082836
400,30,0.6,9000001,1,0,"ipw","oracle",0.677155406244387,0.0329386438134052,0.0334596511756677
400,30,0.6,9000001,1,0,"ipw","mccs",0.709690125512731,0.0601198589251512,0.0645830162397201
400,30,0.6,9000001,1,0,"dr","naive",0.488090557549419,0.0305547097883158,0.0307578113574552
400,30,0.6,9000001,1,0,"dr","oracle",0.713508764852734,0.0306132291969156,0.0305018489211474
400,30,0.6,9000001,1,0,"dr","mccs",0.861888892559602,0.0802762219462638,0.0947180249113162
400,30,0.6,9000001,0,1,"gfmla","naive",0.437743108500463,0.031074272026374,0.0313224933143049
400,30,0.6,9000001,0,1,"gfmla","oracle",0.658355483229081,0.0353415220268881,0.036043257622234
400,30,0.6,9000001,0,1,"gfmla","mccs",0.642812522336701,0.0533920370862722,0.0542014252388104
400,30,0.6,9000001,0,1,"ipw","naive",0.488569015998225,0.0386209520636629,0.0403638799921873
400,30,0.6,9000001,0,1,"ipw","oracle",0.717970193825882,0.0435745593849119,0.0448900218383509
400,30,0.6,9000001,0,1,"ipw","mccs",0.823432988586795,0.0863199688532225,0.0954185935690905
400,30,0.6,9000001,0,1,"dr","naive",0.460653065202572,0.0374277221874707,0.0381829499149918
400,30,0.6,9000001,0,1,"dr","oracle",0.705894229874297,0.0438411855561016,0.0448691587171966
400,30,0.6,9000001,0,1,"dr","mccs",0.770094843333275,0.081421408392174,0.0899236769672987
400,30,0.6,9000001,1,1,"gfmla","naive",0.437743108500463,0.031074272026374,0.0313224933143049
400,30,0.6,9000001,1,1,"gfmla","oracle",0.658355483229081,0.0353415220268881,0.036043257622234
400,30,0.6,9000001,1,1,"gfmla","mccs",0.642812522336701,0.0533920370862722,0.0542014252388104
400,30,0.6,9000001,1,1,"ipw","naive",0.465138212730063,0.0297391265725809,0.0301011178069863
400,30,0.6,9000001,1,1,"ipw","oracle",0.677155405669869,0.0329386438132234,0.0334596511749938
400,30,0.6,9000001,1,1,"ipw","mccs",0.709690126090867,0.0601198589621654,0.0645830162857514
400,30,0.6,9000001,1,1,"dr","naive",0.430558005618594,0.0289239338226385,0.0290966019771064
400,30,0.6,9000001,1,1,"dr","oracle",0.650443430181011,0.032748407200952,0.0329100228415773
400,30,0.6,9000001,1,1,"dr","mccs",0.64824377821251,0.0596697093022615,0.0645305711280202
2000,30,0.6,9000001,0,0,"gfmla","naive",0.491454072740207,0.0141962222382069,0.0142166277367839
