"n","B","vare","seed","ps","out","method","type","est","se"
2000,30,0.16,7000001,0,0,"gfmla","naive",0.647778909305347,0.0136318255116393
2000,30,0.16,7000001,0,0,"gfmla","oracle",0.74707777070334,0.0134314852081264
2000,30,0.16,7000001,0,0,"gfmla","mccs",0.739296985041885,0.0160858579890507
2000,30,0.16,7000001,0,0,"ipw","naive",0.610222375366064,0.0182506120793101
2000,30,0.16,7000001,0,0,"ipw","oracle",0.72369360045507,0.0217965216138777
2000,30,0.16,7000001,0,0,"ipw","mccs",0.691972681493608,0.0215716927356548
2000,30,0.16,7000001,0,0,"dr","naive",0.643352657010102,0.0148319641358182
2000,30,0.16,7000001,0,0,"dr","oracle",0.744514782600632,0.0160944609570413
2000,30,0.16,7000001,0,0,"dr","mccs",0.737615576774917,0.0190552142364437
2000,30,0.16,7000001,1,0,"gfmla","naive",0.647778909305347,0.0136318255116393
2000,30,0.16,7000001,1,0,"gfmla","oracle",0.74707777070334,0.0134314852081264
2000,30,0.16,7000001,1,0,"gfmla","mccs",0.739296985041885,0.0160858579890507
2000,30,0.16,7000001,1,0,"ipw","naive",0.59036784855467,0.0149655753791878
2000,30,0.16,7000001,1,0,"ipw","oracle",0.680693404806713,0.0146915507456381
2000,30,0.16,7000001,1,0,"ipw","mccs",0.660268411847552,0.0172624471149547
2000,30,0.16,7000001,1,0,"dr","naive",0.649166955564955,0.0142999298627857
2000,30,0.16,7000001,1,0,"dr","oracle",0.749549739644721,0.0140388040972649
2000,30,0.16,7000001,1,0,"dr","mccs",0.742656670533199,0.0173737327934483
2000,30,0.16,7000001,0,1,"gfmla","naive",0.607407284783391,0.015329555346271
2000,30,0.16,7000001,0,1,"gfmla","oracle",0.692531860621851,0.0156420410640567
2000,30,0.16,7000001,0,1,"gfmla","mccs",0.681726910938436,0.0173755788064528
2000,30,0.16,7000001,0,1,"ipw","naive",0.610222375366064,0.0182506120793101
2000,30,0.16,7000001,0,1,"ipw","oracle",0.72369360045507,0.0217965216138777
2000,30,0.16,7000001,0,1,"ipw","mccs",0.691972681493608,0.0215716927356548
2000,30,0.16,7000001,0,1,"dr","naive",0.63594658786105,0.0178517231404972
2000,30,0.16,7000001,0,1,"dr","oracle",0.744135238990659,0.0205217323889805
2000,30,0.16,7000001,0,1,"dr","mccs",0.728509449305154,0.0214152774092905
