"n","B","vare","seed","ps","out","method","type","est","se"
2000,30,0.16,4000001,0,0,"gfmla","naive",0.656842437642415,0.0130447871654165
2000,30,0.16,4000001,0,0,"gfmla","oracle",0.750440801959716,0.0130441068966312
2000,30,0.16,4000001,0,0,"gfmla","mccs",0.747314120386452,0.0154210859476066
2000,30,0.16,4000001,0,0,"ipw","naive",0.690475908792886,0.0270495065702544
2000,30,0.16,4000001,0,0,"ipw","oracle",0.786843642824283,0.0339931225288632
2000,30,0.16,4000001,0,0,"ipw","mccs",0.794955264846585,0.0331149911949626
2000,30,0.16,4000001,0,0,"dr","naive",0.652867735462703,0.0143529775894847
2000,30,0.16,4000001,0,0,"dr","oracle",0.746519006017182,0.0143218193595166
2000,30,0.16,4000001,0,0,"dr","mccs",0.751217352553167,0.0176144415666251
2000,30,0.16,4000001,1,0,"gfmla","naive",0.656842437642415,0.0130447871654165
2000,30,0.16,4000001,1,0,"gfmla","oracle",0.750440801959716,0.0130441068966312
2000,30,0.16,4000001,1,0,"gfmla","mccs",0.747314120386452,0.0154210859476066
2000,30,0.16,4000001,1,0,"ipw","naive",0.625380477468176,0.0164860849571231
2000,30,0.16,4000001,1,0,"ipw","oracle",0.691959277616505,0.0171909941403356
2000,30,0.16,4000001,1,0,"ipw","mccs",0.701549753037521,0.0188467792126094
2000,30,0.16,4000001,1,0,"dr","naive",0.653165430820379,0.0135793573814768
2000,30,0.16,4000001,1,0,"dr","oracle",0.74957551125753,0.0135220135343273
2000,30,0.16,4000001,1,0,"dr","mccs",0.745147234313678,0.0163869938358391
2000,30,0.16,4000001,0,1,"gfmla","naive",0.624832070790975,0.0159153817050972
2000,30,0.16,4000001,0,1,"gfmla","oracle",0.69621285910648,0.0167235345016704
2000,30,0.16,4000001,0,1,"gfmla","mccs",0.699768798219188,0.017845752581122
2000,30,0.16,4000001,0,1,"ipw","naive",0.690475908792886,0.0270495065702544
2000,30,0.16,4000001,0,1,"ipw","oracle",0.786843642824283,0.0339931225288632
2000,30,0.16,4000001,0,1,"ipw","mccs",0.794955264846585,0.0331149911949626
2000,30,0.16,4000001,0,1,"dr","naive",0.685476282825621,0.0216749658898621
2000,30,0.16,4000001,0,1,"dr","oracle",0.786490685637473,0.0268665491543314
2000,30,0.16,4000001,0,1,"dr","mccs",0.79159362512123,0.0262579946270289
2000,30,0.16,4000001,1,1,"gfmla","naive",0.624832070790975,0.0159153817050972
2000,30,0.16,4000001,1,1,"gfmla","oracle",0.69621285910648,0.0167235345016704
2000,30,0.16,4000001,1,1,"gfmla","mccs",0.699768798219188,0.017845752581122
2000,30,0.16,4000001,1,1,"ipw","naive",0.625380477468176,0.0164860849571231
2000,30,0.16,4000001,1,1,"ipw","oracle",0.691959277616505,0.0171909941403356
2000,30,0.16,4000001,1,1,"ipw","mccs",0.701549753037521,0.0188467792126094
2000,30,0.16,4000001,1,1,"dr","naive",0.636624069972148,0.0166070831859182
2000,30,0.16,4000001,1,1,"dr","oracle",0.702679012920931,0.0177840411771654
2000,30,0.16,4000001,1,1,"dr","mccs",0.719067056079629,0.0198103548689957
2000,30,0.16,4000002,0,0,"gfmla","naive",0.65917150668657,0.0135686946592545
2000,30,0.16,4000002,0,0,"gfmla","oracle",0.748437681795915,0.0132459756111717
2000,30,0.16,4000002,0,0,"gfmla","mccs",0.759838938161459,0.0162435980744646
2000,30,0.16,4000002,0,0,"ipw","naive",0.583070756774152,0.0566639883355564
2000,30,0.16,4000002,0,0,"ipw","oracle",0.658969689016559,0.0779889286284255
2000,30,0.16,4000002,0,0,"ipw","mccs",0.618079150081543,0.0961408167676691
2000,30,0.16,4000002,0,0,"dr","naive",0.654576837369503,0.0186608903379123
2000,30,0.16,4000002,0,0,"dr","oracle",0.733938077117061,0.0212438706836896
2000,30,0.16,4000002,0,0,"dr","mccs",0.748998378541,0.0248720668144984
2000,30,0.16,4000002,1,0,"gfmla","naive",0.65917150668657,0.0135686946592545
2000,30,0.16,4000002,1,0,"gfmla","oracle",0.748437681795915,0.0132459756111717
2000,30,0.16,4000002,1,0,"gfmla","mccs",0.759838938161459,0.0162435980744646
2000,30,0.16,4000002,1,0,"ipw","naive",0.603706910053186,0.0205943043097773
2000,30,0.16,4000002,1,0,"ipw","oracle",0.675273958276517,0.0219916278229536
2000,30,0.16,4000002,1,0,"ipw","mccs",0.68207650353968,0.0255858056466293
2000,30,0.16,4000002,1,0,"dr","naive",0.670975165337701,0.0164227788112516
2000,30,0.16,4000002,1,0,"dr","oracle",0.7570556091353,0.0161811545287432
2000,30,0.16,4000002,1,0,"dr","mccs",0.774632230389884,0.0202718482538322
2000,30,0.16,4000002,0,1,"gfmla","naive",0.604830882099181,0.0164778325244321
2000,30,0.16,4000002,0,1,"gfmla","oracle",0.677475942164169,0.0170524372794741
2000,30,0.16,4000002,0,1,"gfmla","mccs",0.683948031649749,0.0187671139612259
2000,30,0.16,4000002,0,1,"ipw","naive",0.583070756774152,0.0566639883355564
2000,30,0.16,4000002,0,1,"ipw","oracle",0.658969689016559,0.0779889286284255
2000,30,0.16,4000002,0,1,"ipw","mccs",0.618079150081543,0.0961408167676691
2000,30,0.16,4000002,0,1,"dr","naive",0.614151945266511,0.0464327349317196
2000,30,0.16,4000002,0,1,"dr","oracle",0.693522499155337,0.0639438460055754
2000,30,0.16,4000002,0,1,"dr","mccs",0.668929307653662,0.0765724306613751
2000,30,0.16,4000002,1,1,"gfmla","naive",0.604830882099181,0.0164778325244321
2000,30,0.16,4000002,1,1,"gfmla","oracle",0.677475942164169,0.0170524372794741
2000,30,0.16,4000002,1,1,"gfmla","mccs",0.683948031649749,0.0187671139612259
2000,30,0.16,4000002,1,1,"ipw","naive",0.603706910053186,0.0205943043097773
2000,30,0.16,4000002,1,1,"ipw","oracle",0.675273958276517,0.0219916278229536
2000,30,0.16,4000002,1,1,"ipw","mccs",0.68207650353968,0.0255858056466293
2000,30,0.16,4000002,1,1,"dr","naive",0.626585830159736,0.0216878698188281
2000,30,0.16,4000002,1,1,"dr","oracle",0.70031222392363,0.0244477239832871
2000,30,0.16,4000002,1,1,"dr","mccs",0.711995759314905,0.0268370185330603
2000,30,0.16,4000003,0,0,"gfmla","naive",0.665478436521501,0.0135662978095671
2000,30,0.16,4000003,0,0,"gfmla","oracle",0.753763695508137,0.0130449217394261
2000,30,0.16,4000003,0,0,"gfmla","mccs",0.760182699765621,0.0157192727076947
2000,30,0.16,4000003,0,0,"ipw","naive",0.684128301468814,0.0496836188759215
2000,30,0.16,4000003,0,0,"ipw","oracle",0.773736662563357,0.0553746573771048
2000,30,0.16,4000003,0,0,"ipw","mccs",0.786302072987895,0.0602747145558295
2000,30,0.16,4000003,0,0,"dr","naive",0.681252940226962,0.0153173458561465
2000,30,0.16,4000003,0,0,"dr","oracle",0.756985319087619,0.0161984889641254
2000,30,0.16,4000003,0,0,"dr","mccs",0.791118243850486,0.0190196145589364
2000,30,0.16,4000003,1,0,"gfmla","naive",0.665478436521501,0.0135662978095671
