"n","B","vare","seed","ps","out","method","type","est","se"
2000,30,0.16,8000001,0,0,"gfmla","naive",0.655591442052355,0.0132823220928768
2000,30,0.16,8000001,0,0,"gfmla","oracle",0.750517773959349,0.0130354014206553
2000,30,0.16,8000001,0,0,"gfmla","mccs",0.7534141701469,0.0156603631750577
2000,30,0.16,8000001,0,0,"ipw","naive",0.656728232579813,0.0294227429121074
2000,30,0.16,8000001,0,0,"ipw","oracle",0.741136578263252,0.0302591248702425
2000,30,0.16,8000001,0,0,"ipw","mccs",0.754972413471536,0.0379663207415514
2000,30,0.16,8000001,0,0,"dr","naive",0.671559409309519,0.0166100126856094
2000,30,0.16,8000001,0,0,"dr","oracle",0.761152662395242,0.0158390322460312
2000,30,0.16,8000001,0,0,"dr","mccs",0.77301309780346,0.0197546524059883
2000,30,0.16,8000001,1,0,"gfmla","naive",0.655591442052355,0.0132823220928768
2000,30,0.16,8000001,1,0,"gfmla","oracle",0.750517773959349,0.0130354014206553
2000,30,0.16,8000001,1,0,"gfmla","mccs",0.7534141701469,0.0156603631750577
2000,30,0.16,8000001,1,0,"ipw","naive",0.616469690859231,0.0174771124046688
2000,30,0.16,8000001,1,0,"ipw","oracle",0.688444149067751,0.0178115002821163
2000,30,0.16,8000001,1,0,"ipw","mccs",0.694146953549801,0.0207463950158791
2000,30,0.16,8000001,1,0,"dr","naive",0.663302588454986,0.0142932363232868
2000,30,0.16,8000001,1,0,"dr","oracle",0.753496072700778,0.0142428949441316
2000,30,0.16,8000001,1,0,"dr","mccs",0.763652344129958,0.0174390648935594
2000,30,0.16,8000001,0,1,"gfmla","naive",0.603495229013502,0.015621778616509
2000,30,0.16,8000001,0,1,"gfmla","oracle",0.676876316468532,0.0160707503692617
2000,30,0.16,8000001,0,1,"gfmla","mccs",0.676488952078201,0.0175972127174235
2000,30,0.16,8000001,0,1,"ipw","naive",0.656728232579813,0.0294227429121074
2000,30,0.16,8000001,0,1,"ipw","oracle",0.741136578263252,0.0302591248702425
2000,30,0.16,8000001,0,1,"ipw","mccs",0.754972413471536,0.0379663207415514
2000,30,0.16,8000001,0,1,"dr","naive",0.663281826138397,0.0241635385907801
2000,30,0.16,8000001,0,1,"dr","oracle",0.751220086778677,0.0265711914074065
2000,30,0.16,8000001,0,1,"dr","mccs",0.766629100500871,0.0299390789321114
2000,30,0.16,8000001,1,1,"gfmla","naive",0.603495229013502,0.015621778616509
2000,30,0.16,8000001,1,1,"gfmla","oracle",0.676876316468532,0.0160707503692617
2000,30,0.16,8000001,1,1,"gfmla","mccs",0.676488952078201,0.0175972127174235
2000,30,0.16,8000001,1,1,"ipw","naive",0.616469690859231,0.0174771124046688
2000,30,0.16,8000001,1,1,"ipw","oracle",0.688444149067751,0.0178115002821163
