"n","vare","B","seed","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.OI.1","stde.OI.2","stde.OI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.OI.1","bste.OI.2","bste.OI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.2,80,7000001,-0.29869211185557,0.942983770697585,0.886410908047203,-0.510016342361145,0.390036161917813,0.665750762646093,-0.674255765687789,0.422913753962133,0.688992090607046,0.131900923062047,0.0885621437080992,0.0827513456335252,0.209819842123491,0.191408649524537,0.135278765132954,0.245676612791705,0.2216089062764,0.202089943447994,0.135057478429124,0.0908659179379584,0.0852426368019851,0.220376331958858,0.221449224400493,0.152825099612068,0.266234779168485,0.246322690447682,0.217464780337191
8000,0.2,80,7000001,-0.0568705798366674,1.04241437656903,0.921499298327692,-0.0342098222664568,0.886561975274018,0.800848267493896,-0.0601464783849911,1.08112128306774,0.967989604355264,0.0433760334298067,0.0416350119287766,0.0322928362096011,0.0579841883641533,0.0491626774924245,0.0314525690081398,0.0678145472681161,0.0636264035306559,0.0400902575288669,0.0435274125543131,0.0423269335179662,0.0328002538949663,0.058252195393779,0.050086639787288,0.0315243257258381,0.068235090063481,0.0650238073589321,0.0403581496015393
800,0.2,80,7000002,-0.0478669239513298,1.10583722793393,1.00090578023425,-0.0474582612300135,0.836521675049512,0.617185777287022,0.00142963699367467,1.0789121079152,0.735257251727308,0.0659771339859764,0.058699126885173,0.0367730737021086,0.111896703563423,0.0830369429664757,0.0877684619568818,0.121457360102454,0.133787055565602,0.0948005543499004,0.0919265039322838,0.109233055877377,0.100093126461639,0.109842434093093,0.0827833148474586,0.102089623253858,0.117946658361399,0.121928526007101,0.111658340266498
8000,0.2,80,7000002,-0.0628720254008314,1.05096922339501,0.921982387126113,-0.0692431033892524,0.888145425753199,0.708364824901907,-0.0828312721834413,1.08433035631698,0.843138190930171,0.0348850233542683,0.0364866963885406,0.0254497165807155,0.0482251522495927,0.0467202869035408,0.03414784302924,0.0576076518851158,0.0664434970069159,0.0517643762460008,0.0349769906845132,0.0372888667224654,0.0258124021383419,0.0483952506140324,0.0484654805222497,0.0348058476070789,0.0578757778774446,0.070550999673332,0.0536291354623726
800,0.2,80,7000003,0.133993573365228,1.05492631535135,0.985588743740668,0.145595078590692,0.893997206096723,1.04149557546652,0.0181629541920233,1.31262344570434,1.32912365094808,0.106066597057238,0.0682732832435346,0.103302158732742,0.125882215444183,0.0687904262657369,0.126668335930028,0.0985124156698136,0.203949243050706,0.169659758947601,0.106717928293896,0.0833155315950109,0.131214198150237,0.105565134774326,0.130412998047078,0.221781423918489,0.129650787971166,0.346702086919064,0.29538914740082
8000,0.2,80,7000003,-0.133490194687539,1.12741036127601,0.985447265322908,-0.0707723146079423,0.919697065948977,0.819209086756236,-0.0631831257424132,1.10727917053157,1.00323330731123,0.0695294787200624,0.0383835574978488,0.0380422197209662,0.0331059093905985,0.0200110724499878,0.0248440999793666,0.0335787447365791,0.0269772710195508,0.032820890778752,0.0706391316203832,0.0385659551818348,0.0381913603597174,0.0331906308754218,0.0201458899236375,0.0249720813802819,0.0337087481663078,0.0271067461653047,0.0328943468091538
800,0.2,80,7000004,-0.133877190804202,0.968822880958581,0.88103483915956,-0.000334308888691946,0.823212697649067,0.683711811329571,-0.0205354966743848,0.989929831147521,0.803817355504354,0.0779079069668207,0.0702567333929418,0.058710276316925,0.0650380771642328,0.0400004896046776,0.0511032939724314,0.0690966500885137,0.0458392421134249,0.0654150880417059,0.0786477725956595,0.0713708138854097,0.0594919837918427,0.0658226044721993,0.0403957557199414,0.0517421962429571,0.0698349331983688,0.0465613061617342,0.0668955764186522
8000,0.2,80,7000004,0.0832764283703263,1.09750748083643,0.937809540527202,0.0956575361500331,0.937186535487638,0.775308367481731,0.102570463828427,1.12107516293003,0.924912883959275,0.0514544772713291,0.0438191923431065,0.0409063586523917,0.0387516237623422,0.0341190254417355,0.0285364097208799,0.0396400411006195,0.0425550160706788,0.034716988212711,0.0517677092034129,0.0462857730316664,0.041496955183452,0.0388757632692611,0.0344353739477386,0.0286808796185989,0.039749690199016,0.0430433802200489,0.0349372501611504
800,0.2,80,7000005,-0.0639651409196242,0.98898318978217,0.999254354921082,0.105518202741329,0.78373501810526,0.720728446035533,0.0531170086064353,0.935215673504026,0.876216867862458,0.085294491847196,0.0709119386238997,0.120582555372157,0.0889667224782952,0.0612866754944233,0.0683483475470186,0.101219476202485,0.0833742473482678,0.102496356535603,0.0855001409203011,0.0748627633921358,0.159647094628792,0.0897084409621362,0.0619722127255376,0.0704042719003115,0.102124218098367,0.0845054184451903,0.106682115516056
8000,0.2,80,7000005,0.35117773907462,0.910890195896123,0.972762482017144,0.08595343583008,0.726325604708683,0.767798288120921,0.0957544597364396,0.897774733239309,0.883911178454932,0.20244206560901,0.13942937151406,0.0223529712021364,0.126744156266328,0.128793881112693,0.0445977543084923,0.1368109150155,0.141152228415572,0.0786140057043707,0.209639982014849,0.147475075200941,0.0243010724248797,0.128546635264026,0.134914252385933,0.0476074648938553,0.13879373068943,0.145329684514535,0.0808226681759192
800,0.2,80,7000006,-0.0929386508584521,1.09980110036053,1.08653145161417,-0.152263634077325,0.89559668699218,0.834031655413896,-0.169827741392355,1.12889782283746,1.04769729679055,0.0763753328236431,0.0551584897506397,0.0934726179683293,0.0816648804489257,0.0529542934884196,0.0704898386704896,0.0803097961119347,0.0680380599267371,0.080223692202804,0.0766632203968976,0.0654630615856094,0.113747579842787,0.0823256066582118,0.0537026954262976,0.071437243151402,0.0809626058174224,0.0687397490007063,0.080822020086828
8000,0.2,80,7000006,-0.0354196572875921,1.06329766569496,0.95253910769331,0.0581233064129665,0.963180067527198,0.759277255230425,0.0771685908055706,1.18907345655179,0.983404567550827,0.0686140375629205,0.0341688233326834,0.0397334991015193,0.0876131978052675,0.0469853060621377,0.04158033755638,0.095133786897566,0.0745246264359173,0.0550501832849342,0.0694317622089937,0.0344467454138715,0.0404679902003465,0.0893136786141675,0.0480292891623562,0.0421089518660319,0.0970704642559643,0.0766040240786431,0.0564309187988061
800,0.2,80,7000007,-0.0112708361383649,0.948905399920113,0.91804874599314,-0.088874789179487,0.860303131913376,0.653716733132677,-0.121360684294411,1.10181889152105,0.8189669363512,0.0665888574997696,0.0639144148374637,0.0385885983157755,0.100634364025886,0.0959686182317074,0.0698169141704002,0.112429245930783,0.130461649457566,0.116118248121137,0.0675022954412726,0.0676335512670245,0.0398398526123776,0.0983592159933294,0.13582947141474,0.0781514726910954,0.109165475349252,0.221879534789573,0.176598683620689
8000,0.2,80,7000007,0.0284802420905833,1.02664717971863,0.957471389902376,-0.0178480012155278,0.869131870788689,0.784969380763739,-0.0172772218003326,1.0312502900549,0.940132917405316,0.049127521852127,0.0474712615272995,0.0280288289097555,0.0329873462248469,0.0213144148219614,0.0212957311465669,0.0395164264749274,0.0284862822591246,0.031522218777446,0.0499256857614483,0.0517419871474753,0.02873405582039,0.0330916395006739,0.0213891377898423,0.0213989879634582,0.0397237481147097,0.0286475878870382,0.0317131857791588
800,0.2,80,7000008,-0.106266502493038,0.983100329723462,0.814546546502283,-0.0827104508225441,0.943890413986699,0.599575280916651,-2.97802352646308,5.40732792526563,4.45328367487109,0.0975304443241831,0.051749159364253,0.0616436848361221,0.112857834036394,0.0997740566437322,0.0737262344611977,15.7400194789556,24.477582130843,21.235723220059,0.0996126100394459,0.0512397934822107,0.0664635203812046,0.133982069049559,0.127343633660333,0.121177277423179,11.880836895504,18.2284820998046,15.9050759257746
8000,0.2,80,7000008,0.0693049587248091,1.00663416460601,0.924247363078297,-0.0478582853189622,0.73807409389656,0.80471210366997,-0.107559050159248,0.896413265381225,0.94825835985125,0.0850384701013984,0.0592762186215459,0.0283398145787188,0.138833605247596,0.111148184922603,0.0529553336634699,0.180879696003843,0.138431427302538,0.0660089681907725,0.08648911596983,0.0604271841940916,0.0287459814925198,0.141356998315127,0.117360967427448,0.0514285492256375,0.185626583692148,0.14591228354054,0.0639688914110921
800,0.2,80,7000009,0.0208873383036669,1.02512518378407,0.898906614146482,0.0377767168349386,0.852497556195306,0.719446824741949,0.0351052101930878,1.03942022223333,0.840366905493971,0.0587363309190155,0.0390875506258867,0.0452453280821793,0.0669776688070832,0.0419709320927219,0.0495167686094746,0.0712948008543235,0.0525671598299561,0.0672449385928705,0.0590798951266004,0.0394444581759018,0.0459431399457071,0.0672512941461647,0.0424007996107899,0.0509623117422332,0.071574370926077,0.0538802844083765,0.0714391578565019
8000,0.2,80,7000009,-0.00835694967929284,1.09591833859143,0.949839868164137,-0.082793219100379,0.921545439176515,0.885789710785176,-0.0598702785104653,1.13235931218476,1.04760669087985,0.0467984778909656,0.0324193927543148,0.0230087119756178,0.0580476286955355,0.0333233361695819,0.0497803720412279,0.0533003190349426,0.0442022945087294,0.0547366566113768,0.0473482688136699,0.0327457145781828,0.0231994575071985,0.0583952513411273,0.0336110798631691,0.0509473020958298,0.0536037877239213,0.0449670776667724,0.0556334822298076
800,0.2,80,7000010,-0.0446243904158288,1.15120099924697,0.894621816078497,-0.0098788663007174,0.967379802303496,0.837149685335118,-0.0032832912404549,1.11325689730831,0.960760628329454,0.0630301140742305,0.0393551285547211,0.0417713762710031,0.0628941951098477,0.0448068972037453,0.0465158600644636,0.0612520515494054,0.0515346998666274,0.0460131026622082,0.0644497901342732,0.0396363706463404,0.042808463122789,0.0631994834883076,0.0454850872409379,0.0470494693164768,0.0615449064201029,0.052802033729464,0.0465992091219236
8000,0.2,80,7000010,0.0531456297068437,1.08174078340034,1.01517094267333,-0.0721153264283961,0.905867250301184,0.862183509772917,-0.0561598293851465,1.06836796974711,0.981857036018073,0.0448280435744803,0.035610311163927,0.0319390173763875,0.0678969814435599,0.0483027586768107,0.0525248735340939,0.0478239455215332,0.0493509319133589,0.0412599856775398,0.0450910579771874,0.0359745282596744,0.032687436626337,0.0686389404621077,0.0486924040338586,0.0530726848521541,0.0480361388330344,0.0498141828431984,0.0417255713708481
