"n","vare","B","seed","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.OI.1","stde.OI.2","stde.OI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.OI.1","bste.OI.2","bste.OI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.2,80,1000001,0.0883304006902257,1.11913860740915,0.85959143186488,0.173151082249873,0.95169970981336,0.760179133496202,0.193327856965159,1.14275815921458,0.922730518000638,0.0679404733798651,0.0586470462887346,0.0447963624803023,0.0706029608023493,0.0572619914119893,0.0632049704886936,0.0798276844760438,0.0713996887520383,0.0820964286252657,0.0668696867445765,0.0715431616041978,0.0433575149712985,0.0711140756063023,0.0621720414698745,0.0651443134078702,0.081046179084624,0.0725087627064203,0.0835082301288064
8000,0.2,80,1000001,-0.0029854675551843,1.05918107430666,0.901788932156908,-0.0405678198527286,0.903217390893915,0.849390237931605,-0.0736488494218862,1.08182581064038,0.960399732569727,0.0320120670573515,0.0276159393813109,0.0322824643981218,0.0532173090435212,0.0497056512921461,0.0634281857836351,0.0694579680225754,0.0673450934740253,0.0793630103809485,0.0320876329493818,0.0277685414157082,0.0328345747693562,0.0534342741962114,0.0523903361588472,0.0687116477851224,0.0700537030575238,0.0719126909100711,0.0883780478238851
800,0.2,80,1000002,-0.0531089950897635,0.831544740911137,0.891625446552668,0.158872121510204,0.817402419716699,0.936714032894138,0.129340336770028,1.0340032476564,1.1309116876714,0.151570163147028,0.162102474558588,0.129119568832416,0.122762648299782,0.07153143963978,0.0671674300442312,0.141229702238073,0.0748301731544162,0.0912760747151069,0.156219602824219,0.169995038095328,0.13318316288094,0.124475876379454,0.073783378117548,0.0689312590638938,0.143959167680142,0.0766454076886445,0.0931052145765018
8000,0.2,80,1000002,0.0568663060082514,1.07688267162438,0.935936597499716,0.0686593540765192,0.85558522036456,0.770051889203391,0.0908218129949372,1.05045600850874,0.917671664842475,0.0319719330783017,0.024733126862759,0.0205798931619985,0.0611915133882122,0.0304763323867395,0.0308270039156506,0.0592602811105714,0.0298398459898097,0.0369093591104559,0.0320993543192224,0.0249508124483506,0.0208894073422539,0.0616249189500648,0.0306687734819824,0.0310202313027922,0.0596500167651734,0.0300444024859075,0.037151507560826
800,0.2,80,1000003,0.175973131600467,1.08936144274962,0.953151370121106,0.36324149356396,1.00431865688278,0.728070211694858,0.356939689438418,1.4998950905968,1.15384221829076,0.134736426583601,0.0557082136882942,0.0464858936506079,0.100768225508381,0.0622677309422908,0.0457597893232526,0.0633434366007595,0.564312659066204,0.362021585533226,0.150862693474237,0.0562285799028938,0.0471348442345824,0.15614195743556,0.058328461462782,0.0474593768996443,0.0843921234598348,0.486965436507009,0.323630028314954
8000,0.2,80,1000003,0.00738239752259767,1.06746215466987,0.914466195343209,0.0111798682165342,0.888729323073242,0.798859562245229,0.0165208468181724,1.10887608869853,1.00731805091408,0.0280502492492105,0.0193186333030402,0.0219787197506185,0.0313424748468088,0.0216937270986925,0.0249418815191945,0.0392673415234665,0.0627788141686748,0.0929784008043873,0.02646727474027,0.0231604975158596,0.0337352501393683,0.0315489471584568,0.0217279889063808,0.0269260634052342,0.0398701846676181,0.0662641377672958,0.0983926725123217
800,0.2,80,1000004,0.0219234567420871,1.10593626390466,1.04819512938319,-0.287108926201779,0.630721728961426,0.908343036011798,-0.274013653527147,1.16441891122557,1.37398439223832,0.110749283151399,0.0573452139929833,0.0724421228310918,0.202176301156998,0.111332723246443,0.109323533712347,0.202035317732753,0.617799701518661,0.6207351820849,0.119703123441269,0.0584352271105808,0.0757471117706783,0.251192718272265,0.118016363203317,0.112563038385416,0.28277526580481,0.652639970120217,0.615495298988185
8000,0.2,80,1000004,0.079461322731234,0.972484926785852,0.905188943556927,-0.0699269369220988,0.870609251895166,0.783581484104848,-0.0592312899526383,1.04747606309988,0.939695785833056,0.0494016571814988,0.0504252203205412,0.028667629094409,0.0676696832243817,0.0554978587325184,0.0361698591570049,0.0844297716218313,0.0747649895430406,0.0517170068520059,0.0496617989346686,0.051537567357129,0.0293426823613176,0.068197031901308,0.0573846525319912,0.0366537185177527,0.0850591014472419,0.0781982397377752,0.0529030383901465
800,0.2,80,1000005,-0.0777661077725774,1.13265363615421,0.936605416473449,0.0484326910846952,0.991062163728941,0.841695755319002,0.0753656649845761,1.26653375764162,1.06025848018749,0.0935484524062958,0.0578022197203343,0.0661081382710196,0.0874835079937151,0.0605673978778992,0.0699792292426315,0.0816854732445214,0.0881403572268815,0.0822203156585482,0.0943567284424176,0.0583093513204737,0.0673288555691591,0.088348118965317,0.061746579886731,0.0728089369805109,0.0823977751024286,0.0891528684178141,0.0834475119912242
8000,0.2,80,1000005,-0.0979259810988872,1.05724221665791,0.933182841288957,-0.010859246868595,0.910948657537575,0.803178678944394,0.00879092762966698,1.10015362868946,0.962073980328866,0.0599078565259518,0.0539066858224518,0.0400464042461181,0.0534528133273085,0.035063566220551,0.0341949286237727,0.0509305410360508,0.0374350199182397,0.0311709991831554,0.0604350093539711,0.0549928352366935,0.0405818187645934,0.0538320630526616,0.0355606137044772,0.0353111358674237,0.0512444212187733,0.0377227346959679,0.0313414868429337
800,0.2,80,1000006,0.0533981202458435,1.16808522577278,0.990984572616166,-0.0332452624443148,0.964848487392424,0.819858742467072,-0.0481569497109321,1.16505795557795,1.03575233651376,0.0632732202846137,0.0505340355521248,0.0447487028503849,0.0636917769531911,0.048495946622066,0.0543200845892662,0.0699520161861576,0.0635520178245135,0.0670029541880737,0.0637222266560883,0.0513170476735036,0.0452340877577892,0.0639533851944984,0.0489672530582387,0.0547973670904821,0.0703857269915017,0.0644040752917255,0.0677020988575059
8000,0.2,80,1000006,0.0632600420062744,1.116297431968,0.981660763481522,0.0231202699304343,0.942496789460512,0.791361771406892,-0.041788465379901,1.10433220755398,0.937055827879291,0.0414917623985532,0.0355177679426139,0.0272442096645192,0.0405049815513216,0.0283853355398652,0.0284585091965699,0.0508245104014612,0.0249125116153704,0.0391801969085314,0.0407840073536471,0.048488454534452,0.0331600208397387,0.0404838377255548,0.0305126023864742,0.0292043628836778,0.0504100836604862,0.0268940572833794,0.0384082453794924
800,0.2,80,1000007,-0.0912158911409981,1.12226241220031,0.932086723753372,-0.0817027186574551,0.994008767178401,0.790451308632098,-0.0645105384678397,1.27139580502674,0.995145319412523,0.0559970258135372,0.0480190231691812,0.0343329726590577,0.0897758156196269,0.0606496920897958,0.0444162790436928,0.0840560083517826,0.0835261458757136,0.0512067562732242,0.0564860339918176,0.0487610013087074,0.0349560021597344,0.0910205445136432,0.0625167198128076,0.0446828967317385,0.0849647758133086,0.0857643646042153,0.0520675990833438
8000,0.2,80,1000007,-0.00697510671244426,1.05846471946278,0.953276104748016,0.017085053872918,0.912980517270397,0.767482562288959,0.0159625284789156,1.0912409356562,0.913718919868581,0.0365733611961019,0.0349174414022732,0.0309666820203162,0.0327095558788776,0.0295146242041167,0.0248418837213982,0.0356355020862052,0.0346698923787728,0.0370855289763065,0.036687952838485,0.03522964945928,0.0313452389833979,0.0327525686719624,0.0302258428451055,0.025496998178421,0.0356724747701205,0.0358583177603644,0.0379118082308472
800,0.2,80,1000008,-0.0110973846452617,1.09821775140003,1.01032382048052,0.0842827603374043,1.03184060049521,0.801490059444351,0.122818166126807,1.31600755105753,1.0099425157692,0.065293021698827,0.0521961719671379,0.0504680056778799,0.128320200324558,0.105721539295581,0.0516894350388057,0.128498851816305,0.150096125257369,0.0784431660902493,0.0659942996851772,0.0532573178774291,0.0541403883776781,0.131775882524344,0.114249340732951,0.0550716803270147,0.133088266174977,0.167601536086358,0.0869305260465833
8000,0.2,80,1000008,0.0240371035757642,1.08269864108677,0.9964721534344,-0.00753756631223428,0.854782642982354,0.809587918065604,-0.0481353622195869,1.03292740457815,0.976745480315792,0.039995113391769,0.0305392100857302,0.0381920426924853,0.0606539117647711,0.0516766584897362,0.0377298996932453,0.0791118902799013,0.0682683909180296,0.058938156226427,0.0401200523828364,0.0305399877683548,0.0391904909100669,0.0609980515588285,0.0535465673828933,0.0380926614731871,0.079780655982236,0.0718397327687763,0.0598642649462291
