"n","vare","B","seed","pi.cc","ghat.N.1","ghat.N.2","ghat.N.3","ghat.O.1","ghat.O.2","ghat.O.3","ghat.C.1","ghat.C.2","ghat.C.3","stde.N.1","stde.N.2","stde.N.3","stde.O.1","stde.O.2","stde.O.3","stde.C.1","stde.C.2","stde.C.3","bste.N.1","bste.N.2","bste.N.3","bste.O.1","bste.O.2","bste.O.3","bste.C.1","bste.C.2","bste.C.3"
2000,0.05,30,2000001,0.05,0.393621724060374,0.496116420856768,0.598695405508707,0.328299810758496,0.489023457136293,0.649765483804823,0.899254704662174,0.846803702514164,0.797215261798715,0.0442006277213486,0.0323887199059165,0.0451701590614989,0.0495324550917177,0.0327809090562199,0.0443419006736538,21.5599004051442,14.3797413833524,7.32117157454224,0.047965364463663,0.0320904330845502,0.046874541208761,0.0521317855225048,0.0325878716540846,0.0458897307024873,21.0974164033935,14.0722002483682,7.16741134698011
2000,0.05,30,2000001,0.1,0.418815052958463,0.495492468751986,0.572195545775461,0.367767077835612,0.493095474840671,0.618401968565698,0.374250624767311,0.490411134051819,0.606449168602863,0.0385232489537146,0.027098963301309,0.0381739625334162,0.0433118801705235,0.0275701336107224,0.0422843210103229,0.059197626829036,0.0336693995811716,0.047606125161775,0.0391720931619633,0.0267232027963617,0.0395950124280868,0.0445723145990385,0.0273381558653591,0.0436422340040538,0.0676472707113048,0.0344213131783201,0.0559192853318985
2000,0.05,30,2000001,0.25,0.38722961603593,0.491421387288063,0.59571746385113,0.335778323874698,0.477083526605336,0.61847900060577,0.360679258375659,0.493515677234328,0.626368636114626,0.0257665721023284,0.0185483385435292,0.0279175179882598,0.0278400457186428,0.0188331879969279,0.0303516224811017,0.0333585704011761,0.0218330925020344,0.0346993798268177,0.0257960577846578,0.0185079132997941,0.0283061897405905,0.0280961032234836,0.0188211700385924,0.0307505398865875,0.0361999537275115,0.0219995216140509,0.0410428122451149
2000,0.05,30,2000002,0.05,0.502343477774442,0.559605253332647,0.617103171871782,0.424511547061386,0.534404338123446,0.644486457707278,0.503352080259593,0.603687802043826,0.704380260293662,0.0467744781332746,0.0332416000117962,0.0449926424185227,0.0541044225942766,0.0354178840536199,0.0500412084408858,0.0570737808374983,0.0361284646968452,0.0609282482501917,0.0470953577051128,0.0334048932902548,0.0453518771327055,0.0541753569312143,0.0355217699930138,0.0503759193598027,0.057426305118033,0.0366659076133126,0.0619380374039265
2000,0.05,30,2000002,0.1,0.468754704730657,0.535010723974344,0.601431702030843,0.437148509243422,0.529631045073042,0.622254599343895,0.468965938835938,0.565589752944027,0.662388501919632,0.0386440108018178,0.0266997279880117,0.0371864161320438,0.0428046072869934,0.0277870718008823,0.0419247535937061,0.0494568865322319,0.0304840260501232,0.0525591112249126,0.0387066788061649,0.0267894641518509,0.0375331014032179,0.0428807555403913,0.0278383189921792,0.0422635069652558,0.0496024304351409,0.0311442767406024,0.055405408161243
2000,0.05,30,2000002,0.25,0.455850456010463,0.52319921432738,0.590676661642919,0.429518961216573,0.527779286209947,0.626192421833496,0.452890354093045,0.537965171060982,0.623192458338916,0.0270152038648536,0.0192644955034354,0.0278119520040751,0.0303603031453489,0.0198406962008049,0.0295702329987995,0.0362701441625495,0.0232875767377062,0.0371396399536977,0.0270921636621279,0.0192868586332646,0.0279384366361638,0.030457483372365,0.0198741449269209,0.0296968022252852,0.0364959149770377,0.0234575932647374,0.0378553424835315
2000,0.05,30,2000003,0.05,0.434347729774352,0.489572878237513,0.544935887814963,0.405391842940483,0.494994492630122,0.584809825217123,0.442881133259806,0.507067112700933,0.57149469653668,0.0544937173937411,0.0367092005601525,0.0526791237152596,0.0561309432773589,0.037372322209499,0.050131388094201,0.0961599526186286,0.0420942130730747,0.0733927037975693,0.0549801990159968,0.0366566422818665,0.0533047447765739,0.0565273359604047,0.0374297293311088,0.0501126376075895,0.0965329624453572,0.0419567470810685,0.0728983781630436
2000,0.05,30,2000003,0.1,0.415007469731746,0.482036482296387,0.54921419159437,0.361799197863342,0.47909333865019,0.596621813460326,0.411081878267263,0.496254163201005,0.581712610669573,0.0383838156277393,0.0282348113093164,0.0421155083226738,0.0397558306888606,0.0287978453500859,0.0452448602522574,0.0668299762781799,0.0344687178307686,0.0636469505458602,0.0385191566830611,0.0282589612022764,0.042393496953214,0.0400672221703986,0.0289605312417809,0.0455091731781023,0.0677310451696959,0.0344815334280554,0.0643569823823409
2000,0.05,30,2000003,0.25,0.426423294761064,0.481725862221005,0.537126893501248,0.401761067892822,0.488196091913798,0.574760213813297,0.416027555943826,0.487341720746697,0.558815779894667,0.0278419483957686,0.0198435090449334,0.0303744535399913,0.0311805379407683,0.0218766134051268,0.0360814208708043,0.0446017744316572,0.0261537575588979,0.0465652146043491,0.0278846325734783,0.0198506571892497,0.0304464434323414,0.0314128656312361,0.0219491909449984,0.0362941479478633,0.0456404710502225,0.0264782353168861,0.0471388979182235
2000,0.05,30,2000004,0.05,0.356894134194197,0.543658206812918,0.730920943350585,0.358755451274647,0.552399832329829,0.746633508257784,0.31426230993053,0.546922371328584,0.780121897417641,0.0442005925776411,0.0379714823450161,0.0476507032923987,0.0503588462942904,0.0362090993518032,0.0496451738752789,0.0615660025261052,0.0405816690948296,0.055828996531362,0.0443396493689943,0.0380809963530713,0.0480893395825363,0.0502049356637721,0.0362177026652505,0.0500739286076505,0.0620068670592208,0.0412720749742252,0.0575269752804678
