"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.01,80,4000001,3,0.331317569795315,0.326152540846592,0.328014617970428,0.0278084166339118,0.0274002825519427,0.0278067293804199,0.0280484611124025,0.0276817974270045,0.0280941107491665
8000,0.01,80,4000001,3,0.333883195134047,0.33082552612374,0.33262397251388,0.00877395393353016,0.008692289040571,0.00880189539215958,0.00878810497577132,0.00870593503442203,0.00881596846646374
800,0.12,80,4000001,3,0.331317569795315,0.305094969384725,0.324231101542737,0.0278084166339118,0.0257662892338062,0.0314154380870078,0.0280484611124025,0.0260681171872949,0.0318843394848854
8000,0.12,80,4000001,3,0.333883195134047,0.31162040481512,0.329137079354144,0.00877395393353016,0.0080588542547438,0.00925635960891566,0.00878810497577132,0.00806886269606846,0.0092707402000048
800,0.23,80,4000001,3,0.331317569795315,0.292043456766066,0.326717017685544,0.0278084166339118,0.0245499641342284,0.0402143150675037,0.0280484611124025,0.0248195327844848,0.0410455223087211
8000,0.23,80,4000001,3,0.333883195134047,0.298859000065811,0.32708487961882,0.00877395393353016,0.00760044883114291,0.00972234270727485,0.00878810497577132,0.00760808569120284,0.00973721477440332
800,0.34,80,4000001,3,0.331317569795315,0.282529742858338,0.344927807830652,0.0278084166339118,0.0235184903402165,0.400222988506645,0.0280484611124025,0.0237548896458012,0.837732618590228
8000,0.34,80,4000001,3,0.333883195134047,0.289556483184659,0.325463762941028,0.00877395393353016,0.00725042361349168,0.0101978916741336,0.00878810497577132,0.00725642577867748,0.0102132873991659
800,0.45,80,4000001,3,0.331317569795315,0.2752888558403,0.356526840792576,0.0278084166339118,0.0226620879330822,0.026314259532966,0.0280484611124025,0.0228689299047699,0.0270457629346373
8000,0.45,80,4000001,3,0.333883195134047,0.282473661312274,0.324133004612894,0.00877395393353016,0.00697461936721261,0.0107336488052165,0.00878810497577132,0.00697945182973854,0.0107493837711983
800,0.56,80,4000001,3,0.331317569795315,0.269616793146004,0.57358727482554,0.0278084166339118,0.0219555474759479,0.0141568447036901,0.0280484611124025,0.0221365494462065,0.0142675391510902
8000,0.56,80,4000001,3,0.333883195134047,0.276908137081338,0.323393942894024,0.00877395393353016,0.00675195807948627,0.0126982542445992,0.00878810497577132,0.00675592746916065,0.012671480697107
800,0.67,80,4000001,3,0.331317569795315,0.265070787036571,0.126930837694962,0.0278084166339118,0.0213698268818683,0.00709621304076114,0.0280484611124025,0.0215283383055631,0.00710261731391309
8000,0.67,80,4000001,3,0.333883195134047,0.272425612539263,0.201127541597372,0.00877395393353016,0.00656861016166399,0.0034320540179522,0.00878810497577132,0.0065719257186944,0.00459146873071737
800,0.78,80,4000001,3,0.331317569795315,0.26135725419539,0.398656761550165,0.0278084166339118,0.0208795441827705,0.0147282529857286,0.0280484611124025,0.0210185357960357,0.0150344340413912
8000,0.78,80,4000001,3,0.333883195134047,0.268742374512507,0.0471001725970816,0.00877395393353016,0.00641512101023271,0.0017996408185167,0.00878810497577132,0.006417929773431,0.00210267634381756
800,0.89,80,4000001,3,0.331317569795315,0.258274460188052,0.345003019203168,0.0278084166339118,0.0204645178154497,0.0228637753550434,0.0280484611124025,0.0205866003688036,0.0241607762963594
8000,0.89,80,4000001,3,0.333883195134047,0.265665244348465,0.316107165375061,0.00877395393353016,0.00628481669316816,0.00800437384641796,0.00878810497577132,0.00628722472295559,0.00801616398063812
800,1,80,4000001,3,0.331317569795315,0.255679728250874,0.389472471722878,0.0278084166339118,0.020109226092935,0.0237376501409472,0.0280484611124025,0.02021667119272,0.0250544129647339
8000,1,80,4000001,3,0.333883195134047,0.263058227420758,0.335691906393547,0.00877395393353016,0.00617285880409734,0.00805257303419584,0.00878810497577132,0.00617494440759079,0.00852893567922643
800,0.01,80,4000002,3,0.289429914528193,0.285370135579842,0.286413099570129,0.0291643474597341,0.0283223474327113,0.0287804025718737,0.0296726731779824,0.0287792872666084,0.0292641436196087
8000,0.01,80,4000002,3,0.327197355371353,0.324773740873424,0.326280928483477,0.00864274516397861,0.0085519107294361,0.00866587963708902,0.00865630831584332,0.00856517012652492,0.00867963421498357
800,0.12,80,4000002,3,0.289429914528193,0.270846164200284,0.278843387852051,0.0291643474597341,0.0251466569286649,0.0292896309134329,0.0296726731779824,0.0254190331878221,0.0297746517784997
8000,0.12,80,4000002,3,0.327197355371353,0.309366262583011,0.324076153631406,0.00864274516397861,0.0079343628377977,0.00914204140976932,0.00865630831584332,0.00794463050956024,0.00915766244978945
800,0.23,80,4000002,3,0.289429914528193,0.263521991125828,0.274937232283907,0.0291643474597341,0.0233891931857222,0.0299977979926331,0.0296726731779824,0.0235760228972703,0.030479254119894
8000,0.23,80,4000002,3,0.327197355371353,0.299123665717427,0.322938230813603,0.00864274516397861,0.00751615532309522,0.00964632078817931,0.00865630831584332,0.00752439024758493,0.00966390557980548
800,0.34,80,4000002,3,0.289429914528193,0.2587666111907,0.272130939000188,0.0291643474597341,0.0221741560890066,0.0305553533237127,0.0296726731779824,0.0223104511799864,0.0309987150583309
8000,0.34,80,4000002,3,0.327197355371353,0.29162809478719,0.322094874786129,0.00864274516397861,0.00720143009392816,0.0101657402322849,0.00865630831584332,0.00720821911747107,0.0101853657610137
800,0.45,80,4000002,3,0.289429914528193,0.255387646868326,0.26998675017093,0.0291643474597341,0.0212722383396199,0.0309899585101065,0.0296726731779824,0.0213759783097651,0.0313591105221643
8000,0.45,80,4000002,3,0.327197355371353,0.28588889956492,0.321421747987454,0.00864274516397861,0.00695343516443136,0.0107089071199567,0.00865630831584332,0.00695915014164408,0.0107306509878663
800,0.56,80,4000002,3,0.289429914528193,0.252849654941026,0.268364541095683,0.0291643474597341,0.020572846045489,0.0313855522723777,0.0296726731779824,0.0206543703614764,0.0316695464194312
8000,0.56,80,4000002,3,0.327197355371353,0.281351515008891,0.320872302442093,0.00864274516397861,0.00675223636482014,0.0112878798794036,0.00865630831584332,0.00675712750893635,0.0113118040014759
800,0.67,80,4000002,3,0.289429914528193,0.250867730541546,0.267357691842745,0.0291643474597341,0.0200133309700646,0.0320403308184801,0.0296726731779824,0.0200790155915857,0.0328887827865324
8000,0.67,80,4000002,3,0.327197355371353,0.277674792609392,0.32041666089272,0.00864274516397861,0.00658548960061932,0.0118975423837935,0.00865630831584332,0.00658973310800294,0.0119234422646278
800,0.78,80,4000002,3,0.289429914528193,0.249274350067366,0.245300618143727,0.0291643474597341,0.0195549489016451,0.0378741508157147,0.0296726731779824,0.019608935117309,19.4853245693201
8000,0.78,80,4000002,3,0.327197355371353,0.274636046376977,0.320003420442082,0.00864274516397861,0.00644496041970423,0.0124819120860486,0.00865630831584332,0.00644868461040552,0.0125077066468368
800,0.89,80,4000002,3,0.289429914528193,0.247963930268424,0.426560031540922,0.0291643474597341,0.0191722640026367,0.0147695825491508,0.0296726731779824,0.019217355742636,0.0170275614356019
8000,0.89,80,4000002,3,0.327197355371353,0.272083408240664,0.319617728097354,0.00864274516397861,0.00632488638466678,0.0137967933503367,0.00865630831584332,0.0063281871825607,0.0138055106951332
800,1,80,4000002,3,0.289429914528193,0.246866368151422,0.280063011804652,0.0291643474597341,0.01884781244896,0.0300781195076784,0.0296726731779824,0.0188859747087925,0.0336894491559504
8000,1,80,4000002,3,0.327197355371353,0.269909655291944,0.317688520070035,0.00864274516397861,0.0062210940742863,0.0079473950535463,0.00865630831584332,0.00622404473026105,0.00834068758781943
800,0.01,80,4000003,3,0.342930175435578,0.33896332868444,0.340934360558546,0.0277058808168792,0.0274366978995161,0.0278316955259536,0.0281538521542205,0.0278715486237045,0.0282810304550397
8000,0.01,80,4000003,3,0.334242401764375,0.331780546965111,0.333292168832426,0.00830566437537713,0.00827197432177514,0.00835763942434403,0.00831607696269834,0.0082822164767491,0.00836812749478309
800,0.12,80,4000003,3,0.342930175435578,0.317549924951105,0.336072481416204,0.0277058808168792,0.0254983227806827,0.0301834529635413,0.0281538521542205,0.0258220927248521,0.0306401596007324
