"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.01,80,3000001,3,0.313774653661239,0.317058935697019,0.319276385881414,0.0287002774527773,0.0289351090443604,0.0293570393452874,0.029288813007978,0.0295549904505022,0.0300004516155335
8000,0.01,80,3000001,3,0.332297699931076,0.331003879542728,0.332596351713366,0.00860363725225835,0.00852379570197614,0.00862881996395286,0.00861536360397406,0.00853508456218845,0.00864045050212707
800,0.12,80,3000001,3,0.313774653661239,0.308468313971692,0.335772055972343,0.0287002774527773,0.027414289537147,0.0323388197241204,0.029288813007978,0.0280722191630922,0.0334172625161572
8000,0.12,80,3000001,3,0.332297699931076,0.317225711193946,0.33319393452344,0.00860363725225835,0.00796152780078518,0.0091087441976668,0.00861536360397406,0.0079701705825203,0.00912062891212989
800,0.23,80,3000001,3,0.313774653661239,0.296888442585403,0.343922038218139,0.0287002774527773,0.0257685829304111,0.0359093228792966,0.029288813007978,0.0264011244192491,0.0586895042171077
8000,0.23,80,3000001,3,0.332297699931076,0.307175937578487,0.333440424894901,0.00860363725225835,0.00755578903741909,0.00960383829726472,0.00861536360397406,0.00756277054958924,0.00961609880815562
800,0.34,80,3000001,3,0.313774653661239,0.286865909694682,0.433894488124458,0.0287002774527773,0.0244324699305346,0.0144176516697428,0.029288813007978,0.0249999720307171,0.0144229999654539
8000,0.34,80,3000001,3,0.332297699931076,0.299603471170757,0.333598788194479,0.00860363725225835,0.00724280205829403,0.0101009601015778,0.00861536360397406,0.00724862194889915,0.0101137073313171
800,0.45,80,3000001,3,0.313774653661239,0.278532485066943,0.688732131349961,0.0287002774527773,0.0233604989474333,0.0265701269073881,0.029288813007978,0.0238541272592645,0.162746708737934
8000,0.45,80,3000001,3,0.332297699931076,0.293699356878656,0.33370204309715,0.00860363725225835,0.00699359284231045,0.0105986274140649,0.00861536360397406,0.00699855544566484,0.0106120087344881
800,0.56,80,3000001,3,0.313774653661239,0.27162091766109,0.328078116923405,0.0287002774527773,0.0224870036277882,0.010868915930915,0.029288813007978,0.0229130900291868,0.0414510839877378
8000,0.56,80,3000001,3,0.332297699931076,0.288967432490143,0.333732370914841,0.00860363725225835,0.00679037626783981,0.0110559258576683,0.00861536360397406,0.00679468181047854,0.0110699240438314
800,0.67,80,3000001,3,0.313774653661239,0.265846450138369,0.919088706486198,0.0287002774527773,0.0217628766119637,NA,0.029288813007978,0.0221318730917249,NA
8000,0.67,80,3000001,3,0.332297699931076,0.285089526084491,0.333531669857918,0.00860363725225835,0.00662145314791824,0.0111798326143189,0.00861536360397406,0.00662524047745008,0.0111930690290849
800,0.78,80,3000001,3,0.313774653661239,0.260972881560627,0.396257376733724,0.0287002774527773,0.0211535873587672,0.0110710826759258,0.029288813007978,0.0214755954096246,0.0137857274328441
8000,0.78,80,3000001,3,0.332297699931076,0.281852841454956,0.332886324454708,0.00860363725225835,0.00647879180478471,0.0109912969028988,0.00861536360397406,0.00648216105980939,0.0110045414760766
800,0.89,80,3000001,3,0.313774653661239,0.256816008719417,0.373363211442834,0.0287002774527773,0.0206344481148041,0.0508294229536396,0.029288813007978,0.0209179557454255,0.046755940434459
8000,0.89,80,3000001,3,0.332297699931076,0.279109838156762,0.332621722443746,0.00860363725225835,0.0063566924860443,0.0131326219104693,0.00861536360397406,0.00635971815287532,0.013154266830489
800,1,80,3000001,3,0.313774653661239,0.25323443050466,0.362237117190653,0.0287002774527773,0.0201873212770417,0.0803453244535962,0.029288813007978,0.0204391221656538,0.0708865481426798
8000,1,80,3000001,3,0.332297699931076,0.27675504637889,0.329098300313035,0.00860363725225835,0.00625099750309098,0.00819702644440879,0.00861536360397406,0.00625373639858729,0.00824941874828869
