"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,4000001,0.508580317846537,-0.0114667869373674,-0.193715684183809,0.14601795497765,0.153457682400708,0.518004581682351,0.369977430676899,0.100812398358283,0.15854773635022,0.533294638159519,0.381922973636967,0.101131972120756
8000,0.05,80,5,2,4000001,0.445668369801082,0.148680299683717,0.0680267479760982,0.123112855488575,0.010488754982416,0.0260815716877307,0.023637504126485,0.0213192930330267,0.0105401700769942,0.026335318445375,0.0237306561709845,0.0213297156102494
800,0.05,80,5,6,4000001,0.530642664724155,0.148804497166794,0.163868816718465,0.043772333342187,0.046923587493908,0.129492202880799,0.0981545153756524,0.111542548477219,0.0478973503007665,0.132415667200159,0.0990663447343029,0.113194020033452
8000,0.05,80,5,6,4000001,0.447616912637928,0.182506721296689,0.103408823486507,0.117971531944779,0.0133254592935078,0.0409820529943923,0.0356349207955868,0.0234617158822643,0.0137057506091296,0.0428915288508478,0.0359077247867759,0.0235009335097384
800,0.05,80,5,10,4000001,0.548806033940233,0.187247716629443,0.247815504935741,0.0228504542983679,0.0569251001518367,0.174740332546996,0.138867713570694,0.128359865188114,0.0584787823462965,0.179062565070522,0.140342461159439,0.130725119548712
8000,0.05,80,5,10,4000001,0.437201325426086,0.214663725689615,0.0866971897232024,0.120919156176754,0.0143750390391557,0.0536693569814802,0.0339950071481796,0.0240787140257933,0.0151758490897446,0.0572056495458505,0.0343841987611174,0.0241514350527007
800,0.05,80,5,14,4000001,0.544068724720153,0.0815873919973227,0.136463066694548,0.0339840047560312,0.0532025666784257,0.151315769178482,0.103821217530679,0.11602465949173,0.0545946477547154,0.154821014366857,0.105210224362452,0.11801844722607
8000,0.05,80,5,14,4000001,0.440606712118124,0.203299746570116,0.0921007509094885,0.120726140730639,0.0132621563408338,0.0476057505850558,0.0320120778524942,0.0235383454013518,0.0138596200452442,0.0505008591197998,0.0322516826047167,0.0235962324913668
800,0.05,80,5,18,4000001,0.525304451962652,0.136458290744381,0.125921600515884,0.0417394845401143,0.0451947554512129,0.124313713129083,0.0901158717444195,0.109006479322682,0.0460905411646513,0.127189194035585,0.0909473489111532,0.11045924035003
8000,0.05,80,5,18,4000001,0.442632645615758,0.196269471209163,0.0918000648331738,0.11751575184154,0.0147012373561057,0.0477822995798799,0.0380810316345943,0.0239463487147995,0.0152814860177516,0.0502715553111124,0.0385791620530166,0.0239976535658866
800,0.05,80,5,2,4000002,0.384189391476291,0.294373324888827,-0.23931756674776,0.0660662282281348,0.0810485359068967,0.151741608016156,0.220033901528313,0.0946276330420648,0.0842345948365514,0.157920439109615,0.226785592916842,0.095683893381735
8000,0.05,80,5,2,4000002,0.42313122308904,0.229354190058361,0.178344895013594,-0.305890998971092,0.301468485354409,0.335246571564289,0.468171014876055,2.01790461923998,0.317846390522059,0.58392285288183,0.636115007043466,2.57418017551247
800,0.05,80,5,6,4000002,0.424760068427742,0.267248392658669,0.0420294509639074,0.15455374023246,0.046154780354793,0.13193521295492,0.0844617236043478,0.0994892815733527,0.0476308396568276,0.139235975224347,0.0852784920855955,0.101560852405726
8000,0.05,80,5,6,4000002,0.441081361931336,0.229913926856634,0.211870011487401,0.161478657742056,0.0166270579592072,0.0425653314418146,0.0674370255867342,0.034214521569102,0.0166985421513297,0.0428339973585703,0.0677936235767368,0.034313446689374
800,0.05,80,5,10,4000002,0.43751614547353,0.201921730552112,0.00493496085093541,0.123752282553785,0.0411618462633245,0.102096505185382,0.0759642642848194,0.0807971491316769,0.0419840495875347,0.10525886070391,0.0764331261973751,0.0815981920361029
8000,0.05,80,5,10,4000002,0.423287371424943,0.245809126979824,0.0874145386136736,0.152132056309766,0.0153988777220582,0.0443911701269417,0.0348000560858045,0.026327305801544,0.0154835350789548,0.0447872897542158,0.0348761132418832,0.0263539386346869
800,0.05,80,5,14,4000002,0.438170844401002,0.203989008829199,0.015087151079882,0.122308201716857,0.0391928657998681,0.096652288821731,0.0767402447051869,0.0802660106638483,0.0398993918483188,0.0995516345744457,0.077168839264323,0.0810511381065904
8000,0.05,80,5,14,4000002,0.426290584329381,0.303138018140524,0.217461082546816,0.16283793944981,0.0215363328238145,0.0823461329978273,0.0809239627834257,0.0383130541615896,0.0217536307071484,0.0839897841402228,0.0818314686157312,0.0384590912546057
800,0.05,80,5,18,4000002,0.439965994705015,0.196021330168648,0.00263859948019525,0.103794122737415,0.0382265853813319,0.0823982116122692,0.0943330733574266,0.0767434400480174,0.0387486698264377,0.0842491967121185,0.0951107132747557,0.0773156100809976
