"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,8000001,0.447294204832474,0.366591061674348,0.144806733095452,0.16104706028613,0.0330398338911413,0.120122442661055,0.0720970946626436,0.077736298326797,0.0332814292497077,0.121187980486216,0.0728836770808372,0.0782816727916211
8000,0.05,80,5,2,8000001,0.438865685533932,0.223015102281587,0.0944080999804948,0.136483116090168,0.0117253344762526,0.0339318897311193,0.0246144367146423,0.0264948865236718,0.0117506507539052,0.0340687833605468,0.0246846064522624,0.0265438148743244
800,0.05,80,5,6,8000001,0.446933538488397,0.267128898497057,0.0520685116375826,0.143687765175024,0.057367905020387,0.101828089198107,0.179363479692327,0.0785398043718863,0.0578994838154893,0.102611421113783,0.181214699486727,0.0789692729407221
8000,0.05,80,5,6,8000001,0.448508474888776,0.230712671315636,0.12394624793403,0.119375839914439,0.0167832318083251,0.047730901051296,0.0491282331095684,0.0342516957679283,0.0168884881055097,0.0483133497273326,0.0497027581008222,0.0343558707424168
800,0.05,80,5,10,8000001,0.411491872255568,0.376907043969111,-0.0037972947333105,0.155381480557673,0.0428673816094785,0.111864597635587,0.103758573471798,0.0760714757479132,0.0432683085285568,0.112863210826957,0.10494736502543,0.0764973863398446
8000,0.05,80,5,10,8000001,0.450611423960912,0.219094402519148,0.121270594757058,0.119142957407957,0.0157726433304555,0.0381383886818563,0.0486950761543484,0.0327551057548517,0.0158462436039693,0.0384235805473828,0.0493482248671391,0.0328405024899917
800,0.05,80,5,14,8000001,0.399048456477043,0.42769849937951,-0.0146838468425471,0.1580060922001,0.043405477835343,0.123007308943992,0.0965364552637752,0.0768876686761329,0.043795705203109,0.124076699874775,0.0975925622551775,0.0773317977899891
8000,0.05,80,5,14,8000001,0.435475976134235,0.250248632695319,0.0964861402062721,0.124869518202044,0.0157631444095981,0.0392808140343886,0.040000369024802,0.0302289677807093,0.0158233734636799,0.0394419302145553,0.0402802618255913,0.0303164496827397
800,0.05,80,5,18,8000001,0.470538625579583,0.200765234369298,0.109074733123529,0.157809752015839,0.0333877940883195,0.0750258860082001,0.0957228748741738,0.071413538213094,0.0336566507169809,0.0754848654519019,0.0969056665240949,0.071780680752169
8000,0.05,80,5,18,8000001,0.43669455602176,0.220664631562146,0.0829862427939135,0.130774759878701,0.0137281674453421,0.0314100928331487,0.0353859271660478,0.0267669700004962,0.0137590514405708,0.0314728185114699,0.0355629788233078,0.0268109607750235
800,0.05,80,5,2,8000002,0.474351363347034,0.203360238110936,0.127434503221344,0.093210638106603,0.0330139023628287,0.109845092163464,0.0921026361733621,0.0710826489227881,0.0332896828837879,0.11226120238966,0.0946299063072399,0.0714938230978265
8000,0.05,80,5,2,8000002,0.467092606093026,0.151045849156307,0.184867913687548,0.149200700950742,0.0138160918290248,0.0271966302905012,0.0433846466275407,0.0269875482769565,0.0138859351390905,0.0274135962685389,0.0435892194404488,0.0270516894266127
800,0.05,80,5,6,8000002,0.474828116943528,0.181312179442666,0.0898510104047807,0.12918837097887,0.0473656313295777,0.100408509319782,0.127202551594276,0.0686647923551668,0.0481172091134048,0.101899929732113,0.129907978495715,0.0689865717197422
8000,0.05,80,5,6,8000002,1.24688490224922,-0.432414154847339,2.91673958250764,0.245178292305555,3.3293651752509,2.47602577088408,11.4576431919117,0.550716846945831,3.17501367583845,2.36485287660517,11.0378671074201,0.544577496061959
800,0.05,80,5,10,8000002,0.486048771905054,0.225620945754775,0.0949649682545673,0.0917560638341619,0.0441978256085507,0.090525838229295,0.176642518851282,0.078049726237906,0.0471435495973143,0.090953285238665,0.202696214186677,0.080124771050842
8000,0.05,80,5,10,8000002,0.456186360581146,0.195573436289869,0.177863804353609,0.136210966815662,0.0160649590061898,0.0557327479767285,0.0537533339218862,0.0353758693315365,0.01629297613853,0.0573596652532004,0.0540651070582456,0.0355758978573936
800,0.05,80,5,14,8000002,0.476904230311443,0.191779283263945,0.100296081358348,0.11527458038346,0.0351057938621313,0.0872923112875253,0.0950871831840667,0.0658074190127693,0.035548327321408,0.0882764232586828,0.0984594939308175,0.0661810398156946
8000,0.05,80,5,14,8000002,0.45203380569588,0.20030975780298,0.159666300531209,0.143227855036054,0.0140344776561166,0.04754350076701,0.0397515243418025,0.0295793135371016,0.0141714726665548,0.0484458713840606,0.0399700715507322,0.0296758663005907
800,0.05,80,5,18,8000002,0.476220881620023,0.191338180685317,0.0988354022201344,0.116699501321191,0.0352080792916741,0.0876174677370097,0.0932660517806372,0.0655104067572095,0.0356382156405613,0.0886232275784521,0.0963271243468896,0.065860336162064
8000,0.05,80,5,18,8000002,0.46033500205926,0.169613207108357,0.172295201316385,0.145423078031224,0.0146729965254155,0.0360419398085972,0.0421487831464289,0.0270668020929863,0.0147888216835397,0.0364936685564555,0.0423696359634334,0.0271319213550344
800,0.05,80,5,2,8000003,0.460018934664736,0.214906746626483,0.0906630917912166,0.0875574506223906,0.0399632724559989,0.142386315463408,0.0850016003528315,0.0858994586503812,0.0408593103323102,0.147313174655812,0.0864076125328047,0.087560024931941
8000,0.05,80,5,2,8000003,0.452572839493036,0.147219813557053,0.102569753094564,0.134830080697926,0.0106351624014665,0.0217249459324092,0.0276323821537833,0.0218167684409116,0.0106499240193795,0.0217497853689078,0.0277015560515939,0.0218264091507062
800,0.05,80,5,6,8000003,0.491837916886491,0.0866070956051024,0.263146234698059,0.0548466107181962,0.0567430235610024,0.171927123662477,0.31824748341161,0.119494455243139,0.0585754036914253,0.184131352757154,0.321515967285875,0.12249006106934
