"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,5000001,0.422583491314332,0.284294965137475,0.196382846116169,0.205300401497071,0.0400095800031116,0.106288316381836,0.119908625385049,0.0757952304666608,0.0403868080888113,0.107083984293226,0.120700268924899,0.0761848512938572
8000,0.05,80,5,2,5000001,0.424281356529923,0.249546751246633,0.0252031925579352,0.177456270253743,0.012642389193595,0.0369293749843226,0.0209074119232484,0.0221442104253535,0.0126694506649312,0.0370606397547675,0.020931302158889,0.0221570090349459
800,0.05,80,5,6,5000001,0.425893162077834,0.21401046491504,0.137365978201851,0.212439039823602,0.0359501740903239,0.0638255104667793,0.0896647248335973,0.0648963252285353,0.0361615483698651,0.0641212936888508,0.0904862075475072,0.0651194188107771
8000,0.05,80,5,6,5000001,0.436495928293869,0.238220392639205,0.0840479412772753,0.185610254783107,0.0142421201076842,0.0373329067241538,0.0351153904242845,0.0251625748863543,0.0142971548692599,0.0374874828055407,0.0352919202035077,0.0251970627904467
800,0.05,80,5,10,5000001,0.418382023564266,0.266997570564143,0.144152902659927,0.193722811952225,0.0357360709486742,0.0792916950656015,0.0774440508656636,0.0674198643146884,0.0359568706741391,0.0797377453519727,0.077854816635507,0.0676894368652379
8000,0.05,80,5,10,5000001,0.448542092833788,0.200331217455319,0.106078830251045,0.185558713340369,0.0146993935923474,0.0369698795311078,0.0436910630728002,0.0270283367580425,0.0147717671939849,0.0373399013558391,0.0438575637061881,0.0270826649330976
800,0.05,80,5,14,5000001,0.41353657008725,0.268580374537578,0.138213011776225,0.206299667510832,0.0380323596535094,0.0801462838757997,0.0882141718385546,0.0677857457576359,0.0382886028339442,0.0806055566627919,0.0888550850533908,0.068057015513119
8000,0.05,80,5,14,5000001,0.441353827956479,0.201551258240267,0.0576780921819747,0.180015305063329,0.0121264834562662,0.0280375183973625,0.0295828577465761,0.0227006655833764,0.0121507396152173,0.0281098588973098,0.0296549103641928,0.0227175600909915
800,0.05,80,5,18,5000001,0.405618955134401,0.29037625454498,0.126589742535429,0.202469019160544,0.0375441753933943,0.082147466337586,0.08069531506949,0.0671364222891063,0.0377816178311263,0.0826219917719171,0.0812051664867066,0.0674000812137784
8000,0.05,80,5,18,5000001,0.432211909868279,0.23121225658512,0.0451707489945157,0.178213041822213,0.0131508767964768,0.0335835833563819,0.0294492184479191,0.0229501026854843,0.013180788895865,0.0336864089964508,0.0295229186224989,0.0229674601927804
800,0.05,80,5,2,5000002,0.453086214699901,0.272896658290068,0.0233716039137625,0.00682874255787357,0.0714811673576503,0.205842115044486,0.174561461105149,0.0903063861505489,0.0762818149166893,0.221841085462611,0.184305839293384,0.0914326191994699
