"n","vare","B","n.supp","k","seed","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5,2,9000001,0.424436599757731,0.236198168611711,0.0706311611695266,0.0710765812065101,0.0299902229499623,0.0724436467182353,0.0687595367049853,0.0642402752358339,0.030162300203218,0.0728129389238944,0.0698004996698186,0.0645104207945563
8000,0.05,80,5,2,9000001,0.444430465115734,0.155416973860613,0.0939945187919023,0.143787226232963,0.00960552279460328,0.0238850457420961,0.0206539002081737,0.0237592472350437,0.00961280926173973,0.0239473203164601,0.0206912007996053,0.0238010140026013
800,0.05,80,5,6,9000001,0.408251198078966,0.273785265198582,0.0710202508139381,0.0669329650044515,0.0413883779933187,0.0912899676548729,0.119254004793475,0.0708128180198066,0.0420227684395265,0.0918752639113419,0.123854222732135,0.0711426991576227
8000,0.05,80,5,6,9000001,0.448144490158036,0.199051528324061,0.148922472090191,0.155846538898877,0.0144303812015328,0.0354094384207414,0.0451750657338915,0.0314441664746455,0.0144958228894133,0.035569092993195,0.0456088363991391,0.0315941416293791
800,0.05,80,5,10,9000001,0.354682784435965,0.178776398410851,-0.0181597374245573,-0.000646267792699035,0.0982744741097556,0.135550661627145,0.251215560957229,0.147879824228424,0.098729289358949,0.142827187253245,0.277141888253274,0.149983962235818
8000,0.05,80,5,10,9000001,0.43315099267852,0.251448618131767,0.107474007005947,0.142272234721924,0.0156854415444423,0.0538174572692044,0.0352446536415725,0.0334627271213639,0.0157769909677229,0.0545697423423383,0.0354508684106045,0.0336758173447089
800,0.05,80,5,14,9000001,0.417679938918437,0.281366270684425,0.0947921158317251,0.0587731975641028,0.0367045151610368,0.0965106439742627,0.0966069290663265,0.0695391861653911,0.037106431406296,0.0972152413431357,0.0994118956069603,0.0698913028792534
8000,0.05,80,5,14,9000001,0.436585912714342,0.261124511913831,0.140494588996421,0.146220778332746,0.0150774734577769,0.046624734210056,0.0424536004170954,0.0345117977485208,0.0151317711418135,0.0470343667174949,0.0428308176579816,0.0347443598158232
800,0.05,80,5,18,9000001,0.413629499005659,0.2727573639232,0.0653150616348609,0.0713673231995423,0.0349892491267622,0.0860146502563142,0.0872298671304922,0.066471874774176,0.0353289973644176,0.0865830970686251,0.0892681898965676,0.0667563365139522
8000,0.05,80,5,18,9000001,0.430073567248194,0.262978288740267,0.0951039846826839,0.139997588203764,0.0181152036948397,0.062693652963495,0.0367606293967371,0.0341492420206005,0.0183170661082791,0.064039441977877,0.0369750042268204,0.0343743648338863
800,0.05,80,5,2,9000002,0.447494608430239,0.162423280157628,0.0758530368431347,0.207359971188447,0.0298053842394813,0.056830297630124,0.0659967948629821,0.0643252006365443,0.0299400679860106,0.0571190079644711,0.0665292990712785,0.0644860886869443
8000,0.05,80,5,2,9000002,0.444167898099233,0.148174680583932,0.0590578517703108,0.185888804214702,0.0130354930300018,0.0227966255992184,0.0457780624323383,0.0270292946902468,0.0130975756680402,0.0228292843201692,0.0461630340064755,0.0271078681954821
800,0.05,80,5,6,9000002,0.438904345475993,0.22908112400471,0.0988057126826481,0.210859960920586,0.0354086374310864,0.0840834184602286,0.074295350824579,0.0674215016747125,0.0356817716557437,0.0848028207675065,0.0751691135665297,0.0676236577291927
8000,0.05,80,5,6,9000002,0.406053339155048,0.22313160400318,-0.0323768998213044,0.209845697931333,0.0275973340367861,0.0448553250165795,0.107466835076873,0.0424997398259207,0.0298030268827598,0.0451120588958034,0.118450357230592,0.0424078206797652
800,0.05,80,5,10,9000002,0.438433732172786,0.225697385640874,0.118486856099348,0.221814630849187,0.0397207455932078,0.0883067099731387,0.0942219658475243,0.0694586710553609,0.0400948756389139,0.0890965555658555,0.0958466061631389,0.0696246632201778
