"n","vare","B","pi.cc","seed","ghat.OL.1","ghat.OL.2","ghat.OL.3","ghat.OL.4","ghat.NL.1","ghat.NL.2","ghat.NL.3","ghat.NL.4","ghat.CL.1","ghat.CL.2","ghat.CL.3","ghat.CL.4","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.OL.1","stde.OL.2","stde.OL.3","stde.OL.4","stde.NL.1","stde.NL.2","stde.NL.3","stde.NL.4","stde.CL.1","stde.CL.2","stde.CL.3","stde.CL.4","stde.OI.1","stde.OI.2","stde.OI.3","stde.OI.4","stde.NI.1","stde.NI.2","stde.NI.3","stde.NI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4"
2000,0.05,80,0.05,9000001,0.381227107357228,-0.0627659840310652,0.256061554095937,-0.00946044603804224,0.371157767800572,-0.0942752658288906,0.230256591952167,-0.18965273024193,0.37866832918127,-2.60111360809096,0.732471246634762,-2.26867700216525,0.527013024242841,-0.0510473958430716,0.235142376591153,0.428126514633051,0.4897939375573,-0.0855496068901414,0.0924804443970844,0.426026260908216,0.508747025729452,-0.104706297257474,0.245293024237927,0.470408424535504,0.0847953575471577,0.211655032744871,0.195022847638259,0.235360513672109,0.0759244267482915,0.16975044052572,0.17400499608306,0.186117041012278,0.149355246130943,11.0095508279826,0.999715968839189,10.7921136314811,0.056930465980371,0.130346516614509,0.134841265849676,0.127681093357742,0.0550273670800263,0.118645794499611,0.115215603669166,0.126959933301575,0.0840742991769674,0.319708731805017,0.260961301642322,0.139359142607952
2000,0.05,80,0.1,9000001,0.435913629506324,-0.051126218751336,0.0720095896046386,-0.224250523095013,0.455753476991364,-0.0706621616166762,-0.00608089462075946,-0.242740432070136,0.442903164642372,-0.465437444866641,0.136976502003329,-0.721708766228319,0.493297398479616,0.113471007331009,0.103002657158289,0.151983159394958,0.474402028377424,0.0121298299575862,0.0127899190128819,0.232450101929864,0.449542003724081,0.13109296345417,0.0545626595117505,0.270792086465319,0.0622666299578496,0.163910328525258,0.137545720140924,0.169183466905949,0.0605622842839687,0.137334503243055,0.124921382266629,0.130275025152051,0.0810542478131287,0.61560619912697,0.255320633656762,0.537116824710339,0.0492970315984734,0.110414980590136,0.100214465511978,0.115373998972485,0.0395084174163753,0.0965217418732264,0.0924937936309214,0.0888933024225452,0.0535639088932899,0.205123524270888,0.188486425337474,0.097822337434599
2000,0.05,80,0.25,9000001,0.438927077809407,0.207385791609896,-0.0177466477555453,-0.0151799649683706,0.44282120607595,0.115721368779523,-0.00182407525475533,0.00767123570707098,0.440943432363659,0.543626776337909,-0.111349663964768,0.00910870168829266,0.428568359002273,0.278092769744043,0.0753935810786828,0.175208816726407,0.445019784495765,0.101401413607934,0.0124712169994555,0.188320577228633,0.405065903653447,0.307535592865819,0.0745881402095812,0.205806685415811,0.0400599446748976,0.103807314613281,0.0823842473880775,0.112810187565925,0.0398679296634534,0.0869178017172956,0.078786581520746,0.0901351604305442,0.0437134865598024,0.255375194305399,0.121531991939917,0.267589347145933,0.0289390555919393,0.0682803509334244,0.0658708756567284,0.0702620821901925,0.0250649112994172,0.0562872098021792,0.0625463641156149,0.0679961127073436,0.0333073854226194,0.110309594788463,0.132911036676943,0.0834087041237688
2000,0.05,80,0.5,9000001,0.424552680385265,0.147499832819102,0.0142790140903918,0.0355284625466968,0.428577111871929,0.103324056950889,0.0128605130554772,0.0246027074228421,0.431630645688573,0.339625151490886,-0.0792973559197371,0.0679926829852096,0.423436544571578,0.244664199539612,0.0910639972375402,0.181108122934076,0.43159079723933,0.140425914492368,0.0199335984818437,0.162074667281827,0.386771920855563,0.324418878566099,0.0318136736606777,0.172025414998713,0.0317759666266962,0.0835801346703201,0.0660744232845122,0.0847877811039605,0.0310809897863083,0.0691989337724258,0.0623554058373337,0.0679342617017865,0.0362929886088359,0.178702017651586,0.0996392406427611,0.184886972157883,0.0231020026060565,0.0632092681299636,0.0550490005264119,0.055586092028713,0.0202561358690884,0.0439200573409423,0.0480006268888081,0.0520573349488656,0.0273772751128967,0.083562200462613,0.092880329809749,0.0632637040156683
2000,0.05,80,0.05,9000002,0.454694749761841,0.292619639604382,0.0752936422414146,0.356599318459155,0.411094255560027,0.152936448918373,0.120728322769814,0.0475403712947461,0.577716493652829,0.795962680773071,-0.102510157583577,1.26086745487974,0.454169632711893,0.216032487874748,0.0913171377638381,0.171970025737163,0.469443188886365,0.123992451430274,0.0154142162336398,0.213580433450693,0.475588431289067,0.20150203467437,0.0329204983662056,0.22189228923841,0.0839633472572514,0.209952673614272,0.197628392881485,0.225722713169965,0.0896979995684722,0.196983089601492,0.195045380796709,0.189326566649484,0.137018341559979,0.48911361757621,0.301075091931525,0.857034360696804,0.0597278363729575,0.123622464599868,0.136495657362176,0.131690832884936,0.06208299250666,0.109935315473497,0.123547289713691,0.131256168408915,0.10814831182033,0.192719653537597,0.269534897553882,0.143047811631618
2000,0.05,80,0.1,9000002,0.393514103745449,0.352287766984696,0.222650849149042,0.180063493971775,0.374208503227044,0.252344395448119,0.289459623319107,0.123135121870796,0.438575237670068,0.806167075775187,0.128574755974068,0.725070870891239,0.451735405681045,0.196737520535189,0.00484072707829676,0.0626897531154642,0.502824218837606,0.126785715867533,0.0782383666311062,0.0600958522115813,0.502351762949441,0.235224702954628,0.124896513318255,0.106441104328567,0.0616374311216523,0.143124786193971,0.149913609676131,0.157322870859189,0.0628628685303706,0.129310143756211,0.140210104566211,0.12653998163245,0.0816735517618423,0.30879138712173,0.229572123322531,0.531665251376063,0.0455620541658837,0.127024286252925,0.104119782407171,0.102445510699143,0.045620763526081,0.0836181962630967,0.0927588036268853,0.100249089789998,0.0640615947553023,0.135236404188422,0.177931099492671,0.110943722989176
2000,0.05,80,0.25,9000002,0.429322830510181,0.228198622881953,0.0505812696525976,0.235263424582522,0.425528098475836,0.115320760044559,0.0880860312173851,0.221883362887061,0.464669581923417,0.478950442204903,-0.119213200571105,0.485702402934661,0.439328154468364,0.200361727470335,0.0696562552157157,0.143728201429142,0.471554959322449,0.113828354352553,0.0675494227426394,0.106292440338135,0.473398368318406,0.191536800811851,0.156098770008294,0.134200568620684,0.0398878146845885,0.0932602528914559,0.0864661637501373,0.103276358788321,0.0395116728686158,0.0811643723748535,0.0798218490948005,0.082478616487167,0.048569540314757,0.184311560222473,0.134403775388947,0.238999274676893,0.0277272812851711,0.0778885936573852,0.0708937517238145,0.073780329532981,0.0257234241901836,0.0512837613839013,0.0500481717722778,0.0600229822477137,0.0372192423345408,0.0908994046641596,0.0966326739679305,0.0680746260626676
2000,0.05,80,0.5,9000002,0.466678321968757,0.165218243013176,-0.0545718511673482,0.2211999075292,0.455849539801615,0.0749574258059469,0.0128393548979245,0.174147204524444,0.503374579225301,0.352033363406228,-0.25430310933227,0.434802799402882,0.4327681552377,0.198760260872556,0.0431242525048156,0.111385078777685,0.459866065377929,0.114844695058244,0.0245584974137216,0.0960069596256544,0.447577371377009,0.204144765485459,0.0530015938148033,0.097313301602871,0.0319869240604141,0.0773833747400321,0.0657469461674725,0.0841166770069964,0.03156034999512,0.0643872892246829,0.0613819605302954,0.0684033426694991,0.0379897602227402,0.152503603279568,0.103454229235652,0.188184468051419,0.02236201225593,0.0577470489376688,0.0559330809161814,0.0566261177723377,0.0212232673497118,0.0414873108436023,0.0432171253330735,0.0494410621649595,0.0340961040097619,0.0789036705976621,0.0911477730769928,0.0587586050661863
2000,0.05,80,0.05,9000003,0.474832826877836,0.264471018926116,0.0765298475360339,-0.190924020049384,0.51832501686889,0.0235186639709354,0.0109915125327819,0.0528785300218916,0.393241817248462,0.973204438773187,0.248971345430946,-0.23836258305888,0.534318597776286,0.52372343569845,0.211056378774817,-0.0973506606106876,0.530276747230597,0.253673592165878,0.220710085974858,-0.0165593300504775,0.534701169915441,0.46659068806708,0.379257505513754,0.0217835963867042,0.0913361763586661,0.215873291075012,0.168922591838822,0.224567120276084,0.0967974323670446,0.187009411924835,0.179926691066203,0.190028906166195,0.117200012803456,0.735793886122051,0.28691604761129,0.506985044723346,0.0494841272707942,0.0878020637441992,0.110572896917087,0.119242347826103,0.0538855598725428,0.0924036391064041,0.102514392686823,0.130689242217327,0.06876155097158,0.1604309696805,0.182834405328457,0.13594909857367
2000,0.05,80,0.1,9000003,0.482496755531838,-0.137035041893122,0.0233105851693854,0.0479103069985047,0.494093171099957,-0.182269434361914,0.0124139672916181,0.0370392555071649,0.496694448536712,-0.269629203833391,0.012736751568573,0.0842963989540882,0.50040007680402,0.287213883162769,0.23017178353931,0.0612901843268227,0.503948929534039,0.0933761804209376,0.113440951309888,0.0778042928679738,0.501795742493861,0.199463417616898,0.218920797373182,0.104148872057714,0.0673713910688343,0.176167864109439,0.13143437017457,0.177219495314183,0.0676366360544638,0.145317260341627,0.131273024814131,0.14644350094699,0.0875952544787476,0.411501729591456,0.230123281059802,0.354268975953787,0.0428189631746278,0.0958226127580505,0.0988668335786069,0.0980607817049526,0.0388691255230559,0.0711415085248098,0.0759123532876382,0.0913772903426211,0.0504326578112458,0.124103207164189,0.139220636972408,0.101939772250112
