"n","vare","B","seed","pi.cc","ghat.N.1","ghat.N.2","ghat.N.3","ghat.O.1","ghat.O.2","ghat.O.3","ghat.C.1","ghat.C.2","ghat.C.3","stde.N.1","stde.N.2","stde.N.3","stde.O.1","stde.O.2","stde.O.3","stde.C.1","stde.C.2","stde.C.3"
2000,0.05,30,2000001,0.05,0.393621724060374,0.496116420856768,0.598695405508707,0.328299810758496,0.489023457136293,0.649765483804823,0.899254704662174,0.846803702514164,0.797215261798715,0.0442006277213486,0.0323887199059165,0.0451701590614989,0.0495324550917177,0.0327809090562199,0.0443419006736538,21.5599004051442,14.3797413833524,7.32117157454224
2000,0.05,30,2000001,0.1,0.418815052958463,0.495492468751986,0.572195545775461,0.367767077835612,0.493095474840671,0.618401968565698,0.374250624767311,0.490411134051819,0.606449168602863,0.0385232489537146,0.027098963301309,0.0381739625334162,0.0433118801705235,0.0275701336107224,0.0422843210103229,0.059197626829036,0.0336693995811716,0.047606125161775
2000,0.05,30,2000001,0.25,0.38722961603593,0.491421387288063,0.59571746385113,0.335778323874698,0.477083526605336,0.61847900060577,0.360679258375659,0.493515677234328,0.626368636114626,0.0257665721023284,0.0185483385435292,0.0279175179882598,0.0278400457186428,0.0188331879969279,0.0303516224811017,0.0333585704011761,0.0218330925020344,0.0346993798268177
2000,0.05,30,2000002,0.05,0.502343477774442,0.559605253332647,0.617103171871782,0.424511547061386,0.534404338123446,0.644486457707278,0.503352080259593,0.603687802043826,0.704380260293662,0.0467744781332746,0.0332416000117962,0.0449926424185227,0.0541044225942766,0.0354178840536199,0.0500412084408858,0.0570737808374983,0.0361284646968452,0.0609282482501917
2000,0.05,30,2000002,0.1,0.468754704730657,0.535010723974344,0.601431702030843,0.437148509243422,0.529631045073042,0.622254599343895,0.468965938835938,0.565589752944027,0.662388501919632,0.0386440108018178,0.0266997279880117,0.0371864161320438,0.0428046072869934,0.0277870718008823,0.0419247535937061,0.0494568865322319,0.0304840260501232,0.0525591112249126
2000,0.05,30,2000002,0.25,0.455850456010463,0.52319921432738,0.590676661642919,0.429518961216573,0.527779286209947,0.626192421833496,0.452890354093045,0.537965171060982,0.623192458338916,0.0270152038648536,0.0192644955034354,0.0278119520040751,0.0303603031453489,0.0198406962008049,0.0295702329987995,0.0362701441625495,0.0232875767377062,0.0371396399536977
2000,0.05,30,2000003,0.05,0.434347729774352,0.489572878237513,0.544935887814963,0.405391842940483,0.494994492630122,0.584809825217123,0.442881133259806,0.507067112700933,0.57149469653668,0.0544937173937411,0.0367092005601525,0.0526791237152596,0.0561309432773589,0.037372322209499,0.050131388094201,0.0961599526186286,0.0420942130730747,0.0733927037975693
2000,0.05,30,2000003,0.1,0.415007469731746,0.482036482296387,0.54921419159437,0.361799197863342,0.47909333865019,0.596621813460326,0.411081878267263,0.496254163201005,0.581712610669573,0.0383838156277393,0.0282348113093164,0.0421155083226738,0.0397558306888606,0.0287978453500859,0.0452448602522574,0.0668299762781799,0.0344687178307686,0.0636469505458602
2000,0.05,30,2000003,0.25,0.426423294761064,0.481725862221005,0.537126893501248,0.401761067892822,0.488196091913798,0.574760213813297,0.416027555943826,0.487341720746697,0.558815779894667,0.0278419483957686,0.0198435090449334,0.0303744535399913,0.0311805379407683,0.0218766134051268,0.0360814208708043,0.0446017744316572,0.0261537575588979,0.0465652146043491
2000,0.05,30,2000004,0.05,0.356894134194197,0.543658206812918,0.730920943350585,0.358755451274647,0.552399832329829,0.746633508257784,0.31426230993053,0.546922371328584,0.780121897417641,0.0442005925776411,0.0379714823450161,0.0476507032923987,0.0503588462942904,0.0362090993518032,0.0496451738752789,0.0615660025261052,0.0405816690948296,0.055828996531362
2000,0.05,30,2000004,0.1,0.340051429499498,0.490498207819507,0.641200890435283,0.336549435867878,0.492076756598056,0.64781018248911,0.277691373120907,0.485210333887412,0.692928955056617,0.0311423471129202,0.0267095167300876,0.0389512793845328,0.0400037462296094,0.0292500932470605,0.0486869446627942,0.0418699059494753,0.0310598014055859,0.0511078506978704
2000,0.05,30,2000004,0.25,0.386821123743542,0.471429869332552,0.556140190941659,0.383059276802202,0.480084186817095,0.577091463171471,0.357083304900122,0.457951506989483,0.558859305328236,0.0247562094508677,0.0187635330632265,0.0294746838325999,0.0328439900324073,0.0207017034413742,0.0370005176948271,0.034628039078251,0.0218793309346062,0.0405495784277136
2000,0.05,30,2000005,0.05,0.388695530986344,0.502171003247367,0.615855290721606,0.472888630272137,0.548834786248831,0.625223868076927,0.361631858412959,0.506273943001439,0.651154850274526,0.051460792561371,0.0360636258753374,0.0537371828062321,0.0571994175429507,0.0373707607021024,0.0567337542052691,0.0724564201885876,0.0427559327185752,0.0664216682379379
2000,0.05,30,2000005,0.1,0.405722724112363,0.504535181996303,0.603497798900495,0.471623005645902,0.537554753654744,0.603788316508678,0.375256943677011,0.508832197044822,0.642562242300618,0.039800137118072,0.0293361843200639,0.0410665120547351,0.0443471472203058,0.0320593508479593,0.0503625650720712,0.0567141762398858,0.0333667484890645,0.0484641235931637
2000,0.05,30,2000005,0.25,0.395702319913388,0.522891818287097,0.65022681978928,0.41441144982111,0.530050039008575,0.645878623950536,0.371537887963791,0.547580393222279,0.72372236567446,0.027093288751286,0.0199956480775018,0.0294771190214818,0.0332583846241757,0.0231514906504039,0.0366818355541746,0.0394222693228743,0.0253245945642934,0.0425845386072033
2000,0.05,30,2000006,0.05,0.414200213031103,0.496199020880821,0.578259437320555,0.336912463344933,0.493024662399281,0.649188869068824,0.380943066563879,0.485329591224976,0.589760608010033,0.0450048245669295,0.0351338930194323,0.0524594817665654,0.0513381457077905,0.0367850067318766,0.0550809543236755,0.0626146338897101,0.0408580788228119,0.0644908279244437
2000,0.05,30,2000006,0.1,0.427600241818056,0.502496021906366,0.57735929629586,0.358430882725983,0.506273755631259,0.654048016813637,0.397586099507919,0.501633629786184,0.60560654456542,0.036579114631888,0.0269984557424345,0.0400008573931555,0.0407213419456904,0.0283862187851121,0.0449656856274168,0.0523237176517143,0.0333315603700159,0.0553623842130797
2000,0.05,30,2000006,0.25,0.432593716184928,0.504791899947888,0.577087216289105,0.400499115384784,0.514148265426591,0.627853782133252,0.431095678496585,0.515858094133327,0.60070573965585,0.0259842038345463,0.0189756145489649,0.0272918257360722,0.0296297193680243,0.0204807887341503,0.0306085285059624,0.0365500972681877,0.0243598203135906,0.0384391734362488
2000,0.05,30,2000007,0.05,0.545427848463687,0.526207023255944,0.506879772562019,0.524562503613309,0.507290456552442,0.489967591738051,0.601700969026207,0.556547224024846,0.51113393611298,0.0493209794939549,0.0333523823487768,0.0421009539367429,0.0566568529089497,0.0356570275393315,0.0489924208441342,0.061962467362261,0.0340529421886867,0.0445963773660047
2000,0.05,30,2000007,0.1,0.492198075190247,0.499989186543112,0.507680948235838,0.470010873686202,0.49293532208296,0.515804016829082,0.506225503443883,0.511513472421198,0.516638082974806,0.0384955442033073,0.0258233040725402,0.0363507372817288,0.0429226484904036,0.0270912055905271,0.0398597048440827,0.0533069463438476,0.0298742769221895,0.0461440666295692
2000,0.05,30,2000007,0.25,0.459912368426921,0.500548438225841,0.541204160301156,0.446441947103901,0.497785999757692,0.549171158947178,0.466902750003065,0.511406412912487,0.555873949115796,0.0276760232545361,0.0183838440937007,0.0263860805953614,0.0303397872088398,0.0193634714465042,0.0294917530608281,0.0396712163458379,0.0215381984726034,0.0334056038582893
2000,0.05,30,2000008,0.05,0.383642209948177,0.477575105896996,0.571497702527323,0.343418642904197,0.460692539389833,0.578051708578956,0.319728698252289,0.488516074465856,0.657158072961982,0.0489415092586209,0.0357864622078566,0.0542963768111131,0.0506421171771343,0.0355519029893472,0.0595958389443253,0.0850382798832066,0.0507961651636166,0.127255280049005
2000,0.05,30,2000008,0.1,0.387658434157297,0.483879731170495,0.58016303166741,0.339353217811331,0.465203888956134,0.591174939767115,0.369223591846045,0.484341856471073,0.599449583605611,0.0359876349187193,0.0274437427133089,0.0417701443253079,0.0361999498610358,0.0271656151658727,0.0467818306016456,0.0519010766032636,0.0336356881261346,0.0554591768776675
2000,0.05,30,2000008,0.25,0.352453736336252,0.482965331940869,0.613609342242268,0.307056142922435,0.471789040345663,0.63669701131957,0.303758838077969,0.478738258582373,0.653759420225507,0.0237558963539078,0.0185236354781735,0.0286923335266305,0.0250354787447235,0.0192593026915575,0.0346215630769275,0.0313623630489222,0.0201195351802574,0.0411489595929952
2000,0.05,30,2000009,0.05,0.541570602885919,0.522443671529839,0.503418244790809,0.467677716991293,0.516686117095148,0.565737576499068,0.59507631134375,0.551292624517313,0.507686506966532,0.0601193862094282,0.0414209296500113,0.0563991562385138,0.0694484148860136,0.0427094444128882,0.0643986958138312,0.104145039871824,0.0724299820302134,0.0828854833119819
2000,0.05,30,2000009,0.1,0.45337858910328,0.494242099271027,0.535361421143912,0.431942962851828,0.496961964895139,0.562230461658888,0.485200861501963,0.527081203628245,0.569291667453107,0.0457335178388811,0.0312835173919036,0.0425005309940544,0.0487757044158305,0.0317581061643178,0.0493691828762888,0.0804290808393991,0.0495573538056792,0.0645645115506097
2000,0.05,30,2000009,0.25,0.412936456453712,0.480936285906847,0.549140265273083,0.386777818422569,0.491845089349758,0.597095056640063,0.391250602688325,0.481265072246059,0.57150150257293,0.0285440739810745,0.0195658175327027,0.027469759184988,0.0372463315413706,0.0220770503892033,0.0309839713321882,0.0423217946562335,0.0245799040918582,0.0380039887030034
2000,0.05,30,2000010,0.05,0.426673791720403,0.525226521175189,0.623935263393842,0.349063859050427,0.501457330791808,0.653980416182369,0.421199302946726,0.559642062526966,0.698353963427153,0.0551713037674014,0.0385682335093277,0.053070849574915,0.0575205202370809,0.038423531161881,0.0554500222278156,0.0820932210444212,0.0456403609962042,0.0668861082663533
2000,0.05,30,2000010,0.1,0.447469215937177,0.528602068936846,0.609826042644727,0.397130638665989,0.512185757154187,0.627359089411263,0.446723351329624,0.540937799445736,0.635187252325964,0.0384193162664452,0.0283032870352719,0.0401112039870375,0.0441045658206753,0.0292164155131872,0.0404259707070226,0.0505597043751809,0.0349310442825693,0.0594201157167187
2000,0.05,30,2000010,0.25,0.416770063218283,0.520398585676074,0.624147036947178,0.382549887874593,0.510541500719708,0.638640557061965,0.398436238309272,0.533915521762391,0.669472428166404,0.0257234981450999,0.0194553076583234,0.028556304773245,0.0311528759142694,0.0206172827926716,0.0310377115198849,0.0336765274783833,0.0239043148641283,0.0390965201125251
2000,0.05,30,2000011,0.05,0.411504730597577,0.500404847660393,0.589500279991997,0.415428057912463,0.527199657687406,0.639201980378334,0.422827065295861,0.530098961149372,0.637634350713119,0.0552956960160117,0.0366994464096753,0.0581321763071472,0.0567736742529729,0.0342357873548201,0.0618008537337228,0.0761569883143725,0.043548155007696,0.0823582778856062
2000,0.05,30,2000011,0.1,0.430143389762788,0.487792278765669,0.545512398142401,0.412264954186768,0.508850824600025,0.605482272051623,0.4037703815474,0.492406959570533,0.581157575101117,0.0445372374502549,0.0307494844457193,0.046333827415382,0.0465038203303432,0.0312524432864458,0.0508418400192998,0.0637894215333703,0.0374196615887007,0.0680925449042941
2000,0.05,30,2000011,0.25,0.453541210151272,0.488873737072749,0.52424081204188,0.420868315483863,0.489866508869104,0.55890480621202,0.450945466056537,0.498459010403429,0.546058195734636,0.0304027807689573,0.0204312085622836,0.028759444984024,0.0347895946402301,0.0215591349697611,0.0327546025372384,0.0449000488286262,0.0268004755727524,0.043793082164704
2000,0.05,30,2000012,0.05,0.410867190662543,0.533128775712588,0.655543118742056,0.421323045277105,0.525787541727435,0.630440611615036,0.405664719171334,0.567409421298475,0.729286018983514,0.042702375567316,0.0346044926147043,0.0518190381574111,0.0508064571455402,0.0370703180047098,0.0570711492242321,0.0490236811443324,0.0353614923446211,0.0674561111602156
2000,0.05,30,2000012,0.1,0.431593438561531,0.540111843805525,0.648821298201338,0.42310579865638,0.526290891179207,0.629549950937507,0.435015292908949,0.567726026974795,0.700660498919124,0.0341884114665813,0.0270326491310327,0.0403380154192875,0.0412539657350567,0.0296298826213317,0.0427039454107113,0.0429284676311663,0.0301563463204143,0.0601362782813179
2000,0.05,30,2000012,0.25,0.431891959028521,0.518358201960627,0.604989927044072,0.388107754335969,0.504119336272281,0.620267968020805,0.426524488671775,0.534485590819905,0.642617599530471,0.0268569583665182,0.0194612687914987,0.0289062321505353,0.0315425526877773,0.0209124689318261,0.0328759588958852,0.0360338332018663,0.0216108608843624,0.0447821974308031
2000,0.05,30,2000013,0.05,0.367500048545131,0.463645471567443,0.559910051155303,0.359214552590864,0.47835245501523,0.597618244934907,0.320521166751139,0.463195783082375,0.605985996375463,0.0461728408873578,0.0329079809606733,0.048821368426149,0.0521724682850403,0.0380323907427715,0.0583646659759742,0.0640223819023478,0.0403746152776366,0.0762875875408568
2000,0.05,30,2000013,0.1,0.373531543441036,0.478743733218055,0.584070347069868,0.352694000871858,0.495535987173921,0.63847721969215,0.356994489898619,0.480260166247223,0.603589368837322,0.0357332934704511,0.0270390590218215,0.0374040257508748,0.0393728172254388,0.0312259039390636,0.0442021089674181,0.0526581483446074,0.0350101196299255,0.0580069366278026
2000,0.05,30,2000013,0.25,0.412661921726186,0.476677573365383,0.540722279684729,0.401853431279787,0.474831245388564,0.547875114241983,0.414233546878339,0.487489939489866,0.560724477017063,0.0285187288210416,0.0206554378221775,0.0311352036834531,0.0325029653409941,0.0225654750688532,0.0355495237127302,0.043770612422787,0.0293228290142517,0.0484665050348088
2000,0.05,30,2000014,0.05,0.501984322411308,0.580429648651768,0.659179467140619,0.464451288113334,0.573031367066974,0.681880931881662,0.517803987097515,0.640240108974891,0.763096123292875,0.0573952433037376,0.0407038499185054,0.0527972764636172,0.0603610785273311,0.044257109142311,0.0624775111419493,0.0765060280962688,0.0433611442143304,0.080059167883899
2000,0.05,30,2000014,0.1,0.383080585013472,0.511591761690595,0.640368000549553,0.411804665457624,0.529659729498234,0.647741561373108,0.325914329769139,0.531202127516275,0.736817695647688,0.044115532320561,0.0296360453757009,0.0387550569535026,0.0472348305208024,0.0315628238683367,0.0489376190063963,0.0650000307938593,0.0374932634827692,0.0606596543791766
2000,0.05,30,2000014,0.25,0.448717445557555,0.491927811125125,0.535209186765565,0.429889816448876,0.489091879821864,0.548483523929964,0.455300395945102,0.490615422404179,0.526048962237772,0.0302248791490539,0.0200727425908132,0.0296547002076851,0.032431237958146,0.0205771009386506,0.0307130639741702,0.0482624484795442,0.0242789111385536,0.0451171614386094
