"n","vare","B","seed","a1","a2","a3","a4","a5","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.OG.5","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.NG.5","est.CG.1","est.CG.2","est.CG.3","est.CG.4","est.CG.5","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.OG.5","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.NG.5","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","ste.CG.5","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.OG.5","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.NG.5","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4","bcs.CG.5"
800,0.25,80,1000001,0,1,2,3,4,0.0803642861100498,0.139058385977783,0.239420912192364,0.373184107207004,0.504728166208022,0.103662310101949,0.158068853979013,0.240524319884235,0.343756975698753,0.445328404221621,0.0710829777193252,0.124745643841151,0.230469493502916,0.379005762280885,0.51033222716144,0.0168332670762779,0.0175637346738144,0.0165665031364224,0.0249242079702349,0.0385618266437351,0.0212241966884746,0.0204463639762791,0.0171814417201235,0.0221840186516622,0.033686842414881,0.0195358705305199,0.0222962030074951,0.0197485746358497,0.0252699436068633,0.038955080520556,0.0169577541125117,0.0176120273783784,0.0165530618182176,0.0251660818877407,0.0390739195335407,0.0211449360613447,0.0203976179941001,0.0171326441398781,0.022395068253615,0.034011629797896,0.0195626033340612,0.0223930273272162,0.0197560334650665,0.0255646302030945,0.0393459143771316
800,0.25,80,1000002,0,1,2,3,4,0.0930375060954633,0.146810361543614,0.223995213414113,0.318422265727185,0.41415683905885,0.111067530711122,0.159322071200004,0.222322598310951,0.296385678852046,0.373741174766463,0.0709980823454915,0.124611337838237,0.21520300060813,0.334339811625669,0.449050649447209,0.0248954264187058,0.0219683184708,0.0160186115439808,0.0279500144793411,0.0484418159505305,0.0247879327053886,0.02050991190071,0.0156242027524937,0.0236003880737969,0.0407271309591066,0.0277762818945765,0.0278927432972158,0.018267562124419,0.0327189272085692,0.0589006977239654,0.0247286069916044,0.0219613524055966,0.0159977927574138,0.0285088234767635,0.0490989443019161,0.024610918416123,0.0204134519205455,0.0155615405062169,0.0238392542209824,0.0409928691700628,0.0278800178263249,0.0281444737462421,0.0184674883154103,0.0339165333504932,0.0607544807713033
800,0.25,80,1000003,0,1,2,3,4,0.12825283314525,0.18717801208168,0.263671414286457,0.350014199805779,0.433911784324937,0.129081488455504,0.18689339232827,0.259793774318396,0.343000662798458,0.428601900479118,0.0917454733038484,0.159902804264887,0.25906072878205,0.378550633269234,0.497043542302052,0.029629732906435,0.0226335683102637,0.0165992215187251,0.0286674097999777,0.0465900247941972,0.0253742773171659,0.0207922232841121,0.0165739288669668,0.025096416804242,0.0421226918338829,0.0289808003033277,0.0261879878789632,0.0179278813294032,0.0320958311997041,0.0593812550450758,0.0290920199412792,0.0223200001518918,0.0165297521629748,0.0288437509330757,0.046323454844522,0.0251114523017853,0.0205305100207759,0.0164568475521904,0.0252534167980361,0.0419752149197367,0.0289841922670876,0.0261371144587004,0.0177921967093821,0.0323528603513883,0.059470102819638
800,0.25,80,1000004,0,1,2,3,4,0.0939745328936539,0.154076535998881,0.243003148179702,0.351404666169165,0.456327299790268,0.133307609068416,0.183775031475401,0.247084875900608,0.31933333930331,0.393360087562752,0.0587090884542254,0.1082144597182,0.246573011643176,0.443174722373046,0.541296016474909,0.030991556866778,0.0247542483464735,0.0159388468978846,0.0316598755853667,0.0555497367617266,0.0274696793183736,0.0213870212695652,0.0158179110759105,0.0260053937304404,0.0437244061452482,0.0220691518447669,0.0218075481745862,0.0160786759644584,0.0258053611968609,0.0437985891901988,0.0301236078187194,0.024351160435077,0.015919336402736,0.0321468902621824,0.0552292353180367,0.0274341260377532,0.021331598360224,0.0158101040879557,0.0264133223811656,0.0442930800552591,6.80637389549145,6.37385346800591,2.3643824100334,4.60227638986331,11.4180583550934
800,0.25,80,1000005,0,1,2,3,4,0.104845251891683,0.165049105857209,0.252847003741565,0.358551101066254,0.460058743141413,0.153174451310684,0.197095297756077,0.252432905318419,0.315595692373459,0.379927052620025,0.121503228955751,0.173940938421637,0.250683274276788,0.343394015501419,0.432220228459335,0.0258200690740775,0.0223624627296981,0.0168657094420774,0.0285857684454956,0.044774780147748,0.0273322585088654,0.0210721200087148,0.0161589262937294,0.0230403405859587,0.0361310400046792,0.0314278944281195,0.0252233706077089,0.0171249389551779,0.0283413169670044,0.0452832747556949,0.0256725819695126,0.022324809128398,0.0168310431472325,0.0289384745481171,0.0451280194216151,0.0273296963230637,0.0211057968509553,0.0161630754719952,0.0232800955017506,0.0365891039089541,0.0312359370415368,0.0253102462817547,0.0171595577793847,0.0287478752165252,0.0458497117244284
800,0.25,80,1000006,0,1,2,3,4,0.0750406621683158,0.136760121340777,0.235858885229288,0.363518887691354,0.490524483169278,0.112542252573027,0.166495452209557,0.238821114175273,0.324786004370153,0.413625542685197,0.0794623199782696,0.140804178390745,0.240036578270751,0.365964093786884,0.485683781598057,0.0197832965540424,0.0194952828639951,0.0161592935513677,0.0286359222592531,0.0460055003004948,0.0227128689040523,0.0195969778565513,0.0160990378955498,0.0239963415617218,0.0384397201016501,0.0241988854269763,0.0222519349627681,0.0174026497926341,0.0333632055512558,0.0517120547218059,0.0197916211540487,0.0194685825013551,0.0160647218235361,0.0290900406850016,0.0464513415478551,0.0225447799644777,0.0194670210005176,0.0160250954404859,0.0243107500275008,0.0388407174600363,0.023716473826894,0.0220318856712147,0.0172531099145688,0.0341167775600402,0.0521020957020738
800,0.25,80,1000007,0,1,2,3,4,0.113313211907387,0.163098218918753,0.234016931623944,0.318933566661817,0.404211650589689,0.147864860895813,0.187140766249204,0.234633997203558,0.28973383780385,0.351026881239399,0.119108277593247,0.166696602737886,0.231066469966566,0.310354407133989,0.399425244743398,0.0256053983631907,0.0202111415644647,0.0163119388899994,0.0271836460921504,0.0438229214794942,0.0269238143699928,0.0194427241148155,0.0169868777125927,0.027462135812798,0.0464141291807396,0.0355428455451828,0.023757179672161,0.0204288718520111,0.03955980152722,0.0719114933929599,0.0257076225691718,0.0202409963754426,0.0163234509273828,0.0275318406531942,0.0442760478317411,0.0270242258080551,0.019385226926709,0.0170367046639854,0.0277573499463259,0.046633438921291,0.0365741281912192,0.0238880001516068,0.0215864752262398,0.0416656716466869,0.0745542402261194
800,0.25,80,1000008,0,1,2,3,4,0.0807638823923308,0.14089082222442,0.233596351729329,0.350213287855031,0.465644286445513,0.106651555981828,0.159741686674778,0.230155105149837,0.31462763489058,0.40522937363183,0.0764079594982792,0.137227763762915,0.230307195293457,0.349226135308388,0.473602378239666,0.0208578205500797,0.0193921484296239,0.0161778365298565,0.0275000611657552,0.0450005595504875,0.0210445120800454,0.0183709048925376,0.0155908349896433,0.0237093767749862,0.0396404534420453,0.0216862614998132,0.0209019704143522,0.0164932611758251,0.0293403322872902,0.0536522023264841,0.0203963000279234,0.0190350196336454,0.0160433381583911,0.0279491062732678,0.044888612324445,0.0208978499675259,0.0181857748255708,0.0154914563321704,0.0239680648524858,0.0398067201454687,0.0216522297431735,0.0207926988073879,0.0163570843728373,0.029730369266316,0.0536774395491051
800,0.25,80,1000009,0,1,2,3,4,0.0835834242716606,0.133289802916843,0.213094988067566,0.319383692791586,0.432658207999712,0.0949837664820766,0.145645447798782,0.218646501360023,0.310258965557634,0.407917560271689,0.0544130513335904,0.105442999777014,0.209065537519431,0.362036670438142,0.513954483928549,0.0193320145890425,0.0195077569847591,0.0167556502166967,0.0248653342789934,0.0424900372306668,0.0224927757667248,0.0209269099399417,0.0163609154185777,0.0240817768404724,0.0425138150788964,0.020851489196596,0.0261002536688583,0.01963186451602,0.0347981131522307,0.065743644457857,0.0193459468446401,0.019465006859005,0.0167179962352441,0.0252544394604648,0.0428645882612987,0.0222765473890445,0.0207315462932837,0.0162941623061648,0.0244101547121811,0.0426066248965834,0.0211408898735014,0.0264138057304858,0.0198982846896951,0.0353967758438306,0.066811323693722
800,0.25,80,1000010,0,1,2,3,4,0.116569323145322,0.17872427676277,0.267658043837704,0.372272479631599,0.469872239754565,0.174390998027424,0.215394730810452,0.266511939028279,0.324705072581234,0.383870614291178,0.141374440891699,0.19512626226476,0.273063872673606,0.364466184751759,0.447642910047448,0.0271164830701678,0.0220878010967657,0.018563450628319,0.0349110246756228,0.0499472783146775,0.0339962589792467,0.0232810648585827,0.0172038247797749,0.0280701932276906,0.0442446809383078,0.0473923692509331,0.0325220134736432,0.0190966534153362,0.0438467189775816,0.065128868234583,0.0271435657133959,0.0221346707720609,0.0184952785772837,0.0352423183060683,0.050336029021583,0.033827363231445,0.0231706472840983,0.0171741011546816,0.0284162387069544,0.0447866803564424,0.0471597027327498,0.0325711401492361,0.0190304499506796,0.0446988564677679,0.0662817233950816
