"n","vare","B","seed","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.RI.1","ghat.RI.2","ghat.RI.3","ghat.RI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","stde.OI.1","stde.OI.2","stde.OI.3","stde.OI.4","stde.NI.1","stde.NI.2","stde.NI.3","stde.NI.4","stde.RI.1","stde.RI.2","stde.RI.3","stde.RI.4","stde.CI.1","stde.CI.2","stde.CI.3","stde.CI.4","bste.OI.1","bste.OI.2","bste.OI.3","bste.OI.4","bste.NI.1","bste.NI.2","bste.NI.3","bste.NI.4","bste.RI.1","bste.RI.2","bste.RI.3","bste.RI.4","bste.CI.1","bste.CI.2","bste.CI.3","bste.CI.4"
800,0.05,80,5000001,0.414072209364018,0.215132995813352,0.112408911934449,0.186579438358109,0.432420876007958,0.170785127168859,0.0986458038018324,0.192018469047332,0.419687104464988,0.284538793708098,0.104875569111688,0.196087833147483,0.410832218014047,0.295922105266801,0.1549364157897,0.202879547194533,0.0293121305441013,0.0650560223397896,0.0670516410220627,0.0618473315176967,0.0272147623355605,0.0495120571032044,0.0500846059518466,0.0610359073939386,0.0221207854981634,0.0683499541608946,0.0758696054598533,0.0605435696970426,0.0391000765801456,0.0862424238626119,0.0895212658345262,0.0684129433559749,0.0294294935586807,0.0654020692472931,0.0673653927956796,0.0620509807011114,0.0272945548451706,0.0496862107113056,0.0502638594178577,0.0612076151188286,0.0221638396290782,0.0685792966004065,0.0764385412504898,0.0608125425705431,0.039371092408439,0.0867657066418607,0.0900922389894875,0.0686965914785357
800,0.05,80,5000002,0.503844606968451,0.0342693805088776,0.231531854833349,0.124615111467401,0.473987041042002,0.0565150392791745,0.0700959372348959,0.0827423152316411,0.467837469050644,0.0201279337536937,0.0369623231431276,-0.0258429453191922,0.488669396392155,0.0404669925852189,0.130270258119787,0.0372137172751369,0.0315286179084553,0.07831904290782,0.0778441045412093,0.0771249474523582,0.0260459794042932,0.0563012014023321,0.0572247704204441,0.0725325733046524,0.0233868157201274,0.0933522574432921,0.0791965036888302,0.080218284563351,0.0391849943304265,0.114345446129509,0.113893192237023,0.0971681941537088,0.03203704447105,0.0806042152526485,0.0788333517278925,0.0777644774117254,0.026190315649624,0.0570911747811076,0.057546045518847,0.0730951569354309,0.0233202398928661,0.096969424163474,0.0794106231676638,0.0824316289521174,0.0407825479672769,0.122307853582906,0.114688922676309,0.0994382977827953
800,0.05,80,5000003,0.490209374875908,0.170966478887324,0.280961375503598,0.158707557114536,0.502756278992808,0.121664656811827,0.214058937471554,0.107696703767086,0.461674269707679,0.101719799924249,0.328911655759426,0.110751597558528,0.507864448874293,0.189337275264017,0.314129662089523,0.0858652257242916,0.0322994387044279,0.0710545996238046,0.0649145185076616,0.0693437228142262,0.0288158649396285,0.0529340115826115,0.0528423947429587,0.0636937692420558,0.0223148921304086,0.0718956393096753,0.0890536128592755,0.0654841839115129,0.0430405509532078,0.0941918492645471,0.100138674183455,0.0721182705046549,0.0324565104605778,0.0717051178186384,0.0653634495602655,0.0696813365006016,0.028934329275281,0.0531793838219213,0.053178888291222,0.0638747540706982,0.0223259423322551,0.0722334651108092,0.0913484033842031,0.0661202230953444,0.0435709517514213,0.0951438379430945,0.101521799622188,0.0723982802470347
800,0.05,80,5000004,0.401890081853107,0.361905569970821,0.0257757646794159,0.200253047191393,0.424590585890529,0.227063911641504,0.0595238072484531,0.198250073856813,0.448881796702576,0.323285258941042,0.0821895258591759,0.191835325073955,0.378643118297926,0.406508087603932,0.031272149951165,0.212060675679113,0.0280216727341439,0.0590754528132025,0.0658559207044858,0.0640442549461899,0.0242319078631048,0.0491264422518638,0.0511699954017254,0.062494889876157,0.0228957488866605,0.0710416743162285,0.0731608882671646,0.0633765577613754,0.0310158234581817,0.0815061311963227,0.0893463468705154,0.0689867237319771,0.0281200911569493,0.0592555786409651,0.066205346955623,0.0644028322932165,0.0242815848447444,0.0493467886994196,0.0514018981138112,0.0629983800983517,0.0229617752508593,0.0716886614143041,0.0736391364445289,0.0641396226677119,0.031151942706941,0.0820781669163887,0.0903588412845416,0.0695833249051549
800,0.05,80,5000005,0.523288912916988,0.150289552130804,0.0683209026103103,0.0647813002954546,0.505078608660951,0.0952124387813795,0.0211332462561051,0.0898399151834533,0.513502803887851,0.129217730390921,0.0993121317868533,0.0710209307580451,0.495330321578009,0.150588818982846,0.0227928995519187,0.0840541288128307,0.0328154128275252,0.077596382075368,0.0707697920116717,0.0693833917076348,0.0259605867728254,0.0533902683265504,0.0489609281839642,0.0649607757851059,0.0258160944768651,0.0838826655543959,0.0810267115482559,0.0678322836074061,0.0346378642417287,0.0980691251156734,0.0833529449591638,0.0696215491714978,0.0330877681348913,0.0787331589312214,0.0714897368398606,0.0701820053600167,0.0260213951878459,0.0536463286989683,0.0490963986338255,0.0654901767340369,0.0258844979648709,0.084391941993429,0.0816970118595897,0.0682972846728774,0.034843823157392,0.0991134294051917,0.0838458400376929,0.0701768991729168
800,0.05,80,5000006,0.401348375585643,0.24320232777404,0.145236852856717,0.131797681698377,0.417255837713423,0.157047255721419,0.112032397590773,0.16247230639479,0.4271240727689,0.1954979329213,0.233206272451038,0.185272338310058,0.414811050371309,0.223950887101318,0.173050420433538,0.143994067775638,0.0333031413233269,0.0691361307055367,0.0674790819635173,0.0699832097778896,0.0271598065914788,0.0545537120665427,0.0479506213134475,0.0613078570832667,0.0217900601054933,0.0825733060659222,0.0707979249458024,0.0588087873950185,0.0448430609597475,0.110536319825131,0.0866799720219226,0.0749713859542883,0.0334297751786656,0.0696264606674674,0.0678172231503164,0.0712702559040534,0.0272394596756732,0.0548351066331268,0.0481241504175788,0.0616691186741234,0.0218670233116478,0.0844535254167177,0.0713699565797499,0.0589028685868287,0.0454284921380694,0.112145739032384,0.0875552898488732,0.0762543758911134
800,0.05,80,5000007,0.43795573518311,0.298030035579518,0.179092497894114,0.123380426769229,0.440207514566385,0.181883959182503,0.071433389454337,0.105854501119016,0.45662501944872,0.238604962785764,0.170310736328625,0.102051104841571,0.416279887868601,0.260845673019267,0.0658907869423901,0.0977776048402995,0.0282618421757802,0.0622270333234237,0.0640246138696502,0.0639445663431726,0.0270747991940067,0.0517077204667021,0.051116729781174,0.06530355734517,0.0229318849363405,0.0708306797411253,0.078976855059667,0.0632929063549677,0.0390246053687153,0.0974246509748197,0.0916481977305774,0.075182414021918,0.0283775464048564,0.0625224708328224,0.064424890645767,0.0641561025973102,0.0271594435133039,0.0519615814685124,0.0514135583257943,0.0655135335348323,0.0229473561444277,0.0709853367425156,0.08067963321734,0.0636647623891002,0.0393895418744104,0.0987203228054594,0.0928070042498618,0.0755779137420748
800,0.05,80,5000008,0.402313507595332,0.151933635249421,0.126689704469605,0.181226738166239,0.422257355524932,0.0607792560386892,0.0902109218646979,0.181410775793704,0.415577307306955,0.0897203875440303,0.107082184004705,0.23475554397876,0.396625346481163,0.129571162173377,0.123848438521755,0.181045366048683,0.0362559406589808,0.0795607529248423,0.0770996350412223,0.0671239385175574,0.0263835417571577,0.0519390381307177,0.0515129687703159,0.0644937195225441,0.0227352596340245,0.080316201604599,0.0717898122239415,0.0589757958410404,0.0368886637666369,0.102101737526877,0.0941277667347804,0.0822737832748281,0.0368612475957065,0.0808854772182074,0.0781744776084956,0.0675330330370249,0.0264929538736651,0.0522564814429398,0.0518990484520369,0.0648483487242232,0.0228271961225852,0.081352366677052,0.0724804205430726,0.0593646849662919,0.0374474177995106,0.104540861758184,0.0955190320307499,0.0840285130268142
800,0.05,80,5000009,0.432810474783911,0.18306820533836,0.204378985480503,0.12830295001947,0.43275146096935,0.1097794652141,0.134585160785895,0.12654903660504,0.413916596046425,0.178272960419532,0.184475492612596,0.133680146007186,0.449542795745156,0.149876618500247,0.25869713780001,0.0957320236707027,0.0289570497747517,0.0640908685316868,0.060157542328706,0.0669806120453003,0.0255327577226996,0.0504995572076407,0.0511604653303796,0.0658490146594466,0.0237639332141854,0.0772814855459809,0.0863225206896563,0.0701950144505665,0.0351054913868337,0.0874661055705268,0.0949643138204593,0.0766432200442319,0.0290452078766862,0.064413457235065,0.0604344386160704,0.0672906116819819,0.0255889771363242,0.050714203808198,0.0513242898383878,0.0660693124034894,0.0238160248841364,0.0777371183894305,0.0870048739496919,0.0708118077074208,0.0353109254460628,0.0882879878734984,0.0956484930399754,0.0771293047822034
800,0.05,80,5000010,0.426244127601459,0.0573606403438437,0.0966349179285648,0.209846036877986,0.406981369373339,0.077160197791689,0.0352242564652504,0.191264588796137,0.429370714633258,0.107954640247893,0.0816553088751399,0.23528653044805,0.36793713976702,0.115501038753298,0.0173571906001174,0.197761397804458,0.0338712486582074,0.085872402628372,0.0773307327959366,0.0734470598954951,0.0278111626735815,0.0590373118798155,0.0571010128989883,0.0669603737347092,0.0231173468077331,0.0831305996782651,0.0704214644206457,0.0571906177260924,0.0401586629623725,0.121323699588332,0.104244247411196,0.0864591866698625,0.0346956456325285,0.0891228649120358,0.0785915447059223,0.0737863326176038,0.0279895184916156,0.0594786604891065,0.0578447855108309,0.0672068043015594,0.0232323699982463,0.08447165083891,0.0708880552331555,0.0573042197673964,0.0409175310804077,0.123909929368322,0.107077677538311,0.0873396981760882
