"n","rel","n.supp","k","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,5,10,80,6000001,0.0571756132024947,0.47744128901108,0.56975321878057,0.107273077551679,0.931921037860067,1.07734919924655,0.0528632907709577,0.033622248730041,0.0367013014035172,0.157451271056372,1.0811429481436,0.929094117802416,0.052899239908888,0.0337848921682119,0.0369742027633558,0.157531952173598,1.07957183800208,0.925266082332772
800,0.555555555555556,5,10,80,6000001,0.0550677909766729,0.539656155362651,0.627178881099058,0.097110502377256,0.948876125940289,1.08404388622157,0.0513756084508497,0.0343984930042903,0.0374493240949373,0.134327189007512,0.795374891101754,0.604663788887144,0.0514101411206572,0.0345939343743871,0.0377543924513586,0.134306981730523,0.793630299519727,0.601592116226576
800,0.611111111111111,5,10,80,6000001,0.0517043396972253,0.603053898149286,0.684041127649258,0.0856082374181941,0.969222062347462,1.09005738494859,0.0498331339829005,0.0352523621061538,0.038085096997258,0.110625384819564,0.565708209860445,0.384743999427576,0.0498667034564297,0.0354808765647124,0.0384123410190014,0.110568329607246,0.564025272465727,0.382518640749751
800,0.666666666666667,5,10,80,6000001,0.047062943016572,0.667521744899713,0.74039732543304,0.0730781302424175,0.98994979896771,1.09398532171454,0.0482493808854522,0.0361505076636219,0.038548494476939,0.0890024147468733,0.386536359306104,0.237856634457032,0.0482825504067918,0.0364056842357869,0.0388827017285207,0.0889452322790035,0.385085995957478,0.236429314972183
800,0.722222222222222,5,10,80,6000001,0.0410803183225194,0.732961185463131,0.79627618198092,0.0598168895056723,1.00944859553218,1.09535388216676,0.0466389211855004,0.0369960729544407,0.0387558646702054,0.071200601719496,0.251286385231289,0.142845501737653,0.0466722521922326,0.0372645933965323,0.0390775549117387,0.0711630516926566,0.250158694646113,0.142097778593565
800,0.777777777777778,5,10,80,6000001,0.0336281092654066,0.799275182732675,0.851651415608443,0.0459924967075869,1.02689103183926,1.09410173616966,0.0450163019655841,0.0376339594030929,0.0386130625189393,0.0579224860229079,0.153526450728941,0.0853067664536843,0.0450502383961831,0.0378966859778496,0.0389004525749306,0.0579122391622311,0.152753954225066,0.0850869691594547
800,0.833333333333333,5,10,80,6000001,0.0244603103151398,0.866330449660329,0.90638818928367,0.031587249193285,1.04183261041257,1.0902769486338,0.0433951200698541,0.0378632293006471,0.0380376735917817,0.0490192946225559,0.0879961251000602,0.0551039616265521,0.0434299205857922,0.0380975938342827,0.0382701240062398,0.0490341718953259,0.0875829911397819,0.0552064341346778
800,0.888888888888889,5,10,80,6000001,0.0130737467408936,0.933842479870166,0.960109812889473,0.0162803160548246,1.05390086420262,1.08379049523099,0.0417876509504028,0.0374654753208976,0.0370050348705828,0.043640969624023,0.0513907770911875,0.0426297457078109,0.0418234788782522,0.0376498212373533,0.0371687572419196,0.0436723849284126,0.051311358518313,0.042801099503968
800,0.944444444444444,5,10,80,6000001,-0.00183002603755344,1.00091725389643,1.01171614923755,-0.00105788341369482,1.06228089557853,1.07391192537385,0.0402054042202619,0.0363066057690285,0.0356743586858225,0.0405567932725274,0.0385151912748442,0.0376874187684872,0.04024287207667,0.0364300301087345,0.0357714888677517,0.0405957687521551,0.0386069948970816,0.0377946880744866
800,1,5,10,80,6000001,-0.0336314518482252,1.05721474243239,1.05011036559638,-0.0336046984981466,1.05726421390721,1.0500935622866,0.0386747030318494,0.0355041051371397,0.0357724276706195,0.0386556865495536,0.0352077007807491,0.0356935983326104,0.0387188608903448,0.0356233012881735,0.0358395510411722,0.0387000368481703,0.0353251399029224,0.0357605017458926
