"n","rel","n.supp","k","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,100,5,80,4000001,-0.0128187956764385,0.48811000689779,0.574554860038505,-0.0403879108973989,0.80561336480102,1.12523292756737,0.0557083991579289,0.0444246088485723,0.0415182200079645,0.161099833016681,1.2192332704025,1.13963232084239,0.0557447959683882,0.0450038667247952,0.0417885245723654,0.161734049213907,1.20583813025109,1.13693573889218
800,0.555555555555556,100,5,80,4000001,-0.0141065288895336,0.553471503978492,0.640242770110634,-0.0360452929294049,0.873632033680237,1.14496834843279,0.0539291055925649,0.0464849462862161,0.0427410237573918,0.111542905308162,0.875613928701353,0.65889746419706,0.0539619136815536,0.0472257299016501,0.0430244596118265,0.112042523561308,0.865659081617849,0.657074707963807
800,0.611111111111111,100,5,80,4000001,-0.0149037557833806,0.618704349004096,0.704366660864909,-0.0324736929892884,0.930015582293064,1.15260914693617,0.0521417648972837,0.0484505759533368,0.0436880226674926,0.0834323450535054,0.60313833654837,0.383606334262539,0.0521715675844809,0.0493207994999772,0.0439718320046925,0.0837522356602178,0.596602203099878,0.382445098651723
800,0.666666666666667,100,5,80,4000001,-0.015222563757124,0.683462920611798,0.766631280598301,-0.0291597886799575,0.974506605812224,1.15268140058744,0.0503808894215497,0.0500155367263168,0.04427030723431,0.0671734531842817,0.396491496420351,0.223388747933168,0.0504086461998327,0.0509538237258206,0.0445423534204686,0.0673521210075176,0.392747587690183,0.222747064072138
800,0.722222222222222,100,5,80,4000001,-0.015072787401182,0.747431455663229,0.826834356779506,-0.02581192937675,1.00754616832711,1.14793691672764,0.0486725760986507,0.0508547283873691,0.044413085898744,0.0575455689979914,0.247835106621062,0.13144253917986,0.0486996659838592,0.0517819282363622,0.0446627004826433,0.0576390940173601,0.246109323601234,0.131200555745289
800,0.777777777777778,100,5,80,4000001,-0.0144477185282085,0.810228054097153,0.884845788663329,-0.0222856890412429,1.03000161889302,1.14008806482998,0.0470346855076842,0.0506714516946748,0.0440593089079452,0.0515845535839373,0.147791806536922,0.0818099600387342,0.0470628100261777,0.051504056031779,0.044277949676436,0.0516374526234484,0.147376976543093,0.0818448122668437
800,0.833333333333333,100,5,80,4000001,-0.0132966027616376,0.87120755581596,0.940555874436318,-0.0184985012806469,1.0427468272592,1.13015377625168,0.0454798666774863,0.0492191580382938,0.0431775584353037,0.0476632124471296,0.0870902366285538,0.058079298052757,0.045510818444646,0.049883820074688,0.0433595166516801,0.0477024929745816,0.0873821705187284,0.0582418879583789
800,0.888888888888889,100,5,80,4000001,-0.0114584020872345,0.928986020984089,0.993750845681601,-0.0143333051153413,1.0460970143531,1.1185898212732,0.0440222955679853,0.0462987072066101,0.0417904989795381,0.0449235174421637,0.0565414929486712,0.0476727820463024,0.0440576206406805,0.0467483361732674,0.0419340113375578,0.0449622581310148,0.0569862308375609,0.0478355827769185
800,0.944444444444444,100,5,80,4000001,-0.00842415325584418,0.97978496424134,1.04369376444162,-0.00941892705175017,1.03834877388417,1.10508505160208,0.04269724384259,0.041712507456427,0.0400935508558753,0.042937070789727,0.0436670061925132,0.0422183493235031,0.0427377607121126,0.0419441466797204,0.0402034646768561,0.0429794673477965,0.0439171235490135,0.0423384520339321
800,1,100,5,80,4000001,0.0011333689700601,0.987707825373039,1.08152239922992,0.001095505604076,0.987666985906817,1.08139332742914,0.0419798212734752,0.0346282322425782,0.0401313881411672,0.0418928323211787,0.0344892225639431,0.0397387925252254,0.0420234819360051,0.0347001664173987,0.0402491095302737,0.0419365195259184,0.0345609594525168,0.0398532644623128
800,0.5,100,5,80,4000002,-0.0435334056921232,0.445820850104573,0.500470824689225,-0.141275741940874,0.770313387313661,0.771870050737437,0.0536954658721217,0.035691435551326,0.0362053277906376,0.160135221841009,0.861848421181613,0.231327967279925,0.0538827113597147,0.0361525005346111,0.0366710192390102,0.168756738132822,0.858169659592114,0.231363924154521
800,0.555555555555556,100,5,80,4000002,-0.027220583718064,0.494110913431178,0.557388848955841,-0.0220098206522516,0.777446251152059,0.866471847612095,0.0510020952540926,0.0367443648081708,0.0349517768673872,0.0991864769446305,0.485890233807473,0.211279205658215,0.0511016006596771,0.0372894051093326,0.0352008596450787,0.101988904901345,0.484907703817071,0.211194377929513
800,0.611111111111111,100,5,80,4000002,-0.0131340113237301,0.54399353012996,0.611754230801682,0.0359736992279978,0.797850120593257,0.929079731217572,0.0491192690111575,0.0380971412456723,0.0350017923837581,0.0671759693291558,0.312682617120892,0.172696244573002,0.0491767155241492,0.0387113225219856,0.0351944467823857,0.0675445344591496,0.312717463830869,0.172660402803044
800,0.666666666666667,100,5,80,4000002,-0.00158165152014992,0.595780668651913,0.66375947224063,0.055964501658803,0.824003394673834,0.96072935317687,0.0478403085943179,0.0395396606176978,0.0357096298625729,0.0577961156296182,0.212389717442492,0.126967232722854,0.0478852849290355,0.0402014251790861,0.0358896559539118,0.0578265964617714,0.212882913476815,0.127078107387204
800,0.722222222222222,100,5,80,4000002,0.00757515278504841,0.649671486438874,0.714108585878135,0.0588505372948296,0.851209132476297,0.974782236064657,0.0468110068338537,0.0408471756282433,0.0364822670296267,0.0536869007327453,0.145006280487257,0.0891839970578423,0.0468541701693825,0.041528907040746,0.036648409126533,0.0537266112256648,0.14577115022333,0.0893930113510407
800,0.777777777777778,100,5,80,4000002,0.0146918392940678,0.705917639914421,0.763701644401926,0.0550392618296438,0.877445420229794,0.979701937505453,0.0457732710277986,0.041812967003103,0.0370657688444419,0.0503565846159504,0.0981316395000629,0.064154240780035,0.0458165542842817,0.0424815354767271,0.0372113001431618,0.0504101766727911,0.0990762123677597,0.064387764713533
800,0.833333333333333,100,5,80,4000002,0.0201230447261901,0.764981462613456,0.813387301394561,0.0488116750326671,0.902113287831411,0.979707580558402,0.0446013521431897,0.0422227055504704,0.0373972388863346,0.0473140424877524,0.067682202335616,0.0503470887437297,0.0446443961946451,0.042839109299361,0.0375189563953426,0.0473695285316935,0.068676270464658,0.0505439401246123
800,0.888888888888889,100,5,80,4000002,0.0240524456754172,0.827724506892306,0.863841037972868,0.0417655964396646,0.925397927158021,0.977004741806696,0.0432390630432247,0.0418175983851644,0.0374212234443472,0.0445132978703396,0.050937827743534,0.043483010766075,0.043281130368252,0.0423363117165214,0.0375208590089689,0.0445644586568911,0.0517619496387424,0.0436231030907037
800,0.944444444444444,100,5,80,4000002,0.0262561578779787,0.895916134916494,0.915596738600733,0.0342255090699803,0.948335676956319,0.973021437347744,0.0416360111287513,0.0402522399404705,0.037023415679056,0.0419190658677831,0.0428580707901162,0.0394393324580093,0.0416762031396579,0.0406208002437625,0.0371097711201092,0.0419634826510942,0.0433434647113134,0.0395403164464875
800,1,100,5,80,4000002,0.0222081878762081,0.981736041282973,0.971204894782507,0.0221626109564585,0.98180300388344,0.971168563175266,0.0396097913501512,0.0370572908402005,0.0369839874951256,0.0394017749952866,0.0368511960228147,0.0365320358432646,0.0396479658236296,0.0371906050547735,0.0371079845553326,0.0394403096980307,0.0369840801936329,0.0366551455746082
800,0.5,100,5,80,4000003,-0.0823532318070773,0.425965937010531,0.432665198470995,-0.0595358185859101,0.533563596249802,0.681619304495535,0.0531298702317767,0.0430682557750043,0.0423202872453991,0.13884772503517,0.553947266136658,1.10776653405186,0.0531740191295289,0.0437411033471236,0.0428262805753544,0.137988500222491,0.550611225401148,1.10389308879987
800,0.555555555555556,100,5,80,4000003,-0.0739263838425706,0.473718026421577,0.48286537870061,-0.044581226269141,0.588758418202657,0.731719135485292,0.051989861612067,0.0451176440637131,0.044429517533726,0.106241777493845,0.49580824237261,0.83338445007433,0.0520320313447067,0.045844407990625,0.0449982175219271,0.105666743767358,0.492718295581951,0.83080021359182
800,0.611111111111111,100,5,80,4000003,-0.0654156341744022,0.522899328636082,0.533260118738351,-0.0350545345722891,0.645859891499455,0.767467864856541,0.0507795994810882,0.0470137789135406,0.0462816489974065,0.0831376372791341,0.415818380803171,0.590460957730491,0.0508195980501898,0.0477692731660827,0.0468939404235935,0.0828345976393217,0.413359063835325,0.588767360854475
