"n","rel","n.supp","k","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,100,5,80,2000001,-0.0623653335839227,0.525293258512137,0.506940605664234,-0.0754913883294414,0.966291655527069,0.715237776425658,0.0513361634222707,0.0419801996949953,0.0369905087499143,0.518512994393688,2.85522583932186,0.576024691790377,0.0513849333655065,0.0425556813086253,0.0372347383254092,0.517437593717052,2.84317670398992,0.573901572776338
800,0.555555555555556,100,5,80,2000001,-0.0599744474353658,0.579033777936321,0.560401847900508,-0.0701093770157342,0.997693854165908,0.785162750202746,0.0501426808732491,0.0438535929298742,0.0389452265462721,0.31844271246488,1.71218153439835,0.440215240070145,0.0501929289836894,0.0444216254716775,0.0392088352422697,0.317799980079449,1.70494334348701,0.438599237194534
800,0.611111111111111,100,5,80,2000001,-0.0573625081641184,0.63250330328184,0.614374380914252,-0.0640371667785447,1.01481959162189,0.84343871697861,0.0489183821369844,0.045234274887159,0.0407091107250063,0.197658218165985,1.01243547573245,0.319919123194739,0.0489697157484147,0.0457751729809697,0.0409865212804481,0.197288207504066,1.00807046895535,0.31876291473116
800,0.666666666666667,100,5,80,2000001,-0.0545036499958186,0.685853685390508,0.669125568930334,-0.0579794173138722,1.02305544632557,0.891267271147479,0.0476482120886843,0.046061720575494,0.0422065888126438,0.125316918378371,0.587242727415215,0.221792781720692,0.0477000475603374,0.0465582242377871,0.0424907444341721,0.125125450494077,0.584624119822198,0.221043764762506
800,0.722222222222222,100,5,80,2000001,-0.0513578436144849,0.739261099164728,0.724933144901769,-0.0522551815540303,1.02596633034444,0.930010114090811,0.0463130092891319,0.0462784482082799,0.0433509551305864,0.0832037900187653,0.330562452555693,0.147456376742274,0.0463645548174407,0.046716144377887,0.0436333266283099,0.0831327827326655,0.329039047369101,0.147063645813126
800,0.777777777777778,100,5,80,2000001,-0.0478632483285688,0.792940738581922,0.782080020051228,-0.0469484636806857,1.02583303512071,0.96101056623556,0.044889098868814,0.0458277121310447,0.0440388796116116,0.0602416601285665,0.178372631585432,0.0959344821304333,0.0449393416547149,0.0461954547198347,0.0443094464325392,0.0602464784761758,0.177568711939694,0.0958477987575396
800,0.833333333333333,100,5,80,2000001,-0.0439189706097084,0.847177683160958,0.840841793738128,-0.0419958666359014,1.02412872399157,0.985485675514035,0.0433479254959775,0.0446488252016835,0.044137020225728,0.0487974722899067,0.0931614944238385,0.0650381888168838,0.0433956313802762,0.0449392875142512,0.0443843620250304,0.0488378037409865,0.0928635462770182,0.0651805257948972
800,0.888888888888889,100,5,80,2000001,-0.0393386913563919,0.902406781108298,0.901452299794838,-0.0372063854874792,1.02189385186646,1.00445005382261,0.0416558652891536,0.0426685154524175,0.0434510703643471,0.0432432504267661,0.0535312229100334,0.0503402094917688,0.0416996038589862,0.0428790802591432,0.0436627427183013,0.0432901586026288,0.0535732821392574,0.0505712192823496
800,0.944444444444444,100,5,80,2000001,-0.0336744770128831,0.959509661519511,0.963972205855261,-0.0321352775583285,1.02017840726091,1.0185833831931,0.03977442468372,0.0397861344965006,0.0416368555194787,0.0400668551853726,0.0413521309857512,0.0438221776096729,0.0398126196543856,0.0399206080783058,0.0417999446067324,0.0401071970251697,0.0414816928812291,0.044010933219839
800,1,100,5,80,2000001,-0.0227976739217878,1.02549612570971,1.02571002918021,-0.0227857266523374,1.02552535565479,1.02571023778503,0.0376360873409713,0.0358657828859614,0.0373806919142735,0.0375522467732856,0.0356905324135583,0.0372206681649062,0.0376654457203915,0.035938986839209,0.0374719074661634,0.0375813152474321,0.0357630336733588,0.0373128941226764
800,0.5,100,5,80,2000002,-0.0332355244064556,0.512875912562403,0.453764388624917,-0.0501417333175074,0.886567085507833,0.779359031717651,0.0546044426816333,0.0364223112339334,0.0369254034752167,0.108662544518713,0.732861458804798,0.533722038455264,0.0546440296208462,0.0366306844936215,0.0371300568909859,0.107977479961699,0.730591307650228,0.530488161434048
