"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.6625,80,7000001,3,0.310569863338876,0.264186375112927,0.318639408914425,0.0271557203881869,0.020716430777767,0.0293450997769608,0.027717077667263,0.0209132642014827,0.0324969078966324
8000,0.6625,80,7000001,3,0.324582800308557,0.273558277842606,0.322426558630585,0.00873041879782703,0.00671591063323671,0.012536619318345,0.00874310749347796,0.00671978262355884,0.012557030196316
800,0.53,80,7000001,3,0.310569863338876,0.269037292944751,0.323656680225602,0.0271557203881869,0.0213314217740191,0.0310562203927232,0.027717077667263,0.0215674230718582,0.0335231804715582
8000,0.53,80,7000001,3,0.324582800308557,0.278511220566036,0.321819581615783,0.00873041879782703,0.00693593677379267,0.0113479001073673,0.00874310749347796,0.00694056442291396,0.0113647791588015
800,0.421590909090909,80,7000001,3,0.310569863338876,0.273936697193849,0.318252561741453,0.0271557203881869,0.0219522887733881,0.0359863929555651,0.027717077667263,0.0222263944830609,0.0382397402191001
8000,0.421590909090909,80,7000001,3,0.324582800308557,0.283585033716175,0.321641514531932,0.00873041879782703,0.00715601244222688,0.0107327162151472,0.00874310749347796,0.00716145044617959,0.010748453967721
800,0.33125,80,7000001,3,0.310569863338876,0.278894021786758,0.31452701016059,0.0271557203881869,0.02258084465953,0.035068211883524,0.027717077667263,0.0228912199656281,0.0358846317065374
8000,0.33125,80,7000001,3,0.324582800308557,0.288785377870211,0.321637289171344,0.00873041879782703,0.00737602345982034,0.010273084402161,0.00874310749347796,0.00738232571714876,0.0102880944736807
800,0.254807692307692,80,7000001,3,0.310569863338876,0.283920623768947,0.313310910852103,0.0271557203881869,0.0232194194418002,0.0320042255488233,0.027717077667263,0.0235639291009812,0.032722429384793
8000,0.254807692307692,80,7000001,3,0.324582800308557,0.29412050303197,0.321743594394229,0.00873041879782703,0.0075959455743795,0.00990274018477952,0.00874310749347796,0.00760316560098501,0.00991720090658406
800,0.189285714285714,80,7000001,3,0.310569863338876,0.289030176046435,0.31257229058983,0.0271557203881869,0.023871733625051,0.0302551650981771,0.027717077667263,0.0242486067555603,0.0309115242673789
