"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.6625,80,1000001,3,0.373184107207004,0.314064701389211,0.3974334116511,0.0249242079702464,0.0199329491338413,0.0176273722311613,0.0251660818877515,0.020053925637841,0.0180671800361568
8000,0.6625,80,1000001,3,0.328856366169772,0.278722287386332,0.325867938618511,0.00843974872357277,0.00665219908046763,0.0118824972893019,0.00845312885891784,0.00665612860369215,0.0119028889682416
800,0.53,80,1000001,3,0.373184107207004,0.321367120931663,0.376148980836572,0.0249242079702464,0.0204692685155852,0.0172958832420888,0.0251660818877515,0.0206138805557493,0.0175307400331603
8000,0.53,80,1000001,3,0.328856366169772,0.283863023866047,0.326264953045852,0.00843974872357277,0.00686277406098617,0.0110835717690875,0.00845312885891784,0.00686754045744491,0.0111027259271822
800,0.421590909090909,80,1000001,3,0.373184107207004,0.32869101094548,0.370085959884349,0.0249242079702464,0.0210158009451361,0.0221228952420103,0.0251660818877515,0.0211834935637779,0.0224262080236735
8000,0.421590909090909,80,1000001,3,0.328856366169772,0.289123082267904,0.326664028309878,0.00843974872357277,0.00707080352076838,0.0104489227900589,0.00845312885891784,0.0070764677164778,0.0104665775022918
800,0.33125,80,1000001,3,0.373184107207004,0.336003987844723,0.376098411344942,0.0249242079702464,0.0215742790063873,0.0239672421883833,0.0251660818877515,0.0217638649270603,0.024216401215587
8000,0.33125,80,1000001,3,0.328856366169772,0.294497706153618,0.327072265399947,0.00843974872357277,0.00727562158281741,0.00997717180946797,0.00845312885891784,0.00728223720072567,0.0099937215350154
800,0.254807692307692,80,1000001,3,0.373184107207004,0.34326312811372,0.37889736527286,0.0249242079702464,0.0221445778729675,0.0252286367349012,0.0251660818877515,0.0223543233929318,0.0255220284013454
8000,0.254807692307692,80,1000001,3,0.328856366169772,0.299982196290134,0.327458811457212,0.00843974872357277,0.00747666251465245,0.00960358387663324,0.00845312885891784,0.00748427557809794,0.00961929253974062
800,0.189285714285714,80,1000001,3,0.373184107207004,0.35040839018171,0.379845308505903,0.0249242079702464,0.0227238682128375,0.0256147591297091,0.0251660818877515,0.0229514980925706,0.0259187061037308
8000,0.189285714285714,80,1000001,3,0.328856366169772,0.305571887993945,0.32781082594293,0.00843974872357277,0.00767350596691292,0.00929311080669195,0.00845312885891784,0.00768215544723428,0.00930813847844296
800,0.1325,80,1000001,3,0.373184107207004,0.357351954797685,0.379718915300651,0.0249242079702464,0.0233061626642926,0.0256833405033365,0.0251660818877515,0.0235487227232802,0.0259861285704644
8000,0.1325,80,1000001,3,0.328856366169772,0.311261998352978,0.328125940905228,0.00843974872357277,0.00786595614820129,0.00902795918688743,0.00845312885891784,0.00787567584218528,0.00904241174758125
800,0.0828125,80,1000001,3,0.373184107207004,0.363953854572837,0.378807995306439,0.0249242079702464,0.0238820293004507,0.0255270581098271,0.0251660818877515,0.024135465057025,0.0258188141088086
8000,0.0828125,80,1000001,3,0.328856366169772,0.317047169241331,0.328405652364515,0.00843974872357277,0.00805425342349661,0.00879817443986617,0.00845312885891784,0.00806507667873341,0.00881213260390516
800,0.0389705882352941,80,1000001,3,0.373184107207004,0.369933047178204,0.377201111143252,0.0249242079702464,0.0244364313470961,0.0252543500321202,0.0251660818877515,0.0246944122201831,0.0255289989119605
8000,0.0389705882352941,80,1000001,3,0.328856366169772,0.322920057377421,0.32865203873299,0.00843974872357277,0.0082398758498697,0.00859841740915398,0.00845312885891784,0.00825185044062033,0.00861195999446088
800,0,80,1000001,3,0.373184107207004,0.373184107207004,0.373184107207004,0.0249242079702464,0.0249242079702464,0.0249242079702548,0.0251660818877515,0.0251660818877515,0.02516608188776
8000,0,80,1000001,3,0.328856366169772,0.328856366169772,0.328856366169772,0.00843974872357277,0.00843974872357277,0.00843974872357132,0.00845312885891784,0.00845312885891784,0.00845312885891644
800,0.6625,80,1000002,3,0.318422265727176,0.274960660693147,0.327046560440633,0.027950014479485,0.02060582893706,0.0265429403200438,0.0285088234769195,0.0206593443189465,0.0300236313554288
8000,0.6625,80,1000002,3,0.325873538097753,0.283143901686977,0.326291366536668,0.00841001223883084,0.0067155084671574,0.0115289475351607,0.00842306356435579,0.00671989789023496,0.011550624755663
800,0.53,80,1000002,3,0.318422265727176,0.280081649240818,0.331818307863484,0.027950014479485,0.0212881235944808,0.0277523046779144,0.0285088234769195,0.0213755974951969,0.0300623700640463
8000,0.53,80,1000002,3,0.325873538097753,0.287669620362554,0.326525292506756,0.00841001223883084,0.00691989908678861,0.0109034826538614,0.00842306356435579,0.00692512846677483,0.0109238251440219
800,0.421590909090909,80,1000002,3,0.318422265727176,0.285302496945073,0.335283037154477,0.027950014479485,0.0219999301890908,0.0305355304279957,0.0285088234769195,0.0221287449329443,0.0321915252789984
8000,0.421590909090909,80,1000002,3,0.325873538097753,0.292278590946671,0.326700356208157,0.00841001223883084,0.00712336555510812,0.0104327042317765,0.00842306356435579,0.00712949281696942,0.0104518259727647
800,0.33125,80,1000002,3,0.318422265727176,0.290618057186429,0.335716016793265,0.027950014479485,0.022749090914531,0.033055117888972,0.0285088234769195,0.0229269725739001,0.0344858070596492
8000,0.33125,80,1000002,3,0.325873538097753,0.29696863116509,0.326809133379706,0.00841001223883084,0.00732552631523651,0.0100375521934145,0.00842306356435579,0.00733260305669213,0.0100555970907365
800,0.254807692307692,80,1000002,3,0.318422265727176,0.296013822399803,0.334454538686177,0.027950014479485,0.0235440495798654,0.0327700668215603,0.0285088234769195,0.0237787490832492,0.0339818102019626
8000,0.254807692307692,80,1000002,3,0.325873538097753,0.301736122133772,0.326861289826304,0.00841001223883084,0.0075257786799938,0.00969482561051643,0.00842306356435579,0.00753384843001346,0.00971190354145377
800,0.189285714285714,80,1000002,3,0.318422265727176,0.301458364056457,0.332548787993582,0.027950014479485,0.0243929666561262,0.0319276191129051,0.0285088234769195,0.0246917278131006,0.0329543941140139
8000,0.189285714285714,80,1000002,3,0.325873538097753,0.306575130892214,0.326864203957266,0.00841001223883084,0.00772320835308043,0.00939227792816487,0.00842306356435579,0.00773230458096593,0.00940847513176991
800,0.1325,80,1000002,3,0.318422265727176,0.306887496393975,0.330253007095157,0.027950014479485,0.0253013324475169,0.031003567056289,0.0285088234769195,0.0256699927562316,0.0318848456208782
8000,0.1325,80,1000002,3,0.325873538097753,0.311475567668483,0.326819690313109,0.00841001223883084,0.00791642250220878,0.00912168317632537,0.00842306356435579,0.00792656609340425,0.00913706876326624
800,0.0828125,80,1000002,3,0.318422265727176,0.312165611631554,0.32762031441957,0.027950014479485,0.0262656249066284,0.0300652293263769,0.0285088234769195,0.0267069861132015,0.0308274278792579
8000,0.0828125,80,1000002,3,0.325873538097753,0.316418420227534,0.326720420933618,0.00841001223883084,0.00810314699337292,0.00887648615630136,0.00842306356435579,0.00811434201412433,0.00889111366229627
800,0.0389705882352941,80,1000002,3,0.318422265727176,0.316953847765107,0.32450156475125,0.027950014479485,0.0272533064739391,0.0291225199052638,0.0285088234769195,0.0277637807337956,0.0297810778066532
8000,0.0389705882352941,80,1000002,3,0.325873538097753,0.321357928278944,0.326534999811228,0.00841001223883084,0.00827877698476463,0.0086498739789874,0.00842306356435579,0.0082909993643411,0.00866377530629768
800,0,80,1000002,3,0.318422265727176,0.318422265727176,0.318422265727176,0.027950014479485,0.027950014479485,0.0279500144794819,0.0285088234769195,0.0285088234769195,0.0285088234769164
8000,0,80,1000002,3,0.325873538097753,0.325873538097753,0.325873538097753,0.00841001223883084,0.00841001223883084,0.00841001223883265,0.00842306356435579,0.00842306356435579,0.00842306356435754
800,0.6625,80,1000003,3,0.350014199805779,0.324059839277658,0.580976943807427,0.0286674097999093,0.0222809784837843,0.0105813549536125,0.0288437509330056,0.0223862742698904,0.0109543598139408
