"n","vare","B","seed","a1","est.OG.1","est.NG.1","est.CG.1","ste.OG.1","ste.NG.1","ste.CG.1","bcs.OG.1","bcs.NG.1","bcs.CG.1"
800,0.6625,80,4000001,3,0.331317569795315,0.265351572862841,0.130771292505343,0.0278084166339118,0.02140647201235,0.00580220108120689,0.0280484611124025,0.0215664183332345,0.00604156591134801
8000,0.6625,80,4000001,3,0.333883195134047,0.272703231583955,0.330409392160809,0.00877395393353016,0.00658007359163869,0.00832494919462424,0.00878810497577132,0.00658342849282034,0.00901059017985027
800,0.53,80,4000001,3,0.331317569795315,0.271036761179615,0.421993922613049,0.0278084166339118,0.0221350725518211,0.0134191877564441,0.0280484611124025,0.0223227732480281,0.0135414462607418
8000,0.53,80,4000001,3,0.333883195134047,0.278303738870376,0.323436448374978,0.00877395393353016,0.00680829997409529,0.0115325179114552,0.00878810497577132,0.00681248069154066,0.0115421413333893
800,0.421590909090909,80,4000001,3,0.331317569795315,0.276986210620647,0.580502258314332,0.0278084166339118,0.0228677334391707,0.0142178679085844,0.0280484611124025,0.0230818405379817,0.0144748089150028
8000,0.421590909090909,80,4000001,3,0.333883195134047,0.28413535847684,0.324448948534651,0.00877395393353016,0.00704007058944339,0.0105795755991521,0.00878810497577132,0.00704517075914973,0.01059530081445
800,0.33125,80,4000001,3,0.331317569795315,0.283191476427678,0.338975398651058,0.0278084166339118,0.0235938838371979,0.112099979153455,0.0280484611124025,0.0238328001359801,0.123159956785564
8000,0.33125,80,4000001,3,0.333883195134047,0.290203320084184,0.325581479298368,0.00877395393353016,0.00727520384716425,0.0101592111463977,0.00878810497577132,0.00728131635317933,0.0101745657661264
800,0.254807692307692,80,4000001,3,0.331317569795315,0.289648021649662,0.328103836023731,0.0278084166339118,0.0243012948631779,0.044253497379146,0.0280484611124025,0.0245631436691334,0.0452868653343203
8000,0.254807692307692,80,4000001,3,0.333883195134047,0.29651568515452,0.326690070233457,0.00877395393353016,0.00751355090557068,0.00982819888886578,0.00878810497577132,0.00752076696425514,0.00984318888218499
800,0.189285714285714,80,4000001,3,0.331317569795315,0.296361846291416,0.325217708606173,0.0278084166339118,0.0249783460401672,0.0358527447277101,0.0280484611124025,0.0252606079111302,0.0364942983657845
8000,0.189285714285714,80,4000001,3,0.333883195134047,0.303085249630757,0.327778812558139,0.00877395393353016,0.00775503658760865,0.00954940981431205,0.00878810497577132,0.00776344537461156,0.00956409188948185
800,0.1325,80,4000001,3,0.331317569795315,0.30336525266209,0.324279392564279,0.0278084166339118,0.0256182465935358,0.0320463629565342,0.0280484611124025,0.0259169814119017,0.0325394348363874
8000,0.1325,80,4000001,3,0.333883195134047,0.309933918427758,0.328870766812495,0.00877395393353016,0.00799972154325273,0.00930914051277345,0.00878810497577132,0.00800941042281248,0.00932357247951366
800,0.0828125,80,4000001,3,0.331317569795315,0.310759058765552,0.324452542859828,0.0278084166339118,0.026227168338643,0.0298369618135656,0.0280484611124025,0.0265356153043,0.0302432597014168
8000,0.0828125,80,4000001,3,0.333883195134047,0.317104551491448,0.33001031732526,0.00877395393353016,0.00824793032065584,0.00909971720516718,0.00878810497577132,0.00825898554824801,0.00911395665789047
800,0.0389705882352941,80,4000001,3,0.331317569795315,0.318870052620815,0.325698690825069,0.0278084166339118,0.0268449598931511,0.0284404215823798,0.0280484611124025,0.0271501437457223,0.0287805932561418
8000,0.0389705882352941,80,4000001,3,0.333883195134047,0.324707058290837,0.331305927460379,0.00877395393353016,0.00850076869216145,0.0089170771652451,0.00878810497577132,0.00851327784630035,0.00893118503734238
800,0,80,4000001,3,0.331317569795315,0.331317569795315,0.331317569795315,0.0278084166339118,0.0278084166339118,0.0278084166339093,0.0280484611124025,0.0280484611124025,0.0280484611124022
8000,0,80,4000001,3,0.333883195134047,0.333883195134047,0.333883195134047,0.00877395393353016,0.00877395393353016,0.00877395393353291,0.00878810497577132,0.00878810497577132,0.00878810497577417
800,0.6625,80,4000002,3,0.289429914528193,0.250989043974534,0.267396403716031,0.0291643474597341,0.0200479176465281,0.0319609396077455,0.0296726731779824,0.0201145315476952,0.0327369852188192
8000,0.6625,80,4000002,3,0.327197355371353,0.277903156717203,0.320445564792316,0.00864274516397861,0.00659594881151968,0.011855998685328,0.00865630831584332,0.00660023195966259,0.0118817891920984
800,0.53,80,4000002,3,0.289429914528193,0.25347750074449,0.268755940060499,0.0291643474597341,0.0207476404512687,0.0312737058649812,0.0296726731779824,0.020834465863052,0.031576704838775
8000,0.53,80,4000002,3,0.327197355371353,0.282491964809639,0.321011531253218,0.00864274516397861,0.00680326609685736,0.0111259748300043,0.00865630831584332,0.00680836193080985,0.0111493036386115
800,0.421590909090909,80,4000002,3,0.289429914528193,0.256164266176779,0.270488126110354,0.0291643474597341,0.0214824575951092,0.0308858181248102,0.0296726731779824,0.0215933960006095,0.0312771583276321
8000,0.421590909090909,80,4000002,3,0.327197355371353,0.28723854357369,0.321582459223695,0.00864274516397861,0.00701237389282565,0.0105656531296136,0.00865630831584332,0.00701833848040845,0.0105868421125152
800,0.33125,80,4000002,3,0.289429914528193,0.259084706788946,0.272326741231085,0.0291643474597341,0.0222573802563727,0.0305162686257332,0.0296726731779824,0.0223968965442893,0.0309640370046083
