"n","rel","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,80,9000001,-0.0647729809250882,0.444129651320878,0.48327771394628,-0.0485572739215758,0.995146759028887,1.00141410973581,0.0537469813214695,0.0361690592315947,0.0401438466714061,0.0730730709523208,0.121577961585538,0.131917792428513,0.0538005218205427,0.0362333549566117,0.0403565683459932,0.0732692817329048,0.122262374775545,0.134596013713814
800,0.555555555555556,80,9000001,-0.0628782564698875,0.499258007911593,0.539872570841963,-0.0451286522914677,0.97787415790785,1.00099533934356,0.0526164588786209,0.0370144240263054,0.0418596164972412,0.0671073031385163,0.0996798905667644,0.11506332139943,0.0526718364126334,0.0370779941840283,0.0420958136074905,0.0672872772034553,0.100132364057721,0.117247353775744
800,0.611111111111111,80,9000001,-0.0614622216751665,0.554890793931611,0.596238038618619,-0.04450288489707,0.965400370420515,0.999193949356996,0.0514226852304773,0.0376308758990865,0.0432761896794992,0.0623114600176569,0.0838079725156926,0.100688067008287,0.0514792010131604,0.0376945223133807,0.0435296273007906,0.0624710293980199,0.0841307281708535,0.102398903751037
800,0.666666666666667,80,9000001,-0.0605569034485853,0.610976348411446,0.65235938404139,-0.0456603288796797,0.956864815804961,0.996967959150997,0.0501554655020767,0.0380590409478831,0.0443553719705703,0.058212729342376,0.0719359380519513,0.088372770882994,0.0502121649043607,0.0381240795547908,0.044617988740185,0.058349582154253,0.0721827666503523,0.0896733422366174
800,0.722222222222222,80,9000001,-0.0602058902492565,0.667486978997728,0.708261458556305,-0.0479844568515525,0.951489894525906,0.994741286056204,0.0488024513963552,0.0383343453128314,0.0450519823397336,0.0545701804926653,0.0628058208457061,0.0777096551021896,0.0488581682536921,0.038402489397237,0.0453144012911477,0.0546840605491663,0.0630061676642421,0.078670937887953
800,0.777777777777778,80,9000001,-0.0604705879672714,0.72443312214621,0.764017253623093,-0.0511207905352291,0.948700829464046,0.992728352979636,0.0473465559110787,0.0384810260131569,0.0453101393246555,0.0512470631122163,0.0555960704688498,0.0683705859066535,0.047399970588025,0.038554206344951,0.0455622042346,0.0513392227656586,0.0557663159349322,0.0690595155124974
800,0.833333333333333,80,9000001,-0.0614465340766892,0.781894979384045,0.819761077057966,-0.0549019104709116,0.948146480775695,0.99106070793659,0.0457613184254656,0.0385025219478984,0.0450542439313331,0.0481519833812423,0.0497494578811365,0.0600973393252318,0.0458110180629948,0.0385826322341257,0.0452854444562938,0.0482245870109567,0.0498985073030279,0.0605727917115631
800,0.888888888888889,80,9000001,-0.0633129819019212,0.840110259196809,0.875715066599733,-0.0593431296984297,0.949757839312877,0.989860307056851,0.0440009054616456,0.0383636999154316,0.0441663812789802,0.0452060714931408,0.0448692664366346,0.0526667884390047,0.0440454331003067,0.0384521968495452,0.0443660197885403,0.04526172008658,0.0450015043520301,0.0529787199428044
800,0.944444444444444,80,9000001,-0.0665402724157082,0.899824467560876,0.932277024176857,-0.0648162188401144,0.954074991246899,0.989353749020937,0.0419674981329159,0.0379397842471816,0.0424069295141426,0.0423008145408334,0.0406304850982775,0.045809765982114,0.0420053585855573,0.0380367741281171,0.0425637007439976,0.0423421724256957,0.0407471449043387,0.0459992320478037
800,1,80,9000001,-0.0764223308662445,0.969771878766262,0.991818578452036,-0.0765231399394528,0.96973301046828,0.991753410757803,0.0389112475478412,0.0362362623513127,0.0378969651341904,0.0386522699493143,0.0360959096889396,0.037745510651807,0.0389393008387706,0.0363324169592795,0.037984533460768,0.038680121028523,0.0361904907743937,0.0378316830848512
