"n","rel","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,80,4000001,0.0473347708104145,0.537071959493708,0.552752607352433,0.077834800660093,1.09499674309831,1.16465282998632,0.052957003097447,0.036047403312362,0.0362422284138484,0.0758318909829112,0.118607556495598,0.135041128595933,0.0529952326905489,0.036137390117357,0.0363222540761297,0.0759314735001594,0.1195660690825,0.135741480055764
800,0.555555555555556,80,4000001,0.0458230694442225,0.590999316478583,0.61092622896708,0.0712770771372337,1.07415621509478,1.13567671923465,0.0518043882041982,0.0368614360235263,0.0366908909161964,0.068990819308056,0.0971249448242154,0.0999935229736016,0.0518435347562408,0.0369545192474133,0.036772081837538,0.0690884110594138,0.0978765915684545,0.100475270713557
800,0.611111111111111,80,4000001,0.0440655714534685,0.644127044876074,0.668794861939332,0.0652611123539356,1.05769147557148,1.11728339759781,0.0506597513020559,0.037458918448048,0.0369663727461665,0.0636194827173938,0.0829843801124502,0.0806158630312815,0.0507000808437009,0.0375555029124302,0.0370485647073332,0.063715019366423,0.0836234948489432,0.0809759591835824
800,0.666666666666667,80,4000001,0.0420532239891077,0.696457565624877,0.726440811446678,0.0594345614543755,1.04446730188678,1.10449872281801,0.0495197823264001,0.0378606308826231,0.0371393397067999,0.059189033230025,0.0724447141093398,0.0681327748203434,0.0495615820488201,0.0379618235283088,0.03722290020418,0.0592809836426057,0.0730041597015024,0.0684160743038613
800,0.722222222222222,80,4000001,0.0397367522226552,0.747992224092133,0.783960441624173,0.0535927909165968,1.03354647400971,1.09516276997265,0.048379132806476,0.038077753761923,0.037281964944195,0.0554088385289395,0.0639707391320647,0.0593698267185547,0.0484226969897352,0.0381851644480208,0.0373679154276278,0.0554955997116949,0.064457564903675,0.0596011952956989
800,0.777777777777778,80,4000001,0.0370051268986895,0.79873153849173,0.841475764182712,0.0475456759963489,1.02423880330764,1.08820303335892,0.0472285922116543,0.0381045433886084,0.0374661407156569,0.0521061772396359,0.0567937705883889,0.0529199393740927,0.0472741632586326,0.0382196091728469,0.0375562220571291,0.0521863852777094,0.0572054146033058,0.0531148165047493
800,0.833333333333333,80,4000001,0.0336364155353167,0.848667822810752,0.899157954135851,0.0410415985343285,1.01601693782112,1.08305257790605,0.0460520566383916,0.0379057580537036,0.0377605563716024,0.0491707918427206,0.050480521681115,0.0480513733945414,0.0460996804080177,0.0380282506117114,0.0378571511912966,0.0492433863773551,0.0508118283947381,0.0482200596738058
800,0.888888888888889,80,4000001,0.0291656632650869,0.897750605865917,0.957286175167601,0.0336385638158899,1.00840358271072,1.07945471813074,0.0448213811773496,0.0373961639475753,0.038227502473464,0.0465275082613663,0.044764425424913,0.044338197656332,0.0448706039690035,0.0375214085531063,0.0383332458597243,0.0465917041347944,0.0450107267499195,0.0444877396429896
800,0.944444444444444,80,4000001,0.0223799192055568,0.945712664985574,1.01645972040076,0.024234804207951,1.00072759364596,1.07752571323563,0.0434869752044217,0.0364063471219949,0.0389243443393162,0.0441214292375129,0.0394713916403938,0.0415243356522896,0.0435362193984904,0.0365205725532909,0.0390409306741015,0.0441765937630239,0.0396302532379842,0.0416590061442779
800,1,80,4000001,0.0011333689700601,0.987707825373039,1.08152239922992,0.001095505604076,0.987666985906817,1.08139332742914,0.0419798212734752,0.0346282322425782,0.0401313881411672,0.0418928323211787,0.0344892225639431,0.0397387925252254,0.0420234819360051,0.0347001664173987,0.0402491095302737,0.0419365195259184,0.0345609594525168,0.0398532644623128
