"n","rel","B","seed","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.CI.1","ghat.CI.2","ghat.CI.3","stde.NI.1","stde.NI.2","stde.NI.3","stde.CI.1","stde.CI.2","stde.CI.3","bste.NI.1","bste.NI.2","bste.NI.3","bste.CI.1","bste.CI.2","bste.CI.3"
800,0.5,80,7000001,0.0363408875660119,0.471745256995848,0.578831268341943,0.0248371890536192,0.971630891472102,1.11076066549439,0.0535687797110412,0.0365355813576591,0.0358772853592895,0.071037241033606,0.0929918143797795,0.0987037175556304,0.0536041401197582,0.0366017839135601,0.03594920474833,0.0710904453953311,0.0933136924132993,0.0992628859299725
800,0.555555555555556,80,7000001,0.0335836957131572,0.526903422455389,0.635830337168054,0.0192185962094573,0.971172055832729,1.09772529328791,0.0521775614110982,0.0377676609861464,0.036670876031168,0.0639557658687394,0.0800934689628857,0.0835347910795021,0.0522118541396134,0.0378371704857282,0.0367470556582569,0.0640015407565743,0.0803448147922472,0.0839363836564527
800,0.611111111111111,80,7000001,0.0305641215533761,0.582372145743622,0.691898673573375,0.0151174466852812,0.971563757196511,1.08827646536182,0.0507352375977223,0.038777470572671,0.0372639823488929,0.0587943865920602,0.0706592254308099,0.0723171145107861,0.0507684014623299,0.0388502288533259,0.037343904580317,0.0588355281648273,0.0708658182811653,0.0726197922050768
800,0.666666666666667,80,7000001,0.0273221274792715,0.63812076184074,0.747124347602359,0.0121083663809279,0.972322075471143,1.08132593324913,0.0492358004128073,0.0395682896080153,0.0376655950863892,0.0547206358341786,0.063409057981283,0.0636610002899023,0.0492677989153954,0.0396444251351657,0.0377485380892126,0.0547585008942548,0.0635858383606171,0.0638973949008175
800,0.722222222222222,80,7000001,0.0239032355988776,0.694123238620873,0.8016121137498,0.00991530709943865,0.973216231776008,1.07623171753518,0.0476713683804278,0.0401400202290892,0.0378742008769973,0.0512903828309189,0.0576331269782365,0.0567532306295913,0.0477021927617453,0.040219857313133,0.0379592305392073,0.0513256680410682,0.0577891070721166,0.0569426663441756
800,0.777777777777778,80,7000001,0.0203639429331976,0.75035731641764,0.85549760411255,0.00836048952951245,0.974130288034561,1.07260976985598,0.046030683654997,0.0404898800478579,0.0378758065171262,0.0482589418308727,0.0528900024691721,0.0510748584301177,0.0460603531546465,0.0405739231174565,0.0379617606134724,0.0482920231347274,0.0530307602938419,0.0512293707243055
800,0.833333333333333,80,7000001,0.0167822769865845,0.806802407057263,0.908975235634614,0.00733867783466899,0.975001572585539,1.07025557031491,0.0442964126500172,0.04061122808351,0.0376386101199885,0.0454834432600104,0.0488793072694984,0.0462680379806337,0.0443249691096148,0.0407000918807089,0.0377240515319042,0.0455145250113279,0.0490082889080046,0.0463954013001806
800,0.888888888888889,80,7000001,0.0132838565815363,0.86343351265979,0.962367811614261,0.00681562712257289,0.975788208638927,1.06914469071986,0.042439191871909,0.040486600702119,0.0370988326069922,0.0428702942606209,0.0453736024840073,0.0420581298826429,0.0424666809417086,0.0405808047218869,0.037181916377646,0.0428994687752541,0.0454927600953385,0.0421634154153075
800,0.944444444444444,80,7000001,0.0101349745892938,0.92019726753479,1.01637908857972,0.00688815710384699,0.976437154133787,1.06961277178437,0.0403985360656996,0.0400544873213861,0.0361107403408687,0.040336706188763,0.0421541426754605,0.0381734407754407,0.0404249467343419,0.0401537877390437,0.0361887780355753,0.0403639501823795,0.0422639770049037,0.0382596288575438
800,1,80,7000001,0.00941573386798413,0.976551134198428,1.07680804332466,0.00932712729475194,0.976476130591076,1.07681613396707,0.0377666149317931,0.0385448052034033,0.0336165913540821,0.0375358544109527,0.0383839680923554,0.0335068458066852,0.0377913155905015,0.0386403255719781,0.0336803072300884,0.0375605520293594,0.0384777774879899,0.033569907947934
800,0.5,80,7000002,-0.0693524970525671,0.484066666188103,0.498347271672943,-0.0109533222360268,0.934246442269705,1.0066020988052,0.0532156344716099,0.0364245994333447,0.0379131855545864,0.0692473823763789,0.101393413604706,0.110979298072633,0.0532573122163594,0.0365212603241786,0.0380038146627789,0.0693311540567181,0.102188919964025,0.111825760102986
800,0.555555555555556,80,7000002,-0.0616632551139991,0.535022023140207,0.550948552954829,-0.00675826691504312,0.936497041746278,0.996746282948948,0.0521028083174003,0.0375530360277576,0.0393026983193445,0.0642087911194535,0.0886708680088093,0.0933938434407696,0.0521448867002428,0.0376547358485058,0.0394028096334396,0.0642908338419442,0.0892571630471412,0.0940693197347474
800,0.611111111111111,80,7000002,-0.0539994052656479,0.586145586042711,0.603049517124211,-0.00393432470532156,0.938407910761405,0.989066449616051,0.0509519202152327,0.0384381898403883,0.0405026377005546,0.0600500263650323,0.0781595006883651,0.0813887903515757,0.0509943501999547,0.0385440024093229,0.0406133725291888,0.0601277533407426,0.0786030094329991,0.0819467163505271
800,0.666666666666667,80,7000002,-0.0464068499935124,0.637588226943681,0.65461019488611,-0.00227122697979649,0.940565419191384,0.982453794145735,0.0497564968837818,0.0390864421032202,0.0415221513510667,0.0564770470882176,0.0693500597971368,0.0725077081902157,0.0497991641912075,0.0391953033540212,0.041644528955523,0.0565492069212469,0.069691987343359,0.0729768765203426
800,0.722222222222222,80,7000002,-0.0389379428508794,0.68953039061768,0.705601869180323,-0.00151551950000189,0.943216548895718,0.976457395563925,0.0485081349636332,0.0394987098648479,0.0423561767796294,0.0533082674306275,0.0618778085907261,0.0654845044265044,0.0485508432155906,0.0396093403981761,0.0424908869242315,0.0533742648791041,0.0621451557354429,0.0658825189619449
800,0.777777777777778,80,7000002,-0.031656334232518,0.742207934941034,0.756013381954356,-0.00145973971912683,0.946502185475724,0.970922882335689,0.0471952506638175,0.0396699023710049,0.0429805420078295,0.05043353999553,0.0554735382488327,0.0596471286530424,0.0472376983563588,0.0397807018216851,0.0431276386205591,0.0504931566030053,0.0556846639891934,0.0599857923166666
800,0.833333333333333,80,7000002,-0.0246479079621885,0.795965699402603,0.805861052897649,-0.00197122834498676,0.950585540937064,0.965811955976819,0.0458011110058119,0.0395877976335104,0.0433422183815149,0.0477816752093457,0.0499367301883357,0.0545930664102481,0.045842854298369,0.0396967028115803,0.0435006362938318,0.0478348764206366,0.0501044301718231,0.0548806663199093
800,0.888888888888889,80,7000002,-0.0180499980563099,0.851395178675478,0.855209896114469,-0.00301203802182342,0.955796395711167,0.961134605489422,0.044300162716723,0.0392309899228743,0.043335616573892,0.0452995028417593,0.0451183025100996,0.0500252670670888,0.0443405419592316,0.0393352754141966,0.0435023104428356,0.0453462800783732,0.0452516093658488,0.050267399969059
800,0.944444444444444,80,7000002,-0.0121621923228191,0.909843799697928,0.904241581678475,-0.0047289904293894,0.963070528759349,0.956956248383292,0.0426486807281557,0.0385630609984749,0.0427211127398403,0.0429352991979738,0.0409065330175351,0.0456170219262066,0.0426866294020791,0.0386589692768479,0.0428889986537411,0.0429754699183343,0.0410116784966406,0.0458161044324038
800,1,80,7000002,-0.00965337847324954,0.983120461236857,0.954221124261635,-0.00960043783270835,0.983145266359955,0.954177946569986,0.0406826318310482,0.0373845289332688,0.0398150809292755,0.0405190239427586,0.0370998145886613,0.0396494622939272,0.0407148596553774,0.0374626153569158,0.0399527627514561,0.0405502907760689,0.0371768084071422,0.0397879777423593
800,0.5,80,7000003,-0.0272988242971853,0.466867371965425,0.440094030380561,-0.0417621066839429,1.03720412933501,1.10916624643999,0.0520803546396316,0.0393918328135695,0.0369503914900861,0.0739533200957813,0.142434373566616,0.146031777156527,0.0521333158031193,0.0395501897610768,0.0370476824705603,0.0741816053879477,0.143575942904315,0.146920633597606
800,0.555555555555556,80,7000003,-0.0326410600747487,0.524240513416665,0.497282466477515,-0.0530889125411143,1.04027245503569,1.07483621526181,0.0514757368540629,0.0416516556155452,0.038480799360866,0.0688704145008971,0.123527594415498,0.118805851586695,0.0515373926130321,0.041857462991787,0.038588992663973,0.0690846472347535,0.124587603400149,0.119464662730463
800,0.611111111111111,80,7000003,-0.0379510764906923,0.583157609614541,0.555251954176579,-0.0608099354828636,1.04179289437158,1.04854028115444,0.0508373848764131,0.0438318977413869,0.039700320397069,0.0643548976990057,0.108313986021242,0.0984917925214508,0.0509098428927443,0.0441001601871781,0.0398176550921542,0.0645595847727608,0.109327868117013,0.0989931962347627
800,0.666666666666667,80,7000003,-0.0431726150374646,0.643513586288734,0.613808394805426,-0.0659329208029103,1.04183745468621,1.02785014216755,0.050124419561617,0.0458718080146168,0.0405698993109094,0.0602338180391097,0.0954318737383268,0.0828311224384472,0.0502094421264679,0.046217956053268,0.0406937959812606,0.0604301502546991,0.0964212359473768,0.0832193742286013
800,0.722222222222222,80,7000003,-0.0482172684504607,0.70510082332691,0.67272790286547,-0.0690883789024509,1.04049811579599,1.0112325462203,0.049286136772355,0.0476684916555788,0.0410511584725434,0.0564421696845324,0.0843241221079794,0.0705321489219592,0.0493846350146525,0.0481056132190032,0.0411784796632055,0.0566296111461614,0.0852971391917111,0.0708364213624551
800,0.777777777777778,80,7000003,-0.0529506925560335,0.767570700503172,0.73174644030569,-0.0706608009548055,1.0378143974937,0.997650958103708,0.0482648117659067,0.0490781616753356,0.0411139132124255,0.0529456522527819,0.0746877385982067,0.060750571751393,0.0483761783237281,0.0496128907327146,0.0412413836037118,0.0531226521655918,0.0756412042931703,0.0609912967275218
800,0.833333333333333,80,7000003,-0.057163215485204,0.83036446523299,0.790541597331883,-0.0708437817871926,1.03371229887064,0.986354011349428,0.0470017029298887,0.0499232199354731,0.0407464789007571,0.0497188952616952,0.0663083141894187,0.0529001989584059,0.0471229939880734,0.0505499816350922,0.0408711687653199,0.0498830865793436,0.0672285629206585,0.053092379110692
800,0.888888888888889,80,7000003,-0.0604924227194954,0.892552467135108,0.848685570584045,-0.0696194228965255,1.02788117379379,0.976728696241086,0.045449190911068,0.0500064848877148,0.0399731884440549,0.0467419337663426,0.059008568645301,0.046568046284952,0.0455741455647971,0.0506992317698795,0.0400928875920448,0.0468899343930971,0.0598698883213447,0.0467230178991757
800,0.944444444444444,80,7000003,-0.0621302266489322,0.952270674502892,0.905454224888508,-0.066520321834236,1.01930680273698,0.968080929862254,0.0436024588249124,0.0491359256898265,0.0388944268710154,0.0440082619592508,0.0526326122920703,0.0414765687666838,0.0437200599347867,0.0498329037508366,0.039007621554369,0.0441347016179317,0.0533887764599525,0.0416026315861399
800,1,80,7000003,-0.0551033459046402,0.996512468051874,0.955801615855368,-0.0550652307324259,0.996554202575933,0.955869052669214,0.0418535983697846,0.0472021019779999,0.0378697729933917,0.0417041549897427,0.0470790943145632,0.0375806833521924,0.041935655066806,0.0476738375909158,0.0379681968134364,0.0417886549247137,0.0475454103885197,0.0376764946563548
800,0.5,80,7000004,0.0358425339346868,0.437949123699935,0.460535027511746,0.0306787877918647,0.831947863997017,1.027834877853,0.0534393964691661,0.0338890196073113,0.0373788935160986,0.0721894188554478,0.09634105096849,0.118052431883372,0.0534772037495963,0.0339576230990532,0.0374668943741313,0.0722987983050084,0.0967531067330174,0.118730515970029
