"n","B","vare","seed","ps","out","method","type","est","se","bse"
400,80,0.01,4000001,0,0,"gfmla","naive",0.122362474753096,0.11081603165052,0.11140305022628
400,80,0.01,4000001,0,0,"gfmla","oracle",0.173945352490264,0.118632585759299,0.119386447430011
400,80,0.01,4000001,0,0,"gfmla","rc",0.155472696136765,0.140681992720742,0.141490237517844
400,80,0.01,4000001,0,0,"gfmla","mccs",0.155625763661327,0.141087071089368,0.141974091995952
400,80,0.01,4000001,0,0,"ipw","naive",0.119432851726155,0.114644760599362,0.115229087510008
400,80,0.01,4000001,0,0,"ipw","oracle",0.154389535059951,0.125921724527753,0.126764879743532
400,80,0.01,4000001,0,0,"ipw","rc",0.154807938674597,0.147472662432855,0.148378304400722
400,80,0.01,4000001,0,0,"ipw","mccs",0.157644909068293,0.149427975154574,0.150423210799131
400,80,0.01,4000001,0,0,"dr","naive",0.128138421582737,0.1177626988046,0.118304833025558
400,80,0.01,4000001,0,0,"dr","oracle",0.170724265737224,0.13113814709156,0.131760983069847
400,80,0.01,4000001,0,0,"dr","rc",0.170855528805783,0.153588009254608,0.15443185041207
400,80,0.01,4000001,0,0,"dr","mccs",0.173471027368803,0.156909374592976,0.157871383680463
400,80,0.01,4000001,1,0,"gfmla","naive",0.122362474753096,0.11081603165052,0.11140305022628
400,80,0.01,4000001,1,0,"gfmla","oracle",0.173945352490264,0.118632585759299,0.119386447430011
400,80,0.01,4000001,1,0,"gfmla","rc",0.155472696136765,0.140681992720742,0.141490237517844
400,80,0.01,4000001,1,0,"gfmla","mccs",0.155625763661327,0.141087071089368,0.141974091995952
400,80,0.01,4000001,1,0,"ipw","naive",0.0373036843576609,0.119682966628898,0.120430161999855
400,80,0.01,4000001,1,0,"ipw","oracle",0.0679747843958547,0.126285487588241,0.127046063592971
400,80,0.01,4000001,1,0,"ipw","rc",0.0297762757191531,0.156484254564302,0.15771857439658
400,80,0.01,4000001,1,0,"ipw","mccs",0.0646383265951422,0.156107565306562,0.157489043876009
400,80,0.01,4000001,1,0,"dr","naive",0.152830251229385,0.119083639501424,0.119808277685126
400,80,0.01,4000001,1,0,"dr","oracle",0.200154161787847,0.128954703292171,0.130094463919321
400,80,0.01,4000001,1,0,"dr","rc",0.209353063373286,0.156006924147453,0.157281672241723
400,80,0.01,4000001,1,0,"dr","mccs",0.208531716297858,0.158572305437595,0.160085277884929
400,80,0.01,4000001,0,1,"gfmla","naive",0.00902168942227793,0.112177010657332,0.112695537666607
400,80,0.01,4000001,0,1,"gfmla","oracle",0.0378305985900631,0.120548001697137,0.121155210119473
400,80,0.01,4000001,0,1,"gfmla","rc",-0.0261201329260735,0.141237549516186,0.141927156557362
400,80,0.01,4000001,0,1,"gfmla","mccs",0.0116571378794364,0.141187393876796,0.141966590419796
400,80,0.01,4000001,0,1,"ipw","naive",0.119432852022099,0.114644760596796,0.115229087507343
400,80,0.01,4000001,0,1,"ipw","oracle",0.154389534999031,0.125921724527637,0.126764879743409
400,80,0.01,4000001,0,1,"ipw","rc",0.154807938585084,0.147472662433902,0.148378304401817
400,80,0.01,4000001,0,1,"ipw","mccs",0.157644909044003,0.149427975154922,0.150423210799489
400,80,0.01,4000001,0,1,"dr","naive",0.111836616783393,0.115333315919346,0.115906549587131
400,80,0.01,4000001,0,1,"dr","oracle",0.14155736080754,0.127451524768592,0.12828781139383
400,80,0.01,4000001,0,1,"dr","rc",0.140192451562103,0.14931089944803,0.150212986549195
400,80,0.01,4000001,0,1,"dr","mccs",0.144086124879954,0.151398320062119,0.152394027669554
400,80,0.01,4000001,1,1,"gfmla","naive",0.00902168942227793,0.112177010657332,0.112695537666607
400,80,0.01,4000001,1,1,"gfmla","oracle",0.0378305985900631,0.120548001697137,0.121155210119473
400,80,0.01,4000001,1,1,"gfmla","rc",-0.0261201329260735,0.141237549516186,0.141927156557362
400,80,0.01,4000001,1,1,"gfmla","mccs",0.0116571378794364,0.141187393876796,0.141966590419796
400,80,0.01,4000001,1,1,"ipw","naive",0.037303684468311,0.11968296662476,0.120430161995645
