"n","vare","B","seed","pi.cc","ghat.N.1","ghat.N.2","ghat.N.3","ghat.O.1","ghat.O.2","ghat.O.3","ghat.C.1","ghat.C.2","ghat.C.3","stde.N.1","stde.N.2","stde.N.3","stde.O.1","stde.O.2","stde.O.3","stde.C.1","stde.C.2","stde.C.3","bste.N.1","bste.N.2","bste.N.3","bste.O.1","bste.O.2","bste.O.3","bste.C.1","bste.C.2","bste.C.3"
2000,0.05,30,6000001,0.05,0.431343047949845,0.494691091960323,0.558423637996804,0.385608465792759,0.484499522418146,0.583589512086256,0.42876594373519,0.525265441572506,0.622421458889583,0.0477706373748617,0.0333526472082564,0.0456238642736824,0.0474336753874249,0.0332798404782622,0.0514460592563292,0.0644777964941086,0.0392895269797881,0.0533478189821106,0.048428169906915,0.0335275900480177,0.0458323828725854,0.0484076904780105,0.0336051127670767,0.0529343285134241,0.0660995762781084,0.0398739193489548,0.0526518735217798
2000,0.05,30,6000001,0.1,0.419946178367132,0.468247426536119,0.516697943960264,0.380011019576365,0.47132198071011,0.562743055129315,0.374857062724882,0.46197475073427,0.549313384061251,0.0344439647134961,0.0243497846760093,0.0361145651241967,0.0389167061350355,0.0256058403055352,0.0414308514166918,0.0429403137286009,0.0257115354890707,0.0506171592417057,0.03477622748232,0.024388808257679,0.0363365652573058,0.0394562538667213,0.0257881323870911,0.0422033287306586,0.0439049126403281,0.0256374703083128,0.0515690481220239
2000,0.05,30,6000001,0.25,0.378750432930142,0.475666543609061,0.572691568188941,0.342618002742145,0.477901556242894,0.61326283505629,0.325425246591737,0.470444467511057,0.615555002127797,0.0233716222074093,0.0175149909644971,0.0271100444326328,0.0273581446798099,0.0187405769351127,0.0294266292498713,0.0292087028932833,0.019136718859479,0.0362501098947438,0.0234132548470636,0.0175177231298559,0.0271928478240126,0.0272183843190371,0.0187101644994086,0.0298421193730629,0.0294041686744024,0.0191466418364518,0.0365885450353302
2000,0.05,30,6000002,0.05,0.31675207704917,0.497886649272402,0.679165626102642,0.302774296699486,0.503396145636869,0.704016288981581,0.248026042098664,0.54143229247618,0.835007121096105,0.052011756243651,0.0374917100985067,0.0493857951882062,0.0637468330530611,0.0374097714287502,0.0523251448817751,0.102157133448734,0.0416933740514423,0.0747574581799539,0.0562569871413827,0.0376905196678162,0.0494317109196791,0.0778562579892896,0.0384551143818373,0.0583326436055421,0.109488916178388,0.042387726533179,0.0775632559172859
2000,0.05,30,6000002,0.1,0.388734600146898,0.477302022379468,0.566030601939301,0.349687051658502,0.497018663628956,0.644376223839762,0.350131105180625,0.487436472519753,0.624955889305085,0.0379808755145159,0.0278275570254091,0.0421410582963947,0.040544498302172,0.028472789312475,0.0441557274153537,0.0544455864257535,0.0304429365155282,0.0660740847364852,0.0388350005720444,0.0278284141620624,0.0422889416420163,0.0413001135781601,0.0286022184181146,0.0444236302524967,0.0586137325139014,0.0297679887590445,0.069266204930578
2000,0.05,30,6000002,0.25,0.399570463124982,0.465718925104527,0.532023190774722,0.37265949362639,0.488984735042703,0.605321664802717,0.378884443662044,0.461944930509241,0.545229269768962,0.0253235691997839,0.0187563540951023,0.0285645085126352,0.0279720633334305,0.0200370201974927,0.0316423128328867,0.0331289383715642,0.0214398507565757,0.0399835821818942,0.0254038730267116,0.0187633181850782,0.0286089342222543,0.0280974106610181,0.0200803740914671,0.0317281077660829,0.0332385892179665,0.0213756762580027,0.0405413053546406
2000,0.05,30,6000003,0.05,0.460432887911455,0.503175560172449,0.545855764866392,0.478079568639465,0.513070485180669,0.548079228315056,0.477473094483369,0.531996595799191,0.586435761652951,0.0593856979305786,0.0446554698898035,0.0594686541962947,0.070111829998789,0.0454686647530512,0.0665737824578811,0.0722561175552507,0.0497685132398515,0.0774168852260702,0.0588732293966706,0.0449676605043293,0.060552637961037,0.0726936691095766,0.0457489768028088,0.0693942050289879,0.0742931463234172,0.0494425216987944,0.0794154612464389
2000,0.05,30,6000003,0.1,0.383268575427331,0.485147824496124,0.587238993910175,0.367843234683774,0.48379126882282,0.599967849284048,0.324109664501904,0.485275358657514,0.646645798559953,0.0398948738296333,0.0301254675532543,0.0446812075659312,0.0443002643216594,0.0296884725909294,0.0507151993066864,0.0552410955591646,0.0339648442040686,0.0610092994282072,0.039089583924937,0.0295560278280767,0.045315804159844,0.0445983022859871,0.0293289064689045,0.051525974812709,0.0531608223671513,0.0314144541219375,0.0652601538874871
2000,0.05,30,6000003,0.25,0.420136242840538,0.488795487809283,0.557590281261662,0.378112491110186,0.484744289609124,0.591522037292873,0.414973971489775,0.489320034146362,0.563757136464674,0.0283245613734317,0.0206102866106289,0.029411799701892,0.0311675056062967,0.0210367202011915,0.0335874321387079,0.0419902659887615,0.0265319500906706,0.0378752461530782,0.028260639079502,0.0205330649961193,0.0295442708775704,0.0312140438641751,0.0208940764212156,0.0337907162824334,0.0406732203369448,0.0255186045171328,0.0382800151916653
2000,0.05,30,6000004,0.05,0.4764705710112,0.529540151546954,0.582775510298687,0.388395576198372,0.494383785701561,0.600426983072718,0.49209867525463,0.567429496054269,0.642962422055099,0.0643707911011761,0.0437817685621905,0.0582964905339159,0.0583107515276789,0.0418083024003387,0.0690161961746196,0.0797235148410929,0.0460195317502555,0.0645555122991552,0.0658797049324505,0.0441412781751868,0.0584492140604493,0.0627728995111834,0.0407639528489998,0.06998948378848,0.0824837103812262,0.0465392097450366,0.065624043022694
