"n","vare","B","seed","pi.cc","ghat.N.1","ghat.O.1","ghat.C.1","stde.N.1","stde.O.1","stde.C.1","bste.N.1","bste.O.1","bste.C.1"
2000,0.01,80,3000001,0.05,0.346770651689706,0.368100041142894,0.428179289716082,0.138529732256215,0.161507369124374,0.154061466439548,0.140148183018979,0.163417712388651,0.15571372002522
2000,0.01,80,3000001,0.1,0.259620767068114,0.348406845705151,0.321332803043661,0.113644947635232,0.124429717636838,0.124824833978439,0.114533708112212,0.125101489330544,0.125817737493966
2000,0.01,80,3000001,0.25,0.142435326770793,0.196156159746658,0.166373006770124,0.0845203354514396,0.101878229307875,0.099529104252031,0.0848755608688934,0.102543604242227,0.100059137097248
2000,0.01,80,3000001,0.5,0.118940221228101,0.161545210410239,0.13550563600648,0.064337868924248,0.0766847549670602,0.0799715053753445,0.0644134614990974,0.0768165138469513,0.0800495957440256
2000,0.01,80,3000002,0.05,0.177592733207516,0.216506951364463,0.226976197539991,0.172071051678225,0.199287471504154,0.241271348229968,0.172278820805904,0.198370190935521,0.239626137432064
2000,0.01,80,3000002,0.1,0.204196875549316,0.313598155586016,0.273912615925367,0.11930369135909,0.134635182687047,0.163623969220389,0.119981655511543,0.13555244183838,0.16459790107254
2000,0.01,80,3000002,0.25,0.0981780991787636,0.175489072804717,0.121554064809829,0.0817891923171236,0.0955228003803334,0.106058318311153,0.0821385889463527,0.0958884307373669,0.10684234237327
2000,0.01,80,3000002,0.5,0.11874149043204,0.180518209255489,0.141119612164108,0.0647712833364075,0.0737903369815839,0.084197593274678,0.0648551519346444,0.0738724589976735,0.0843252190962731
2000,0.01,80,3000003,0.05,-0.11443493046983,-0.00639296164667325,-0.128662252057618,0.186410708729106,0.2139861224598,0.257554980093698,0.189164644816699,0.217351973246368,0.261883815118345
2000,0.01,80,3000003,0.1,-0.0174493221146084,0.0906575212569224,-0.0270152656240944,0.132089689577904,0.14460718927443,0.178603795737131,0.133023357974727,0.145937354054947,0.180058396190799
2000,0.01,80,3000003,0.25,0.0713150345202912,0.0524413710787361,0.0935501562499774,0.0839606961668411,0.0975180809231519,0.109358327963823,0.0842434354999054,0.0979484091454463,0.10985067435339
2000,0.01,80,3000003,0.5,0.11231284450869,0.108125537716844,0.142108263359164,0.0635086962032602,0.0726798564953927,0.0834403397673732,0.0636171666265987,0.072815096279378,0.0836510259217966
