"n","vare","B","seed","pi.cc","ghat.N.1","ghat.O.1","ghat.C.1","stde.N.1","stde.O.1","stde.C.1","bste.N.1","bste.O.1","bste.C.1"
2000,0.01,80,9000001,0.05,0.183471135103153,0.340356725025606,0.242643095500839,0.188483824305031,0.212404661101832,0.254353374086594,0.192302923611584,0.21734371574924,0.261226603490806
2000,0.01,80,9000001,0.1,0.199268713046294,0.242823604008856,0.268588621513384,0.129344773111991,0.143572869709068,0.174081929343892,0.130210379085076,0.144836534420764,0.175506564405011
2000,0.01,80,9000001,0.25,0.263288632145456,0.23327304930033,0.331250103013107,0.0885755598094684,0.113057903247246,0.119601713869152,0.0889673310156635,0.1139357721825,0.120389717953056
2000,0.01,80,9000001,0.5,0.0750415779722745,0.119088041317091,0.0621457731164349,0.0741794856331915,0.079196038883172,0.10477337591943,0.0744205905142423,0.07934864808,0.105286803637702
2000,0.01,80,9000002,0.05,-0.0259913503450357,0.210985406933422,-0.0237009968915574,0.159355250881524,0.176874000375146,0.24055149142753,0.160749611828308,0.17986195817039,0.243217009761224
2000,0.01,80,9000002,0.1,-0.048811679702102,0.0536470900068972,-0.0914672259775047,0.112115546533181,0.148488423911148,0.159738003282274,0.112482928022705,0.15060813410802,0.160283537628115
2000,0.01,80,9000002,0.25,0.0311608980955907,0.0416181982980892,0.00621391323118126,0.0891692540749803,0.0992143550464394,0.120813454383099,0.0895487027224557,0.0996641223678772,0.121220589598303
2000,0.01,80,9000002,0.5,0.117561351400782,0.126629318097361,0.126493200572346,0.0691244142382678,0.0810024014237456,0.09292830862428,0.0692773240676993,0.0811801804091825,0.0931646656679852
2000,0.01,80,9000003,0.05,0.382050535272515,0.4242110908441,0.438378986069324,0.136223653447672,0.161059557613926,0.127085392045494,0.137847437383431,0.163919137800372,0.128663435647989
2000,0.01,80,9000003,0.1,0.31815983234572,0.470336137996566,0.36956332601788,0.125940134569936,0.109860920224715,0.144703570126849,0.126864138461062,0.110701001132287,0.144356778204791
2000,0.01,80,9000003,0.25,0.327036820254859,0.377322130540983,0.394486088099107,0.0779280085647984,0.0856849444909824,0.0926153645695136,0.0777137241211823,0.0837135997509642,0.0921178486866575
2000,0.01,80,9000003,0.5,0.288940811308442,0.316826992827452,0.363509518335984,0.0586250980576831,0.0684340480305402,0.07390460165356,0.0586043890536396,0.0680039097788649,0.0738132983077206
2000,0.01,80,9000004,0.05,0.243407528681758,0.323700689626122,0.322740903945928,0.139048538856036,0.148071823070208,0.193953708851992,0.140787872367329,0.150240318183484,0.196982081189356
2000,0.01,80,9000004,0.1,-0.0537147115429616,0.00680605489581265,-0.056827572830411,0.115588613073113,0.128997202271943,0.143340999447078,0.116316603575791,0.13016705936318,0.1442825411873
2000,0.01,80,9000004,0.25,-0.0329425556755019,0.0290017565619365,-0.0426173706965059,0.0799165625149856,0.0919085687731667,0.106233837657958,0.080116889240298,0.0924366790801723,0.106548946832525
2000,0.01,80,9000004,0.5,0.0572756567131486,0.128046144435894,0.0727052734669018,0.0644104140032196,0.0741620497320073,0.0845079582638044,0.0644940451526158,0.0742593411139965,0.0846474613839479
2000,0.01,80,9000005,0.05,-0.0160916201766343,-0.0802392469788359,-0.0234836797154251,0.143833699494548,0.155667311021123,0.204612869035124,0.145081047348522,0.156713635049885,0.20672461275146
2000,0.01,80,9000005,0.1,0.0842175326285732,0.100861307392786,0.120526584452017,0.111010835302775,0.121263951854103,0.159316893944657,0.111662244886554,0.122249494328178,0.16049144192536
2000,0.01,80,9000005,0.25,0.0985142411912742,0.161942625596489,0.121784601813031,0.079106961351599,0.0886484203955192,0.111873151055093,0.0793153403967564,0.0891041628161102,0.112279315933089
2000,0.01,80,9000005,0.5,0.174809856112097,0.23477300842974,0.22468689108029,0.0622967737297373,0.0707849846909379,0.0824553853950407,0.0624289950249596,0.0710080733058136,0.0827224314807975
2000,0.01,80,9000006,0.05,0.0303733384061645,0.16770232406622,0.0693607815253405,0.167633506685357,0.186114487361095,0.231584545223053,0.170589481782625,0.189533356329577,0.2360791975159
2000,0.01,80,9000006,0.1,-0.0873365498667302,0.0526278629512137,-0.127230827300139,0.133133328371906,0.14421488263641,0.172824478788097,0.134776568575907,0.145504233321002,0.176263810162987
2000,0.01,80,9000006,0.25,0.0595426129330969,0.16059340994435,0.0725382379804817,0.0879032442675217,0.0968677798320617,0.120374909292804,0.0884417633392159,0.0975136158234668,0.121598124502603
2000,0.01,80,9000006,0.5,0.0281919625886425,0.0780766414088111,0.018922551531734,0.0644484915688669,0.0776511923157773,0.0853615923930258,0.0646045253352601,0.0779118133574834,0.0856387326618906
2000,0.01,80,9000007,0.05,0.215505706704425,0.207202528208228,0.335982444697094,0.137961956964658,0.159872643024661,0.198001210059028,0.139881014053905,0.162238868262507,0.201384908814755
2000,0.01,80,9000007,0.1,0.139232846106651,0.0757535406846055,0.204462914349231,0.108799629281939,0.130257642165958,0.144243739270171,0.109432173452473,0.131299652453042,0.145201798753071
2000,0.01,80,9000007,0.25,0.203888932474489,0.178567779743716,0.275756093627853,0.0801127449562103,0.092958462062322,0.105441223325196,0.0803176035334343,0.0932907981198742,0.105770270286153
2000,0.01,80,9000007,0.5,0.101874727369433,0.115455919502623,0.130965323432764,0.0640521843134976,0.0692390863483475,0.0831087579795544,0.0642009442837631,0.0694497426137995,0.0833980870671689
2000,0.01,80,9000008,0.05,0.0879359292241249,0.211878021541473,0.115873793653431,0.155293323980994,0.161146174044202,0.21554741863725,0.155799467998603,0.161701624691043,0.216108190103026
2000,0.01,80,9000008,0.1,-0.000826204900308714,0.0900328439948942,0.0143489530060122,0.117411877802992,0.126535708409889,0.15711685252781,0.118032685144003,0.126743084980939,0.157996836522385
2000,0.01,80,9000008,0.25,0.0433799258872642,0.0972289439687074,0.0581216480359888,0.0838100032154258,0.0903901744486943,0.111178442343894,0.0839003382454724,0.0899555392571015,0.11117640926919
2000,0.01,80,9000008,0.5,0.146686600377585,0.207140635446446,0.192470181084774,0.0648338093284134,0.0728699221801342,0.0844410885636661,0.0648960431121295,0.0727946980098109,0.0844689080917877
2000,0.01,80,9000009,0.05,0.0412967154657508,-0.277533614323892,0.0864753340946413,0.219499864615601,0.238460614619221,0.251388150519016,0.222735165664319,0.241071680467238,0.254871264632331
2000,0.01,80,9000009,0.1,0.108332794754962,-0.0281670252248453,0.141505358500502,0.130261682117209,0.155248562367397,0.176554311195986,0.131144273328266,0.15630122073183,0.177712821613236
2000,0.01,80,9000009,0.25,0.191471652233898,0.114910237879492,0.249975508488755,0.0809301213790582,0.0999948437238556,0.109989883164873,0.0811402255881551,0.100486089581876,0.110370581591162
